dates,covid19mobilitytrend_park
2020-02-15,13
2020-02-16,7
2020-02-17,11
2020-02-18,13
2020-02-19,8
2020-02-20,7
2020-02-21,16
2020-02-22,10
2020-02-23,9
2020-02-24,11
2020-02-25,0
2020-02-26,8
2020-02-27,7
2020-02-28,10
2020-02-29,12
2020-03-01,3
2020-03-02,9
2020-03-03,10
2020-03-04,13
2020-03-05,6
2020-03-06,7
2020-03-07,5
2020-03-08,5
2020-03-09,6
2020-03-10,7
2020-03-11,3
2020-03-12,-3
2020-03-13,-12
2020-03-14,-20
2020-03-15,-15
2020-03-16,-16
2020-03-17,-18
2020-03-18,-38
2020-03-19,-42
2020-03-20,-46
2020-03-21,-45
2020-03-22,-48
2020-03-23,-45
2020-03-24,-45
2020-03-25,-47
2020-03-26,-50
2020-03-27,-51
2020-03-28,-50
2020-03-29,-48
2020-03-30,-47
2020-03-31,-42
2020-04-01,-44
2020-04-02,-45
2020-04-03,-47
2020-04-04,-45
2020-04-05,-47
2020-04-06,-47
2020-04-07,-41
2020-04-08,-42
2020-04-09,-46
2020-04-10,-46
2020-04-11,-40
2020-04-12,-41
2020-04-13,-38
2020-04-14,-37
2020-04-15,-37
2020-04-16,-40
2020-04-17,-41
2020-04-18,-36
2020-04-19,-33
2020-04-20,-32
2020-04-21,-25
2020-04-22,-25
2020-04-23,-26
2020-04-24,-43
2020-04-25,-39
2020-04-26,-27
2020-04-27,-26
2020-04-28,-23
2020-04-29,-23
2020-04-30,-26
2020-05-01,-41
2020-05-02,-31
2020-05-03,-19
2020-05-04,-22
2020-05-05,-23
2020-05-06,-21
2020-05-07,-21
2020-05-08,-30
2020-05-09,-24
2020-05-10,-11
2020-05-11,-8
2020-05-12,-8
2020-05-13,-11
2020-05-14,-16
2020-05-15,-26
2020-05-16,-17
2020-05-17,-12
2020-05-18,-11
2020-05-19,-11
2020-05-20,-10
2020-05-21,-11
2020-05-22,-22
2020-05-23,-15
2020-05-24,-33
2020-05-25,-24
2020-05-26,-23
2020-05-27,-19
2020-05-28,-25
2020-05-29,-25
2020-05-30,-20
2020-05-31,-21
2020-06-01,-23
2020-06-02,-33
2020-06-03,-29
2020-06-04,-25
2020-06-05,-25
2020-06-06,-19
2020-06-07,-20
2020-06-08,-23
2020-06-09,-26
2020-06-10,-24
2020-06-11,-26
2020-06-12,-27
2020-06-13,-21
2020-06-14,-14
2020-06-15,-15
2020-06-16,-15
2020-06-17,-17
2020-06-18,-30
