dates,incrementalcount_medicalconditionincident_covid_19_patientdeceased
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,2
2020-03-22,0
2020-03-23,1
2020-03-24,0
2020-03-25,2
2020-03-26,1
2020-03-27,1
2020-03-28,1
2020-03-29,1
2020-03-30,2
2020-03-31,2
2020-04-01,5
2020-04-02,7
2020-04-03,1
2020-04-04,5
2020-04-05,4
2020-04-06,5
2020-04-07,5
2020-04-08,6
2020-04-09,3
2020-04-10,4
2020-04-11,5
2020-04-12,3
2020-04-13,20
2020-04-14,5
2020-04-15,2
2020-04-16,3
2020-04-17,15
2020-04-18,17
2020-04-19,7
2020-04-20,8
2020-04-21,25
2020-04-22,8
2020-04-23,25
2020-04-24,11
2020-04-25,23
2020-04-26,18
2020-04-27,15
2020-04-28,13
2020-04-29,11
2020-04-30,20
2020-05-01,31
2020-05-02,18
2020-05-03,47
2020-05-04,29
2020-05-05,20
2020-05-06,19
2020-05-07,38
2020-05-08,12
2020-05-09,59
2020-05-10,14
2020-05-11,37
2020-05-12,23
2020-05-13,8
2020-05-14,57
2020-05-15,37
2020-05-16,9
2020-05-17,33
2020-05-18,31
2020-05-19,39
2020-05-20,30
2020-05-21,36
2020-05-22,78
2020-05-23,0
2020-05-24,84
2020-05-25,32
2020-05-26,34
2020-05-27,30
2020-05-28,28
2020-05-29,35
2020-05-30,57
2020-05-31,78
2020-06-01,88
2020-06-02,60
2020-06-03,78
2020-06-04,67
2020-06-05,82
2020-06-06,68
2020-06-07,97
2020-06-08,67
2020-06-09,65
2020-06-10,105
2020-06-11,83
2020-06-12,101
2020-06-13,107
2020-06-14,88
2020-06-15,81
2020-06-16,97
2020-06-17,110
2020-06-18,136
2020-06-19,118
2020-06-20,136
2020-06-21,153
2020-06-22,119
2020-06-23,89
2020-06-24,105
2020-06-25,60
2020-06-26,148
2020-06-27,59
2020-06-28,73
2020-06-29,83
2020-06-30,49
2020-07-01,137
2020-07-02,91
2020-07-03,78
2020-07-04,78
2020-07-05,68
2020-07-06,93
2020-07-07,50
2020-07-08,77
2020-07-09,83
2020-07-10,61
2020-07-11,75
2020-07-12,65
2020-07-13,74
2020-07-14,73
2020-07-15,49
2020-07-16,67
2020-07-17,40
2020-07-18,49
2020-07-19,47
2020-07-20,46
2020-07-21,31
2020-07-22,40
2020-07-23,38
2020-07-24,32
2020-07-25,54
2020-07-26,24
2020-07-27,35
2020-07-28,20
2020-07-29,23
2020-07-30,27
2020-07-31,32
2020-08-01,27
2020-08-02,19
2020-08-03,6
2020-08-04,8
2020-08-05,15
2020-08-06,15
2020-08-07,21
2020-08-08,19
2020-08-09,20
2020-08-10,8
2020-08-11,15
2020-08-12,15
2020-08-13,17
2020-08-14,10
2020-08-15,14
2020-08-16,9
2020-08-17,6
2020-08-18,7
2020-08-19,15
2020-08-20,11
2020-08-21,8
2020-08-22,10
2020-08-23,12
2020-08-24,4
2020-08-25,9
2020-08-26,11
2020-08-27,12
2020-08-28,7
2020-08-29,9
2020-08-30,1
2020-08-31,4
2020-09-01,6
2020-09-02,4
2020-09-03,20
2020-09-04,10
2020-09-05,7
2020-09-06,5
2020-09-07,2
2020-09-08,3
2020-09-09,5
2020-09-10,9
2020-09-11,6
2020-09-12,5
2020-09-13,3
2020-09-14,6
2020-09-15,4
2020-09-16,6
2020-09-17,4
2020-09-18,6
2020-09-19,9
2020-09-20,7
2020-09-21,1
2020-09-22,4
2020-09-23,4
2020-09-24,8
2020-09-25,5
2020-09-26,7
2020-09-27,7
2020-09-28,6
2020-09-29,9
2020-09-30,8
2020-10-01,5
2020-10-02,5
2020-10-03,15
2020-10-04,8
2020-10-05,6
2020-10-06,4
2020-10-07,6
2020-10-08,12
2020-10-09,9
2020-10-10,8
2020-10-11,6
2020-10-12,12
2020-10-13,10
2020-10-14,8
2020-10-15,13
2020-10-16,13
2020-10-17,7
2020-10-18,17
2020-10-19,16
2020-10-20,5
2020-10-21,14
2020-10-22,19
2020-10-23,10
2020-10-24,13
2020-10-25,12
2020-10-26,9
2020-10-27,3
2020-10-28,6
2020-10-29,14
2020-10-30,16
2020-10-31,20
2020-11-01,11
2020-11-02,17
2020-11-03,12
2020-11-04,14
2020-11-05,18
2020-11-06,26
2020-11-07,30
2020-11-08,20
2020-11-09,25
2020-11-10,9
2020-11-11,23
2020-11-12,21
2020-11-13,34
2020-11-14,37
2020-11-15,17
2020-11-16,32
2020-11-17,19
2020-11-18,33
2020-11-19,37
2020-11-20,18
2020-11-21,313
2020-11-22,42
2020-11-23,59
2020-11-24,34
2020-11-25,48
2020-11-26,59
2020-11-27,40
2020-11-28,54
2020-11-29,45
2020-11-30,43
2020-12-01,40
2020-12-02,66
2020-12-03,75
2020-12-04,39
2020-12-05,55
2020-12-06,43
2020-12-07,58
2020-12-08,37
2020-12-09,89
2020-12-10,60
2020-12-11,56
2020-12-12,50
2020-12-13,71
2020-12-14,72
2020-12-15,36
2020-12-16,73
2020-12-17,105
2020-12-18,71
2020-12-19,83
2020-12-20,86
2020-12-21,80
2020-12-22,62
2020-12-23,82
2020-12-24,83
2020-12-25,111
2020-12-26,85
2020-12-27,63
2020-12-28,58
2020-12-29,55
2020-12-30,63
2020-12-31,55
2021-01-01,58
2021-01-02,71
2021-01-03,82
2021-01-04,53
2021-01-05,39
2021-01-06,59
2021-01-07,52
2021-01-08,50
2021-01-09,47
2021-01-10,40
2021-01-11,46
2021-01-12,32
2021-01-13,41
2021-01-14,55
2021-01-15,46
2021-01-16,45
2021-01-17,45
2021-01-18,43
2021-01-19,46
2021-01-20,58
2021-01-21,48
2021-01-22,54
2021-01-23,47
2021-01-24,43
2021-01-25,48
2021-01-26,23
2021-01-27,58
2021-01-28,74
2021-01-29,64
2021-01-30,46
2021-01-31,63
2021-02-01,34
2021-02-02,26
2021-02-03,63
2021-02-04,56
2021-02-05,31
2021-02-06,53
2021-02-07,28
2021-02-08,53
2021-02-09,59
2021-02-10,40
2021-02-11,62
2021-02-12,57
2021-02-13,33
2021-02-14,58
2021-02-15,31
2021-02-16,26
2021-02-17,47
2021-02-18,56
2021-02-19,52
2021-02-20,39
2021-02-21,36
2021-02-22,38
2021-02-23,16
2021-02-24,41
2021-02-25,50
2021-02-26,64
2021-02-27,32
2021-02-28,33
2021-03-01,23
2021-03-02,36
2021-03-03,42
2021-03-04,75
2021-03-05,63
2021-03-06,52
2021-03-07,38
2021-03-08,39
2021-03-09,22
2021-03-10,54
2021-03-11,43
2021-03-12,53
2021-03-13,53
2021-03-14,46
2021-03-15,32
2021-03-16,29
2021-03-17,58
2021-03-18,61
2021-03-19,61
2021-03-20,40
2021-03-21,42
2021-03-22,44
2021-03-23,20
2021-03-24,72
2021-03-25,30
2021-03-26,63
2021-03-27,63
2021-03-28,67
2021-03-29,57
2021-03-30,41
2021-03-31,100
2021-04-01,78
2021-04-02,96
2021-04-03,83
2021-04-04,84
2021-04-05,81
2021-04-06,43
2021-04-07,103
2021-04-08,102
2021-04-09,98
2021-04-10,105
2021-04-11,100
2021-04-12,114
2021-04-13,58
2021-04-14,118
2021-04-15,135
2021-04-16,118
2021-04-17,110
2021-04-18,112
2021-04-19,149
2021-04-20,73
2021-04-21,137
2021-04-22,147
2021-04-23,98
2021-04-24,144
2021-04-25,157
2021-04-26,118
2021-04-27,70
2021-04-28,142
2021-04-29,201
2021-04-30,150
2021-05-01,131
2021-05-02,146
2021-05-03,113
2021-05-04,79
2021-05-05,161
2021-05-06,119
2021-05-07,108
2021-05-08,140
2021-05-09,120
2021-05-10,118
2021-05-11,78
2021-05-12,113
2021-05-13,104
2021-05-14,126
2021-05-15,48
2021-05-16,83
2021-05-17,76
2021-05-18,74
2021-05-19,135
2021-05-20,104
2021-05-21,131
2021-05-22,102
2021-05-23,88
2021-05-24,74
2021-05-25,57
2021-05-26,92
2021-05-27,65
2021-05-28,75
2021-05-29,67
2021-05-30,73
2021-05-31,56
2021-06-01,43
2021-06-02,71
2021-06-03,80
2021-06-04,92
2021-06-05,83
2021-06-06,84
2021-06-07,76
2021-06-08,58
2021-06-09,53
2021-06-10,77
2021-06-11,73
2021-06-12,47
2021-06-13,57
2021-06-14,56
2021-06-15,34
2021-06-16,59
2021-06-17,46
2021-06-18,46
2021-06-19,39
2021-06-20,27
2021-06-21,37
2021-06-22,30
2021-06-23,27
2021-06-24,39
2021-06-25,38
2021-06-26,44
2021-06-27,36
2021-06-28,23
2021-06-29,20
2021-06-30,23
2021-07-01,27
2021-07-02,40
2021-07-03,24
2021-07-04,34
2021-07-05,29
2021-07-06,19
2021-07-07,25
2021-07-08,17
2021-07-09,24
2021-07-10,27
2021-07-11,35
2021-07-12,27
2021-07-13,15
2021-07-14,21
2021-07-15,24
2021-07-16,47
2021-07-17,31
2021-07-18,40
2021-07-19,21
2021-07-20,30
2021-07-21,37
2021-07-22,40
2021-07-23,40
2021-07-24,11
2021-07-25,32
2021-07-26,45
2021-07-27,32
2021-07-28,39
2021-07-29,46
2021-07-30,76
2021-07-31,86
2021-08-01,65
2021-08-02,62
2021-08-03,40
2021-08-04,67
2021-08-05,46
2021-08-06,60
2021-08-07,67
2021-08-08,95
2021-08-09,68
2021-08-10,53
2021-08-11,86
2021-08-12,81
2021-08-13,102
2021-08-14,79
2021-08-15,73
2021-08-16,67
