dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-03-18,2972
2020-03-19,4073
2020-03-20,5226
2020-03-21,5900
2020-03-22,6954
2020-03-23,8673
2020-03-24,10163
2020-03-25,12072
2020-03-26,13879
2020-03-27,15701
2020-03-28,17580
2020-03-29,19311
2020-03-30,20946
2020-03-31,22672
2020-04-01,24543
2020-04-02,26131
2020-04-03,27302
2020-04-04,28003
2020-04-05,28747
2020-04-06,29569
2020-04-07,29871
2020-04-08,30217
2020-04-09,30608
2020-04-10,31108
2020-04-11,31159
2020-04-12,31665
2020-04-13,31952
2020-04-14,32131
2020-04-15,31623
2020-04-16,31172
2020-04-17,31061
2020-04-18,30515
2020-04-19,30486
2020-04-20,30462
2020-04-21,29984
2020-04-22,29627
2020-04-23,29113
2020-04-24,28554
2020-04-25,28119
2020-04-26,28114
2020-04-27,27954
2020-04-28,27607
2020-04-29,26736
2020-04-30,26192
2020-05-01,25809
2020-05-02,25751
2020-05-03,25739
2020-05-04,25472
2020-05-05,24701
2020-05-06,23912
2020-05-07,23139
2020-05-08,22657
2020-05-09,22547
2020-05-10,22502
2020-05-11,22219
2020-05-12,21530
2020-05-13,21009
2020-05-14,20401
2020-05-15,19801
2020-05-16,19372
2020-05-17,19302
2020-05-18,18956
2020-05-19,18409
2020-05-20,17882
2020-05-21,17527
2020-05-22,17327
2020-05-23,17122
2020-05-24,17129
2020-05-25,16742
2020-05-26,16209
2020-05-27,15627
2020-05-28,15155
2020-05-29,14643
2020-05-30,14329
2020-05-31,14271
2020-06-01,14237
2020-06-02,13978
2020-06-03,13465
2020-06-04,13054
2020-06-05,12650
2020-06-06,12433
2020-06-07,12415
2020-06-08,12269
2020-06-09,11915
2020-06-10,11632
2020-06-11,11420
2020-06-12,11079
2020-06-13,10864
2020-06-14,10836
2020-06-15,10707
2020-06-16,10490
2020-06-17,10222
2020-06-18,10080
2020-06-19,9925
2020-06-20,9792
2020-06-21,9778
2020-06-22,9648
2020-06-23,9446
2020-06-24,9254
2020-06-25,9096
2020-06-26,8841
2020-06-27,8715
2020-06-28,8727
2020-06-29,8643
2020-06-30,8491
2020-07-01,8291
2020-07-02,8103
2020-07-03,7946
2020-07-04,7863
2020-07-05,7863
2020-07-06,7806
2020-07-07,7550
2020-07-08,7254
2020-07-09,7134
2020-07-10,7020
2020-07-11,6995
2020-07-12,6991
2020-07-13,6941
2020-07-14,6907
2020-07-15,6873
2020-07-16,6754
2020-07-17,6646
2020-07-18,6614
2020-07-19,6583
2020-07-20,6547
2020-07-21,6440
2020-07-22,6324
2020-07-23,5915
2020-07-24,5678
2020-07-25,5634
2020-07-26,5640
2020-07-27,5614
2020-07-28,5510
2020-07-29,5409
2020-07-30,5334
2020-07-31,5257
2020-08-01,5177
2020-08-02,5188
2020-08-03,5157
2020-08-04,5121
2020-08-05,5107
2020-08-06,5019
2020-08-07,4970
2020-08-08,4981
2020-08-09,4992
2020-08-10,5004
2020-08-11,4971
2020-08-12,4850
2020-08-13,4824
2020-08-14,4788
2020-08-15,4817
2020-08-16,4820
2020-08-17,4885
2020-08-18,4783
2020-08-19,4781
2020-08-20,4723
2020-08-21,4720
2020-08-22,4685
2020-08-23,4683
2020-08-24,4664
2020-08-25,4578
2020-08-26,4535
2020-08-27,4517
2020-08-28,4517
2020-08-29,4512
2020-08-30,4517
2020-08-31,4564
2020-09-01,4586
2020-09-02,4614
2020-09-03,4625
2020-09-04,4653
2020-09-05,4667
2020-09-06,4697
2020-09-07,4889
2020-09-08,4942
2020-09-09,4985
2020-09-10,5077
2020-09-11,5136
2020-09-12,5176
2020-09-13,5228
2020-09-14,5479
2020-09-15,5660
2020-09-16,5800
2020-09-17,5825
2020-09-18,5800
2020-09-19,5493
2020-09-20,5356
2020-09-21,5597
2020-09-22,5777
2020-09-23,5913
2020-09-24,6012
2020-09-25,6110
2020-09-26,6154
2020-09-27,6235
2020-09-28,6397
2020-09-29,6482
2020-09-30,6572
2020-10-01,6634
2020-10-02,6740
2020-10-03,6740
2020-10-04,6964
2020-10-05,7276
2020-10-06,7377
2020-10-07,7514
2020-10-08,7603
2020-10-09,7843
2020-10-10,7976
2020-10-11,8231
2020-10-12,8671
2020-10-13,8928
2020-10-14,9173
2020-10-15,9584
2020-10-16,10021
2020-10-17,10399
2020-10-18,10897
2020-10-19,11640
2020-10-20,12435
2020-10-21,13162
2020-10-22,14009
2020-10-23,14985
2020-10-24,15637
2020-10-25,16454
2020-10-26,17761
2020-10-27,18955
2020-10-28,20184
2020-10-29,21160
2020-10-30,22153
2020-10-31,23013
2020-11-01,24008
2020-11-02,25120
2020-11-03,26242
2020-11-04,27511
2020-11-05,28403
2020-11-06,28955
2020-11-07,29396
2020-11-08,30217
2020-11-09,31098
2020-11-10,31477
2020-11-11,31918
2020-11-12,32654
2020-11-13,32676
2020-11-14,32468
2020-11-15,33050
2020-11-16,33466
2020-11-17,33139
2020-11-18,32811
2020-11-19,32314
2020-11-20,31875
2020-11-21,31365
2020-11-22,31522
2020-11-23,31449
2020-11-24,30594
2020-11-25,29944
2020-11-26,29282
2020-11-27,28620
2020-11-28,28139
2020-11-29,28284
2020-11-30,28229
2020-12-01,27611
2020-12-02,26986
2020-12-03,26675
2020-12-04,26283
2020-12-05,26040
2020-12-06,26262
2020-12-07,26333
2020-12-08,25882
2020-12-09,25526
2020-12-10,25199
2020-12-11,24943
2020-12-12,24948
2020-12-13,25207
2020-12-14,25449
2020-12-15,25207
2020-12-16,25282
2020-12-17,25149
2020-12-18,24945
2020-12-19,24819
2020-12-20,24961
2020-12-21,25201
2020-12-22,24932
2020-12-23,24852
2020-12-24,24607
2020-12-25,24359
2020-12-26,24444
2020-12-27,24620
2020-12-28,24645
2020-12-29,24743
2020-12-30,24560
2020-12-31,24407
2021-01-01,24263
2021-01-02,24458
2021-01-03,24780
2021-01-04,24962
2021-01-05,24871
2021-01-06,24708
2021-01-07,24488
2021-01-08,24377
2021-01-09,24240
2021-01-10,24526
2021-01-11,24812
2021-01-12,24703
2021-01-13,24735
2021-01-14,24983
2021-01-15,25009
2021-01-16,24985
2021-01-17,25235
2021-01-18,25584
2021-01-19,25532
2021-01-20,25650
2021-01-21,25699
2021-01-22,25872
2021-01-23,25864
2021-01-24,26357
2021-01-25,26888
2021-01-26,27005
2021-01-27,27131
2021-01-28,27128
2021-01-29,27270
2021-01-30,27242
2021-01-31,27573
2021-02-01,27874
2021-02-02,28029
2021-02-03,27953
2021-02-04,27766
2021-02-05,27572
2021-02-06,27327
2021-02-07,27652
2021-02-08,27995
2021-02-09,27634
2021-02-10,27417
2021-02-11,26963
2021-02-12,26424
2021-02-13,26196
2021-02-14,26401
2021-02-15,26478
2021-02-16,26195
2021-02-17,25929
2021-02-18,25717
2021-02-19,25506
2021-02-20,25269
2021-02-21,25464
2021-02-22,25831
2021-02-23,25660
2021-02-24,25614
2021-02-25,25317
2021-02-26,25130
2021-02-27,24989
2021-02-28,25280
2021-03-01,25430
2021-03-02,25263
2021-03-03,25111
2021-03-04,24891
2021-03-05,24765
2021-03-06,24625
2021-03-07,24818
2021-03-08,25195
2021-03-09,25201
2021-03-10,24969
2021-03-11,24858
2021-03-12,24749
2021-03-13,24671
2021-03-14,24989
2021-03-15,25469
2021-03-16,25492
2021-03-17,25314
2021-03-18,25389
2021-03-19,25339
2021-03-20,25537
2021-03-21,25926
2021-03-22,26488
2021-03-23,26756
2021-03-24,26876
2021-03-25,27036
2021-03-26,27242
2021-03-27,27259
2021-03-28,27712
2021-03-29,28322
2021-03-30,28510
2021-03-31,28463
2021-04-01,28581
2021-04-02,28729
2021-04-03,28886
2021-04-04,29356
2021-04-05,29907
2021-04-06,30639
2021-04-07,30904
2021-04-08,30555
2021-04-09,30326
2021-04-10,30238
2021-04-11,30671
2021-04-12,31262
2021-04-13,31226
2021-04-14,30868
2021-04-15,30668
2021-04-16,30472
2021-04-17,30329
2021-04-18,30789
2021-04-19,31214
2021-04-20,31086
2021-04-21,30954
2021-04-22,30634
2021-04-23,30438
2021-04-24,30100
2021-04-25,30287
2021-04-26,30596
2021-04-27,30281
2021-04-28,29911
2021-04-29,29487
2021-04-30,28930
2021-05-01,28603
2021-05-02,28818
2021-05-03,28950
2021-05-04,28427
2021-05-05,27686
2021-05-06,26985
2021-05-07,26331
2021-05-08,25800
2021-05-09,25797
2021-05-10,25666
2021-05-11,25028
2021-05-12,24254
2021-05-13,23656
2021-05-14,23406
2021-05-15,22950
2021-05-16,22963
2021-05-17,22749
2021-05-18,22058
2021-05-19,21347
2021-05-20,20750
2021-05-21,20209
2021-05-22,19765
2021-05-23,19720
2021-05-24,19701
2021-05-25,19430
2021-05-26,18593
2021-05-27,17941
2021-05-28,17272
2021-05-29,16847
2021-05-30,16775
2021-05-31,16596
2021-06-01,16088
2021-06-02,15638
2021-06-03,15283
2021-06-04,14801
2021-06-05,14532
2021-06-06,14525
2021-06-07,14323
2021-06-08,13984
2021-06-09,13526
2021-06-10,13090
2021-06-11,12712
2021-06-12,12496
2021-06-13,12480
2021-06-14,12374
2021-06-15,11895
2021-06-16,11519
2021-06-17,11114
2021-06-18,10738
2021-06-19,10531
2021-06-20,10518
2021-06-21,10386
2021-06-22,10046
2021-06-23,9771
2021-06-24,9392
2021-06-25,9190
2021-06-26,9024
2021-06-27,8986
2021-06-28,8846
2021-06-29,8627
2021-06-30,8451
2021-07-01,8232
2021-07-02,8044
2021-07-03,7912
2021-07-04,7913
2021-07-05,7806
2021-07-06,7637
2021-07-07,7539
2021-07-08,7384
2021-07-09,7275
2021-07-10,7183
2021-07-11,7183
2021-07-12,7137
2021-07-13,7076
2021-07-14,7047
2021-07-15,7054
2021-07-16,6971
2021-07-17,6922
2021-07-18,6936
2021-07-19,7041
2021-07-20,6912
2021-07-21,6869
2021-07-22,6832
2021-07-23,6802
2021-07-24,6787
2021-07-25,6843
2021-07-26,7079
2021-07-27,7137
2021-07-28,7208
2021-07-29,7236
2021-07-30,7363
2021-07-31,7409
2021-08-01,7581
2021-08-02,7840
2021-08-03,7974
2021-08-04,8134
2021-08-05,8210
2021-08-06,8368
2021-08-07,8425
2021-08-08,8685
2021-08-09,9022
2021-08-10,9153
2021-08-11,9233
2021-08-12,9465
2021-08-13,9546
2021-08-14,9648
2021-08-15,9798
2021-08-16,10151
2021-08-17,10219
2021-08-18,10336
2021-08-19,10392
2021-08-20,10515
2021-08-21,10463
2021-08-22,10651
2021-08-23,11007
2021-08-24,11066
2021-08-25,11171
2021-08-26,11104
2021-08-27,11162
2021-08-28,11052
2021-08-29,11092
2021-08-30,11245
2021-08-31,11120
2021-09-01,11119
2021-09-02,10934
2021-09-03,10816
2021-09-04,10654
2021-09-05,10644
2021-09-06,10757
2021-09-07,10646
2021-09-08,10438
2021-09-09,10323
2021-09-10,10115
2021-09-11,10018
