dates,count_medicalconditionincident_covid_19_patientinicu
2020-03-18,771
2020-03-19,1002
2020-03-20,1297
2020-03-21,1453
2020-03-22,1674
2020-03-23,2080
2020-03-24,2503
2020-03-25,2935
2020-03-26,3351
2020-03-27,3758
2020-03-28,4236
2020-03-29,4592
2020-03-30,5056
2020-03-31,5496
2020-04-01,5940
2020-04-02,6305
2020-04-03,6556
2020-04-04,6723
2020-04-05,6859
2020-04-06,6948
2020-04-07,7004
2020-04-08,7019
2020-04-09,6937
2020-04-10,6875
2020-04-11,6752
2020-04-12,6714
2020-04-13,6690
2020-04-14,6599
2020-04-15,6331
2020-04-16,6139
2020-04-17,5922
2020-04-18,5733
2020-04-19,5644
2020-04-20,5584
2020-04-21,5334
2020-04-22,5127
2020-04-23,4967
2020-04-24,4785
2020-04-25,4641
2020-04-26,4598
2020-04-27,4526
2020-04-28,4392
2020-04-29,4128
2020-04-30,3947
2020-05-01,3819
2020-05-02,3770
2020-05-03,3762
2020-05-04,3639
2020-05-05,3375
2020-05-06,3095
2020-05-07,2911
2020-05-08,2820
2020-05-09,2764
2020-05-10,2728
2020-05-11,2666
2020-05-12,2496
2020-05-13,2385
2020-05-14,2256
2020-05-15,2162
2020-05-16,2091
2020-05-17,2047
2020-05-18,1958
2020-05-19,1854
2020-05-20,1754
2020-05-21,1708
2020-05-22,1664
2020-05-23,1628
2020-05-24,1618
2020-05-25,1572
2020-05-26,1519
2020-05-27,1467
2020-05-28,1395
2020-05-29,1328
2020-05-30,1293
2020-05-31,1287
2020-06-01,1270
2020-06-02,1221
2020-06-03,1179
2020-06-04,1133
2020-06-05,1065
2020-06-06,1030
2020-06-07,1024
2020-06-08,995
2020-06-09,926
2020-06-10,904
2020-06-11,875
2020-06-12,851
2020-06-13,843
2020-06-14,841
2020-06-15,818
2020-06-16,792
2020-06-17,744
2020-06-18,724
2020-06-19,699
2020-06-20,687
2020-06-21,687
2020-06-22,673
2020-06-23,654
2020-06-24,630
2020-06-25,623
2020-06-26,606
2020-06-27,594
2020-06-28,594
2020-06-29,591
2020-06-30,574
2020-07-01,554
2020-07-02,545
2020-07-03,533
2020-07-04,517
2020-07-05,521
2020-07-06,521
2020-07-07,511
2020-07-08,503
2020-07-09,486
2020-07-10,471
2020-07-11,470
2020-07-12,473
2020-07-13,467
2020-07-14,465
2020-07-15,457
2020-07-16,456
2020-07-17,452
2020-07-18,450
2020-07-19,448
2020-07-20,442
2020-07-21,430
2020-07-22,420
2020-07-23,411
2020-07-24,385
2020-07-25,368
2020-07-26,367
2020-07-27,374
2020-07-28,361
2020-07-29,356
2020-07-30,357
2020-07-31,347
2020-08-01,344
2020-08-02,345
2020-08-03,360
2020-08-04,364
2020-08-05,360
2020-08-06,366
2020-08-07,359
2020-08-08,366
2020-08-09,368
2020-08-10,372
2020-08-11,367
2020-08-12,355
2020-08-13,351
2020-08-14,344
2020-08-15,353
2020-08-16,353
2020-08-17,361
2020-08-18,357
2020-08-19,362
2020-08-20,368
2020-08-21,367
2020-08-22,368
2020-08-23,371
2020-08-24,387
2020-08-25,401
2020-08-26,373
2020-08-27,375
2020-08-28,381
2020-08-29,394
2020-08-30,396
2020-08-31,403
2020-09-01,418
2020-09-02,440
2020-09-03,458
2020-09-04,467
2020-09-05,476
2020-09-06,480
2020-09-07,531
2020-09-08,568
2020-09-09,593
2020-09-10,608
2020-09-11,628
2020-09-12,655
2020-09-13,662
2020-09-14,705
2020-09-15,752
2020-09-16,796
2020-09-17,793
2020-09-18,820
2020-09-19,827
2020-09-20,834
2020-09-21,912
2020-09-22,944
2020-09-23,995
2020-09-24,1041
2020-09-25,1092
2020-09-26,1105
2020-09-27,1112
2020-09-28,1158
2020-09-29,1198
2020-09-30,1232
2020-10-01,1259
2020-10-02,1270
2020-10-03,1289
2020-10-04,1335
2020-10-05,1409
2020-10-06,1417
2020-10-07,1406
2020-10-08,1418
2020-10-09,1439
2020-10-10,1456
2020-10-11,1483
2020-10-12,1539
2020-10-13,1633
2020-10-14,1664
2020-10-15,1741
2020-10-16,1791
2020-10-17,1868
2020-10-18,1939
2020-10-19,2090
2020-10-20,2168
2020-10-21,2239
2020-10-22,2310
2020-10-23,2432
2020-10-24,2491
2020-10-25,2575
2020-10-26,2761
2020-10-27,2909
2020-10-28,3036
2020-10-29,3147
2020-10-30,3368
2020-10-31,3443
2020-11-01,3569
2020-11-02,3721
2020-11-03,3869
2020-11-04,4080
2020-11-05,4221
2020-11-06,4321
2020-11-07,4410
2020-11-08,4527
2020-11-09,4677
2020-11-10,4736
2020-11-11,4789
2020-11-12,4884
2020-11-13,4887
2020-11-14,4855
2020-11-15,4880
2020-11-16,4903
2020-11-17,4838
2020-11-18,4759
2020-11-19,4637
2020-11-20,4566
2020-11-21,4493
2020-11-22,4491
2020-11-23,4438
2020-11-24,4277
2020-11-25,4136
2020-11-26,4006
2020-11-27,3871
2020-11-28,3765
2020-11-29,3744
2020-11-30,3739
