dates,incrementalcount_vaccine_covid_19_administered
2021-04-08,5422
2021-04-09,23605
2021-04-10,5861
2021-04-11,9446
2021-04-16,14828
2021-04-17,9626
2021-04-18,14494
2021-04-19,13976
2021-04-20,23313
2021-04-21,4514
2021-04-22,11733
2021-04-23,11009
2021-04-26,12741
2021-04-27,32263
2021-04-28,40071
2021-05-21,30622
2021-05-22,17315
2021-05-23,22021
2021-05-24,40166
2021-05-25,20358
2021-05-26,14771
2021-05-27,19184
2021-05-28,6783
2021-05-29,32088
2021-05-30,2577
2021-06-10,74799
2021-06-16,23798
2021-06-27,1961
2021-06-28,6062
2021-06-29,14112
2021-06-30,2240
2021-07-01,5133
2021-07-04,1223
2021-07-05,7710
2021-07-12,37826
2021-07-13,23938
2021-07-14,15407
2021-07-17,153729
2021-07-18,89402
2021-07-23,71993
2021-07-24,81311
2021-07-25,37942
2021-07-26,47354
2021-07-27,91440
2021-07-28,127345
2021-07-29,152181
2021-08-01,195132
2021-08-02,285703
2021-08-03,93781
2021-08-04,115155
2021-08-05,117779
2021-08-06,120899
2021-08-07,191339
2021-08-08,184036
2021-08-09,145030
2021-08-10,132221
2021-08-11,195211
2021-08-12,56853
2021-08-15,70770
2021-08-16,158335
2021-08-17,144528
2021-08-18,84133
2021-08-19,91011
2021-08-20,180028
2021-08-21,63963
2021-08-22,18322
2021-08-23,12344
2021-08-26,70026
2021-08-27,179865
2021-08-31,85128
2021-09-01,293151
2021-09-02,11700
2021-09-03,164302
2021-09-04,107598
2021-09-05,53182
2021-09-06,107232
2021-09-07,80400
2021-09-10,29189
2021-09-11,68630
2021-09-12,10449
2021-09-13,91830
2021-09-14,88184
2021-09-15,299131
2021-09-16,110899
2021-09-17,60159
2021-09-18,170317
2021-09-19,21360
2021-09-23,138385
2021-09-24,172590
2021-09-25,216725
2021-09-26,102301
2021-09-27,312874
2021-09-28,208090
2021-09-29,286145
2021-09-30,289381
2021-10-03,26419
2021-10-04,120548
2021-10-05,132896
2021-10-06,59376
2021-10-07,57158
2021-10-08,43941
2021-10-09,90993
2021-10-10,78927
2021-10-11,127532
2021-10-12,69824
2021-10-13,2275
2021-10-14,4784
2021-10-19,163026
2022-02-24,115406
2022-02-25,122493
2022-02-28,141121
2022-03-01,108140
2022-03-02,35788
2022-03-05,251250
2022-03-09,100099
2022-03-12,101864
2022-03-13,91650
2022-03-14,92416
2022-03-15,110850
2022-03-16,106601
2022-03-17,150105
2022-03-18,29540
2022-03-19,8784
2022-03-22,74043
2022-03-23,102672
2022-03-24,84044
2022-03-25,66348
2022-03-26,49767
2022-03-27,25849
2022-03-28,107320
2022-03-29,51133
2022-03-30,71742
2022-03-31,60908
2022-04-04,61570
2022-04-05,18013
2022-04-06,57403
2022-04-07,50632
2022-04-08,26422
2022-04-11,15443
2022-04-12,49639
2022-04-13,56790
2022-04-14,61373
2022-04-18,28051
2022-04-19,72821
2022-04-20,77047
2022-04-21,35728
2022-04-24,48094
2022-04-25,123210
2022-04-26,86136
2022-04-27,123590
2022-04-30,74646
2022-05-01,29574
2022-05-02,16010
2022-05-03,93546
2022-05-04,30656
2022-05-05,92088
2022-05-06,84621
2022-05-07,69656
2022-05-08,22106
2022-05-09,38359
2022-05-10,80142
2022-05-11,11005
2022-05-12,21179
2022-05-23,31388
2022-05-24,20890
2022-05-25,47979
2022-05-26,63385
2022-05-27,66181
2022-05-28,104534
2022-05-29,51691
2022-05-30,13829
2022-06-02,143582
2022-06-03,82413
2022-06-04,184521
2022-06-05,11973
2022-06-06,100274
2022-06-07,108792
2022-06-08,116383
2022-06-09,117117
2022-06-10,80501
2022-06-11,81912
2022-06-15,168217
2022-06-16,103133
2022-06-17,152337
2022-06-18,65278
2022-06-19,52309
2022-06-22,102933
2022-06-23,85657
2022-06-24,150061
2022-06-25,56688
2022-06-26,57724
2022-06-27,127792
2022-06-28,136996
2022-07-04,144666
2022-11-16,33262
