dates,covid19mobilitytrend_park
2020-02-15,3
2020-02-16,1
2020-02-17,4
2020-02-18,0
2020-02-19,4
2020-02-20,8
2020-02-21,8
2020-02-22,12
2020-02-23,35
2020-02-24,36
2020-02-25,3
2020-02-26,0
2020-02-27,3
2020-02-28,3
2020-02-29,5
2020-03-01,1
2020-03-02,5
2020-03-03,3
2020-03-04,5
2020-03-05,4
2020-03-06,3
2020-03-07,1
2020-03-08,3
2020-03-09,4
2020-03-10,1
2020-03-11,9
2020-03-12,5
2020-03-13,0
2020-03-14,-11
2020-03-15,-23
2020-03-16,-30
2020-03-17,-43
2020-03-18,-46
2020-03-19,-51
2020-03-20,-53
2020-03-21,-57
2020-03-22,-58
2020-03-23,-53
2020-03-24,-55
2020-03-25,-53
2020-03-26,-53
2020-03-27,-55
2020-03-28,-55
2020-03-29,-57
2020-03-30,-52
2020-03-31,-53
2020-04-01,-52
2020-04-02,-54
2020-04-03,-55
2020-04-04,-58
2020-04-05,-58
2020-04-06,-51
2020-04-07,-53
2020-04-08,-49
2020-04-09,-56
2020-04-10,-62
2020-04-11,-60
2020-04-12,-59
2020-04-13,-49
2020-04-14,-50
2020-04-15,-49
2020-04-16,-50
2020-04-17,-52
2020-04-18,-56
2020-04-19,-58
2020-04-20,-50
2020-04-21,-52
2020-04-22,-50
2020-04-23,-51
2020-04-24,-53
2020-04-25,-54
2020-04-26,-55
2020-04-27,-49
2020-04-28,-48
2020-04-29,-46
2020-04-30,-46
2020-05-01,-53
2020-05-02,-51
2020-05-03,-54
2020-05-04,-45
2020-05-05,-46
2020-05-06,-43
2020-05-07,-43
2020-05-08,-45
2020-05-09,-42
2020-05-10,-41
2020-05-11,-45
2020-05-12,-44
2020-05-13,-44
2020-05-14,-45
2020-05-15,-44
2020-05-16,-44
2020-05-17,-50
2020-05-18,-40
2020-05-19,-42
2020-05-20,-42
2020-05-21,-43
2020-05-22,-45
2020-05-23,-45
2020-05-24,-50
2020-05-25,-42
2020-05-26,-44
2020-05-27,-45
2020-05-28,-43
2020-05-29,-42
2020-05-30,-45
2020-05-31,-51
2020-06-01,-35
2020-06-02,-35
2020-06-03,-32
2020-06-04,-33
2020-06-05,-36
2020-06-06,-37
2020-06-07,-41
2020-06-08,-37
2020-06-09,-38
2020-06-10,-36
2020-06-11,-35
2020-06-12,-35
2020-06-13,-36
2020-06-14,-39
2020-06-15,-27
2020-06-16,-29
2020-06-17,-26
2020-06-18,-29
2020-06-19,-27
2020-06-20,-26
2020-06-21,-29
2020-06-22,-45
2020-06-23,-41
2020-06-24,-44
2020-06-25,-41
2020-06-26,-42
2020-06-27,-42
2020-06-28,-45
2020-06-29,-30
2020-06-30,-30
2020-07-01,-29
2020-07-02,-30
2020-07-03,-32
2020-07-04,-32
2020-07-05,-38
2020-07-06,-39
2020-07-07,-43
2020-07-08,-37
2020-07-09,-38
2020-07-10,-41
2020-07-11,-42
2020-07-12,-45
2020-07-13,-27
2020-07-14,-29
2020-07-15,-31
2020-07-16,-31
2020-07-17,-32
2020-07-18,-31
2020-07-19,-34
2020-07-20,-40
2020-07-21,-40
2020-07-22,-36
2020-07-23,-37
2020-07-24,-44
2020-07-25,-43
2020-07-26,-46
2020-07-27,-30
2020-07-28,-30
2020-07-29,-30
2020-07-30,-34
2020-07-31,-32
2020-08-01,-35
2020-08-02,-41
2020-08-03,-39
2020-08-04,-38
2020-08-05,-37
2020-08-06,-38
2020-08-07,-39
2020-08-08,-42
2020-08-09,-44
2020-08-10,-27
2020-08-11,-28
2020-08-12,-27
2020-08-13,-29
2020-08-14,-30
2020-08-15,-31
2020-08-16,-38
2020-08-17,-39
2020-08-18,-41
2020-08-19,-37
2020-08-20,-39
2020-08-21,-40
2020-08-22,-41
2020-08-23,-45
2020-08-24,-28
2020-08-25,-29
2020-08-26,-27
2020-08-27,-29
2020-08-28,-30
2020-08-29,-31
2020-08-30,-38
2020-08-31,-37
2020-09-01,-35
2020-09-02,-38
2020-09-03,-38
2020-09-04,-38
2020-09-05,-40
2020-09-06,-41
2020-09-07,-26
2020-09-08,-27
2020-09-09,-28
2020-09-10,-27
2020-09-11,-29
2020-09-12,-31
2020-09-13,-35
2020-09-14,-35
2020-09-15,-34
2020-09-16,-32
2020-09-17,-35
2020-09-18,-37
2020-09-19,-40
2020-09-20,-43
2020-09-21,-25
2020-09-22,-28
2020-09-23,-28
2020-09-24,-33
2020-09-25,-32
2020-09-26,-34
2020-09-27,-36
2020-09-28,-39
2020-09-29,-39
2020-09-30,-36
2020-10-01,-38
2020-10-02,-41
2020-10-03,-38
2020-10-04,-40
2020-10-05,-26
2020-10-06,-26
2020-10-07,-24
2020-10-08,-26
2020-10-09,-29
2020-10-10,-29
2020-10-11,-27
2020-10-12,-38
2020-10-13,-36
2020-10-14,-34
2020-10-15,-36
2020-10-16,-36
2020-10-17,-38
2020-10-18,-35
2020-10-19,-24
2020-10-20,-25
2020-10-21,-18
2020-10-22,-18
2020-10-23,-18
2020-10-24,-18
2020-10-25,-15
2020-10-26,-28
2020-10-27,-28
2020-10-28,-28
2020-10-29,-30
2020-10-30,-31
2020-10-31,-31
2020-11-01,-34
2020-11-02,-20
2020-11-03,-20
2020-11-04,-22
2020-11-05,-22
2020-11-06,-22
2020-11-07,-19
2020-11-08,-21
2020-11-09,-31
2020-11-10,-31
2020-11-11,-28
2020-11-12,-30
2020-11-13,-32
2020-11-14,-32
2020-11-15,-31
2020-11-16,-20
2020-11-17,-23
2020-11-18,-17
2020-11-19,-19
2020-11-20,-18
2020-11-21,-18
2020-11-22,-19
2020-11-23,-29
2020-11-24,-29
2020-11-25,-25
2020-11-26,-28
2020-11-27,-28
2020-11-28,-29
2020-11-29,-27
2020-11-30,-15
2020-12-01,-14
2020-12-02,-13
2020-12-03,-14
2020-12-04,-16
2020-12-05,-18
2020-12-06,-20
2020-12-07,-21
2020-12-08,-15
2020-12-09,-11
2020-12-10,-10
2020-12-11,-8
2020-12-12,-6
2020-12-13,-5
2020-12-14,-10
2020-12-15,-10
2020-12-16,-5
2020-12-17,-7
2020-12-18,-7
2020-12-19,-8
2020-12-20,0
2020-12-21,2
2020-12-22,-1
2020-12-23,9
2020-12-24,4
2020-12-25,-38
2020-12-26,-21
2020-12-27,-8
2020-12-28,-5
2020-12-29,-3
2020-12-30,7
2020-12-31,2
2021-01-01,-39
2021-01-02,-30
2021-01-03,-11
2021-01-04,-33
2021-01-05,-33
2021-01-06,-30
2021-01-07,-34
2021-01-08,-35
2021-01-09,-34
2021-01-10,-33
2021-01-11,-15
2021-01-12,-17
2021-01-13,-20
2021-01-14,-28
2021-01-15,-30
2021-01-16,-29
2021-01-17,-24
2021-01-18,-37
2021-01-19,-38
2021-01-20,-32
2021-01-21,-34
2021-01-22,-34
2021-01-23,-37
2021-01-24,-34
2021-01-25,-17
2021-01-26,-19
2021-01-27,-17
2021-01-28,-18
2021-01-29,-16
2021-01-30,-15
2021-01-31,-16
2021-02-01,-27
2021-02-02,-26
2021-02-03,-26
2021-02-04,-29
2021-02-05,-29
2021-02-06,-29
2021-02-07,-26
2021-02-08,-15
2021-02-09,-15
2021-02-10,-13
2021-02-11,-14
2021-02-12,-13
2021-02-13,-11
2021-02-14,8
2021-02-15,-10
2021-02-16,-19
2021-02-17,-20
2021-02-18,-21
2021-02-19,-17
2021-02-20,-16
2021-02-21,-12
2021-02-22,-24
2021-02-23,-24
2021-02-24,-23
2021-02-25,-25
2021-02-26,-22
2021-02-27,-22
2021-02-28,-20
2021-03-01,-8
2021-03-02,-9
2021-03-03,-6
2021-03-04,-9
2021-03-05,-9
2021-03-06,-11
2021-03-07,-8
2021-03-08,-29
2021-03-09,-27
2021-03-10,-24
2021-03-11,-26
2021-03-12,-25
2021-03-13,-26
2021-03-14,-26
2021-03-15,-14
2021-03-16,-14
2021-03-17,-11
2021-03-18,-12
2021-03-19,-13
2021-03-20,-15
2021-03-21,-15
2021-03-22,-28
2021-03-23,-30
2021-03-24,-29
2021-03-25,-30
2021-03-26,-29
2021-03-27,-32
2021-03-28,-35
2021-03-29,-30
2021-03-30,-29
2021-03-31,-24
2021-04-01,-40
2021-04-02,-48
2021-04-03,-41
2021-04-04,-36
2021-04-05,-27
2021-04-06,-27
2021-04-07,-26
2021-04-08,-29
2021-04-09,-30
2021-04-10,-32
2021-04-11,-31
2021-04-12,-15
2021-04-13,-13
2021-04-14,-13
2021-04-15,-13
2021-04-16,-13
2021-04-17,-14
2021-04-18,-12
2021-04-19,-30
2021-04-20,-23
2021-04-21,-22
2021-04-22,-24
2021-04-23,-23
2021-04-24,-25
2021-04-25,-25
2021-04-26,-9
2021-04-27,-12
2021-04-28,-15
2021-04-29,-22
2021-04-30,-8
2021-05-01,-12
2021-05-02,-11
2021-05-03,-22
2021-05-04,-21
2021-05-05,-19
2021-05-06,-19
2021-05-07,-19
2021-05-08,-15
2021-05-09,-11
2021-05-10,-9
2021-05-11,-5
2021-05-12,-3
2021-05-13,-4
2021-05-14,-2
2021-05-15,-2
2021-05-16,-1
2021-05-17,-14
2021-05-18,-17
2021-05-19,-10
2021-05-20,-11
2021-05-21,-8
2021-05-22,-12
2021-05-23,-13
2021-05-24,2
2021-05-25,7
2021-05-26,10
2021-05-27,6
2021-05-28,10
2021-05-29,10
2021-05-30,15
2021-05-31,-2
2021-06-01,-3
2021-06-02,2
2021-06-03,-1
2021-06-04,-1
2021-06-05,-8
2021-06-06,-6
2021-06-07,16
2021-06-08,9
2021-06-09,17
2021-06-10,4
2021-06-11,15
2021-06-12,8
2021-06-13,13
2021-06-14,-2
2021-06-15,-1
2021-06-16,-1
2021-06-17,-8
2021-06-18,-3
2021-06-19,-4
2021-06-20,0
2021-06-21,3
2021-06-22,5
2021-06-23,9
2021-06-24,-9
2021-06-25,6
2021-06-26,2
2021-06-27,4
2021-06-28,-6
2021-06-29,-4
2021-06-30,0
2021-07-01,-3
2021-07-02,-5
2021-07-03,-3
2021-07-04,-2
2021-07-05,3
2021-07-06,13
2021-07-07,16
2021-07-08,6
2021-07-09,1
2021-07-10,6
2021-07-11,10
2021-07-12,1
2021-07-13,2
2021-07-14,5
2021-07-15,5
2021-07-16,3
2021-07-17,4
2021-07-18,22
2021-07-19,5
2021-07-20,16
2021-07-21,18
2021-07-22,11
2021-07-23,14
2021-07-24,11
2021-07-25,11
2021-07-26,4
2021-07-27,5
2021-07-28,0
2021-07-29,5
2021-07-30,6
2021-07-31,3
2021-08-01,4
2021-08-02,13
2021-08-03,12
2021-08-04,17
2021-08-05,15
2021-08-06,17
2021-08-07,15
2021-08-08,25
2021-08-09,4
2021-08-10,5
2021-08-11,9
2021-08-12,4
2021-08-13,4
2021-08-14,0
2021-08-15,9
2021-08-16,18
2021-08-17,17
2021-08-18,17
2021-08-19,16
2021-08-20,16
2021-08-21,16
2021-08-22,20
2021-08-23,4
2021-08-24,2
2021-08-25,10
2021-08-26,6
2021-08-27,8
2021-08-28,2
2021-08-29,6
2021-08-30,7
2021-08-31,17
2021-09-01,19
2021-09-02,15
2021-09-03,17
2021-09-04,13
2021-09-05,15
2021-09-06,9
2021-09-07,6
2021-09-08,12
2021-09-09,8
2021-09-10,8
2021-09-11,6
2021-09-12,10
2021-09-13,19
2021-09-14,18
2021-09-15,20
2021-09-16,14
2021-09-17,16
2021-09-18,15
2021-09-19,20
2021-09-20,7
2021-09-21,7
2021-09-22,11
2021-09-23,7
2021-09-24,9
