dates,covid19mobilitytrend_park
2020-02-15,-36
2020-02-16,-29
2020-02-17,12
2020-02-18,12
2020-02-19,-5
2020-02-20,12
2020-02-21,-1
2020-02-22,-4
2020-02-23,1
2020-02-24,3
2020-02-25,6
2020-02-26,9
2020-02-27,15
2020-02-28,0
2020-02-29,-28
2020-03-01,-5
2020-03-02,12
2020-03-03,29
2020-03-04,25
2020-03-05,15
2020-03-06,10
2020-03-07,-1
2020-03-08,0
2020-03-09,-13
2020-03-10,15
2020-03-11,-3
2020-03-12,-13
2020-03-13,1
2020-03-14,-15
2020-03-15,20
2020-03-16,21
2020-03-17,67
2020-03-18,14
2020-03-19,29
2020-03-20,16
2020-03-21,-12
2020-03-22,39
2020-03-23,7
2020-03-24,10
2020-03-25,13
2020-03-26,15
2020-03-27,0
2020-03-28,-59
2020-03-29,-59
2020-03-30,-37
2020-03-31,-22
2020-04-01,-31
2020-04-02,-38
2020-04-03,-35
2020-04-04,-46
2020-04-05,-59
2020-04-06,-9
2020-04-07,6
2020-04-08,-10
2020-04-09,-24
2020-04-10,-26
2020-04-11,-31
2020-04-12,-69
2020-04-13,-15
2020-04-14,-1
2020-04-15,-5
2020-04-16,-7
2020-04-17,-26
2020-04-18,-46
2020-04-19,-36
2020-04-20,6
2020-04-21,10
2020-04-22,0
2020-04-23,1
2020-04-24,-8
2020-04-25,-19
2020-04-26,-43
2020-04-27,13
2020-04-28,9
2020-04-29,-28
2020-04-30,-27
2020-05-01,-22
2020-05-02,-14
2020-05-03,-11
2020-05-04,40
2020-05-05,18
2020-05-06,21
2020-05-07,6
2020-05-08,21
2020-05-09,22
2020-05-10,-40
2020-05-11,22
2020-05-12,29
2020-05-13,-8
2020-05-14,-53
2020-05-15,-63
2020-05-16,-64
2020-05-17,-69
2020-05-18,-54
2020-05-19,-36
2020-05-20,-17
2020-05-21,-40
2020-05-22,-60
2020-05-23,-61
2020-05-24,-31
2020-05-25,-28
2020-05-26,-15
2020-05-27,-14
2020-05-28,-12
2020-05-29,-24
2020-05-30,-24
2020-05-31,-22
2020-06-01,30
2020-06-02,0
2020-06-03,-41
2020-06-04,-45
2020-06-05,-41
2020-06-06,-56
2020-06-07,-30
2020-06-08,8
2020-06-09,-14
2020-06-10,-29
2020-06-11,-24
2020-06-12,-24
2020-06-13,-6
2020-06-14,5
2020-06-15,48
2020-06-16,23
2020-06-17,-1
2020-06-18,-9
2020-06-19,-11
2020-06-20,-6
2020-06-21,1
2020-06-22,-7
2020-06-23,2
2020-06-24,43
2020-06-25,54
2020-06-26,4
