dates,incrementalcount_medicaltest_conditioncovid_19
2021-11-03,229
2021-11-04,135
2021-11-05,147
2021-11-09,228
2021-11-12,318
2021-11-18,368
2021-11-19,118
2022-01-31,16
2022-02-03,41
2022-02-04,35
2022-02-05,39
2022-02-06,28
2022-02-07,5
2022-02-08,38
2022-02-09,79
2022-02-10,66
2022-02-11,29
2022-02-12,23
2022-02-13,32
2022-02-14,3
2022-02-15,25
2022-02-20,23
2022-02-23,27
2022-02-24,61
2022-03-01,26
2022-03-02,29
2022-03-03,35
2022-03-04,3
2022-03-05,3
2022-03-06,4
2022-03-09,6
2022-05-26,59
