dates,incrementalcount_medicaltest_conditioncovid_19
2020-04-08,772
2020-04-09,720
2020-04-10,1036
2020-04-11,842
2020-04-12,1160
2020-04-13,901
2020-04-14,983
2020-04-15,923
2020-04-16,664
2020-04-17,760
2020-04-18,712
2020-04-19,722
2020-04-20,1299
2020-04-21,1449
2020-04-22,1038
2020-04-23,1343
2020-04-24,1046
2020-04-25,1275
2020-04-26,1025
2020-04-27,1214
2020-04-28,1505
2020-04-29,1705
2020-04-30,1140
2020-05-01,1365
2020-05-02,1197
2020-05-03,1047
2020-05-04,746
2020-05-05,896
2020-05-06,1323
2020-05-07,1519
2020-05-08,1353
2020-05-09,1198
2020-05-10,1040
2020-05-11,380
2020-05-12,574
2020-05-13,866
2020-05-14,895
2020-05-15,1058
2020-05-16,2041
2020-05-17,1135
2020-05-18,1744
2020-05-19,1217
2020-05-20,982
2020-05-21,1083
2020-05-22,1568
2020-05-23,1109
2020-05-24,1400
2020-05-25,892
2020-05-26,1074
2020-05-27,2059
2020-05-28,1766
2020-05-29,1340
2020-05-30,1368
2020-05-31,1092
2020-06-01,1083
2020-06-02,957
2020-06-03,1033
2020-06-04,1369
2020-06-05,1558
2020-06-06,945
2020-06-07,1318
2020-06-08,1928
2020-06-09,1870
2020-06-10,2110
2020-06-11,1790
2020-06-12,1584
2020-06-13,2043
2020-06-14,3495
2020-06-15,2908
2020-06-16,2742
2020-06-17,2508
2020-06-18,2547
2020-06-19,3033
2020-06-20,3116
2020-06-21,3252
2020-06-22,2287
2020-06-23,4568
2020-06-24,3415
2020-06-25,4757
2020-06-26,3763
2020-06-27,4702
2020-06-28,3002
2020-06-29,2498
2020-06-30,3694
2020-07-01,3961
2020-07-02,3737
2020-07-03,2216
2020-07-04,3414
2020-07-05,3279
2020-07-06,2834
2020-07-07,2871
2020-07-08,2644
2020-07-09,3463
2020-07-10,3898
2020-07-11,4060
2020-07-12,3021
2020-07-13,3333
2020-07-14,5705
2020-07-15,2423
2020-07-16,5556
2020-07-17,3432
2020-07-18,3232
2020-07-19,3214
2020-07-20,3764
2020-07-21,7039
2020-07-22,4613
2020-07-23,5534
2020-07-24,2491
2020-07-25,4330
2020-07-26,4122
2020-07-27,6165
2020-07-28,3521
2020-07-29,4144
2020-07-30,4066
2020-07-31,3374
2020-08-01,5862
2020-08-02,2633
2020-08-03,3491
2020-08-04,3072
2020-08-05,4598
2020-08-06,3196
2020-08-07,2902
2020-08-08,4452
2020-08-09,5175
2020-08-10,5720
2020-08-11,5153
2020-08-12,4886
2020-08-13,4756
2020-08-14,4610
2020-08-15,5569
2020-08-16,4796
2020-08-17,4018
2020-08-18,4326
2020-08-19,3306
2020-08-20,5463
2020-08-21,5700
2020-08-22,4759
2020-08-23,6402
2020-08-24,3642
2020-08-25,6128
2020-08-26,5467
2020-08-27,4597
2020-08-28,5159
2020-08-29,6163
2020-08-30,5544
2020-08-31,4763
2020-09-01,5622
2020-09-02,5792
2020-09-03,5079
2020-09-04,5792
2020-09-05,4420
2020-09-06,3481
2020-09-07,4457
2020-09-08,3253
2020-09-09,3805
2020-09-10,2838
2020-09-11,3027
