dates,incrementalcount_vaccine_covid_19_administered
2021-04-13,188
2021-04-14,146
2021-04-15,90
2021-04-16,335
2021-04-20,534
2021-04-21,725
2021-04-22,201
2021-04-23,425
2021-04-27,106
2021-04-28,633
2021-04-29,292
2021-05-04,1
2021-05-11,143
2021-05-12,394
2021-05-18,1137
2021-05-19,780
2021-05-26,523
2021-05-27,304
2021-05-28,0
2021-05-31,682
2021-06-01,704
2021-06-02,831
2021-06-03,1424
2021-06-04,728
2021-06-08,241
2021-06-09,1645
2021-06-10,463
2021-06-11,296
2021-06-15,224
2021-06-16,438
2021-06-17,646
2021-06-18,503
2021-06-23,1022
2021-06-24,1171
2021-06-25,958
2021-06-29,1247
2021-06-30,2272
2021-07-01,2378
2021-07-02,1463
2021-07-06,599
2021-07-07,1710
2021-07-08,790
2021-07-09,1225
2021-07-13,629
2021-07-14,359
2021-07-20,292
2021-07-21,523
2021-07-22,1058
2021-07-23,1174
2021-07-27,149
2021-07-28,364
2021-07-29,1139
2021-07-30,2780
2021-08-03,80
2021-08-04,924
2021-08-05,117
2021-08-06,746
2021-08-10,49
2021-08-11,893
2021-08-17,46
2021-08-20,766
2021-08-24,223
2021-10-12,46
2021-10-13,65
2021-10-14,102
2021-10-15,65
2021-12-08,72
2022-01-25,9
2022-01-26,20
2022-01-27,14
2022-02-04,15
