dates,cumulativecount_vaccine_covid_19_administered
2021-03-31,565
2021-05-09,10727
2021-05-16,19249
2021-05-23,26562
2021-05-30,33529
2021-06-06,46503
2021-06-14,55557
2021-06-20,64293
2021-06-27,74714
2021-07-11,108107
2021-07-18,131080
2021-07-25,152529
2021-08-01,171890
2021-08-08,194902
2021-08-15,220236
2021-08-22,239342
2021-08-29,275138
2021-09-05,303325
2021-09-12,335721
2021-09-19,366779
2021-09-26,408535
2021-10-11,514241
2021-10-17,620698
2021-10-24,709345
2021-10-31,831856
2021-11-07,890797
2021-11-14,1004493
2021-11-21,1110891
2021-11-28,1236264
2021-12-06,1352805
2021-12-12,1452374
2021-12-19,1546632
2021-12-26,1626738
2022-01-02,1660256
2022-01-09,1694518
2022-01-17,1761529
2022-01-23,1825382
2022-01-30,1883413
2022-02-06,1925556
2022-02-13,1971565
2022-02-20,1992891
2022-02-27,2042616
2022-03-13,2088962
2022-03-20,2107032
2022-04-03,2141957
2022-04-17,2149195
2022-05-15,2149233
2022-05-22,2150112
2023-03-05,2153341
