dates,incrementalcount_vaccine_covid_19_administered
2021-03-18,5512
2021-04-01,20621
2021-04-02,12854
2021-04-12,64159
2021-04-13,46634
2021-04-14,50681
2021-04-15,49336
2021-04-16,49755
2021-04-17,41448
2021-04-20,75346
2021-04-23,41882
2021-04-27,42571
2021-04-28,45786
2021-04-29,41110
2021-04-30,40656
2021-05-05,38754
2021-05-06,38541
2021-05-07,46116
2021-05-14,49675
2021-05-15,40338
2021-05-18,49547
2021-05-19,45328
2021-05-20,46643
2021-05-21,54937
2021-05-22,43610
2021-05-25,48468
2021-05-26,45876
2021-05-27,44701
2021-06-01,45477
2021-06-02,44161
2021-06-16,38530
2021-06-22,40059
2021-06-23,40206
2021-07-02,44326
2021-07-09,75956
2021-07-13,68790
2021-07-14,69431
2021-07-20,72442
2021-07-21,73670
2021-07-22,76488
2021-07-23,76742
2021-07-27,76426
2021-07-28,74300
2021-07-29,69805
2021-07-30,71453
2021-08-03,87838
2021-08-04,96058
2021-08-05,86047
2021-08-10,95522
2021-08-11,92391
2021-08-12,94989
2021-08-13,97931
2021-08-17,92266
2021-08-18,89742
2021-08-19,92374
2021-08-20,92656
2021-08-24,93414
2021-08-25,102028
2021-08-31,90467
2021-09-03,78567
2021-09-07,67069
2021-09-10,65907
2021-09-14,56061
2021-09-22,49060
2021-09-23,64528
2021-09-27,47126
2021-09-30,59214
2021-10-04,64284
2021-10-05,64799
2021-10-06,53698
2021-10-07,55336
2021-10-11,47306
2021-10-12,37140
2021-10-13,30384
2021-10-14,34462
2021-10-18,36347
2021-11-04,35093
2021-11-09,32304
2021-11-10,30484
2021-11-11,32332
2021-11-22,27338
2021-11-23,21370
2021-11-24,47476
2021-12-06,19394
2021-12-07,22047
2021-12-08,22910
2021-12-13,30921
2021-12-21,25197
2021-12-22,25117
2022-01-25,13099
2022-02-28,30449
2022-03-18,7552
2022-03-24,46995
