dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-02-24,127
2020-02-25,150
2020-02-26,164
2020-02-27,304
2020-02-28,409
2020-02-29,506
2020-03-01,779
2020-03-02,908
2020-03-03,1263
2020-03-04,1641
2020-03-05,2141
2020-03-06,2856
2020-03-07,3218
2020-03-08,4207
2020-03-09,5049
2020-03-10,5915
2020-03-11,6866
2020-03-12,7803
2020-03-13,8754
2020-03-14,9890
2020-03-15,11335
2020-03-16,12876
2020-03-17,14954
2020-03-18,16620
2020-03-19,18255
2020-03-20,18675
2020-03-21,20565
2020-03-22,22855
2020-03-23,23896
2020-03-24,25333
2020-03-25,26601
2020-03-26,28365
2020-03-27,29761
2020-03-28,30532
2020-03-29,31292
2020-03-30,31776
2020-03-31,32215
2020-04-01,32438
2020-04-02,32593
2020-04-03,32809
2020-04-04,33004
2020-04-05,32926
2020-04-06,32874
2020-04-07,32510
2020-04-08,32178
2020-04-09,32004
2020-04-10,31739
2020-04-11,31525
2020-04-12,31190
2020-04-13,31283
2020-04-14,31197
2020-04-15,30722
2020-04-16,29829
2020-04-17,28598
2020-04-18,27740
2020-04-19,27668
2020-04-20,27479
2020-04-21,26605
2020-04-22,26189
2020-04-23,25138
2020-04-24,24241
2020-04-25,23635
2020-04-26,23381
2020-04-27,22309
2020-04-28,21586
2020-04-29,21005
2020-04-30,19843
2020-05-01,19147
2020-05-02,18896
2020-05-03,18743
2020-05-04,18302
2020-05-05,17697
2020-05-06,17102
2020-05-07,16485
2020-05-08,15804
2020-05-09,14868
2020-05-10,14645
2020-05-11,14538
2020-05-12,13817
2020-05-13,13065
2020-05-14,12308
2020-05-15,11600
2020-05-16,11175
2020-05-17,11073
2020-05-18,10956
2020-05-19,10707
2020-05-20,10300
2020-05-21,9909
2020-05-22,9552
2020-05-23,9267
2020-05-24,9166
2020-05-25,8726
2020-05-26,8438
2020-05-27,8234
2020-05-28,7868
2020-05-29,7569
2020-05-30,7130
2020-05-31,6822
2020-06-01,6523
2020-06-02,6324
2020-06-03,6095
2020-06-04,5841
2020-06-05,5617
2020-06-06,5295
2020-06-07,5151
2020-06-08,5012
2020-06-09,4844
2020-06-10,4569
2020-06-11,4367
2020-06-12,4120
2020-06-13,3967
2020-06-14,3803
2020-06-15,3696
2020-06-16,3478
2020-06-17,3276
2020-06-18,3035
2020-06-19,2793
2020-06-20,2626
2020-06-21,2462
2020-06-22,2165
2020-06-23,1968
2020-06-24,1717
2020-06-25,1618
2020-06-26,1461
2020-06-27,1357
2020-06-28,1258
2020-06-29,1216
2020-06-30,1183
2020-07-01,1112
2020-07-02,1045
2020-07-03,1035
2020-07-04,1011
2020-07-05,1019
2020-07-06,1018
2020-07-07,1010
2020-07-08,970
2020-07-09,940
2020-07-10,909
2020-07-11,893
2020-07-12,844
2020-07-13,833
2020-07-14,837
2020-07-15,854
2020-07-16,803
2020-07-17,821
2020-07-18,807
2020-07-19,792
2020-07-20,792
2020-07-21,781
2020-07-22,772
2020-07-23,762
2020-07-24,759
2020-07-25,772
2020-07-26,779
2020-07-27,785
2020-07-28,789
2020-07-29,769
2020-07-30,795
2020-07-31,757
2020-08-01,748
2020-08-02,750
2020-08-03,775
2020-08-04,802
2020-08-05,805
2020-08-06,804
2020-08-07,821
2020-08-08,814
2020-08-09,808
2020-08-10,825
2020-08-11,850
2020-08-12,832
2020-08-13,841
2020-08-14,827
2020-08-15,819
2020-08-16,843
2020-08-17,868
2020-08-18,901
2020-08-19,932
2020-08-20,951
2020-08-21,988
2020-08-22,988
2020-08-23,1040
2020-08-24,1110
2020-08-25,1124
2020-08-26,1124
2020-08-27,1198
2020-08-28,1252
2020-08-29,1247
2020-08-30,1337
2020-08-31,1382
2020-09-01,1487
2020-09-02,1546
2020-09-03,1625
2020-09-04,1728
2020-09-05,1741
2020-09-06,1816
2020-09-07,1861
2020-09-08,1903
2020-09-09,1928
2020-09-10,2000
2020-09-11,2024
2020-09-12,2133
