dates,covid19mobilitytrend_localbusiness
2020-02-15,3
2020-02-16,3
2020-02-17,0
2020-02-18,3
2020-02-19,0
2020-02-20,2
2020-02-21,1
2020-02-22,-1
2020-02-23,-5
2020-02-24,-4
2020-02-25,-6
2020-02-26,-13
2020-02-27,-10
2020-02-28,-8
2020-02-29,-10
2020-03-01,-19
2020-03-02,-13
2020-03-03,-7
2020-03-04,-7
2020-03-05,-12
2020-03-06,-15
2020-03-07,-19
2020-03-08,-32
2020-03-09,-30
2020-03-10,-43
2020-03-11,-52
2020-03-12,-70
2020-03-13,-75
2020-03-14,-83
2020-03-15,-90
2020-03-16,-75
2020-03-17,-77
2020-03-18,-79
2020-03-19,-79
2020-03-20,-80
2020-03-21,-86
2020-03-22,-95
2020-03-23,-80
2020-03-24,-81
2020-03-25,-83
2020-03-26,-84
2020-03-27,-83
2020-03-28,-87
2020-03-29,-94
2020-03-30,-81
2020-03-31,-90
2020-04-01,-90
2020-04-02,-90
2020-04-03,-85
2020-04-04,-89
2020-04-05,-95
2020-04-06,-83
2020-04-07,-81
2020-04-08,-82
2020-04-09,-81
2020-04-10,-81
2020-04-11,-86
2020-04-12,-96
2020-04-13,-96
2020-04-14,-81
2020-04-15,-80
2020-04-16,-79
2020-04-17,-79
2020-04-18,-85
2020-04-19,-94
2020-04-20,-79
2020-04-21,-79
2020-04-22,-79
2020-04-23,-78
2020-04-24,-75
2020-04-25,-93
2020-04-26,-92
2020-04-27,-72
2020-04-28,-75
2020-04-29,-75
2020-04-30,-71
2020-05-01,-92
2020-05-02,-78
2020-05-03,-89
2020-05-04,-58
2020-05-05,-60
2020-05-06,-61
2020-05-07,-60
2020-05-08,-60
2020-05-09,-63
2020-05-10,-74
2020-05-11,-58
2020-05-12,-56
2020-05-13,-59
2020-05-14,-56
2020-05-15,-58
2020-05-16,-61
2020-05-17,-68
2020-05-18,-38
2020-05-19,-40
2020-05-20,-40
2020-05-21,-37
2020-05-22,-38
2020-05-23,-38
2020-05-24,-43
2020-05-25,-32
2020-05-26,-32
2020-05-27,-32
2020-05-28,-32
2020-05-29,-35
2020-05-30,-34
2020-05-31,-37
2020-06-01,-15
2020-06-02,-32
2020-06-03,-29
2020-06-04,-33
2020-06-05,-28
2020-06-06,-25
2020-06-07,-34
2020-06-08,-25
2020-06-09,-21
2020-06-10,-23
2020-06-11,-21
2020-06-12,-19
2020-06-13,-24
2020-06-14,-23
2020-06-15,-18
2020-06-16,-16
2020-06-17,-17
2020-06-18,-15
2020-06-19,-16
2020-06-20,-17
2020-06-21,-22
2020-06-22,-13
2020-06-23,-11
2020-06-24,-12
2020-06-25,-13
2020-06-26,-14
2020-06-27,-18
2020-06-28,-22
2020-06-29,-10
2020-06-30,-8
2020-07-01,-9
2020-07-02,-10
2020-07-03,-14
2020-07-04,-15
2020-07-05,-18
2020-07-06,-8
2020-07-07,-5
2020-07-08,-8
2020-07-09,-8
2020-07-10,-10
2020-07-11,-16
2020-07-12,-16
2020-07-13,-6
2020-07-14,-4
2020-07-15,-6
2020-07-16,-5
2020-07-17,-9
2020-07-18,-12
