dates,incrementalcount_vaccine_covid_19_administered
2020-12-28,1505
2020-12-29,1099
2020-12-30,4892
2020-12-31,25973
2021-01-01,11281
2021-01-02,39088
2021-01-03,35883
2021-01-04,69667
2021-01-05,80284
2021-01-06,65198
2021-01-07,92676
2021-01-08,97016
2021-01-09,88288
2021-01-10,60943
2021-01-11,82230
2021-01-12,83547
2021-01-13,95519
2021-01-14,94633
2021-01-15,91066
2021-01-16,66152
2021-01-17,37659
2021-01-18,44720
2021-01-19,33637
2021-01-20,31548
2021-01-21,36611
2021-01-22,27490
2021-01-23,39402
2021-01-24,34052
2021-01-25,69674
2021-01-26,80892
2021-01-27,71277
2021-01-28,94264
2021-01-29,99201
2021-01-30,90807
2021-01-31,60014
2021-02-01,86274
2021-02-02,88633
2021-02-03,100209
2021-02-04,109061
2021-02-05,108269
2021-02-06,78130
2021-02-07,42450
2021-02-08,67279
2021-02-09,67304
2021-02-10,73376
2021-02-11,75352
2021-02-12,74630
2021-02-13,52949
2021-02-14,30037
2021-02-15,63049
2021-02-16,71525
2021-02-17,80800
2021-02-18,90661
2021-02-19,93697
2021-02-20,78612
2021-02-21,51271
2021-02-22,106275
2021-02-23,107067
2021-02-24,122722
2021-02-25,129040
2021-02-26,139279
2021-02-27,127199
2021-02-28,78536
2021-03-01,136244
2021-03-02,162586
2021-03-03,188090
2021-03-04,198914
2021-03-05,207041
2021-03-06,178710
2021-03-07,103274
2021-03-08,182486
2021-03-09,196293
2021-03-10,216813
2021-03-11,225662
2021-03-12,213541
2021-03-13,177868
2021-03-14,106295
2021-03-15,175801
2021-03-16,141020
2021-03-17,166393
2021-03-18,164295
2021-03-19,176854
2021-03-20,176606
2021-03-21,130837
2021-03-22,196988
2021-03-23,227439
2021-03-24,258618
2021-03-25,272103
2021-03-26,273081
2021-03-27,241757
2021-03-28,163918
2021-03-29,244514
2021-03-30,271182
2021-03-31,307793
2021-04-01,289231
2021-04-02,284143
2021-04-03,231121
2021-04-04,96384
2021-04-05,171616
2021-04-06,287330
2021-04-07,335504
2021-04-08,340333
2021-04-09,337324
2021-04-10,322286
2021-04-11,202705
2021-04-12,268499
2021-04-13,290755
2021-04-14,322895
2021-04-15,353423
2021-04-16,382031
2021-04-17,361384
2021-04-18,242923
2021-04-19,312107
2021-04-20,335279
2021-04-21,374832
2021-04-22,400989
2021-04-23,407367
2021-04-24,388359
2021-04-25,268426
2021-04-26,345946
2021-04-27,375095
2021-04-28,410880
2021-04-29,531911
2021-04-30,530513
2021-05-01,434644
2021-05-02,371110
2021-05-03,414085
2021-05-04,453891
2021-05-05,487569
2021-05-06,522516
2021-05-07,546835
2021-05-08,514839
2021-05-09,384474
2021-05-10,442469
2021-05-11,458893
2021-05-12,486265
2021-05-13,530646
2021-05-14,556729
2021-05-15,546091
2021-05-16,410652
2021-05-17,468460
2021-05-18,470996
2021-05-19,488754
2021-05-20,555332
2021-05-21,573342
2021-05-22,523747
2021-05-23,408298
2021-05-24,465644
2021-05-25,480828
2021-05-26,529093
2021-05-27,591744
2021-05-28,596092
2021-05-29,525601
2021-05-30,402795
2021-05-31,480857
2021-06-01,470320
2021-06-02,413022
2021-06-03,598758
2021-06-04,634191
2021-06-05,619442
2021-06-06,512956
2021-06-07,572244
2021-06-08,583443
2021-06-09,595464
2021-06-10,634912
2021-06-11,624000
2021-06-12,567267
2021-06-13,436259
2021-06-14,534420
2021-06-15,537398
2021-06-16,558883
2021-06-17,605755
2021-06-18,610481
2021-06-19,559886
2021-06-20,438382
2021-06-21,559511
2021-06-22,572558
2021-06-23,569353
2021-06-24,612960
2021-06-25,618424
2021-06-26,555856
2021-06-27,432089
2021-06-28,560431
2021-06-29,564386
2021-06-30,574525
2021-07-01,570055
2021-07-02,556562
2021-07-03,527999
2021-07-04,415036
2021-07-05,541613
2021-07-06,539339
2021-07-07,549351
2021-07-08,586706
2021-07-09,599724
2021-07-10,569881
2021-07-11,411663
2021-07-12,567904
2021-07-13,572396
2021-07-14,568157
2021-07-15,615057
2021-07-16,596944
2021-07-17,538569
2021-07-18,445340
2021-07-19,575187
2021-07-20,568118
2021-07-21,585113
2021-07-22,607768
2021-07-23,588431
2021-07-24,495632
2021-07-25,363844
2021-07-26,565762
2021-07-27,574067
2021-07-28,539936
2021-07-29,540490
2021-07-30,516622
2021-07-31,432967
2021-08-01,296604
2021-08-02,478187
2021-08-03,469347
2021-08-04,478590
2021-08-05,462574
2021-08-06,440459
2021-08-07,345657
2021-08-08,259826
2021-08-09,407860
2021-08-10,378190
2021-08-11,359398
2021-08-12,339385
2021-08-13,297280
2021-08-14,128891
2021-08-15,52979
2021-08-16,235348
2021-08-17,251641
2021-08-18,260159
2021-08-19,242807
2021-08-20,231947
2021-08-21,156607
2021-08-22,113416
2021-08-23,311230
2021-08-24,281360
2021-08-25,295626
2021-08-26,282498
2021-08-27,291235
2021-08-28,227681
2021-08-29,161310
2021-08-30,351066
2021-08-31,324626
2021-09-01,314587
2021-09-02,299119
2021-09-03,296631
2021-09-04,221144
2021-09-05,143428
2021-09-06,290432
2021-09-07,283345
2021-09-08,272027
2021-09-09,278815
2021-09-10,274234
2021-09-11,205453
2021-09-12,132451
2021-09-13,256950
2021-09-14,239932
2021-09-15,224145
2021-09-16,216618
2021-09-17,218951
2021-09-18,207378
2021-09-19,131064
2021-09-20,267150
2021-09-21,256594
2021-09-22,252343
2021-09-23,230430
2021-09-24,235663
2021-09-25,205320
2021-09-26,127630
2021-09-27,222477
2021-09-28,202656
2021-09-29,197682
2021-09-30,204553
2021-10-01,176911
2021-10-02,150568
2021-10-03,86206
2021-10-04,175638
2021-10-05,166444
2021-10-06,159523
2021-10-07,161082
2021-10-08,172919
2021-10-09,148550
2021-10-10,85369
2021-10-11,183352
2021-10-12,189876
2021-10-13,205362
2021-10-14,225696
2021-10-15,219866
2021-10-16,171477
2021-10-17,104110
2021-10-18,197451
2021-10-19,186436
2021-10-20,188253
2021-10-21,192034
2021-10-22,180782
2021-10-23,133883
2021-10-24,67679
2021-10-25,170235
2021-10-26,171707
2021-10-27,183581
2021-10-28,195928
2021-10-29,183530
2021-10-30,134357
2021-10-31,60911
2021-11-01,52712
2021-11-02,168665
2021-11-03,196355
2021-11-04,203500
2021-11-05,216507
2021-11-06,153058
2021-11-07,67242
2021-11-08,201202
2021-11-09,207488
2021-11-10,217690
2021-11-11,219048
2021-11-12,223911
2021-11-13,167281
2021-11-14,74199
2021-11-15,212385
2021-11-16,219735
2021-11-17,224713
2021-11-18,244332
2021-11-19,254754
2021-11-20,194904
2021-11-21,83931
2021-11-22,256235
2021-11-23,286107
2021-11-24,319799
2021-11-25,351091
2021-11-26,370879
2021-11-27,315609
2021-11-28,161501
2021-11-29,380334
2021-11-30,420020
2021-12-01,465356
2021-12-02,495417
2021-12-03,525148
2021-12-04,471318
2021-12-05,294884
2021-12-06,524772
2021-12-07,544149
2021-12-08,281700
2021-12-09,558599
2021-12-10,578985
2021-12-11,511882
2021-12-12,325226
2021-12-13,523513
2021-12-14,549106
2021-12-15,570546
2021-12-16,590381
2021-12-17,584370
2021-12-18,545115
2021-12-19,350777
2021-12-20,546359
2021-12-21,561527
2021-12-22,552901
2021-12-23,494577
2021-12-24,237838
2021-12-25,36651
2021-12-26,183566
2021-12-27,597242
2021-12-28,651679
2021-12-29,641030
2021-12-30,582895
2021-12-31,281031
2022-01-01,73171
2022-01-02,339379
2022-01-03,627449
2022-01-04,688558
2022-01-05,666784
2022-01-06,340761
2022-01-07,687648
2022-01-08,641159
2022-01-09,421299
2022-01-10,668255
2022-01-11,724804
2022-01-12,713183
2022-01-13,707674
2022-01-14,707597
2022-01-15,700622
2022-01-16,434392
2022-01-17,598927
2022-01-18,630403
2022-01-19,610683
2022-01-20,603385
2022-01-21,586344
2022-01-22,566086
2022-01-23,348340
2022-01-24,530870
2022-01-25,551557
2022-01-26,531049
2022-01-27,518354
2022-01-28,532696
2022-01-29,528567
2022-01-30,320580
2022-01-31,451304
2022-02-01,425004
2022-02-02,387808
2022-02-03,360731
2022-02-04,367637
2022-02-05,365708
2022-02-06,190735
2022-02-07,284061
2022-02-08,273018
2022-02-09,243004
2022-02-10,238415
2022-02-11,241466
2022-02-12,243099
2022-02-13,119483
2022-02-14,172737
2022-02-15,183463
2022-02-16,161336
2022-02-17,149442
2022-02-18,168285
2022-02-19,162321
2022-02-20,75531
2022-02-21,133429
2022-02-22,127109
2022-02-23,118623
2022-02-24,116567
2022-02-25,130845
2022-02-26,133639
2022-02-27,60579
2022-02-28,115226
2022-03-01,84920
2022-03-02,79713
2022-03-03,85936
2022-03-04,93486
2022-03-05,88741
2022-03-06,29357
2022-03-07,74092
2022-03-08,70981
2022-03-09,66431
2022-03-10,72950
2022-03-11,79644
2022-03-12,77990
2022-03-13,24220
2022-03-14,62423
2022-03-15,63471
2022-03-16,56816
2022-03-17,60117
2022-03-18,64648
2022-03-19,60522
2022-03-20,15283
2022-03-21,52204
2022-03-22,50537
2022-03-23,44808
2022-03-24,51611
2022-03-25,56132
2022-03-26,53451
2022-03-27,12970
2022-03-28,44640
2022-03-29,41930
2022-03-30,38750
2022-03-31,42500
2022-04-01,31890
2022-04-02,29795
2022-04-03,5967
2022-04-04,27215
2022-04-05,29017
2022-04-06,28211
2022-04-07,29554
2022-04-08,33857
2022-04-09,30281
2022-04-10,5883
2022-04-11,28644
2022-04-12,27786
2022-04-13,29257
2022-04-14,36228
2022-04-15,32535
2022-04-16,19054
2022-04-17,515
2022-04-18,1918
2022-04-19,42522
2022-04-20,45841
2022-04-21,46005
2022-04-22,49337
2022-04-23,38330
2022-04-24,6942
2022-04-25,3468
2022-04-26,50888
2022-04-27,50509
2022-04-28,47662
2022-04-29,48875
2022-04-30,37056
2022-05-01,2450
2022-05-02,35653
2022-05-03,44006
2022-05-04,45938
2022-05-05,45923
2022-05-06,44607
2022-05-07,30222
2022-05-08,5800
2022-05-09,35554
2022-05-10,42796
2022-05-11,47516
2022-05-12,45810
2022-05-13,43451
2022-05-14,30503
2022-05-15,5830
2022-05-16,31657
2022-05-17,36539
2022-05-18,43330
2022-05-19,41423
2022-05-20,38221
2022-05-21,26526
2022-05-22,4764
2022-05-23,28676
2022-05-24,34924
2022-05-25,38100
2022-05-26,37605
