dates,count_medicalconditionincident_covid_19_patientinicu
2020-02-24,26
2020-02-25,35
2020-02-26,36
2020-02-27,56
2020-02-28,64
2020-02-29,105
2020-03-01,140
2020-03-02,166
2020-03-03,229
2020-03-04,295
2020-03-05,351
2020-03-06,462
2020-03-07,567
2020-03-08,650
2020-03-09,733
2020-03-10,877
2020-03-11,1028
2020-03-12,1153
2020-03-13,1328
2020-03-14,1518
2020-03-15,1672
2020-03-16,1851
2020-03-17,2060
2020-03-18,2257
2020-03-19,2498
2020-03-20,2655
2020-03-21,2857
2020-03-22,3009
2020-03-23,3204
2020-03-24,3396
2020-03-25,3489
2020-03-26,3612
2020-03-27,3732
2020-03-28,3856
2020-03-29,3906
2020-03-30,3981
2020-03-31,4023
2020-04-01,4035
2020-04-02,4053
2020-04-03,4068
2020-04-04,3994
2020-04-05,3977
2020-04-06,3898
2020-04-07,3792
2020-04-08,3693
2020-04-09,3605
2020-04-10,3497
2020-04-11,3381
2020-04-12,3343
2020-04-13,3260
2020-04-14,3186
2020-04-15,3079
2020-04-16,2936
2020-04-17,2812
2020-04-18,2733
2020-04-19,2635
2020-04-20,2573
2020-04-21,2471
2020-04-22,2384
2020-04-23,2267
2020-04-24,2173
2020-04-25,2102
2020-04-26,2009
2020-04-27,1956
2020-04-28,1863
2020-04-29,1795
2020-04-30,1694
2020-05-01,1578
2020-05-02,1539
2020-05-03,1501
2020-05-04,1479
2020-05-05,1427
2020-05-06,1333
2020-05-07,1311
2020-05-08,1168
2020-05-09,1034
2020-05-10,1027
2020-05-11,999
2020-05-12,952
2020-05-13,893
2020-05-14,855
2020-05-15,808
2020-05-16,775
2020-05-17,762
2020-05-18,749
2020-05-19,716
2020-05-20,676
2020-05-21,640
2020-05-22,595
2020-05-23,572
2020-05-24,553
2020-05-25,541
2020-05-26,521
2020-05-27,505
2020-05-28,489
2020-05-29,475
2020-05-30,450
2020-05-31,435
2020-06-01,424
2020-06-02,408
2020-06-03,353
2020-06-04,338
2020-06-05,316
2020-06-06,293
2020-06-07,287
2020-06-08,283
2020-06-09,263
2020-06-10,249
2020-06-11,236
2020-06-12,227
2020-06-13,220
2020-06-14,209
2020-06-15,207
2020-06-16,177
2020-06-17,163
2020-06-18,168
2020-06-19,161
2020-06-20,152
2020-06-21,148
2020-06-22,127
2020-06-23,115
2020-06-24,107
2020-06-25,103
2020-06-26,105
2020-06-27,97
2020-06-28,98
2020-06-29,96
2020-06-30,93
2020-07-01,87
2020-07-02,82
2020-07-03,79
2020-07-04,71
2020-07-05,74
2020-07-06,72
2020-07-07,70
2020-07-08,71
2020-07-09,69
2020-07-10,65
2020-07-11,67
2020-07-12,68
2020-07-13,65
2020-07-14,60
2020-07-15,57
2020-07-16,53
2020-07-17,50
2020-07-18,50
2020-07-19,49
2020-07-20,47
2020-07-21,49
2020-07-22,48
2020-07-23,49
2020-07-24,46
2020-07-25,41
2020-07-26,44
2020-07-27,45
2020-07-28,40
2020-07-29,38
2020-07-30,47
2020-07-31,41
2020-08-01,43
2020-08-02,42
2020-08-03,41
2020-08-04,41
2020-08-05,41
2020-08-06,42
2020-08-07,42
2020-08-08,43
2020-08-09,45
2020-08-10,46
2020-08-11,49
2020-08-12,53
2020-08-13,55
2020-08-14,56
2020-08-15,55
2020-08-16,56
2020-08-17,58
2020-08-18,58
2020-08-19,66
2020-08-20,68
2020-08-21,69
2020-08-22,64
2020-08-23,69
2020-08-24,65
2020-08-25,66
2020-08-26,69
2020-08-27,67
2020-08-28,74
2020-08-29,79
2020-08-30,86
2020-08-31,94
2020-09-01,107
2020-09-02,109
2020-09-03,120
2020-09-04,121
2020-09-05,121
2020-09-06,133
2020-09-07,142
2020-09-08,143
2020-09-09,150
2020-09-10,164
2020-09-11,175
2020-09-12,182
2020-09-13,187
2020-09-14,197
2020-09-15,201
2020-09-16,207
2020-09-17,212
2020-09-18,208
2020-09-19,215
2020-09-20,222
2020-09-21,232
2020-09-22,239
2020-09-23,244
2020-09-24,246
2020-09-25,244
2020-09-26,247
2020-09-27,254
2020-09-28,264
2020-09-29,271
