dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-10-06,156
2020-10-13,149
2020-10-14,141
2020-10-15,174
2020-10-16,199
2020-10-19,229
2020-10-20,232
2020-10-21,245
2020-10-22,239
2020-10-23,255
2020-10-26,322
2020-10-27,342
2020-10-28,348
2020-10-29,370
2020-10-30,415
2020-11-12,1092
2020-11-13,1205
2020-11-23,1629
2020-11-30,1887
2020-12-01,1885
2020-12-02,1949
2020-12-03,1940
2020-12-04,1981
2020-12-05,2054
2020-12-06,2133
2020-12-14,2372
2020-12-15,2307
2020-12-16,2356
2020-12-17,2468
2020-12-18,2353
2020-12-19,2432
2020-12-20,2478
2020-12-21,2451
2020-12-22,2258
2020-12-23,2284
2020-12-24,2312
2020-12-25,2300
2020-12-26,2448
2020-12-27,2510
2020-12-28,2506
2020-12-30,2429
2020-12-31,2480
2021-01-01,2406
2021-01-02,2494
2021-01-03,2571
2021-01-04,2568
2021-01-05,2412
2021-01-06,2413
2021-01-07,2390
2021-01-08,2235
2021-01-09,2211
2021-01-10,2212
2021-01-11,2155
2021-01-12,2096
2021-01-13,2038
2021-01-14,2008
2021-01-15,1850
2021-01-16,1859
2021-01-17,1910
2021-01-21,1528
2021-01-22,1432
2021-01-25,1407
2021-01-26,1457
2021-01-28,1409
2021-01-29,1307
2021-01-30,1323
2021-01-31,1346
2021-02-01,1299
2021-02-03,1171
2021-02-05,1107
2021-02-07,1157
2021-02-08,1098
2021-02-17,902
2021-02-18,842
2021-02-19,824
2021-02-20,844
2021-02-21,897
2021-02-22,904
2021-02-23,893
2021-02-24,896
2021-02-25,866
2021-02-26,827
2021-02-27,872
2021-02-28,888
2021-03-01,858
2021-03-02,837
2021-03-03,827
2021-03-04,811
2021-03-07,823
2021-03-08,789
2021-03-09,762
2021-03-10,749
2021-03-11,767
2021-03-12,717
2021-03-13,748
2021-03-14,778
2021-03-15,763
2021-03-16,773
2021-03-17,762
2021-03-18,730
2021-03-19,705
2021-03-20,728
2021-03-21,762
2021-03-22,727
2021-03-23,704
2021-03-24,702
2021-03-25,728
2021-03-26,707
2021-03-28,763
2021-03-29,731
2021-03-30,730
2021-03-31,715
2021-04-01,726
2021-04-02,704
2021-04-03,756
2021-04-04,801
2021-04-05,854
2021-04-06,839
2021-04-07,850
2021-04-08,867
2021-04-09,848
2021-04-10,924
2021-04-11,981
2021-04-12,952
2021-04-13,941
2021-04-14,958
2021-04-15,978
2021-04-16,968
2021-04-17,985
2021-04-18,1048
2021-04-19,1024
2021-04-20,1027
2021-04-21,1065
2021-04-22,1082
2021-04-23,1071
2021-04-24,1112
2021-04-25,1164
2021-04-26,1150
2021-04-27,1133
2021-04-28,1096
2021-04-29,1105
2021-04-30,1048
2021-05-01,1085
2021-05-02,1138
2021-05-03,1109
2021-05-04,1132
2021-05-05,1144
2021-05-06,1123
2021-05-07,1081
2021-05-08,1128
2021-05-20,1032
2021-05-21,958
2021-05-22,967
2021-05-23,1010
2021-05-24,932
2021-05-25,878
2021-05-26,814
2021-05-27,774
2021-05-28,774
2021-05-29,680
2021-05-30,742
2021-05-31,648
2021-06-01,586
2021-06-02,572
2021-06-03,568
2021-06-04,568
2021-06-05,487
2021-06-06,528
2021-06-07,486
2021-06-08,477
2021-06-09,455
2021-06-10,455
2021-06-11,425
2021-06-12,393
2021-06-13,385
2021-06-14,349
2021-06-15,309
2021-06-16,269
2021-06-17,249
2021-06-18,249
2021-06-19,227
2021-06-20,230
2021-06-21,220
2021-06-22,175
2021-06-23,175
2021-06-24,150
2021-06-25,150
2021-06-26,137
2021-06-27,131
2021-06-28,124
2021-06-29,124
2021-06-30,102
2021-07-01,96
2021-07-02,80
2021-07-03,80
2021-07-04,80
2021-07-05,77
2021-07-06,64
2021-07-07,62
2021-07-08,57
2021-07-09,57
2021-07-10,58
2021-07-11,62
2021-07-12,52
2021-07-14,48
2021-07-15,46
2021-07-16,44
2021-07-17,44
2021-07-18,45
2021-07-19,58
2021-07-20,53
2021-07-21,54
2021-07-22,54
2021-07-23,74
2021-07-24,80
2021-07-25,87
2021-07-26,95
2021-07-27,105
2021-07-28,121
2021-07-29,131
2021-07-30,123
2021-07-31,150
2021-08-01,163
2021-08-02,164
2021-08-03,177
2021-08-04,184
2021-08-05,204
2021-08-06,210
2021-08-07,223
2021-08-08,261
2021-08-09,282
2021-08-10,290
2021-08-11,318
2021-08-12,311
2021-08-13,308
2021-08-14,328
2021-08-15,334
2021-08-16,349
2021-08-17,370
2021-08-18,389
2021-08-19,377
2021-08-20,385
2021-08-21,395
2021-08-22,410
2021-08-23,422
2021-08-24,410
2021-08-25,411
2021-08-26,440
2021-08-27,455
2021-08-28,472
2021-08-29,502
2021-08-30,495
2021-08-31,528
2021-09-01,530
2021-09-02,542
2021-09-07,629
2021-09-08,658
2021-09-09,681
2021-09-10,675
2021-09-11,722
2021-09-12,761
2021-09-13,772
2021-09-14,783
2021-09-15,785
2021-09-16,821
2021-09-17,803
2021-09-18,852
2021-09-19,891
2021-09-20,891
2021-09-21,878
2021-09-22,898
2021-09-23,888
2021-09-27,1041
2021-09-28,1042
2021-09-29,1072
2021-09-30,1090
2021-10-03,1182
2021-10-04,1164
2021-10-05,1235
2021-10-06,1262
2021-10-07,1311
2021-10-08,1234
2021-10-09,1286
2021-10-10,1362
2021-10-11,1322
2021-10-12,1344
2021-10-13,1355
2021-10-14,1412
2021-10-15,1438
2021-10-16,1482
2021-10-17,1538
2021-10-18,1493
2021-10-19,1512
2021-10-20,1536
2021-10-21,1587
2021-10-22,1564
2021-10-23,1627
2021-10-24,1720
2021-10-25,1689
2021-10-26,1702
2021-10-27,1672
2021-11-08,1771
2021-11-09,1699
2021-11-23,1322
2021-11-24,1262
2021-11-25,1271
2021-11-26,1225
2021-11-27,1242
2021-11-29,1228
2021-11-30,1202
2021-12-01,1166
2021-12-02,1164
2021-12-03,1154
2021-12-04,1148
2021-12-05,1215
2021-12-06,1193
2021-12-07,1176
2021-12-08,1146
2021-12-09,1148
2021-12-10,1139
2021-12-11,1188
2021-12-12,1216
2021-12-13,1162
2021-12-14,1173
2021-12-15,1154
2021-12-16,1221
2021-12-17,1196
2021-12-18,1212
2021-12-19,1215
2021-12-20,1210
2022-01-01,887
2022-01-02,951
2022-01-03,937
2022-01-04,963
2022-01-05,975
2022-01-06,977
2022-01-07,948
2022-01-08,971
2022-01-09,1018
2022-01-10,1017
2022-01-11,994
2022-01-12,995
2022-01-13,966
2022-01-14,957
2022-01-15,957
2022-01-16,988
2022-01-17,975
2022-01-18,976
2022-01-19,986
2022-01-20,982
2022-01-21,962
2022-01-22,996
2022-01-23,1058
2022-01-24,1045
2022-01-25,1046
2022-01-26,1079
2022-01-27,1115
2022-01-28,1101
2022-01-29,1178
2022-01-30,1252
2022-01-31,1275
2022-02-01,1295
2022-02-02,1319
2022-02-03,1350
2022-02-04,1341
2022-02-05,1404
2022-02-06,1475
2022-02-07,1522
2022-02-08,1513
2022-02-09,1566
2022-02-10,1546
2022-02-11,1559
2022-02-12,1602
2022-02-13,1666
2022-02-22,1737
2022-03-16,1323
2022-04-19,650
2022-04-20,637
2022-04-21,591
2022-04-22,540
2022-04-23,525
2022-04-24,547
2022-04-26,479
2022-04-27,465
2022-04-28,469
2022-04-29,393
2022-05-01,392
2022-05-02,357
2022-05-03,315
2022-05-04,283
2022-05-05,239
2022-05-08,197
2022-05-09,168
2022-05-10,150
2022-05-11,128
2022-05-12,127
2022-05-15,110
2022-05-16,117
2022-05-17,87
2022-05-18,82
2022-05-19,79
2022-05-22,74
2022-05-23,77
2022-05-24,70
2022-05-26,70
2022-05-29,69
2022-05-30,61
2022-06-01,60
2022-06-02,59
2022-06-05,62
2022-06-06,75
2022-06-07,82
2022-06-08,78
2022-06-09,71
2022-06-12,69
2022-06-13,68
2022-06-14,68
2022-06-15,59
2022-06-16,52
2022-06-19,59
2022-06-20,58
2022-06-21,58
2022-06-28,64
2022-06-29,71
2022-06-30,73
2022-07-03,78
2022-07-04,88
2022-07-06,91
2022-07-07,102
2022-07-10,102
2022-07-11,105
2022-07-12,92
2022-07-27,114
2022-07-28,122
2022-07-31,127
2022-08-01,151
2022-08-02,134
2022-08-03,126
2022-08-04,126
2022-08-07,126
2022-08-08,135
2022-08-09,126
2022-08-10,141
2022-08-11,142
2022-08-15,145
2022-08-16,166
2022-08-17,167
2022-08-18,169
2022-08-21,164
2022-08-22,160
2022-08-23,157
2022-08-24,145
2022-08-25,142
2022-08-28,125
2022-08-29,133
2022-08-30,124
2022-08-31,115
2022-09-01,106
2022-09-04,104
2022-09-05,97
2022-09-06,99
2022-09-07,97
2022-09-08,97
2022-09-11,112
2022-09-12,125
2022-09-13,131
2022-09-14,138
2022-09-15,153
2022-09-18,149
2022-09-19,155
2022-09-20,162
2022-09-21,162
2022-09-22,182
2022-09-26,177
2022-09-27,167
2022-09-28,163
2022-09-29,160
2022-10-02,156
2022-10-03,167
2022-10-04,155
2022-10-05,158
2022-10-06,173
2022-10-09,185
2022-10-10,198
2022-10-11,179
2022-10-12,186
2022-10-13,179
2022-10-16,160
2022-10-17,158
2022-10-18,156
2022-10-19,142
2022-10-20,131
2022-10-23,123
2022-10-24,126
2022-10-25,122
2022-10-26,113
2022-10-27,122
2022-10-30,101
2022-11-02,100
2022-11-03,101
2022-11-06,92
2022-11-07,107
2022-11-08,114
2022-11-09,102
2022-11-10,100
2022-11-13,99
2022-11-14,106
2022-11-15,104
2022-11-16,110
2022-11-17,109
2022-11-21,105
2022-11-22,95
2022-11-23,81
2022-11-24,88
2022-11-27,77
2022-11-28,78
2022-11-29,93
2022-12-05,148
2022-12-06,153
2022-12-07,173
2022-12-08,164
2022-12-11,153
2022-12-12,157
2022-12-13,157
2022-12-14,165
2022-12-18,141
2022-12-20,144
2023-01-08,133
2023-01-09,128
2023-01-10,118
2023-01-11,109
2023-01-12,104
2023-01-15,94
2023-01-16,94
2023-01-17,105
2023-01-18,112
2023-01-19,113
2023-01-30,107
2023-01-31,111
2023-02-01,118
2023-02-02,125
2023-02-05,130
2023-02-06,125
2023-02-07,116
2023-02-08,112
2023-02-09,126
2023-02-12,120
2023-02-13,124
2023-02-14,129
2023-02-16,109
2023-02-19,108
2023-02-20,115
2023-02-21,109
2023-02-22,113
2023-02-28,132
2023-03-05,117
2023-03-06,129
2023-03-07,128
2023-03-09,132
2023-03-12,133
2023-03-13,123
2023-03-14,120
2023-03-15,121
2023-03-16,126
2023-03-19,126
2023-03-21,115
2023-03-22,113
2023-03-23,117
2023-03-26,108
2023-03-27,105
2023-03-28,97
2023-03-29,97
2023-03-30,91
2023-04-02,83
