dates,count_medicalconditionincident_covid_19_patientinicu
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,3
2020-03-21,6
2020-03-22,2
2020-03-23,2
2020-03-24,2
2020-03-25,14
2020-03-26,20
2020-03-27,20
2020-03-28,23
2020-03-29,21
2020-03-30,24
2020-03-31,26
2020-04-01,27
2020-04-02,30
2020-04-03,35
2020-04-04,33
2020-04-05,33
2020-04-06,31
2020-04-07,31
2020-04-08,33
2020-04-09,29
2020-04-10,28
2020-04-11,30
2020-04-12,31
2020-04-13,33
2020-04-14,34
2020-04-15,35
2020-04-16,32
2020-04-17,30
2020-04-18,31
2020-04-19,30
2020-04-20,31
2020-04-21,31
2020-04-22,28
2020-04-23,24
2020-04-24,25
2020-04-25,23
2020-04-26,20
2020-04-27,20
2020-04-28,22
2020-04-29,24
2020-04-30,24
2020-05-01,25
2020-05-02,24
2020-05-03,23
2020-05-04,22
2020-05-05,20
2020-05-06,21
2020-05-07,16
2020-05-08,15
2020-05-09,14
2020-05-10,18
2020-05-11,22
2020-05-12,22
2020-05-13,11
2020-05-14,11
2020-05-15,15
2020-05-16,13
2020-05-17,8
2020-05-18,10
2020-05-19,6
2020-05-20,6
2020-05-21,5
2020-05-22,8
2020-05-23,7
2020-05-24,4
2020-05-25,5
2020-05-26,4
2020-05-27,4
2020-05-28,4
2020-05-29,3
2020-05-30,3
2020-05-31,4
2020-06-01,4
2020-06-02,2
2020-06-03,3
2020-06-04,1
2020-06-05,1
2020-06-06,1
2020-06-07,2
2020-06-08,2
2020-06-09,1
2020-06-10,1
2020-06-11,0
2020-06-12,0
2020-06-13,1
2020-06-14,1
2020-06-15,2
2020-06-16,1
2020-06-17,2
2020-06-18,2
2020-06-19,1
2020-06-20,1
2020-06-21,2
2020-06-22,1
2020-06-23,0
2020-06-24,0
2020-06-25,1
2020-06-26,1
2020-06-27,1
2020-06-28,2
2020-06-29,2
2020-06-30,2
2020-07-01,2
2020-07-02,3
2020-07-03,3
2020-07-04,3
2020-07-05,3
2020-07-06,3
2020-07-07,1
2020-07-08,2
2020-07-09,3
2020-07-10,2
2020-07-11,3
2020-07-12,4
2020-07-13,3
2020-07-14,4
2020-07-15,5
2020-07-16,4
2020-07-17,6
2020-07-18,6
2020-07-19,7
2020-07-20,5
2020-07-21,5
2020-07-22,1
2020-07-23,3
2020-07-24,4
2020-07-25,4
2020-07-26,6
2020-07-27,5
2020-07-28,4
2020-07-29,6
2020-07-30,7
2020-07-31,6
2020-08-01,6
2020-08-02,7
2020-08-03,7
2020-08-04,5
2020-08-05,9
2020-08-06,6
2020-08-07,8
2020-08-08,8
2020-08-09,6
2020-08-10,4
2020-08-11,3
2020-08-12,1
2020-08-13,3
2020-08-14,4
2020-08-15,3
2020-08-16,3
2020-08-17,4
2020-08-18,3
2020-08-19,3
2020-08-20,3
2020-08-21,1
2020-08-22,1
2020-08-23,1
2020-08-24,1
2020-08-25,2
2020-08-26,2
2020-08-27,2
2020-08-28,4
2020-08-29,3
2020-08-30,2
2020-08-31,2
2020-09-01,1
2020-09-02,2
2020-09-03,0
2020-09-04,0
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,0
2020-09-09,0
2020-09-10,1
2020-09-11,0
2020-09-12,0
2020-09-13,1
2020-09-14,0
2020-09-15,0
2020-09-16,0
2020-09-17,1
2020-09-18,0
2020-09-19,2
2020-09-20,1
2020-09-21,1
2020-09-22,1
2020-09-23,3
2020-09-24,1
2020-09-25,1
2020-09-26,3
2020-09-27,3
2020-09-28,4
2020-09-29,5
2020-09-30,5
2020-10-01,3
2020-10-02,3
2020-10-03,2
2020-10-04,2
2020-10-05,1
2020-10-06,2
2020-10-07,2
2020-10-08,1
2020-10-09,1
2020-10-10,2
2020-10-11,2
2020-10-12,2
2020-10-13,3
2020-10-14,4
2020-10-15,4
2020-10-16,4
2020-10-17,3
2020-10-18,4
2020-10-19,5
2020-10-20,7
2020-10-21,8
2020-10-22,10
2020-10-23,11
2020-10-24,12
2020-10-25,12
2020-10-26,16
2020-10-27,16
2020-10-28,21
2020-10-29,24
2020-10-30,26
2020-10-31,27
2020-11-01,29
2020-11-02,29
2020-11-03,30
2020-11-04,36
2020-11-05,37
2020-11-06,41
2020-11-07,36
2020-11-08,40
2020-11-09,42
2020-11-10,38
2020-11-11,39
2020-11-12,41
2020-11-13,43
2020-11-14,46
2020-11-15,46
2020-11-16,48
2020-11-17,48
2020-11-18,44
2020-11-19,43
2020-11-20,41
2020-11-21,45
2020-11-22,47
2020-11-23,46
2020-11-24,43
2020-11-25,44
2020-11-26,43
2020-11-27,41
2020-11-28,42
2020-11-29,42
2020-11-30,42
2020-12-01,41
2020-12-02,41
2020-12-03,41
2020-12-04,40
2020-12-05,40
2020-12-06,39
2020-12-07,43
2020-12-08,46
2020-12-09,47
2020-12-10,47
2020-12-11,47
2020-12-12,46
2020-12-13,50
2020-12-14,48
2020-12-15,48
2020-12-16,47
2020-12-17,43
2020-12-18,39
2020-12-19,38
2020-12-20,38
2020-12-21,39
2020-12-22,40
2020-12-23,39
2020-12-24,35
2020-12-25,35
2020-12-26,39
2020-12-27,32
2020-12-28,32
2020-12-29,31
2020-12-30,31
2020-12-31,33
2021-01-01,32
2021-01-02,30
2021-01-03,34
2021-01-04,32
2021-01-05,28
2021-01-06,26
2021-01-07,23
2021-01-08,22
2021-01-09,21
2021-01-10,23
2021-01-11,24
2021-01-12,21
2021-01-13,23
2021-01-14,21
2021-01-15,18
2021-01-16,19
2021-01-17,20
2021-01-18,20
2021-01-19,17
2021-01-20,14
2021-01-21,14
2021-01-22,14
2021-01-23,15
2021-01-24,14
2021-01-25,15
2021-01-26,15
2021-01-27,14
2021-01-28,12
2021-01-29,11
2021-01-30,11
2021-01-31,11
2021-02-01,13
2021-02-02,14
2021-02-03,12
2021-02-04,11
2021-02-05,12
2021-02-06,14
2021-02-07,14
2021-02-08,15
2021-02-09,12
2021-02-10,13
2021-02-11,14
2021-02-12,10
2021-02-13,11
2021-02-14,13
2021-02-15,16
2021-02-16,17
2021-02-17,17
2021-02-18,15
2021-02-19,13
2021-02-20,13
2021-02-21,15
2021-02-22,16
2021-02-23,15
2021-02-24,15
2021-02-25,17
2021-02-26,19
2021-02-27,20
2021-02-28,21
2021-03-01,20
2021-03-02,20
2021-03-03,22
2021-03-04,22
2021-03-05,23
2021-03-06,21
2021-03-07,21
2021-03-08,24
2021-03-09,24
2021-03-10,30
2021-03-11,32
2021-03-12,27
2021-03-13,25
2021-03-14,25
2021-03-15,26
2021-03-16,25
2021-03-17,23
2021-03-18,17
2021-03-19,19
2021-03-20,20
2021-03-21,20
2021-03-22,21
2021-03-23,18
2021-03-24,21
2021-03-25,19
2021-03-26,21
2021-03-27,23
2021-03-28,22
2021-03-29,25
2021-03-30,25
2021-03-31,30
2021-04-01,30
2021-04-02,31
2021-04-03,30
2021-04-04,30
2021-04-05,32
2021-04-06,31
2021-04-07,32
2021-04-08,30
2021-04-09,27
2021-04-10,28
2021-04-11,29
2021-04-12,32
2021-04-13,33
2021-04-14,33
2021-04-15,32
2021-04-16,31
2021-04-17,36
2021-04-18,37
2021-04-19,38
2021-04-20,38
2021-04-21,34
2021-04-22,33
