dates,covid19mobilitytrend_park
2020-02-15,40
2020-02-16,18
2020-02-17,-1
2020-02-18,1
2020-02-19,-4
2020-02-20,-7
2020-02-21,11
2020-02-22,32
2020-02-23,-13
2020-02-24,12
2020-02-25,14
2020-02-26,-3
2020-02-27,4
2020-02-28,17
2020-02-29,5
2020-03-01,-4
2020-03-02,0
2020-03-03,6
2020-03-04,-2
2020-03-05,-7
2020-03-06,3
2020-03-07,44
2020-03-08,7
2020-03-09,9
2020-03-10,-4
2020-03-11,-5
2020-03-12,2
2020-03-13,3
2020-03-14,3
2020-03-15,51
2020-03-16,13
2020-03-17,-6
2020-03-18,-35
2020-03-19,-36
2020-03-20,-40
2020-03-21,-70
2020-03-22,-34
2020-03-23,-48
2020-03-24,-43
2020-03-25,-50
2020-03-26,-46
2020-03-27,-39
2020-03-28,-28
2020-03-29,-66
2020-03-30,-44
2020-03-31,-44
2020-04-01,-42
2020-04-02,-39
2020-04-03,-56
2020-04-04,-31
2020-04-05,-7
2020-04-06,-31
2020-04-07,-27
2020-04-08,-32
2020-04-09,-35
2020-04-10,-26
2020-04-11,-20
2020-04-12,-21
2020-04-13,-41
2020-04-14,-34
2020-04-15,-34
2020-04-16,-26
2020-04-17,-21
2020-04-18,-26
2020-04-19,-14
2020-04-20,-24
2020-04-21,-20
2020-04-22,-24
2020-04-23,-15
2020-04-24,-17
2020-04-25,-5
2020-04-26,20
2020-04-27,-3
2020-04-28,-34
2020-04-29,-34
2020-04-30,-43
2020-05-01,-52
2020-05-02,-34
2020-05-03,0
2020-05-04,-20
2020-05-05,-9
2020-05-06,-7
2020-05-07,-2
2020-05-08,0
2020-05-09,-15
2020-05-10,-22
2020-05-11,-27
2020-05-12,7
2020-05-13,-7
2020-05-14,-5
2020-05-15,19
2020-05-16,43
2020-05-17,72
2020-05-18,21
2020-05-19,35
2020-05-20,25
2020-05-21,95
2020-05-22,34
2020-05-23,-14
2020-05-24,38
2020-05-25,18
2020-05-26,38
2020-05-27,28
2020-05-28,39
2020-05-29,68
