dates,count_medicalconditionincident_covid_19_patientinicu
2020-08-01,250
2020-08-02,282
2020-08-03,293
2020-08-04,311
2020-08-05,307
2020-08-06,323
2020-08-07,341
2020-08-08,340
2020-08-09,378
2020-08-10,370
2020-08-11,402
2020-08-12,415
2020-08-13,438
2020-08-14,455
2020-08-15,457
2020-08-16,494
2020-08-17,511
2020-08-18,531
2020-08-19,547
2020-08-20,572
2020-08-21,600
2020-08-22,610
2020-08-23,675
2020-08-24,703
2020-08-25,720
2020-08-26,737
2020-08-27,773
2020-08-28,812
2020-08-29,827
2020-08-30,866
2020-08-31,879
2020-09-01,916
2020-09-02,948
2020-09-03,979
2020-09-04,990
2020-09-05,1000
2020-09-06,1075
2020-09-07,1108
2020-09-08,1136
2020-09-09,1160
2020-09-10,1181
2020-09-11,1206
2020-09-12,1190
2020-09-13,1252
2020-09-14,1281
2020-09-15,1282
2020-09-16,1333
2020-09-17,1343
2020-09-18,1375
2020-09-19,1376
2020-09-20,1425
2020-09-21,1438
2020-09-22,1436
2020-09-23,1449
2020-09-24,1465
2020-09-25,1487
2020-09-26,1499
2020-09-27,1537
2020-09-28,1543
2020-09-29,1539
2020-09-30,1561
2020-10-01,1566
2020-10-02,1594
2020-10-03,1560
2020-10-04,1580
2020-10-05,1544
2020-10-06,1568
2020-10-07,1585
2020-10-08,1590
2020-10-09,1581
2020-10-10,1580
2020-10-11,1582
2020-10-12,1628
2020-10-13,1652
2020-10-14,1702
2020-10-15,1739
2020-10-16,1767
2020-10-17,1776
2020-10-18,1860
2020-10-19,1916
2020-10-20,1930
2020-10-21,1979
2020-10-22,2031
2020-10-23,2116
2020-10-24,2135
2020-10-25,2210
2020-10-26,2298
2020-10-27,2368
2020-10-28,2399
2020-10-29,2482
2020-10-30,2546
2020-10-31,2563
2020-11-01,2650
2020-11-02,2764
2020-11-03,2786
2020-11-04,2802
2020-11-05,2863
2020-11-06,2932
2020-11-07,2937
2020-11-08,3048
2020-11-09,3066
2020-11-10,3093
2020-11-11,3121
2020-11-12,3125
2020-11-13,3108
2020-11-14,3110
2020-11-15,3165
2020-11-16,3127
2020-11-17,3120
2020-11-18,3127
2020-11-19,3092
2020-11-20,2961
2020-11-21,2955
2020-11-22,2925
2020-11-23,2861
2020-11-24,2838
2020-11-25,2815
2020-11-26,2774
2020-11-27,2689
2020-11-28,2680
2020-11-29,2641
2020-11-30,2590
2020-12-01,2484
2020-12-02,2437
2020-12-03,2368
2020-12-04,2290
2020-12-05,2279
2020-12-06,2251
2020-12-07,2172
2020-12-08,2179
2020-12-09,2153
2020-12-10,2100
2020-12-11,2079
2020-12-12,2058
2020-12-13,2068
2020-12-14,2027
2020-12-15,1964
2020-12-16,1955
2020-12-17,1920
2020-12-18,1914
2020-12-19,1914
2020-12-20,1944
2020-12-21,1906
2020-12-22,1931
2020-12-23,1907
2020-12-24,1909
2020-12-25,1927
2020-12-26,1888
2020-12-27,2023
2020-12-28,2020
2020-12-29,2036
2020-12-30,2072
2020-12-31,2026
2021-01-01,2085
2021-01-02,2038
2021-01-03,2192
2021-01-04,2220
2021-01-05,2214
2021-01-06,2307
2021-01-07,2318
2021-01-08,2334
2021-01-09,2359
2021-01-10,2537
2021-01-11,2651
2021-01-12,2746
2021-01-13,2849
2021-01-14,2953
2021-01-15,3006
2021-01-16,3039
2021-01-17,3294
2021-01-18,3425
2021-01-19,3581
2021-01-20,3732
2021-01-21,3908
2021-01-22,4048
2021-01-23,4089
2021-01-24,4284
2021-01-25,4433
2021-01-26,4515
2021-01-27,4608
2021-01-28,4727
2021-01-29,4774
2021-01-30,4784
2021-01-31,4894
2021-02-01,4853
2021-02-02,4836
2021-02-03,4843
2021-02-04,4795
2021-02-05,4762
2021-02-06,4744
2021-02-07,4732
2021-02-08,4593
2021-02-09,4558
2021-02-10,4447
2021-02-11,4351
2021-02-12,4284
2021-02-13,4274
2021-02-14,4196
2021-02-15,4053
2021-02-16,3909
2021-02-17,3840
2021-02-18,3739
2021-02-19,3630
2021-02-20,3623
2021-02-21,3539
2021-02-22,3367
2021-02-23,3243
2021-02-24,3133
2021-02-25,3021
2021-02-26,2958
2021-02-27,2953
2021-02-28,2923
2021-03-01,2796
2021-03-02,2710
2021-03-03,2615
2021-03-04,2571
2021-03-05,2527
2021-03-06,2521
2021-03-07,2471
2021-03-08,2366
2021-03-09,2331
2021-03-10,2243
2021-03-11,2185
2021-03-12,2121
2021-03-13,2119
2021-03-14,2112
2021-03-15,2037
2021-03-16,1997
2021-03-17,1950
2021-03-18,1958
2021-03-19,1911
2021-03-20,1913
2021-03-21,1948
2021-03-22,1876
2021-03-23,1855
2021-03-24,1853
2021-03-25,1830
2021-03-26,1812
2021-03-27,1808
2021-03-28,1867
2021-03-29,1853
2021-03-30,1832
2021-03-31,1843
2021-04-01,1847
2021-04-02,1876
2021-04-03,1834
2021-04-04,1931
2021-04-05,1992
2021-04-06,2009
2021-04-07,2024
2021-04-08,2050
2021-04-09,2075
2021-04-10,2078
2021-04-11,2168
2021-04-12,2152
2021-04-13,2153
2021-04-14,2144
2021-04-15,2180
2021-04-16,2195
2021-04-17,2213
2021-04-18,2276
2021-04-19,2286
2021-04-20,2288
2021-04-21,2283
2021-04-22,2297
2021-04-23,2303
2021-04-24,2303
2021-04-25,2356
2021-04-26,2332
2021-04-27,2316
2021-04-28,2322
2021-04-29,2302
2021-04-30,2296
2021-05-01,2289
2021-05-02,2315
2021-05-03,2289
2021-05-04,2241
2021-05-05,2212
2021-05-06,2183
2021-05-07,2155
2021-05-08,2156
2021-05-09,2134
2021-05-10,2038
2021-05-11,1991
2021-05-12,1931
2021-05-13,1899
2021-05-14,1853
2021-05-15,1828
2021-05-16,1836
2021-05-17,1772
2021-05-18,1739
2021-05-19,1688
2021-05-20,1650
2021-05-21,1622
2021-05-22,1621
2021-05-23,1628
2021-05-24,1551
2021-05-25,1499
2021-05-26,1467
2021-05-27,1426
2021-05-28,1387
2021-05-29,1387
2021-05-30,1347
2021-05-31,1285
2021-06-01,1236
2021-06-02,1205
2021-06-03,1162
2021-06-04,1118
2021-06-05,1123
2021-06-06,1124
2021-06-07,1088
2021-06-08,1040
2021-06-09,1005
2021-06-10,966
2021-06-11,927
2021-06-12,930
2021-06-13,918
2021-06-14,899
2021-06-15,853
2021-06-16,835
2021-06-17,793
2021-06-18,762
2021-06-19,763
2021-06-20,770
2021-06-21,728
2021-06-22,683
2021-06-23,655
2021-06-24,641
2021-06-25,633
2021-06-26,629
2021-06-27,642
2021-06-28,620
2021-06-29,601
2021-06-30,584
2021-07-01,586
2021-07-02,591
2021-07-03,591
2021-07-04,612
2021-07-05,607
2021-07-06,598
2021-07-07,605
2021-07-08,627
2021-07-09,637
2021-07-10,631
2021-07-11,719
2021-07-12,748
2021-07-13,797
2021-07-14,837
2021-07-15,871
2021-07-16,883
2021-07-17,888
2021-07-18,1035
2021-07-19,1116
2021-07-20,1180
2021-07-21,1240
2021-07-22,1292
2021-07-23,1309
2021-07-24,1319
2021-07-25,1486
2021-07-26,1542
2021-07-27,1593
2021-07-28,1645
2021-07-29,1698
2021-07-30,1700
2021-07-31,1713
2021-08-01,1856
2021-08-02,1867
2021-08-03,1904
2021-08-04,1919
2021-08-05,1928
2021-08-06,1942
2021-08-07,1948
2021-08-08,2031
2021-08-09,1988
2021-08-10,1947
2021-08-11,1921
2021-08-12,1922
2021-08-13,1921
2021-08-14,1917
2021-08-15,1912
2021-08-16,1901
2021-08-17,1854
2021-08-18,1843
2021-08-19,1818
2021-08-20,1804
2021-08-21,1803
2021-08-22,1834
2021-08-23,1757
2021-08-24,1758
2021-08-25,1699
2021-08-26,1684
2021-08-27,1681
2021-08-28,1680
2021-08-29,1651
2021-08-30,1571
2021-08-31,1514
2021-09-01,1491
2021-09-02,1460
2021-09-03,1450
2021-09-04,1450
2021-09-05,1383
2021-09-06,1348
2021-09-07,1308
2021-09-08,1257
2021-09-09,1227
2021-09-10,1228
2021-09-11,1225
2021-09-12,1172
2021-09-13,1134
2021-09-14,1097
2021-09-15,1058
2021-09-16,1029
2021-09-17,1016
2021-09-18,1015
2021-09-19,974
2021-09-20,925
2021-09-21,894
2021-09-22,867
2021-09-23,837
2021-09-24,821
2021-09-25,818
2021-09-26,805
2021-09-27,768
2021-09-28,728
2021-09-29,702
2021-09-30,674
2021-10-01,673
2021-10-02,669
2021-10-03,635
2021-10-04,602
2021-10-05,574
2021-10-06,550
2021-10-07,535
2021-10-08,530
2021-10-09,526
2021-10-10,504
2021-10-11,478
2021-10-12,485
2021-10-13,450
2021-10-14,443
2021-10-15,437
