dates,covid19mobilitytrend_residence
2020-02-15,-2
2020-02-16,-1
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,-1
2020-02-22,-1
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,-1
2020-02-29,-3
2020-03-01,-2
2020-03-02,-1
2020-03-03,-1
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,-1
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,4
2020-03-16,6
2020-03-17,19
2020-03-18,22
2020-03-19,24
2020-03-20,26
2020-03-21,23
2020-03-22,22
2020-03-23,31
2020-03-24,31
2020-03-25,31
2020-03-26,31
2020-03-27,32
2020-03-28,23
2020-03-29,19
2020-03-30,27
2020-03-31,25
2020-04-01,26
2020-04-02,27
2020-04-03,28
2020-04-04,21
2020-04-05,17
2020-04-06,28
2020-04-07,27
2020-04-08,29
2020-04-09,34
2020-04-10,40
2020-04-11,29
2020-04-12,22
2020-04-13,28
2020-04-14,28
2020-04-15,28
2020-04-16,29
2020-04-17,31
2020-04-18,22
2020-04-19,19
2020-04-20,24
2020-04-21,25
2020-04-22,25
2020-04-23,26
2020-04-24,27
2020-04-25,20
2020-04-26,17
2020-04-27,24
2020-04-28,19
2020-04-29,24
2020-04-30,23
2020-05-01,31
2020-05-02,19
2020-05-03,16
2020-05-04,22
2020-05-05,23
2020-05-06,23
2020-05-07,23
2020-05-08,25
2020-05-09,17
2020-05-10,12
2020-05-11,23
2020-05-12,23
2020-05-13,24
2020-05-14,21
2020-05-15,44
2020-05-16,35
2020-05-17,27
2020-05-18,21
2020-05-19,23
2020-05-20,24
2020-05-21,25
2020-05-22,23
2020-05-23,36
2020-05-24,28
2020-05-25,22
2020-05-26,23
2020-05-27,24
2020-05-28,24
2020-05-29,22
2020-05-30,36
2020-05-31,28
2020-06-01,21
2020-06-02,23
2020-06-03,23
2020-06-04,24
2020-06-05,25
2020-06-06,19
2020-06-07,16
2020-06-08,21
2020-06-09,22
2020-06-10,23
2020-06-11,23
2020-06-12,24
2020-06-13,18
2020-06-14,16
2020-06-15,21
2020-06-16,24
2020-06-17,23
2020-06-18,25
2020-06-19,24
2020-06-20,18
2020-06-21,28
2020-06-22,23
2020-06-23,24
2020-06-24,24
2020-06-25,24
2020-06-26,25
2020-06-27,17
2020-06-28,29
2020-06-29,28
2020-06-30,23
2020-07-01,23
2020-07-02,24
2020-07-03,26
2020-07-04,18
2020-07-05,28
2020-07-06,23
2020-07-07,23
2020-07-08,24
2020-07-09,24
2020-07-10,26
2020-07-11,18
2020-07-12,28
2020-07-13,23
2020-07-14,23
2020-07-15,23
2020-07-16,23
2020-07-17,24
2020-07-18,21
2020-07-19,28
2020-07-20,21
2020-07-21,23
2020-07-22,23
2020-07-23,23
2020-07-24,24
2020-07-25,21
2020-07-26,28
2020-07-27,19
2020-07-28,20
2020-07-29,21
2020-07-30,21
2020-07-31,21
2020-08-01,15
2020-08-02,15
2020-08-03,19
2020-08-04,20
2020-08-05,20
2020-08-06,20
2020-08-07,21
2020-08-08,15
2020-08-09,14
2020-08-10,19
2020-08-11,20
2020-08-12,20
2020-08-13,20
2020-08-14,21
2020-08-15,15
2020-08-16,13
2020-08-17,19
2020-08-18,19
2020-08-19,19
2020-08-20,19
2020-08-21,20
2020-08-22,15
2020-08-23,13
2020-08-24,18
2020-08-25,19
2020-08-26,19
2020-08-27,19
2020-08-28,18
2020-08-29,13
2020-08-30,11
2020-08-31,16
2020-09-01,16
2020-09-02,17
2020-09-03,19
2020-09-04,18
2020-09-05,13
2020-09-06,12
2020-09-07,17
2020-09-08,17
2020-09-09,17
2020-09-10,17
2020-09-11,17
2020-09-12,12
2020-09-13,10
2020-09-14,16
2020-09-15,23
2020-09-16,16
2020-09-17,17
2020-09-18,18
2020-09-19,13
2020-09-20,11
2020-09-21,16
2020-09-22,17
2020-09-23,17
2020-09-24,19
2020-09-25,19
2020-09-26,14
2020-09-27,11
2020-09-28,17
2020-09-29,17
2020-09-30,15
2020-10-01,12
2020-10-02,14
2020-10-03,10
2020-10-04,8
2020-10-05,13
2020-10-06,13
