dates,covid19mobilitytrend_park
2020-02-15,18
2020-02-16,11
2020-02-17,5
2020-02-18,13
2020-02-19,7
2020-02-20,30
2020-02-21,7
2020-02-22,10
2020-02-23,18
2020-02-24,3
2020-02-25,9
2020-02-26,-1
2020-02-27,-2
2020-02-28,8
2020-02-29,28
2020-03-01,3
2020-03-02,12
2020-03-03,2
2020-03-04,10
2020-03-05,17
2020-03-06,20
2020-03-07,26
2020-03-08,-2
2020-03-09,10
2020-03-10,3
2020-03-11,10
2020-03-12,15
2020-03-13,11
2020-03-14,10
2020-03-15,2
2020-03-16,-5
2020-03-17,-10
2020-03-18,-19
2020-03-19,-3
2020-03-20,-6
2020-03-21,-3
2020-03-22,-25
2020-03-23,-22
2020-03-24,-33
2020-03-25,-39
2020-03-26,-38
2020-03-27,-33
2020-03-28,-36
2020-03-29,-38
2020-03-30,-36
2020-03-31,-36
2020-04-01,-38
2020-04-02,-52
2020-04-03,-55
2020-04-04,-56
2020-04-05,-63
2020-04-06,-54
2020-04-07,-57
2020-04-08,-60
2020-04-09,-52
2020-04-10,-74
2020-04-11,-64
2020-04-12,-78
2020-04-13,-64
2020-04-14,-55
2020-04-15,-57
2020-04-16,-53
2020-04-17,-53
2020-04-18,-54
2020-04-19,-77
2020-04-20,-49
2020-04-21,-49
2020-04-22,-54
2020-04-23,-51
2020-04-24,-51
2020-04-25,-49
2020-04-26,-54
2020-04-27,-44
2020-04-28,-43
2020-04-29,-45
2020-04-30,-35
2020-05-01,-53
2020-05-02,-41
2020-05-03,-52
2020-05-04,-34
2020-05-05,-36
2020-05-06,-40
2020-05-07,-38
2020-05-08,-36
2020-05-09,-35
2020-05-10,-45
2020-05-11,-32
2020-05-12,-34
2020-05-13,-38
2020-05-14,-31
2020-05-15,-25
2020-05-16,-24
2020-05-17,-30
2020-05-18,-29
2020-05-19,-27
2020-05-20,-32
2020-05-21,-25
2020-05-22,-25
2020-05-23,-23
2020-05-24,-17
2020-05-25,-20
2020-05-26,-25
2020-05-27,-31
2020-05-28,-26
2020-05-29,-19
2020-05-30,-29
2020-05-31,-40
2020-06-01,-27
2020-06-02,-32
2020-06-03,-31
2020-06-04,-28
2020-06-05,-20
2020-06-06,-19
2020-06-07,-28
2020-06-08,-23
2020-06-09,-24
2020-06-10,-29
2020-06-11,-22
2020-06-12,-14
2020-06-13,-10
2020-06-14,-22
2020-06-15,-19
2020-06-16,-25
2020-06-17,-34
2020-06-18,-33
2020-06-19,-16
2020-06-20,-11
2020-06-21,-21
2020-06-22,-16
2020-06-23,-16
2020-06-24,-24
2020-06-25,-19
2020-06-26,-8
2020-06-27,-4
2020-06-28,-15
2020-06-29,-14
2020-06-30,-14
2020-07-01,-20
2020-07-02,-12
2020-07-03,-10
2020-07-04,-10
