dates,incrementalcount_vaccine_covid_19_administered
2020-12-28,1686
2020-12-29,1326
2020-12-30,422
2020-12-31,1857
2021-01-01,151
2021-01-02,404
2021-01-03,556
2021-01-04,1091
2021-01-05,2546
2021-01-06,5393
2021-01-07,5476
2021-01-08,3265
2021-01-09,254
2021-01-10,1
2021-01-11,484
2021-01-12,1882
2021-01-13,4737
2021-01-14,6749
2021-01-15,4890
2021-01-16,325
2021-01-17,3
2021-01-18,209
2021-01-19,2190
2021-01-20,4996
2021-01-21,4777
2021-01-22,2183
2021-01-23,721
2021-01-24,152
2021-01-25,8
2021-01-26,1834
2021-01-27,5122
2021-01-28,6326
2021-01-29,4600
2021-01-30,117
2021-01-31,3
2021-02-01,67
2021-02-02,1119
2021-02-03,4858
2021-02-04,7459
2021-02-05,5694
2021-02-06,603
2021-02-09,120
2021-02-10,3219
2021-02-11,8785
2021-02-12,8736
2021-02-13,902
2021-02-14,33
2021-02-15,84
2021-02-16,1132
2021-02-17,5577
2021-02-18,9097
2021-02-19,6783
2021-02-20,2543
2021-02-21,1
2021-02-22,478
2021-02-23,1536
2021-02-24,7010
2021-02-25,10994
2021-02-26,7814
2021-02-27,931
2021-03-02,2190
2021-03-03,7484
2021-03-04,11399
2021-03-05,10378
2021-03-06,1959
2021-03-07,2
2021-03-08,1807
2021-03-09,4192
2021-03-10,9767
2021-03-11,14198
2021-03-12,13659
2021-03-13,8705
2021-03-14,1
2021-03-15,1636
2021-03-16,1065
2021-03-17,6166
2021-03-18,10114
2021-03-19,7508
2021-03-20,4247
2021-03-21,2
2021-03-22,1138
2021-03-23,4316
2021-03-24,10005
2021-03-25,14490
2021-03-26,16145
2021-03-27,7304
2021-03-28,1261
2021-03-29,1137
2021-03-30,8059
2021-03-31,14753
2021-04-01,19494
2021-04-02,12263
2021-04-03,3131
2021-04-04,1596
2021-04-05,1
2021-04-06,2840
2021-04-07,6171
2021-04-08,15417
2021-04-09,20264
2021-04-10,9211
2021-04-11,1642
2021-04-12,1867
2021-04-13,3878
2021-04-14,11703
2021-04-15,19557
2021-04-16,14149
2021-04-17,6160
2021-04-18,1286
2021-04-19,2710
2021-04-20,6692
2021-04-21,16886
2021-04-22,20027
2021-04-23,17700
2021-04-24,2950
2021-04-25,675
2021-04-26,387
2021-04-27,466
2021-04-28,8005
2021-04-29,19395
2021-04-30,21165
2021-05-01,7233
2021-05-02,3453
2021-05-03,8047
2021-05-04,9885
2021-05-05,18077
2021-05-06,27923
2021-05-07,21431
2021-05-08,10282
2021-05-09,1790
2021-05-10,2995
2021-05-11,10083
2021-05-12,21041
2021-05-13,28200
2021-05-14,24074
2021-05-15,8735
2021-05-16,3138
2021-05-17,8039
2021-05-18,12263
2021-05-19,22910
2021-05-20,29946
2021-05-21,26158
2021-05-22,10940
2021-05-23,3074
2021-05-24,6200
2021-05-25,9680
2021-05-26,21408
2021-05-27,28879
2021-05-28,21550
2021-05-29,10470
2021-05-30,3
2021-05-31,6539
2021-06-01,15083
2021-06-02,29172
2021-06-03,36494
2021-06-04,28328
2021-06-05,12591
2021-06-06,4850
2021-06-07,7327
2021-06-08,13864
2021-06-09,23156
2021-06-10,32721
2021-06-11,24206
2021-06-12,10811
2021-06-13,3334
2021-06-14,6702
2021-06-15,9684
2021-06-16,16443
2021-06-17,20307
2021-06-18,13906
2021-06-19,2324
2021-06-20,1498
2021-06-21,5251
2021-06-22,10386
2021-06-23,19921
2021-06-24,25727
