dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-03-10,18
2020-03-11,18
2020-03-12,17
2020-03-13,22
2020-03-14,29
2020-03-15,33
2020-03-16,32
2020-03-17,38
2020-03-18,43
2020-03-19,47
2020-03-20,46
2020-03-21,51
2020-03-22,52
2020-03-23,56
2020-03-24,69
2020-03-25,78
2020-03-26,81
2020-03-27,102
2020-03-28,102
2020-03-29,108
2020-03-30,117
2020-03-31,110
2020-04-01,109
2020-04-02,108
2020-04-03,114
2020-04-04,109
2020-04-05,110
2020-04-06,112
2020-04-07,109
2020-04-08,111
2020-04-09,108
2020-04-10,106
2020-04-11,94
2020-04-12,95
2020-04-13,95
2020-04-14,103
2020-04-15,96
2020-04-16,99
2020-04-17,95
2020-04-18,93
2020-04-19,89
2020-04-20,87
2020-04-21,86
2020-04-22,82
2020-04-23,80
2020-04-24,78
2020-04-25,77
2020-04-26,80
2020-04-27,80
2020-04-28,77
2020-04-29,70
2020-04-30,63
2020-05-01,58
2020-05-02,60
2020-05-03,58
2020-05-04,58
2020-05-05,55
2020-05-06,53
2020-05-07,52
2020-05-08,46
2020-05-09,43
2020-05-10,41
2020-05-11,42
2020-05-12,40
2020-05-13,38
2020-05-14,32
2020-05-15,29
2020-05-16,27
2020-05-17,26
2020-05-18,25
2020-05-19,24
2020-05-20,23
2020-05-21,21
2020-05-22,21
2020-05-23,18
2020-05-24,18
2020-05-25,16
2020-05-26,9
2020-05-27,8
2020-05-28,7
2020-05-29,7
2020-05-30,7
2020-05-31,6
2020-06-01,5
2020-06-02,5
2020-06-03,5
2020-06-04,5
2020-06-05,6
2020-06-06,6
2020-06-07,5
2020-06-08,5
2020-06-09,6
2020-06-10,6
2020-06-11,6
2020-06-12,6
2020-06-13,6
2020-06-14,6
2020-06-15,7
2020-06-16,7
2020-06-17,7
2020-06-18,6
2020-06-19,8
2020-06-20,6
2020-06-21,6
2020-06-22,6
2020-06-23,5
2020-06-24,7
2020-06-25,7
2020-06-26,8
2020-06-27,8
2020-06-28,7
2020-06-29,8
2020-06-30,8
2020-07-01,8
2020-07-02,9
2020-07-03,10
2020-07-04,6
2020-07-05,6
2020-07-06,11
2020-07-07,12
2020-07-08,14
2020-07-09,15
2020-07-10,16
2020-07-11,16
2020-07-12,16
2020-07-13,17
2020-07-14,17
2020-07-15,16
2020-07-16,18
2020-07-17,19
2020-07-18,19
2020-07-19,19
2020-07-20,19
2020-07-21,22
2020-07-22,22
2020-07-23,24
2020-07-24,23
2020-07-25,19
2020-07-26,21
2020-07-27,20
2020-07-28,17
2020-07-29,21
2020-07-30,22
2020-07-31,24
2020-08-01,22
2020-08-02,22
2020-08-03,20
2020-08-04,22
2020-08-05,22
2020-08-06,24
2020-08-07,24
2020-08-08,22
2020-08-09,24
2020-08-10,24
2020-08-11,23
2020-08-12,23
2020-08-13,19
2020-08-14,18
2020-08-15,16
2020-08-16,17
2020-08-17,19
2020-08-18,16
2020-08-19,17
2020-08-20,17
2020-08-21,18
2020-08-22,18
2020-08-23,17
2020-08-24,17
2020-08-25,17
2020-08-26,20
2020-08-27,23
2020-08-28,22
2020-08-29,23
2020-08-30,24
2020-08-31,25
2020-09-01,25
2020-09-02,26
2020-09-03,26
2020-09-04,24
2020-09-05,22
2020-09-06,23
2020-09-07,26
2020-09-08,28
2020-09-09,27
2020-09-10,26
2020-09-11,27
2020-09-12,31
2020-09-13,38
2020-09-14,42
2020-09-15,50
2020-09-16,61
2020-09-17,62
2020-09-18,67
2020-09-19,67
2020-09-20,66
2020-09-21,70
2020-09-22,71
2020-09-23,65
2020-09-24,63
2020-09-25,60
2020-09-26,72
2020-09-27,80
2020-09-28,79
2020-09-29,84
2020-09-30,86
2020-10-01,86
2020-10-02,86
2020-10-03,94
2020-10-04,101
2020-10-05,107
2020-10-06,111
2020-10-07,122
2020-10-08,131
2020-10-09,138
2020-10-10,149
2020-10-11,158
2020-10-12,172
2020-10-13,180
2020-10-14,210
2020-10-15,222
2020-10-16,240
2020-10-17,250
2020-10-18,265
2020-10-19,291
2020-10-20,313
2020-10-21,333
2020-10-22,356
2020-10-23,394
2020-10-24,449
2020-10-25,508
2020-10-26,523
2020-10-27,560
2020-10-28,612
2020-10-29,660
2020-10-30,703
2020-10-31,779
2020-11-01,821
2020-11-02,868
2020-11-03,925
2020-11-04,979
2020-11-05,1023
2020-11-06,1069
2020-11-07,1084
2020-11-08,1125
2020-11-09,1143
2020-11-10,1171
2020-11-11,1192
2020-11-12,1210
2020-11-13,1199
2020-11-14,1224
2020-11-15,1261
2020-11-16,1264
2020-11-17,1275
2020-11-18,1280
2020-11-19,1238
2020-11-20,1254
2020-11-21,1219
2020-11-22,1244
2020-11-23,1292
2020-11-24,1299
2020-11-25,1297
2020-11-26,1302
2020-11-27,1324
2020-11-28,1257
2020-11-29,1278
2020-11-30,1298
2020-12-01,1299
2020-12-02,1285
2020-12-03,1289
2020-12-04,1284
2020-12-05,1272
2020-12-06,1302
2020-12-07,1301
2020-12-08,1304
2020-12-09,1282
2020-12-10,1258
2020-12-11,1268
2020-12-12,1276
2020-12-13,1315
2020-12-14,1320
2020-12-15,1284
2020-12-16,1251
2020-12-17,1229
2020-12-18,1212
2020-12-19,1199
2020-12-20,1214
2020-12-21,1271
2020-12-22,1261
2020-12-23,1226
2020-12-24,1189
2020-12-25,1142
2020-12-26,1165
2020-12-27,1179
2020-12-28,1221
2020-12-29,1170
2020-12-30,1172
2020-12-31,1174
2021-01-01,1110
2021-01-02,1111
2021-01-03,1173
2021-01-04,1209
2021-01-05,1193
2021-01-06,1177
2021-01-07,1169
2021-01-08,1160
2021-01-09,1143
2021-01-10,1192
2021-01-11,1205
2021-01-12,1202
2021-01-13,1244
2021-01-14,1266
2021-01-15,1266
2021-01-16,1224
2021-01-17,1220
2021-01-18,1237
2021-01-19,1200
2021-01-20,1178
2021-01-21,1159
2021-01-22,1140
2021-01-23,1129
2021-01-24,1149
2021-01-25,1173
2021-01-26,1157
2021-01-27,1144
2021-01-28,1106
2021-01-29,1082
2021-01-30,1047
2021-01-31,1053
2021-02-01,1066
2021-02-02,1032
2021-02-03,1012
2021-02-04,989
2021-02-05,988
2021-02-06,926
2021-02-07,931
2021-02-08,946
2021-02-09,945
2021-02-10,864
2021-02-11,828
2021-02-12,789
2021-02-13,738
2021-02-14,740
2021-02-15,738
2021-02-16,691
2021-02-17,648
2021-02-18,619
2021-02-19,623
2021-02-20,579
2021-02-21,566
2021-02-22,584
2021-02-23,567
2021-02-24,546
2021-02-25,546
2021-02-26,529
2021-02-27,513
2021-02-28,529
2021-03-01,543
2021-03-02,528
2021-03-03,516
2021-03-04,511
2021-03-05,521
2021-03-06,498
2021-03-07,510
2021-03-08,527
2021-03-09,506
2021-03-10,485
2021-03-11,453
2021-03-12,437
2021-03-13,431
2021-03-14,438
2021-03-15,463
2021-03-16,451
2021-03-17,444
2021-03-18,462
2021-03-19,485
2021-03-20,458
2021-03-21,473
2021-03-22,494
2021-03-23,507
2021-03-24,500
2021-03-25,501
2021-03-26,500
2021-03-27,497
2021-03-28,499
2021-03-29,526
2021-03-30,515
2021-03-31,500
2021-04-01,518
2021-04-02,515
2021-04-03,531
2021-04-04,534
2021-04-05,556
2021-04-06,573
2021-04-07,581
2021-04-08,599
2021-04-09,618
2021-04-10,605
2021-04-11,615
2021-04-12,636
2021-04-13,617
2021-04-14,622
2021-04-15,624
2021-04-16,639
2021-04-17,629
2021-04-18,631
2021-04-19,652
2021-04-20,649
2021-04-21,631
2021-04-22,620
2021-04-23,629
2021-04-24,618
2021-04-25,630
2021-04-26,643
2021-04-27,649
2021-04-28,621
2021-04-29,636
2021-04-30,626
2021-05-01,616
2021-05-02,605
2021-05-03,608
2021-05-04,584
2021-05-05,560
2021-05-06,551
2021-05-07,538
2021-05-08,503
2021-05-09,499
2021-05-10,509
2021-05-11,477
2021-05-12,463
2021-05-13,450
2021-05-14,443
2021-05-15,421
2021-05-16,408
2021-05-17,407
2021-05-18,383
2021-05-19,368
2021-05-20,362
2021-05-21,348
2021-05-22,319
2021-05-23,306
2021-05-24,316
2021-05-25,295
2021-05-26,277
2021-05-27,265
2021-05-28,252
2021-05-29,233
2021-05-30,242
2021-05-31,245
2021-06-01,227
2021-06-02,214
2021-06-03,213
2021-06-04,205
2021-06-05,201
2021-06-06,198
2021-06-07,203
2021-06-08,195
2021-06-09,188
2021-06-10,172
2021-06-11,165
2021-06-12,138
2021-06-13,135
2021-06-14,134
2021-06-15,122
2021-06-16,121
2021-06-17,112
2021-06-18,109
2021-06-19,101
2021-06-20,102
2021-06-21,105
2021-06-22,92
2021-06-23,83
2021-06-24,80
2021-06-25,74
2021-06-26,74
2021-06-27,75
2021-06-28,74
2021-06-29,71
2021-06-30,68
2021-07-01,66
2021-07-02,64
2021-07-03,61
2021-07-04,60
2021-07-05,58
2021-07-06,59
2021-07-07,52
2021-07-08,47
2021-07-09,41
2021-07-10,43
2021-07-11,43
2021-07-12,41
2021-07-13,39
2021-07-14,34
2021-07-15,32
2021-07-16,30
2021-07-17,28
2021-07-18,29
2021-07-19,30
2021-07-20,28
2021-07-21,27
2021-07-22,27
2021-07-23,29
2021-07-24,29
2021-07-25,29
2021-07-26,29
2021-07-27,28
2021-07-28,28
2021-07-29,29
2021-07-30,30
2021-07-31,29
2021-08-01,29
2021-08-02,31
2021-08-03,30
2021-08-04,30
2021-08-05,28
2021-08-06,29
2021-08-07,32
2021-08-08,31
