dates,covid19mobilitytrend_park
2020-02-15,-1
2020-02-16,-2
2020-02-17,-2
2020-02-18,-12
2020-02-19,-2
2020-02-20,-2
2020-02-21,0
2020-02-22,5
2020-02-23,2
2020-02-24,-3
2020-02-25,-12
2020-02-26,-3
2020-02-27,2
2020-02-28,0
2020-02-29,2
2020-03-01,0
2020-03-02,6
2020-03-03,-1
2020-03-04,5
2020-03-05,4
2020-03-06,-2
2020-03-07,8
2020-03-08,7
2020-03-09,-2
2020-03-10,1
2020-03-11,1
2020-03-12,4
2020-03-13,-1
2020-03-14,0
2020-03-15,1
2020-03-16,1
2020-03-17,11
2020-03-18,20
2020-03-19,17
2020-03-20,15
2020-03-21,15
2020-03-22,10
2020-03-23,18
2020-03-24,-1
2020-03-25,11
2020-03-26,10
2020-03-27,15
2020-03-28,13
2020-03-29,10
2020-03-30,4
2020-03-31,2
2020-04-01,0
2020-04-02,2
2020-04-03,1
2020-04-04,-6
2020-04-05,2
2020-04-06,5
2020-04-07,-3
2020-04-08,-8
2020-04-09,-8
2020-04-10,-9
2020-04-11,-13
2020-04-12,-11
2020-04-13,-9
2020-04-14,-4
2020-04-15,-1
2020-04-16,-4
2020-04-17,-8
2020-04-18,-6
2020-04-19,-7
2020-04-20,-3
2020-04-21,-1
2020-04-22,-8
2020-04-23,-6
2020-04-24,-5
2020-04-25,-11
2020-04-26,-11
2020-04-27,-7
2020-04-28,-11
2020-04-29,-5
2020-04-30,-1
2020-05-01,-13
2020-05-02,-8
2020-05-03,-13
2020-05-04,-2
2020-05-05,-2
2020-05-06,2
2020-05-07,-1
2020-05-08,0
2020-05-09,-3
2020-05-10,-9
2020-05-11,2
2020-05-12,-1
2020-05-13,8
2020-05-14,7
2020-05-15,12
2020-05-16,9
2020-05-17,6
2020-05-18,5
2020-05-19,-4
2020-05-20,3
2020-05-21,-5
2020-05-22,-4
2020-05-23,-8
2020-05-24,-5
2020-05-25,-1
2020-05-26,-3
2020-05-27,-2
2020-05-28,-7
2020-05-29,3
2020-05-30,-3
2020-05-31,1
2020-06-01,-8
2020-06-02,-6
2020-06-03,1
2020-06-04,0
2020-06-05,5
2020-06-06,3
2020-06-07,2
2020-06-08,4
2020-06-09,-3
2020-06-10,11
2020-06-11,8
2020-06-12,7
2020-06-13,2
2020-06-14,3
2020-06-15,5
2020-06-16,2
2020-06-17,-2
2020-06-18,-7
2020-06-19,7
2020-06-20,-2
2020-06-21,0
2020-06-22,-10
2020-06-23,-1
2020-06-24,5
2020-06-25,1
2020-06-26,0
2020-06-27,1
2020-06-28,-9
2020-06-29,-2
2020-06-30,-3
2020-07-01,7
2020-07-02,11
2020-07-03,9
2020-07-04,-9
2020-07-05,2
2020-07-06,8
2020-07-07,3
2020-07-08,4
2020-07-09,0
2020-07-10,2
2020-07-11,2
2020-07-12,1
2020-07-13,3
2020-07-14,-1
2020-07-15,3
2020-07-16,3
2020-07-17,5
2020-07-18,3
2020-07-19,3
2020-07-20,3
2020-07-21,1
2020-07-22,6
2020-07-23,4
2020-07-24,10
2020-07-25,8
2020-07-26,4
2020-07-27,9
2020-07-28,8
2020-07-29,11
2020-07-30,12
2020-07-31,6
2020-08-01,7
2020-08-02,12
2020-08-03,12
2020-08-04,10
2020-08-05,15
2020-08-06,14
2020-08-07,17
2020-08-08,16
2020-08-09,20
2020-08-10,20
2020-08-11,16
2020-08-12,25
2020-08-13,20
2020-08-14,21
2020-08-15,19
2020-08-16,20
2020-09-11,34
2020-09-12,35
2020-09-13,31
2020-09-14,37
2020-09-15,23
2020-09-16,36
2020-09-17,33
2020-09-18,34
2020-09-19,42
2020-09-20,34
2020-09-21,44
2020-09-22,25
2020-09-23,25
2020-09-24,14
2020-09-25,23
2020-09-26,20
2020-09-27,20
2020-09-28,21
2020-09-29,8
2020-09-30,8
2020-10-01,4
2020-10-02,7
2020-10-03,4
2020-10-04,2
2020-10-05,5
2020-10-06,-3
2020-10-07,1
2020-10-08,6
2020-10-09,2
2020-10-10,1
2020-10-11,0
2020-10-12,4
2020-10-13,-1
2020-10-14,9
2020-10-15,5
2020-10-16,10
2020-10-17,7
2020-10-18,8
2020-10-19,9
2020-10-20,7
2020-10-21,20
2020-10-22,15
2020-10-23,18
2020-10-24,20
2020-10-25,9
2020-10-26,11
2020-10-27,6
2020-10-28,10
2020-10-29,-1
2020-10-30,9
2020-10-31,15
2020-11-01,13
2020-11-02,10
2020-11-03,5
2020-11-04,11
2020-11-05,7
2020-11-06,10
2020-11-07,7
2020-11-08,-1
2020-11-09,4
2020-11-10,2
2020-11-11,12
2020-11-12,7
2020-11-13,11
2020-11-14,11
2020-11-15,10
2020-11-16,13
2020-11-17,4
2020-11-18,12
2020-11-19,10
2020-11-20,17
2020-11-21,18
2020-11-22,8
2020-11-23,9
2020-11-24,9
2020-11-25,16
2020-11-26,14
2020-11-27,19
2020-11-28,15
2020-11-29,11
2020-11-30,14
2020-12-01,14
2020-12-02,20
2020-12-03,22
2020-12-04,21
2020-12-05,26
2020-12-06,16
2020-12-07,18
2020-12-08,11
2020-12-09,23
2020-12-10,26
