dates,incrementalcount_medicalconditionincident_covid_19_patientdeceased
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,3
2020-03-21,0
2020-03-22,1
2020-03-23,0
2020-03-24,2
2020-03-25,1
2020-03-26,3
2020-03-27,2
2020-03-28,8
2020-03-29,8
2020-03-30,15
2020-03-31,9
2020-04-01,14
2020-04-02,26
2020-04-03,22
2020-04-04,26
2020-04-05,34
2020-04-06,40
2020-04-07,33
2020-04-08,58
2020-04-09,62
2020-04-10,49
2020-04-11,62
2020-04-12,78
2020-04-13,81
2020-04-14,88
2020-04-15,102
2020-04-16,114
2020-04-17,115
2020-04-18,107
2020-04-19,142
2020-04-20,137
2020-04-21,181
2020-04-22,211
2020-04-23,215
2020-04-24,216
2020-04-25,230
2020-04-26,263
2020-04-27,290
2020-04-28,310
2020-04-29,285
2020-04-30,326
2020-05-01,386
2020-05-02,354
2020-05-03,410
2020-05-04,358
2020-05-05,369
2020-05-06,461
2020-05-07,449
2020-05-08,414
2020-05-09,403
2020-05-10,439
2020-05-11,418
2020-05-12,457
2020-05-13,460
2020-05-14,487
2020-05-15,490
2020-05-16,546
2020-05-17,556
2020-05-18,534
2020-05-19,587
2020-05-20,591
2020-05-21,579
2020-05-22,571
2020-05-23,572
2020-05-24,560
2020-05-25,539
2020-05-26,608
2020-05-27,628
2020-05-28,611
2020-05-29,594
2020-05-30,623
2020-05-31,575
2020-06-01,609
2020-06-02,634
2020-06-03,691
2020-06-04,649
2020-06-05,676
2020-06-06,656
2020-06-07,597
2020-06-08,667
2020-06-09,688
2020-06-10,738
2020-06-11,691
2020-06-12,706
2020-06-13,670
2020-06-14,731
2020-06-15,696
2020-06-16,719
2020-06-17,714
2020-06-18,775
2020-06-19,752
2020-06-20,679
2020-06-21,651
2020-06-22,618
2020-06-23,692
2020-06-24,669
2020-06-25,643
2020-06-26,649
2020-06-27,627
2020-06-28,671
2020-06-29,699
2020-06-30,691
2020-07-01,760
2020-07-02,719
2020-07-03,693
2020-07-04,703
2020-07-05,706
2020-07-06,738
2020-07-07,753
2020-07-08,827
2020-07-09,824
2020-07-10,740
2020-07-11,764
2020-07-12,728
2020-07-13,742
2020-07-14,759
2020-07-15,836
2020-07-16,808
2020-07-17,804
2020-07-18,815
2020-07-19,770
2020-07-20,747
2020-07-21,803
2020-07-22,804
2020-07-23,840
2020-07-24,752
2020-07-25,785
2020-07-26,733
2020-07-27,779
2020-07-28,785
2020-07-29,809
2020-07-30,778
2020-07-31,685
2020-08-01,748
2020-08-02,674
2020-08-03,735
2020-08-04,697
2020-08-05,759
2020-08-06,777
2020-08-07,720
2020-08-08,694
2020-08-09,645
2020-08-10,682
2020-08-11,652
2020-08-12,676
2020-08-13,700
2020-08-14,618
2020-08-15,614
2020-08-16,580
2020-08-17,586
2020-08-18,576
2020-08-19,627
2020-08-20,567
2020-08-21,585
2020-08-22,565
2020-08-23,559
2020-08-24,573
2020-08-25,525
2020-08-26,541
2020-08-27,545
2020-08-28,521
2020-08-29,494
2020-08-30,532
2020-08-31,512
2020-09-01,527
2020-09-02,548
2020-09-03,508
2020-09-04,490
2020-09-05,492
2020-09-06,479
2020-09-07,463
2020-09-08,460
2020-09-09,491
2020-09-10,428
2020-09-11,482
2020-09-12,440
2020-09-13,444
2020-09-14,465
2020-09-15,403
2020-09-16,451
2020-09-17,442
2020-09-18,422
2020-09-19,401
2020-09-20,371
2020-09-21,401
2020-09-22,423
2020-09-23,409
2020-09-24,431
2020-09-25,396
2020-09-26,410
2020-09-27,370
2020-09-28,387
2020-09-29,364
2020-09-30,377
2020-10-01,373
2020-10-02,353
2020-10-03,365
2020-10-04,367
2020-10-05,364
2020-10-06,347
2020-10-07,374
2020-10-08,363
2020-10-09,357
2020-10-10,357
2020-10-11,326
2020-10-12,384
2020-10-13,363
2020-10-14,422
2020-10-15,384
2020-10-16,372
2020-10-17,396
2020-10-18,368
2020-10-19,397
2020-10-20,401
2020-10-21,472
2020-10-22,437
2020-10-23,477
2020-10-24,463
2020-10-25,460
2020-10-26,445
2020-10-27,486
2020-10-28,500
2020-10-29,463
2020-10-30,481
2020-10-31,491
2020-11-01,470
2020-11-02,450
2020-11-03,459
2020-11-04,511
2020-11-05,494
2020-11-06,494
2020-11-07,522
2020-11-08,552
2020-11-09,474
2020-11-10,499
2020-11-11,521
2020-11-12,486
2020-11-13,518
2020-11-14,546
2020-11-15,517
2020-11-16,508
2020-11-17,514
2020-11-18,517
2020-11-19,568
2020-11-20,534
2020-11-21,496
2020-11-22,572
2020-11-23,557
2020-11-24,625
2020-11-25,565
2020-11-26,571
2020-11-27,550
2020-11-28,572
2020-11-29,620
2020-11-30,563
2020-12-01,578
2020-12-02,644
2020-12-03,657
2020-12-04,611
2020-12-05,594
2020-12-06,588
2020-12-07,644
2020-12-08,639
2020-12-09,674
2020-12-10,633
2020-12-11,688
2020-12-12,670
2020-12-13,696
2020-12-14,725
2020-12-15,705
2020-12-16,744
2020-12-17,749
2020-12-18,736
2020-12-19,740
2020-12-20,758
2020-12-21,799
2020-12-22,778
2020-12-23,887
2020-12-24,810
2020-12-25,822
2020-12-26,843
2020-12-27,836
2020-12-28,881
2020-12-29,916
2020-12-30,965
2020-12-31,971
2021-01-01,946
2021-01-02,886
2021-01-03,987
2021-01-04,993
2021-01-05,1037
2021-01-06,1112
2021-01-07,1069
2021-01-08,1160
2021-01-09,1064
2021-01-10,1197
2021-01-11,1143
2021-01-12,1215
2021-01-13,1315
2021-01-14,1238
2021-01-15,1247
2021-01-16,1271
2021-01-17,1316
2021-01-18,1294
2021-01-19,1402
2021-01-20,1409
2021-01-21,1447
2021-01-22,1495
2021-01-23,1435
2021-01-24,1395
2021-01-25,1354
2021-01-26,1423
2021-01-27,1478
2021-01-28,1419
2021-01-29,1325
2021-01-30,1249
2021-01-31,1247
2021-02-01,1239
2021-02-02,1181
2021-02-03,1296
2021-02-04,1264
2021-02-05,1172
2021-02-06,1091
2021-02-07,1049
2021-02-08,1050
2021-02-09,968
2021-02-10,1072
2021-02-11,972
2021-02-12,888
2021-02-13,924
2021-02-14,857
2021-02-15,771
2021-02-16,790
2021-02-17,804
2021-02-18,782
2021-02-19,758
2021-02-20,687
2021-02-21,729
2021-02-22,620
2021-02-23,721
2021-02-24,732
2021-02-25,611
2021-02-26,602
2021-02-27,589
2021-02-28,574
2021-03-01,588
2021-03-02,597
2021-03-03,584
2021-03-04,567
2021-03-05,514
2021-03-06,516
2021-03-07,523
2021-03-08,487
2021-03-09,489
2021-03-10,521
2021-03-11,468
2021-03-12,539
2021-03-13,493
2021-03-14,414
2021-03-15,435
2021-03-16,466
2021-03-17,415
2021-03-18,395
2021-03-19,407
2021-03-20,376
2021-03-21,387
2021-03-22,354
2021-03-23,383
2021-03-24,364
2021-03-25,403
2021-03-26,346
2021-03-27,302
2021-03-28,290
2021-03-29,321
2021-03-30,358
2021-03-31,340
2021-04-01,322
2021-04-02,320
2021-04-03,302
2021-04-04,310
2021-04-05,306
2021-04-06,272
2021-04-07,315
2021-04-08,279
2021-04-09,312
2021-04-10,293
2021-04-11,283
2021-04-12,279
2021-04-13,273
2021-04-14,261
2021-04-15,298
2021-04-16,275
2021-04-17,283
2021-04-18,254
2021-04-19,264
2021-04-20,212
2021-04-21,234
2021-04-22,255
2021-04-23,231
2021-04-24,206
2021-04-25,209
2021-04-26,211
2021-04-27,201
2021-04-28,218
2021-04-29,199
2021-04-30,199
2021-05-01,211
2021-05-02,161
2021-05-03,178
2021-05-04,192
2021-05-05,170
2021-05-06,158
2021-05-07,178
2021-05-08,154
2021-05-09,134
2021-05-10,134
2021-05-11,151
2021-05-12,167
2021-05-13,128
2021-05-14,139
2021-05-15,112
2021-05-16,132
2021-05-17,110
2021-05-18,126
2021-05-19,133
2021-05-20,133
2021-05-21,118
2021-05-22,102
2021-05-23,105
2021-05-24,86
2021-05-25,125
2021-05-26,115
2021-05-27,112
2021-05-28,98
2021-05-29,108
2021-05-30,102
2021-05-31,96
2021-06-01,96
2021-06-02,112
2021-06-03,98
2021-06-04,93
2021-06-05,69
2021-06-06,90
2021-06-07,105
2021-06-08,89
2021-06-09,105
2021-06-10,108
2021-06-11,96
2021-06-12,88
2021-06-13,117
2021-06-14,79
2021-06-15,85
2021-06-16,105
2021-06-17,104
2021-06-18,104
2021-06-19,107
2021-06-20,102
2021-06-21,95
2021-06-22,125
2021-06-23,119
2021-06-24,107
2021-06-25,107
2021-06-26,101
2021-06-27,115
2021-06-28,117
2021-06-29,121
2021-06-30,134
2021-07-01,131
2021-07-02,136
2021-07-03,150
2021-07-04,142
2021-07-05,125
2021-07-06,160
2021-07-07,155
2021-07-08,181
2021-07-09,171
2021-07-10,165
2021-07-11,157
2021-07-12,173
2021-07-13,187
2021-07-14,227
2021-07-15,181
2021-07-16,226
2021-07-17,228
2021-07-18,238
2021-07-19,252
2021-07-20,270
2021-07-21,313
2021-07-22,329
2021-07-23,348
2021-07-24,308
2021-07-25,377
2021-07-26,342
2021-07-27,398
2021-07-28,458
2021-07-29,460
2021-07-30,478
2021-07-31,472
2021-08-01,527
2021-08-02,537
2021-08-03,570
2021-08-04,649
2021-08-05,584
2021-08-06,591
2021-08-07,633
2021-08-08,627
2021-08-09,643
2021-08-10,655
2021-08-11,751
2021-08-12,718
