dates,incrementalcount_vaccine_covid_19_administered
2021-02-14,48
2021-02-15,1232
2021-02-16,1986
2021-02-17,2666
2021-02-18,3673
2021-02-19,3724
2021-02-23,3544
2021-02-24,3818
2021-02-25,4427
2021-02-26,5171
2021-03-01,5266
2021-03-02,1766
2021-03-03,6960
2021-03-04,2889
2021-03-05,3064
2021-03-06,202
2021-03-07,590
2021-03-08,2677
2021-03-09,967
2021-03-10,22242
2021-03-11,4751
2021-03-12,3921
2021-03-16,10439
2021-03-17,5726
2021-03-18,8597
2021-03-19,5790
2021-03-20,72
2021-03-21,3071
2021-03-22,9699
2021-03-23,9899
2021-03-24,7997
2021-03-25,8016
2021-03-26,6043
2021-03-27,1053
2021-03-28,5585
2021-03-29,7191
2021-03-30,13744
2021-03-31,8639
2021-04-01,6046
2021-04-02,3376
2021-04-03,134
2021-04-04,2208
2021-04-05,7253
2021-04-06,9469
2021-04-07,14381
2021-04-08,9425
2021-04-09,3801
2021-04-10,1208
2021-04-13,10199
2021-04-14,3
2021-04-15,24455
2021-04-16,2024
2021-04-17,121
2021-04-18,6684
2021-04-19,13834
2021-04-20,8506
2021-04-25,7030
2021-04-26,6343
2021-04-27,16363
2021-04-28,17007
2021-04-29,5885
2021-04-30,566
2021-05-01,32
2021-05-02,4151
2021-05-03,7831
2021-05-04,14234
2021-05-05,13010
2021-05-06,8721
2021-05-15,450
2021-05-16,5216
2021-05-17,20260
2021-05-18,11420
2021-05-19,13265
2021-05-20,20171
2021-05-21,9199
2021-05-22,560
2021-05-23,3205
2021-05-24,13364
2021-05-25,3918
2021-05-26,33190
2021-05-27,10047
2021-05-28,11995
2021-05-29,5037
2021-05-30,9807
2021-05-31,22263
2021-06-01,25705
2021-06-02,19378
2021-06-03,28502
2021-06-04,1451
2021-06-05,2619
2021-06-06,11044
2021-06-07,23862
2021-06-08,20422
2021-06-09,20730
2021-06-10,20814
2021-06-11,14261
2021-06-12,22095
2021-06-13,25549
2021-06-14,20772
2021-06-15,26833
2021-06-16,2978
2021-06-17,50138
2021-06-18,15393
2021-06-19,1738
2021-06-20,1950
2021-06-24,20243
2021-06-25,47978
2021-06-26,3539
2021-06-27,6653
2021-06-28,31469
2021-06-29,27467
2021-06-30,36302
2021-07-01,10059
2021-07-02,17385
2021-07-03,1632
2021-07-04,1621
2021-07-05,11396
2021-07-06,19480
2021-07-07,68981
2021-07-08,38551
2021-07-09,15998
2021-07-10,2358
2021-07-11,5226
2021-07-12,23750
2021-07-13,68917
2021-07-14,32432
2021-07-15,29291
2021-07-16,2029
2021-07-17,1782
2021-07-18,861
2021-07-19,25252
2021-07-20,2298
2021-07-21,19064
2021-07-22,34063
2021-07-23,785
2021-07-24,4139
2021-07-25,20627
2021-07-26,31018
2021-07-27,34965
2021-07-28,27794
2021-07-29,26501
2021-07-30,17516
2021-07-31,1964
2021-08-01,2367
2021-08-02,32898
2021-08-03,34794
2021-08-04,9640
2021-08-05,26199
2021-08-06,24561
2021-08-07,5139
2021-08-08,2613
2021-08-09,17427
2021-08-10,37893
2021-08-11,25215
2021-08-12,11854
2021-08-13,13367
2021-08-14,1261
2021-08-15,11563
2021-08-16,17974
2021-08-17,22108
2021-08-18,14196
2021-08-19,17169
2021-08-20,11493
2021-08-24,28530
2021-08-25,13948
2021-08-26,24094
2021-08-27,14041
2021-08-28,1228
2021-08-29,21446
2021-08-30,13070
2021-08-31,22349
2021-09-01,18089
2021-09-02,18547
2021-09-03,2640
2021-09-04,2372
2021-09-05,5769
2021-09-06,30097
2021-09-07,9371
2021-09-08,26367
2021-09-09,13358
2021-09-10,14115
2021-09-11,1895
2021-09-12,22127
2021-09-13,6245
2021-09-14,8305
2021-09-15,46600
2021-09-16,6519
2021-09-17,14077
2021-09-18,1530
2021-09-19,11211
2021-09-20,22463
2021-09-21,30008
2021-09-22,9394
2021-09-23,27562
2021-09-24,2444
2021-09-25,988
2021-09-26,6299
2021-09-27,17481
2021-09-28,38681
2021-09-29,21305
2021-09-30,20536
2021-10-01,9712
2021-10-02,1145
2021-10-03,9552
2021-10-04,19180
2021-10-05,10356
2021-10-06,4836
2021-10-07,35919
2021-10-08,13996
2021-10-09,1534
2021-10-10,5566
2021-10-11,2366
2021-10-12,6476
2021-10-13,46720
2021-10-14,14733
2021-10-15,11434
2021-10-16,466
2021-10-17,433
2021-10-18,2770
2021-10-19,42417
2021-10-20,7607
2021-10-21,17103
2021-10-22,10158
2021-10-23,765
2021-10-24,89
2021-11-02,16285
2021-11-03,13409
2021-11-04,9292
2021-11-05,16373
2021-11-06,549
2021-11-07,1932
2021-11-08,17379
2021-11-09,12176
2021-11-10,10120
2021-11-11,13675
2021-11-12,13384
2021-11-13,970
2021-11-14,4427
2021-11-15,12751
2021-11-16,11982
2021-11-17,13482
2021-11-18,8984
2021-11-19,14587
2021-11-20,1353
2021-11-21,1642
2021-11-22,9437
2021-11-23,17044
2021-11-24,5268
2021-11-25,9575
2021-11-26,17148
