dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,0
2020-02-16,1
2020-02-17,-2
2020-02-18,0
2020-02-19,1
2020-02-20,4
2020-02-21,1
2020-02-22,-2
2020-02-23,4
2020-02-24,-4
2020-02-25,-2
2020-02-26,0
2020-02-27,1
2020-02-28,7
2020-02-29,2
2020-03-01,7
2020-03-02,3
2020-03-03,7
2020-03-04,8
2020-03-05,9
2020-03-06,-3
2020-03-07,4
2020-03-08,3
2020-03-09,1
2020-03-10,3
2020-03-11,21
2020-03-12,-1
2020-03-13,-16
2020-03-14,-15
2020-03-15,-16
2020-03-16,-27
2020-03-17,-36
2020-03-18,-33
2020-03-19,-36
2020-03-20,-34
2020-03-21,-31
2020-03-22,-47
2020-03-23,-42
2020-03-24,-40
2020-03-25,-40
2020-03-26,-38
2020-03-27,-42
2020-03-28,-47
2020-03-29,-48
2020-03-30,-39
2020-03-31,-33
2020-04-01,-35
2020-04-02,-31
2020-04-03,-30
2020-04-04,-34
2020-04-05,-39
2020-04-06,-38
2020-04-07,-31
2020-04-08,-29
2020-04-09,-29
2020-04-10,-39
2020-04-11,-31
2020-04-12,-70
2020-04-13,-32
2020-04-14,-27
2020-04-15,-25
2020-04-16,-24
2020-04-17,-25
2020-04-18,-29
2020-04-19,-58
2020-04-20,-24
2020-04-21,-21
2020-04-22,-19
2020-04-23,-16
2020-04-24,-22
2020-04-25,-30
2020-04-26,-50
2020-04-27,-17
2020-04-28,-17
2020-04-29,-16
2020-04-30,-14
2020-05-01,-20
2020-05-02,-20
2020-05-03,-26
2020-05-04,-16
2020-05-05,-14
2020-05-06,-8
2020-05-07,-5
2020-05-08,-5
2020-05-09,-14
2020-05-10,-15
2020-05-11,-13
2020-05-12,-1
2020-05-13,7
2020-05-14,-40
2020-05-15,-32
2020-05-16,-34
2020-05-17,-55
2020-05-18,-7
2020-05-19,-6
2020-05-20,-2
2020-05-21,-1
2020-05-22,1
2020-05-23,-5
2020-05-24,-17
2020-05-25,-11
2020-05-26,-7
2020-05-27,-2
2020-05-28,-1
2020-05-29,-2
2020-05-30,-10
2020-05-31,-13
2020-06-01,-1
2020-06-02,2
2020-06-03,6
2020-06-04,6
2020-06-05,6
2020-06-06,-12
2020-06-07,-10
2020-06-08,-1
2020-06-09,1
2020-06-10,4
2020-06-11,7
2020-06-12,4
2020-06-13,-7
2020-06-14,-9
2020-06-15,-1
2020-06-16,4
2020-06-17,6
2020-06-18,4
2020-06-19,6
2020-06-20,-4
2020-06-21,-9
2020-06-22,1
2020-06-23,7
2020-06-24,10
2020-06-25,10
2020-06-26,11
2020-06-27,3
2020-06-28,-5
2020-06-29,5
2020-06-30,12
2020-07-01,15
2020-07-02,19
2020-07-03,14
2020-07-04,-1
2020-07-05,-6
2020-07-06,5
2020-07-07,11
2020-07-08,10
2020-07-09,8
2020-07-10,7
2020-07-11,-5
2020-07-12,-9
2020-07-13,2
2020-07-14,4
2020-07-15,4
2020-07-16,3
2020-07-17,4
2020-07-18,-5
2020-07-19,-9
2020-07-20,-2
2020-07-21,2
2020-07-22,1
2020-07-23,0
2020-07-24,0
2020-07-25,-10
2020-07-26,-14
2020-07-27,-3
2020-07-28,4
2020-07-29,17
2020-07-30,9
2020-07-31,-9
2020-08-01,-19
2020-08-02,-13
2020-08-03,-4
2020-08-04,10
2020-08-05,-1
2020-08-06,-2
2020-08-07,-4
2020-08-08,-15
2020-08-09,-13
2020-08-10,-1
2020-08-11,4
2020-08-12,7
2020-08-13,4
2020-08-14,3
2020-08-15,-11
2020-08-16,-12
2020-08-17,1
2020-08-18,0
2020-08-19,10
2020-08-20,5
2020-08-21,-14
2020-08-22,-18
2020-08-23,-19
2020-08-24,-9
2020-08-25,-3
2020-08-26,1
2020-08-27,4
2020-08-28,8
2020-08-29,-6
2020-08-30,-18
2020-08-31,1
2020-09-01,7
2020-09-02,9
2020-09-03,6
2020-09-04,4
2020-09-05,-4
2020-09-06,-7
2020-09-07,7
2020-09-08,13
2020-09-09,12
2020-09-10,8
2020-09-11,10
2020-09-12,-1
2020-09-13,-4
2020-09-14,6
2020-09-15,11
2020-09-16,11
2020-09-17,8
2020-09-18,8
2020-09-19,-1
2020-09-20,-6
2020-09-21,7
2020-09-22,16
2020-09-23,22
2020-09-24,18
2020-09-25,17
2020-09-26,11
2020-09-27,3
2020-09-28,16
2020-09-29,22
2020-09-30,26
2020-10-01,30
2020-10-02,31
2020-10-03,23
2020-10-04,3
2020-10-05,18
2020-10-06,23
2020-10-07,24
2020-10-08,23
2020-10-09,19
2020-10-10,8
2020-10-11,3
2020-10-12,17
2020-10-13,18
2020-10-14,27
2020-10-15,28
2020-10-16,28
2020-10-17,13
2020-10-18,6
2020-10-19,17
2020-10-20,21
2020-10-21,24
2020-10-22,26
2020-10-23,26
2020-10-24,15
2020-10-25,12
2020-10-26,20
2020-10-27,23
2020-10-28,22
2020-10-29,19
2020-10-30,18
2020-10-31,10
2020-11-01,6
2020-11-02,15
2020-11-03,20
2020-11-04,6
2020-11-05,21
2020-11-06,22
2020-11-07,13
2020-11-08,8
2020-11-09,17
2020-11-10,23
2020-11-11,25
2020-11-12,27
2020-11-13,37
2020-11-14,-14
2020-11-15,-52
2020-11-16,-6
2020-11-17,-2
2020-11-18,1
2020-11-19,3
2020-11-20,0
2020-11-21,2
2020-11-22,-42
2020-11-23,2
2020-11-24,1
2020-11-25,3
2020-11-26,-1
2020-11-27,5
2020-11-28,-2
2020-11-29,-32
2020-11-30,21
2020-12-01,29
2020-12-02,31
2020-12-03,30
2020-12-04,29
2020-12-05,15
2020-12-06,12
2020-12-07,21
2020-12-08,25
2020-12-09,27
2020-12-10,30
2020-12-11,32
2020-12-12,24
2020-12-13,14
2020-12-14,19
2020-12-15,21
2020-12-16,17
2020-12-17,31
2020-12-18,36
2020-12-19,28
2020-12-20,22
2020-12-21,31
2020-12-22,39
2020-12-23,48
2020-12-24,54
2020-12-25,6
2020-12-26,18
2020-12-27,14
2020-12-28,28
2020-12-29,37
2020-12-30,48
2020-12-31,56
2021-01-01,-19
2021-01-02,13
2021-01-03,11
2021-01-04,29
2021-01-05,39
2021-01-06,45
2021-01-07,-1
2021-01-08,6
2021-01-09,5
2021-01-10,-45
