dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,1
2020-02-16,-1
2020-02-17,-2
2020-02-18,-5
2020-02-19,-4
2020-02-20,-3
2020-02-21,-4
2020-02-22,-3
2020-02-23,-5
2020-02-24,-5
2020-02-25,-5
2020-02-26,-3
2020-02-27,0
2020-02-28,1
2020-02-29,1
2020-03-01,1
2020-03-02,-2
2020-03-03,-2
2020-03-04,0
2020-03-05,1
2020-03-06,0
2020-03-07,3
2020-03-08,0
2020-03-09,-1
2020-03-10,-2
2020-03-11,-2
2020-03-12,-1
2020-03-13,0
2020-03-14,0
2020-03-15,-3
2020-03-16,-3
2020-03-17,-4
2020-03-18,0
2020-03-19,4
2020-03-20,4
2020-03-21,0
2020-03-22,-6
2020-03-23,-1
2020-03-24,-5
2020-03-25,4
2020-03-26,-12
2020-03-27,-20
2020-03-28,-26
2020-03-29,-25
2020-03-30,-5
2020-03-31,-43
2020-04-01,-44
2020-04-02,-38
2020-04-03,-42
2020-04-04,-43
2020-04-05,-36
2020-04-06,-40
2020-04-07,-37
2020-04-08,-39
2020-04-09,-39
2020-04-10,-41
2020-04-11,-35
2020-04-12,-37
2020-04-13,-45
2020-04-14,-43
2020-04-15,-37
2020-04-16,-39
2020-04-17,-42
2020-04-18,-45
2020-04-19,-46
2020-04-20,-45
2020-04-21,-47
2020-04-22,-42
2020-04-23,-44
2020-04-24,-45
2020-04-25,-44
2020-04-26,-48
2020-04-27,-45
2020-04-28,-48
2020-04-29,-42
2020-04-30,-45
2020-05-01,-45
2020-05-02,-43
2020-05-03,-46
2020-05-04,-32
2020-05-05,-35
2020-05-06,-26
2020-05-07,-33
2020-05-08,-32
2020-05-09,-32
2020-05-10,-40
2020-05-11,-29
2020-05-12,-30
2020-05-13,-24
2020-05-14,-29
2020-05-15,-26
2020-05-16,-27
2020-05-17,-34
2020-05-18,-28
2020-05-19,-34
2020-05-20,-25
2020-05-21,-26
2020-05-22,-22
2020-05-23,-25
2020-05-24,-30
2020-05-25,-29
2020-05-26,-29
2020-05-27,-19
2020-05-28,-27
2020-05-29,-19
2020-05-30,-26
2020-05-31,-26
2020-06-01,-21
2020-06-02,-24
2020-06-03,-15
2020-06-04,-18
2020-06-05,-15
2020-06-06,-21
2020-06-07,-22
2020-06-08,-17
2020-06-09,-22
2020-06-10,-14
2020-06-11,-16
2020-06-12,-16
2020-06-13,-19
2020-06-14,-22
2020-06-15,-15
2020-06-16,-17
2020-06-17,-17
2020-06-18,-24
2020-06-19,-13
2020-06-20,-19
2020-06-21,-20
2020-06-22,-17
2020-06-23,-15
2020-06-24,-12
2020-06-25,-13
2020-06-26,-11
2020-06-27,-13
2020-06-28,-21
2020-06-29,-8
2020-06-30,-11
2020-07-01,-6
2020-07-02,-7
2020-07-03,-6
2020-07-04,-14
2020-07-05,-13
2020-07-06,-5
2020-07-07,-9
2020-07-08,-8
2020-07-09,-8
2020-07-10,-7
2020-07-11,-8
2020-07-12,-13
2020-07-13,-3
2020-07-14,-10
2020-07-15,-5
2020-07-16,-7
2020-07-17,-6
2020-07-18,-8
2020-07-19,-13
2020-07-20,-6
2020-07-21,-9
2020-07-22,-5
2020-07-23,-8
2020-07-24,-5
2020-07-25,-7
2020-07-26,-9
2020-07-27,-1
2020-07-28,-3
2020-07-29,6
2020-07-30,3
2020-07-31,-15
2020-08-01,-13
2020-08-02,-11
2020-08-03,-2
2020-08-04,-3
2020-08-05,1
2020-08-06,-3
2020-08-07,1
2020-08-08,-1
2020-08-09,-4
2020-08-10,2
2020-08-11,-2
2020-08-12,2
2020-08-13,0
2020-08-14,1
2020-08-15,0
2020-08-16,-2
2020-08-17,0
2020-08-18,-3
2020-08-19,0
2020-08-20,-1
2020-08-21,-2
2020-08-22,-2
2020-08-23,-4
2020-08-24,-1
2020-08-25,-2
2020-08-26,0
2020-08-27,1
2020-08-28,-1
2020-08-29,-2
2020-08-30,-3
2020-08-31,0
2020-09-01,-3
2020-09-02,2
2020-09-03,0
2020-09-04,1
2020-09-05,-2
2020-09-06,-2
2020-09-07,2
2020-09-08,-2
2020-09-09,-7
2020-09-10,0
2020-09-11,2
2020-09-12,-3
2020-09-13,-5
2020-09-14,-2
2020-09-15,-8
2020-09-16,-1
2020-09-17,0
2020-09-18,2
2020-09-19,-2
2020-09-20,-5
2020-09-21,-2
2020-09-22,-2
2020-09-23,2
2020-09-24,0
2020-09-25,4
2020-09-26,-1
2020-09-27,-1
2020-09-28,0
2020-09-29,0
2020-09-30,1
2020-10-01,-5
2020-10-02,-1
2020-10-03,-4
2020-10-04,-7
2020-10-05,-3
2020-10-06,-10
2020-10-07,0
2020-10-08,1
2020-10-09,2
2020-10-10,-2
2020-10-11,-3
2020-10-12,1
2020-10-13,-3
2020-10-14,0
2020-10-15,4
2020-10-16,4
2020-10-17,-1
2020-10-18,-4
2020-10-19,-5
2020-10-20,-17
2020-10-21,-44
2020-10-22,-43
2020-10-23,-41
2020-10-24,-28
2020-10-25,-25
2020-10-26,-13
2020-10-27,-10
2020-10-28,-6
2020-10-29,-5
2020-10-30,-4
2020-10-31,-6
2020-11-01,-7
2020-11-02,-3
2020-11-03,-2
2020-11-04,-2
2020-11-05,-1
2020-11-06,-1
2020-11-07,-2
2020-11-08,-8
2020-11-09,-3
2020-11-10,-3
2020-11-11,-2
2020-11-12,0
2020-11-13,0
2020-11-14,-4
2020-11-15,-8
2020-11-16,-4
2020-11-17,-4
2020-11-18,-4
2020-11-19,-1
2020-11-20,0
2020-11-21,-2
2020-11-22,-7
2020-11-23,-2
2020-11-24,-2
2020-11-25,0
2020-11-26,4
2020-11-27,4
2020-11-28,2
2020-11-29,-2
2020-11-30,2
2020-12-01,4
2020-12-02,6
2020-12-03,7
2020-12-04,9
2020-12-05,3
2020-12-06,1
2020-12-07,4
2020-12-08,2
2020-12-09,3
2020-12-10,7
2020-12-11,8
2020-12-12,5
2020-12-13,0
2020-12-14,6
2020-12-15,7
2020-12-16,8
2020-12-17,11
2020-12-18,11
2020-12-19,11
2020-12-20,6
2020-12-21,13
2020-12-22,15
2020-12-23,21
2020-12-24,34
2020-12-25,-16
2020-12-26,-7
2020-12-27,2
2020-12-28,1
2020-12-29,1
2020-12-30,3
2020-12-31,15
2021-01-01,-27
2021-01-02,-12
2021-01-03,-4
2021-01-04,-3
2021-01-05,-3
2021-01-06,0
2021-01-07,2
2021-01-08,2
2021-01-09,0
2021-01-10,-2
2021-01-11,3
2021-01-12,0
2021-01-13,-2
2021-01-14,-1
2021-01-15,-3
2021-01-16,-6
2021-01-17,-8
2021-01-18,-2
2021-01-19,-4
2021-01-20,-3
2021-01-21,-2
2021-01-22,-2
2021-01-23,-2
2021-01-24,-6
2021-01-25,0
2021-01-26,-2
2021-01-27,-1
2021-01-28,2
2021-01-29,3
2021-01-30,3
2021-01-31,0
2021-02-01,5
2021-02-02,4
2021-02-03,3
2021-02-04,4
2021-02-05,4
2021-02-06,2
2021-02-07,-6
2021-02-08,4
2021-02-09,4
2021-02-10,3
2021-02-11,5
2021-02-12,4
2021-02-13,3
2021-02-14,6
2021-02-15,1
2021-02-16,0
2021-02-17,2
2021-02-18,4
2021-02-19,2
2021-02-20,5
2021-02-21,-1
2021-02-22,4
2021-02-23,4
2021-02-24,5
2021-02-25,7
2021-02-26,9
2021-02-27,9
2021-02-28,4
2021-03-01,9
2021-03-02,9
2021-03-03,10
2021-03-04,12
2021-03-05,13
2021-03-06,10
2021-03-07,6
2021-03-08,11
2021-03-09,9
2021-03-10,9
2021-03-11,10
2021-03-12,9
2021-03-13,7
2021-03-14,3
2021-03-15,10
2021-03-16,9
2021-03-17,9
2021-03-18,10
2021-03-19,13
2021-03-20,11
2021-03-21,6
2021-03-22,10
2021-03-23,7
2021-03-24,10
2021-03-25,14
2021-03-26,16
2021-03-27,14
2021-03-28,9
2021-03-29,15
2021-03-30,15
2021-03-31,20
2021-04-01,25
2021-04-02,20
2021-04-03,19
2021-04-04,13
2021-04-05,7
2021-04-06,14
2021-04-07,15
2021-04-08,17
2021-04-09,19
2021-04-10,15
2021-04-11,9
2021-04-12,19
2021-04-13,14
2021-04-14,15
2021-04-15,16
2021-04-16,17
2021-04-17,9
2021-04-18,3
2021-04-19,16
2021-04-20,14
2021-04-21,15
2021-04-22,15
2021-04-23,18
2021-04-24,17
2021-04-25,10
2021-04-26,17
2021-04-27,15
2021-04-28,17
2021-04-29,21
2021-04-30,23
2021-05-01,23
2021-05-02,13
2021-05-03,19
2021-05-04,21
2021-05-05,22
2021-05-06,23
2021-05-07,22
2021-05-08,18
2021-05-09,11
2021-05-10,23
2021-05-11,26
2021-05-12,22
2021-05-13,11
2021-05-14,20
2021-05-15,18
2021-05-16,15
2021-05-17,25
2021-05-18,22
2021-05-19,23
2021-05-20,27
2021-05-21,27
2021-05-22,16
2021-05-23,15
2021-05-24,25
2021-05-25,24
2021-05-26,26
2021-05-27,33
2021-05-28,34
2021-05-29,28
2021-05-30,20
2021-05-31,22
2021-06-01,29
2021-06-02,35
2021-06-03,36
2021-06-04,31
2021-06-05,30
2021-06-06,23
2021-06-07,33
2021-06-08,26
2021-06-09,30
2021-06-10,36
2021-06-11,39
2021-06-12,-2
2021-06-13,21
2021-06-14,31
2021-06-15,27
2021-06-16,30
2021-06-17,33
2021-06-18,32
2021-06-19,27
2021-06-20,13
2021-06-21,26
2021-06-22,23
2021-06-23,27
2021-06-24,33
2021-06-25,34
2021-06-26,21
2021-06-27,23
2021-06-28,29
2021-06-29,26
2021-06-30,31
2021-07-01,36
2021-07-02,37
2021-07-03,27
2021-07-04,29
2021-07-05,36
2021-07-06,33
2021-07-07,34
2021-07-08,35
2021-07-09,36
2021-07-10,33
2021-07-11,23
2021-07-12,31
2021-07-13,33
2021-07-14,32
2021-07-15,36
2021-07-16,30
2021-07-17,35
2021-07-18,30
2021-07-19,49
2021-07-20,16
2021-07-21,21
2021-07-22,33
2021-07-23,39
2021-07-24,7
2021-07-25,24
2021-07-26,33
2021-07-27,34
2021-07-28,35
2021-07-29,39
2021-07-30,39
2021-07-31,36
2021-08-01,25
2021-08-02,36
2021-08-03,35
2021-08-04,34
2021-08-05,36
2021-08-06,37
2021-08-07,30
2021-08-08,26
2021-08-09,28
2021-08-10,33
2021-08-11,32
2021-08-12,36
2021-08-13,36
2021-08-14,31
2021-08-15,24
2021-08-16,26
2021-08-17,31
2021-08-18,32
2021-08-19,33
2021-08-20,33
2021-08-21,26
2021-08-22,20
2021-08-23,26
2021-08-24,30
2021-08-25,30
2021-08-26,35
2021-08-27,35
2021-08-28,28
2021-08-29,23
2021-08-30,29
2021-08-31,35
2021-09-01,33
2021-09-02,33
2021-09-03,29
2021-09-04,33
2021-09-05,26
2021-09-06,30
2021-09-07,34
2021-09-08,37
2021-09-09,31
2021-09-10,36
2021-09-11,33
2021-09-12,25
2021-09-13,21
2021-09-14,28
2021-09-15,34
2021-09-16,35
2021-09-17,36
2021-09-18,31
2021-09-19,24
2021-09-20,28
2021-09-21,27
2021-09-22,25
2021-09-23,37
2021-09-24,34
2021-09-25,25
2021-09-26,24
2021-09-27,28
2021-09-28,30
2021-09-29,31
2021-09-30,40
2021-10-01,27
2021-10-02,31
2021-10-03,22
2021-10-04,29
2021-10-05,33
2021-10-06,34
2021-10-07,40
2021-10-08,41
2021-10-09,26
2021-10-10,28
2021-10-11,31
2021-10-12,34
2021-10-13,32
2021-10-14,35
2021-10-15,35
2021-10-16,30
2021-10-17,23
2021-10-18,27
2021-10-19,28
2021-10-20,33
2021-10-21,28
2021-10-22,34
2021-10-23,29
2021-10-24,25
2021-10-25,27
2021-10-26,33
2021-10-27,35
