dates,incrementalcount_vaccine_covid_19_administered
2021-03-23,2383000
2021-03-24,3013700
2021-03-25,5486300
2021-03-26,6124000
2021-03-27,4947000
2021-03-28,4196000
2021-03-29,4349000
2021-03-30,3728000
2021-03-31,5131000
2021-04-01,6795000
2021-04-02,7185000
2021-04-03,2876000
2021-04-04,3293000
2021-04-05,2832000
2021-04-06,2590000
2021-04-07,3679000
2021-04-08,6079000
2021-04-09,5971000
2021-04-10,3350000
2021-04-11,2872000
2021-04-12,4585000
2021-04-13,3695000
2021-04-14,3593000
2021-04-15,4320000
2021-04-16,3832000
2021-04-17,2441000
2021-04-18,2318000
2021-04-19,2895000
2021-04-20,3943000
2021-04-21,5226000
2021-04-22,7032000
2021-04-23,4861000
2021-04-24,4225000
2021-04-25,4592000
2021-04-26,4588000
2021-04-27,6487000
2021-04-28,7929000
2021-04-29,9558000
2021-04-30,11601000
2021-05-01,5342000
2021-05-02,4932000
2021-05-03,4567000
2021-05-04,4690000
2021-05-05,5032000
2021-05-06,8107000
2021-05-07,10492000
2021-05-08,9360000
2021-05-09,6721000
2021-05-10,8657000
2021-05-11,9733000
2021-05-12,11575000
2021-05-13,12638000
2021-05-14,13723000
2021-05-15,12354000
2021-05-16,13951000
2021-05-17,15053000
2021-05-18,13698000
2021-05-19,13822000
2021-05-20,17187000
2021-05-21,16645000
2021-05-22,13929000
2021-05-23,13586000
2021-05-24,16395000
2021-05-25,19461000
2021-05-26,20009000
2021-05-27,17637000
2021-05-28,18631000
2021-05-29,17983000
2021-05-30,18198000
2021-05-31,22296000
2021-06-01,20440000
2021-06-02,22918000
2021-06-03,18660000
2021-06-04,20997000
2021-06-05,18582000
2021-06-06,14814000
2021-06-07,16255000
2021-06-08,14828000
2021-06-09,15894000
2021-06-10,20443000
2021-06-11,18214000
2021-06-12,15010000
2021-06-13,14247000
2021-06-14,11364000
2021-06-15,19776000
2021-06-16,21240000
2021-06-17,21502000
2021-06-18,23605000
2021-06-19,20232000
2021-06-20,18734000
2021-06-21,20521000
2021-06-22,22039000
2021-06-23,24119000
2021-06-24,24741000
2021-06-25,23162000
2021-06-26,21425000
2021-06-27,20557000
2021-06-28,20927000
2021-06-29,19020000
2021-06-30,18941000
2021-07-01,19474000
2021-07-02,19026000
2021-07-03,12862000
2021-07-04,9462000
2021-07-05,12918000
2021-07-06,13252000
2021-07-07,10712000
2021-07-08,11845000
2021-07-09,11237000
2021-07-10,8699000
2021-07-11,8320000
2021-07-12,8950000
2021-07-13,10587000
2021-07-14,12590000
2021-07-15,11738000
2021-07-16,11276000
2021-07-17,9804000
2021-07-18,9130000
2021-07-19,10759000
2021-07-20,11168000
2021-07-21,13121000
2021-07-22,16000000
2021-07-23,17292000
2021-07-24,13810000
2021-07-25,11561000
2021-07-26,15604000
2021-07-27,17489000
2021-07-28,17888000
2021-07-29,17969000
2021-07-30,18177000
2021-07-31,15424000
2021-08-01,16708000
2021-08-02,19156000
2021-08-03,19673000
2021-08-04,17867000
2021-08-05,15589000
2021-08-06,15968000
2021-08-07,12524000
2021-08-08,12221000
2021-08-09,12524000
2021-08-10,13043000
2021-08-11,12146000
2021-08-12,12212000
2021-08-13,11932000
2021-08-14,9457000
2021-08-15,9089000
2021-08-16,12443000
2021-08-17,11902000
2021-08-18,12854000
2021-08-19,12292000
2021-08-20,11971000
2021-08-21,11479000
2021-08-22,11085000
2021-08-23,14939000
2021-08-24,13845000
2021-08-25,12695000
2021-08-26,15481000
2021-08-27,15635000
2021-08-28,13385000
2021-08-29,11691000
2021-08-30,11341000
2021-08-31,11623000
2021-09-01,8839000
2021-09-02,8222000
2021-09-03,7524000
2021-09-04,8213000
2021-09-05,7058000
2021-09-06,5638000
2021-09-07,5942000
2021-09-08,5557000
2021-09-09,5251000
2021-09-10,5407000
2021-09-11,7340000
2021-09-12,5540000
2021-09-13,4400000
2021-09-14,4418000
2021-09-15,4490000
2021-09-16,4251000
2021-09-17,4338000
2021-09-18,4026000
2021-09-19,3595000
2021-09-20,3348000
2021-09-21,1618000
2021-09-22,3979000
2021-09-23,4209000
2021-09-24,3675000
2021-09-25,3222000
2021-09-26,2513000
2021-09-27,2983000
2021-09-28,2869000
2021-09-29,2867000
2021-09-30,2531000
2021-10-01,754000
2021-10-02,755000
2021-10-03,730000
2021-10-04,873000
2021-10-05,864000
2021-10-06,954000
2021-10-07,1181000
2021-10-08,1263000
2021-10-09,1302000
2021-10-10,1117000
2021-10-11,1421000
2021-10-12,1415000
2021-10-13,1423000
