dates,incrementalcount_medicalconditionincident_covid_19_patientdeceased
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,1
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,1
2020-01-18,0
2020-01-19,1
2020-01-20,1
2020-01-21,2
2020-01-22,11
2020-01-23,1
2020-01-24,8
2020-01-25,16
2020-01-26,14
2020-01-27,26
2020-01-28,49
2020-01-29,2
2020-01-30,38
2020-01-31,42
2020-02-01,46
2020-02-02,102
2020-02-03,64
2020-02-04,66
2020-02-05,72
2020-02-06,70
2020-02-07,85
2020-02-08,87
2020-02-09,100
2020-02-10,107
2020-02-11,100
2020-02-12,5
2020-02-13,252
2020-02-14,152
2020-02-15,142
2020-02-16,104
2020-02-17,98
2020-02-18,139
2020-02-19,113
2020-02-20,122
2020-02-21,0
2020-02-22,205
2020-02-23,2
2020-02-24,150
2020-02-25,70
2020-02-26,52
2020-02-27,29
2020-02-28,44
2020-02-29,47
2020-03-01,35
2020-03-02,42
2020-03-03,33
2020-03-04,36
2020-03-05,32
2020-03-06,29
2020-03-07,28
2020-03-08,28
2020-03-09,23
2020-03-10,16
2020-03-11,22
2020-03-12,11
2020-03-13,8
2020-03-14,13
2020-03-15,10
2020-03-16,14
2020-03-17,13
2020-03-18,11
2020-03-19,8
2020-03-20,5
2020-03-21,6
2020-03-22,6
2020-03-23,9
2020-03-24,7
2020-03-25,4
2020-03-26,6
2020-03-27,5
2020-03-28,3
2020-03-29,5
2020-03-30,4
2020-03-31,4
2020-04-01,7
2020-04-02,6
2020-04-03,4
2020-04-04,4
2020-04-05,3
2020-04-06,2
2020-04-07,0
2020-04-08,2
2020-04-09,2
2020-04-10,1
2020-04-11,4
2020-04-12,0
2020-04-13,2
2020-04-14,0
2020-04-15,1
2020-04-16,0
2020-04-17,0
2020-04-18,1290
2020-04-19,0
2020-04-20,0
2020-04-21,0
2020-04-22,0
2020-04-23,0
2020-04-24,0
2020-04-25,0
2020-04-26,0
2020-04-27,1
2020-04-28,0
2020-04-29,0
2020-04-30,0
2020-05-01,0
2020-05-02,0
2020-05-03,0
2020-05-04,0
2020-05-05,0
2020-05-06,0
2020-05-07,0
2020-05-08,0
2020-05-09,0
2020-05-10,0
2020-05-11,0
2020-05-12,1
2020-05-13,0
2020-05-14,0
2020-05-15,0
2020-05-16,0
2020-05-17,1
2020-05-18,0
2020-05-19,0
2020-05-20,0
2020-05-21,0
2020-05-22,0
2020-05-23,0
2020-05-24,0
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,0
2020-05-30,0
2020-05-31,0
2020-06-01,0
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,1
2020-06-22,0
2020-06-23,0
2020-06-24,1
2020-06-25,0
2020-06-26,1
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,1
2020-07-15,0
2020-07-16,2
2020-07-17,0
2020-07-18,1
2020-07-19,1
2020-07-20,0
2020-07-21,0
2020-07-22,2
2020-07-23,0
2020-07-24,1
2020-07-25,1
2020-07-26,2
2020-07-27,0
2020-07-28,4
2020-07-29,1
2020-07-30,1
2020-07-31,1
2020-08-01,2
2020-08-02,6
2020-08-03,3
2020-08-04,1
2020-08-05,5
2020-08-06,1
2020-08-07,3
2020-08-08,1
2020-08-09,0
2020-08-10,5
2020-08-11,3
2020-08-12,3
2020-08-13,5
2020-08-14,3
2020-08-15,1
2020-08-16,2
2020-08-17,0
2020-08-18,0
2020-08-19,2
2020-08-20,1
2020-08-21,3
2020-08-22,0
2020-08-23,1
2020-08-24,1
2020-08-25,0
2020-08-26,1
2020-08-27,1
2020-08-28,2
2020-08-29,3
2020-08-30,3
2020-08-31,1
2020-09-01,1
2020-09-02,1
2020-09-03,3
2020-09-04,1
2020-09-05,0
2020-09-06,0
2020-09-07,2
2020-09-08,2
2020-09-09,1
2020-09-10,0
2020-09-11,0
2020-09-12,0
2020-09-13,1
2020-09-14,0
2020-09-15,1
2020-09-16,1
2020-09-17,0
2020-09-18,0
2020-09-19,1
2020-09-20,0
2020-09-21,0
2020-09-22,0
2020-09-23,0
2020-09-24,1
2020-09-25,0
2020-09-26,1
2020-09-27,0
2020-09-28,0
2020-09-29,0
2020-09-30,0
2020-10-01,0
2020-10-02,0
2020-10-03,0
2020-10-04,0
2020-10-05,0
2020-10-06,0
2020-10-07,0
2020-10-08,0
2020-10-09,0
2020-10-10,0
2020-10-11,0
2020-10-12,0
2020-10-13,0
2020-10-14,0
2020-10-15,0
2020-10-16,0
2020-10-17,0
2020-10-18,0
2020-10-19,0
2020-10-20,0
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-24,0
2020-10-25,0
2020-10-26,0
2020-10-27,0
2020-10-28,0
2020-10-29,0
2020-10-30,0
2020-10-31,0
2020-11-01,0
2020-11-02,0
2020-11-03,0
2020-11-04,0
2020-11-05,1
2020-11-06,1
2020-11-07,0
2020-11-08,0
2020-11-09,0
2020-11-10,0
2020-11-11,1
2020-11-12,0
2020-11-13,0
2020-11-14,0
2020-11-15,0
2020-11-16,0
2020-11-17,0
2020-11-18,0
2020-11-19,0
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,0
2020-11-24,0
2020-11-25,0
2020-11-26,0
2020-11-27,0
2020-11-28,0
2020-11-29,1
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,1
2020-12-04,1
2020-12-05,1
2020-12-06,0
2020-12-07,0
2020-12-08,0
2020-12-09,0
2020-12-10,2
2020-12-11,0
2020-12-12,0
2020-12-13,1
2020-12-14,2
2020-12-15,3
2020-12-16,3
2020-12-17,0
2020-12-18,2
2020-12-19,4
2020-12-20,0
2020-12-21,1
2020-12-22,1
2020-12-23,1
2020-12-24,1
2020-12-25,2
2020-12-26,1
2020-12-27,0
2020-12-28,1
2020-12-29,4
2020-12-30,2
2020-12-31,4
2021-01-01,1
2021-01-02,1
2021-01-03,1
2021-01-04,0
2021-01-05,3
2021-01-06,0
2021-01-07,1
2021-01-08,0
2021-01-09,1
2021-01-10,2
2021-01-11,1
2021-01-12,1
2021-01-13,1
2021-01-14,2
2021-01-15,0
2021-01-16,0
2021-01-17,1
2021-01-18,0
2021-01-19,1
2021-01-20,2
2021-01-21,1
2021-01-22,1
2021-01-23,1
2021-01-24,0
2021-01-25,1
2021-01-26,3
2021-01-27,2
2021-01-28,2
2021-01-29,2
2021-01-30,1
2021-01-31,2
2021-02-01,2
2021-02-02,1
2021-02-03,2
2021-02-04,1
2021-02-05,2
2021-02-06,0
2021-02-07,0
2021-02-08,0
2021-02-09,0
2021-02-10,2
2021-02-11,1
2021-02-12,2
2021-02-13,1
2021-02-14,1
2021-02-15,0
2021-02-16,0
2021-02-17,2
2021-02-18,2
2021-02-19,0
2021-02-20,0
2021-02-21,0
2021-02-22,0
2021-02-23,0
2021-02-24,0
2021-02-25,1
2021-02-26,0
2021-02-27,0
2021-02-28,0
2021-03-01,1
2021-03-02,1
2021-03-03,0
2021-03-04,0
2021-03-05,1
2021-03-06,0
2021-03-07,2
2021-03-08,0
2021-03-09,0
2021-03-10,0
2021-03-11,1
2021-03-12,0
2021-03-13,0
2021-03-14,0
2021-03-15,0
2021-03-16,0
2021-03-17,0
2021-03-18,0
2021-03-19,0
2021-03-20,0
2021-03-21,0
2021-03-22,0
2021-03-23,0
2021-03-24,1
2021-03-25,0
2021-03-26,0
2021-03-27,1
2021-03-28,0
2021-03-29,0
2021-03-30,0
2021-03-31,0
2021-04-01,0
2021-04-02,0
2021-04-03,0
2021-04-04,0
2021-04-05,0
2021-04-06,0
2021-04-07,0
2021-04-08,0
2021-04-09,0
2021-04-10,2
2021-04-11,0
2021-04-12,1
2021-04-13,0
2021-04-14,1
2021-04-15,1
2021-04-16,0
2021-04-17,0
2021-04-18,0
2021-04-19,0
2021-04-20,0
2021-04-21,0
2021-04-22,0
2021-04-23,0
2021-04-24,0
2021-04-25,0
2021-04-26,1
2021-04-27,0
2021-04-28,0
2021-04-29,0
2021-04-30,0
2021-05-01,1
2021-05-02,0
2021-05-03,0
2021-05-04,0
2021-05-05,0
2021-05-06,0
2021-05-07,0
2021-05-08,0
2021-05-09,0
2021-05-10,0
2021-05-11,0
2021-05-12,0
2021-05-13,0
2021-05-14,0
2021-05-15,0
2021-05-16,0
2021-05-17,0
2021-05-18,2
2021-05-19,0
2021-05-20,1
2021-05-21,0
2021-05-22,2
2021-05-23,6
2021-05-24,6
2021-05-25,6
2021-05-26,11
2021-05-27,13
2021-05-28,19
2021-05-29,21
2021-05-30,10
2021-05-31,15
2021-06-01,13
2021-06-02,12
2021-06-03,17
2021-06-04,21
2021-06-05,37
2021-06-06,36
2021-06-07,26
2021-06-08,22
2021-06-09,25
2021-06-10,28
2021-06-11,24
2021-06-12,26
2021-06-13,26
2021-06-14,15
2021-06-15,8
2021-06-16,18
2021-06-17,19
2021-06-18,21
2021-06-19,20
2021-06-20,11
2021-06-21,20
2021-06-22,6
2021-06-23,24
2021-06-24,6
2021-06-25,5
2021-06-26,13
2021-06-27,9
2021-06-28,3
2021-06-29,9
2021-06-30,5
2021-07-01,13
2021-07-02,15
2021-07-03,10
2021-07-04,2
2021-07-05,2
2021-07-06,17
2021-07-07,9
2021-07-08,3
2021-07-09,12
2021-07-10,6
2021-07-11,4
2021-07-12,1
2021-07-13,6
2021-07-14,6
2021-07-15,6
2021-07-16,4
2021-07-17,1
2021-07-18,4
2021-07-19,1
2021-07-20,4
2021-07-21,5
2021-07-22,4
2021-07-23,2
2021-07-24,2
2021-07-25,0
2021-07-26,0
2021-07-27,1
2021-07-28,0
2021-07-29,0
2021-07-30,0
2021-07-31,0
2021-08-01,2
2021-08-02,0
2021-08-03,2
2021-08-04,0
2021-08-05,0
2021-08-06,3
2021-08-07,12
2021-08-08,3
2021-08-09,4
2021-08-10,1
2021-08-11,2
2021-08-12,1
2021-08-13,2
2021-08-14,2
2021-08-15,0
2021-08-16,0
