dates,incrementalcount_vaccine_covid_19_administered
2021-01-22,90
2021-01-26,677
2021-02-03,1261
2021-02-04,650
2021-02-05,11
2021-02-06,628
2021-02-07,395
2021-02-08,407
2021-02-09,372
2021-02-10,415
2021-02-14,236
2021-02-17,534
2021-02-18,488
2021-02-19,1856
2021-02-20,30
2021-02-23,234
2021-02-24,282
2021-02-25,472
2021-02-26,1089
2021-02-27,947
2021-02-28,621
2021-03-01,546
2021-03-02,787
2021-03-03,644
2021-03-04,9
2021-03-05,445
2021-03-06,426
2021-03-07,489
2021-03-08,288
2021-03-09,1086
2021-03-10,1154
2021-03-11,1105
2021-03-12,1363
2021-03-13,1232
2021-03-14,1001
2021-03-15,715
2021-03-16,593
2021-03-31,639
2021-04-01,1176
2021-04-02,1229
2021-04-03,1244
2021-04-04,405
2021-04-05,443
2021-04-06,1117
2021-04-07,1194
2021-04-08,1263
2021-04-09,1261
2021-04-10,1131
2021-04-11,407
2021-04-12,403
2021-04-13,1200
2021-04-14,589
2021-04-15,186
2021-04-16,425
2021-04-17,382
2021-04-18,604
2021-04-19,590
2021-04-20,739
2021-04-21,668
2021-04-22,833
2021-04-23,527
2021-04-26,591
2021-04-27,561
2021-04-28,893
2021-04-29,914
2021-05-04,798
2021-05-09,746
2021-05-12,574
2021-05-19,883
2021-05-20,1056
2021-05-21,1067
2021-05-22,432
2021-05-23,1308
2021-05-24,668
2021-05-25,2140
2021-05-26,736
2021-05-27,769
2021-05-28,1601
2021-05-29,430
2021-06-15,314
2021-06-16,905
2021-06-17,1137
2021-06-20,1133
2021-06-23,1167
2021-06-24,1296
2021-06-25,1129
2021-06-29,745
2021-07-02,1306
2021-07-03,388
2021-07-04,329
2021-07-05,1207
2021-07-06,755
2021-07-07,770
2021-07-08,584
2021-07-09,337
2021-07-10,591
2021-07-11,592
2021-07-12,748
2021-07-13,629
2021-07-14,1027
2021-07-15,1083
2021-07-19,1537
2021-07-20,15
2021-07-21,988
2021-07-26,772
2021-07-27,737
2021-07-28,698
2021-07-31,527
2021-08-03,432
2021-08-17,30
2021-08-21,337
2021-08-24,779
2021-09-01,160
2021-09-06,442
2021-09-09,138
2021-09-10,81
2021-10-02,4
2021-10-03,1
2021-10-04,79
2021-10-05,1
2021-10-06,1
2021-10-10,5
2021-10-13,15
2021-10-14,15
2021-10-30,30
2021-11-02,5
2021-11-06,340
2021-11-13,1
2021-11-24,4
2021-11-25,87
2021-11-26,30
2021-11-30,10
2021-12-01,19
2021-12-02,17
2021-12-03,27
2021-12-04,1
2021-12-07,22
2021-12-08,19
2021-12-14,1
2021-12-17,47
2021-12-23,2
2021-12-24,369
2021-12-28,1332
2021-12-31,181
2022-01-05,871
2022-01-06,1319
2022-01-07,338
2022-01-12,136
2022-01-13,183
2022-01-19,106
2022-01-20,158
2022-01-28,77
2022-02-02,201
2022-02-03,126
2022-02-04,65
2022-02-05,106
2022-02-09,230
2022-02-10,107
2022-02-15,85
2022-02-16,69
2022-02-17,76
2022-02-18,183
2022-02-22,113
2022-02-23,37
2022-02-24,252
2022-03-01,137
2022-03-02,179
2022-03-06,76
2022-03-07,3
2022-03-08,137
2022-03-09,170
2022-03-16,165
2022-03-17,51
2022-03-18,52
2022-03-22,74
2022-03-23,195
2022-03-24,72
2022-03-25,142
2022-03-31,3
2022-04-04,74
2022-04-05,45
2022-06-23,1
