dates,incrementalcount_vaccine_covid_19_administered
2020-12-28,2301
2020-12-29,3467
2020-12-30,3514
2020-12-31,1312
2021-01-01,271
2021-01-02,1290
2021-01-03,927
2021-01-04,3607
2021-01-05,4509
2021-01-06,5840
2021-01-07,7992
2021-01-08,10036
2021-01-09,2030
2021-01-10,1777
2021-01-11,9851
2021-01-12,13448
2021-01-13,13527
2021-01-14,15240
2021-01-15,14005
2021-01-16,3403
2021-01-17,3249
2021-01-18,14293
2021-01-19,15319
2021-01-20,16339
2021-01-21,17383
2021-01-22,15905
2021-01-23,4195
2021-01-24,3125
2021-01-25,12611
2021-01-26,14502
2021-01-27,13549
2021-01-28,13226
2021-01-29,14105
2021-01-30,1827
2021-01-31,1901
2021-02-01,11945
2021-02-02,14383
2021-02-03,15427
2021-02-04,17872
2021-02-05,16125
2021-02-06,3222
2021-02-07,3347
2021-02-08,15498
2021-02-09,16999
2021-02-10,18753
2021-02-11,22536
2021-02-12,21548
2021-02-13,4600
2021-02-14,2388
2021-02-15,15755
2021-02-16,17773
2021-02-17,17995
2021-02-18,20399
2021-02-19,19227
2021-02-20,3191
2021-02-21,2164
2021-02-22,16152
2021-02-23,19931
2021-02-24,19906
2021-02-25,23508
2021-02-26,21514
2021-02-27,3566
2021-02-28,2906
2021-03-01,23024
2021-03-02,30760
2021-03-03,35438
2021-03-04,37930
2021-03-05,34245
2021-03-06,13015
2021-03-07,12378
2021-03-08,34564
2021-03-09,42709
2021-03-10,48231
2021-03-11,53177
2021-03-12,47195
2021-03-13,18406
2021-03-14,13263
2021-03-15,37133
2021-03-16,49370
2021-03-17,47948
2021-03-18,50378
2021-03-19,48072
2021-03-20,17189
2021-03-21,9008
2021-03-22,37035
2021-03-23,40001
2021-03-24,42598
2021-03-25,44147
2021-03-26,42297
2021-03-27,13303
2021-03-28,9694
2021-03-29,39851
2021-03-30,46858
2021-03-31,50167
2021-04-01,57688
2021-04-02,19756
2021-04-03,14582
2021-04-04,11457
2021-04-05,9627
2021-04-06,45434
2021-04-07,45683
2021-04-08,69769
2021-04-09,69710
2021-04-10,30841
2021-04-11,19829
2021-04-12,63382
2021-04-13,62283
2021-04-14,66193
2021-04-15,73534
2021-04-16,70324
2021-04-17,25741
2021-04-18,17983
2021-04-19,59359
2021-04-20,58425
2021-04-21,62068
2021-04-22,71828
2021-04-23,61804
2021-04-24,23119
2021-04-25,18681
2021-04-26,56587
2021-04-27,60261
2021-04-28,71305
2021-04-29,79884
2021-04-30,70804
2021-05-01,22755
2021-05-02,21192
2021-05-03,71166
2021-05-04,73321
2021-05-05,80632
2021-05-06,89177
2021-05-07,85500
2021-05-08,31181
2021-05-09,25444
2021-05-10,78329
2021-05-11,83116
2021-05-12,87453
2021-05-13,91699
2021-05-14,86256
2021-05-15,34172
2021-05-16,27088
2021-05-17,78401
2021-05-18,84082
2021-05-19,91409
2021-05-20,100887
2021-05-21,95213
2021-05-22,43529
2021-05-23,31467
2021-05-24,79576
