dates,covid19mobilitytrend_residence
2020-02-15,1
2020-02-16,1
2020-02-17,0
2020-02-18,-1
2020-02-19,-1
2020-02-20,0
2020-02-21,-1
2020-02-22,1
2020-02-23,1
2020-02-24,0
2020-02-25,0
2020-02-26,-1
2020-02-27,-1
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,-1
2020-03-06,-1
2020-03-07,0
2020-03-08,0
2020-03-09,1
2020-03-10,-1
2020-03-11,0
2020-03-12,-1
2020-03-13,0
2020-03-14,1
2020-03-15,1
2020-03-16,3
2020-03-17,-1
2020-03-18,0
2020-03-19,0
2020-03-20,1
2020-03-21,5
2020-03-22,8
2020-03-23,8
2020-03-24,9
2020-03-25,12
2020-03-26,17
2020-03-27,23
2020-03-28,19
2020-03-29,19
2020-03-30,22
2020-03-31,31
2020-04-01,33
2020-04-02,33
2020-04-03,34
2020-04-04,31
2020-04-05,24
2020-04-06,33
2020-04-07,31
2020-04-08,31
2020-04-09,32
2020-04-10,35
2020-04-11,30
2020-04-12,25
2020-04-13,37
2020-04-14,32
2020-04-15,31
2020-04-16,30
2020-04-17,32
2020-04-18,30
2020-04-19,24
2020-04-20,32
2020-04-21,30
2020-04-22,31
2020-04-23,30
2020-04-24,31
2020-04-25,29
2020-04-26,23
2020-04-27,31
2020-04-28,28
2020-04-29,30
2020-04-30,30
2020-05-01,32
2020-05-02,31
2020-05-03,23
2020-05-04,31
2020-05-05,30
2020-05-06,27
2020-05-07,27
2020-05-08,28
2020-05-09,25
2020-05-10,22
2020-05-11,28
2020-05-12,26
2020-05-13,25
2020-05-14,24
2020-05-15,27
2020-05-16,25
2020-05-17,20
2020-05-18,27
2020-05-19,26
2020-05-20,26
2020-05-21,26
2020-05-22,26
2020-05-23,24
2020-05-24,19
2020-05-25,26
2020-05-26,21
2020-05-27,22
2020-05-28,21
2020-05-29,22
2020-05-30,20
2020-05-31,16
2020-06-01,20
2020-06-02,20
2020-06-03,24
2020-06-04,18
2020-06-05,19
2020-06-06,18
2020-06-07,15
2020-06-08,20
2020-06-09,21
2020-06-10,17
2020-06-11,17
2020-06-12,17
2020-06-13,16
2020-06-14,15
2020-06-15,17
2020-06-16,16
2020-06-17,16
2020-06-18,16
2020-06-19,16
2020-06-20,15
2020-06-21,14
2020-06-22,16
2020-06-23,15
2020-06-24,15
2020-06-25,15
2020-06-26,15
2020-06-27,13
2020-06-28,13
2020-06-29,14
2020-06-30,14
2020-07-01,14
2020-07-02,14
2020-07-03,14
2020-07-04,13
2020-07-05,12
2020-07-06,17
2020-07-07,13
2020-07-08,13
2020-07-09,14
2020-07-10,13
2020-07-11,15
2020-07-12,11
2020-07-13,13
2020-07-14,14
2020-07-15,13
2020-07-16,15
2020-07-17,13
2020-07-18,12
2020-07-19,10
2020-07-20,13
2020-07-21,13
2020-07-22,12
2020-07-23,12
2020-07-24,12
2020-07-25,11
2020-07-26,10
2020-07-27,11
2020-07-28,11
2020-07-29,10
2020-07-30,9
2020-07-31,16
2020-08-01,10
2020-08-02,10
2020-08-03,10
2020-08-04,10
2020-08-05,9
2020-08-06,9
2020-08-07,7
2020-08-08,8
2020-08-09,7
2020-08-10,8
2020-08-11,7
2020-08-12,8
2020-08-13,6
2020-08-14,8
2020-08-15,6
2020-08-16,7
2020-08-17,7
2020-08-18,7
2020-08-19,7
2020-08-20,8
2020-08-21,8
2020-08-22,9
2020-08-23,8
2020-08-24,9
2020-08-25,8
2020-08-26,9
2020-08-27,9
2020-08-28,9
2020-08-29,10
2020-08-30,9
2020-08-31,11
2020-09-01,10
2020-09-02,10
2020-09-03,11
2020-09-04,11
2020-09-05,9
2020-09-06,11
2020-09-07,12
2020-09-08,10
2020-09-09,12
2020-09-10,12
2020-09-11,13
2020-09-12,12
2020-09-13,12
2020-09-14,13
2020-09-15,13
2020-09-16,13
2020-09-17,13
2020-09-18,14
2020-09-19,13
2020-09-20,14
2020-09-21,14
2020-09-22,15
2020-09-23,14
2020-09-24,15
2020-09-25,17
2020-09-26,14
2020-09-27,15
2020-09-28,15
2020-09-29,14
2020-09-30,10
2020-10-01,6
2020-10-02,6
2020-10-03,5
2020-10-04,5
2020-10-05,6
2020-10-06,5
2020-10-07,7
2020-10-08,7
2020-10-09,15
2020-10-10,11
2020-10-11,10
2020-10-12,12
2020-10-13,10
2020-10-14,10
2020-10-15,11
2020-10-16,12
2020-10-17,12
2020-10-18,11
2020-10-19,12
2020-10-20,11
2020-10-21,11
2020-10-22,10
2020-10-23,11
2020-10-24,9
2020-10-25,9
2020-10-26,10
2020-10-27,10
2020-10-28,11
2020-10-29,11
2020-10-30,11
2020-10-31,10
2020-11-01,10
2020-11-02,15
2020-11-03,17
2020-11-04,10
2020-11-05,11
2020-11-06,11
2020-11-07,11
2020-11-08,11
2020-11-09,12
2020-11-10,11
2020-11-11,13
2020-11-12,11
2020-11-13,11
2020-11-14,11
2020-11-15,10
2020-11-16,15
2020-11-17,11
2020-11-18,15
2020-11-19,20
2020-11-20,19
2020-11-21,13
2020-11-22,12
2020-11-23,12
2020-11-24,12
2020-11-25,15
2020-11-26,11
2020-11-27,10
2020-11-28,10
2020-11-29,10
2020-11-30,12
2020-12-01,11
2020-12-02,12
2020-12-03,11
2020-12-04,12
2020-12-05,10
2020-12-06,10
2020-12-07,11
2020-12-08,12
2020-12-09,12
2020-12-10,14
2020-12-11,15
2020-12-12,14
2020-12-13,14
2020-12-14,15
2020-12-15,15
2020-12-16,14
2020-12-17,14
2020-12-18,14
2020-12-19,13
2020-12-20,13
2020-12-21,14
2020-12-22,14
2020-12-23,12
2020-12-24,13
2020-12-25,25
2020-12-26,24
2020-12-27,16
2020-12-28,19
2020-12-29,19
2020-12-30,19
2020-12-31,17
2021-01-01,30
2021-01-02,19
2021-01-03,16
2021-01-04,16
2021-01-05,16
2021-01-06,16
2021-01-07,16
2021-01-08,15
2021-01-09,14
2021-01-10,14
2021-01-11,15
2021-01-12,12
2021-01-13,-10
2021-01-16,8
2021-01-17,-10
2021-01-18,-12
2021-01-19,12
2021-01-20,15
2021-01-21,14
2021-01-22,14
2021-01-23,13
2021-01-24,12
2021-01-25,13
2021-01-26,18
2021-01-27,11
2021-01-28,12
2021-01-29,11
2021-01-30,9
2021-01-31,8
2021-02-01,9
2021-02-02,8
2021-02-03,11
2021-02-04,10
2021-02-05,10
2021-02-06,9
2021-02-07,10
2021-02-08,10
2021-02-09,10
2021-02-10,10
2021-02-11,10
2021-02-12,10
2021-02-13,10
2021-02-14,7
2021-02-15,9
2021-02-16,17
2021-02-17,8
2021-02-18,10
2021-02-19,9
2021-02-20,9
2021-02-21,9
2021-02-22,10
2021-02-23,9
2021-02-24,10
2021-02-25,9
2021-02-26,8
2021-02-27,8
2021-02-28,7
2021-03-01,8
2021-03-02,8
2021-03-03,9
2021-03-04,9
2021-03-05,8
2021-03-06,8
2021-03-07,8
2021-03-08,18
2021-03-09,8
2021-03-10,9
2021-03-11,9
2021-03-12,8
2021-03-13,8
2021-03-14,8
2021-03-15,10
2021-03-16,9
2021-03-17,9
2021-03-18,9
2021-03-19,9
2021-03-20,8
2021-03-21,11
2021-03-22,10
2021-03-23,9
2021-03-24,8
2021-03-25,9
2021-03-26,9
2021-03-27,8
2021-03-28,8
2021-03-29,12
2021-03-30,13
2021-03-31,8
2021-04-01,6
2021-04-02,15
2021-04-03,8
2021-04-04,8
2021-04-05,17
2021-04-06,8
2021-04-07,9
2021-04-08,10
2021-04-09,9
2021-04-10,9
2021-04-11,9
2021-04-12,10
2021-04-13,11
2021-04-14,9
2021-04-15,10
2021-04-16,10
2021-04-17,10
2021-04-18,11
2021-04-19,13
2021-04-20,10
2021-04-21,10
2021-04-22,10
2021-04-23,9
2021-04-24,10
2021-04-25,13
2021-04-26,11
2021-04-27,10
2021-04-28,10
2021-04-29,10
2021-04-30,9
2021-05-01,11
2021-05-02,11
2021-05-03,12
2021-05-04,10
2021-05-05,10
2021-05-06,9
2021-05-07,10
2021-05-08,10
2021-05-09,11
2021-05-10,13
2021-05-11,9
2021-05-12,25
2021-05-13,20
2021-05-14,10
2021-05-15,11
2021-05-16,11
2021-05-17,10
2021-05-18,11
2021-05-19,10
2021-05-20,11
2021-05-21,10
2021-05-22,10
2021-05-23,10
2021-05-24,14
2021-05-25,11
2021-05-26,11
2021-05-27,12
2021-05-28,10
2021-05-29,11
2021-05-30,12
2021-05-31,13
2021-06-01,13
2021-06-02,13
2021-06-03,22
2021-06-04,15
2021-06-05,15
2021-06-06,17
2021-06-07,15
2021-06-08,15
2021-06-09,21
2021-06-10,18
2021-06-11,21
2021-06-12,21
2021-06-13,21
2021-06-14,21
2021-06-15,20
2021-06-16,21
2021-06-17,21
2021-06-18,22
2021-06-19,33
2021-06-20,29
2021-06-21,35
2021-06-22,34
2021-06-23,33
2021-06-24,32
2021-06-25,37
2021-06-26,31
2021-06-27,27
2021-06-28,31
2021-06-29,31
2021-06-30,32
2021-07-01,31
2021-07-02,33
2021-07-03,31
2021-07-04,27
2021-07-05,31
2021-07-06,31
2021-07-07,31
2021-07-08,33
2021-07-09,31
2021-07-10,29
2021-07-11,26
2021-07-12,31
2021-07-13,30
2021-07-14,30
2021-07-15,30
2021-07-16,32
2021-07-17,28
2021-07-18,26
2021-07-19,30
2021-07-20,33
2021-07-21,29
2021-07-22,29
2021-07-23,30
2021-07-24,28
2021-07-25,25
2021-07-26,30
2021-07-27,29
2021-07-28,29
2021-07-29,30
2021-07-30,30
2021-07-31,24
2021-08-01,21
2021-08-02,22
2021-08-03,20
2021-08-04,19
2021-08-05,19
2021-08-06,21
2021-08-07,18
2021-08-08,18
2021-08-09,18
2021-08-10,17
2021-08-11,17
2021-08-12,17
2021-08-13,18
2021-08-14,17
2021-08-15,17
2021-08-16,17
2021-08-17,17
2021-08-18,17
2021-08-19,17
2021-08-20,18
2021-08-21,16
2021-08-22,17
2021-08-23,17
2021-08-24,17
2021-08-25,16
2021-08-26,16
2021-08-27,17
2021-08-28,15
2021-08-29,16
2021-08-30,16
2021-08-31,16
2021-09-01,16
2021-09-02,16
2021-09-03,17
2021-09-04,16
2021-09-05,16
2021-09-06,16
2021-09-07,16
2021-09-08,16
2021-09-09,15
2021-09-10,16
2021-09-11,15
2021-09-12,15
2021-09-13,16
2021-09-14,15
2021-09-15,16
2021-09-16,16
2021-09-17,16
2021-09-18,17
2021-09-19,16
2021-09-20,16
2021-09-21,15
2021-09-22,15
2021-09-23,15
2021-09-24,16
2021-09-25,15
2021-09-26,14
2021-09-27,15
2021-09-28,15
2021-09-29,15
2021-09-30,15
2021-10-01,16
2021-10-02,13
2021-10-03,13
2021-10-04,14
2021-10-05,15
2021-10-06,14
2021-10-07,15
2021-10-08,14
2021-10-09,15
2021-10-10,13
2021-10-11,18
2021-10-12,15
2021-10-13,14
2021-10-14,14
2021-10-15,14
2021-10-16,14
2021-10-17,14
2021-10-18,15
2021-10-19,15
2021-10-20,15
2021-10-21,15
2021-10-22,13
2021-10-23,13
2021-10-24,13
2021-10-25,15
2021-10-26,15
2021-10-27,15
2021-10-28,14
2021-10-29,14
2021-10-30,13
2021-10-31,12
2021-11-01,13
2021-11-02,14
2021-11-03,14
2021-11-04,13
2021-11-05,13
2021-11-06,12
2021-11-07,13
2021-11-08,14
2021-11-09,13
2021-11-10,13
2021-11-11,14
2021-11-12,14
2021-11-13,14
2021-11-14,13
2021-11-15,14
2021-11-16,18
2021-11-17,16
2021-11-18,15
2021-11-19,14
2021-11-20,14
2021-11-21,14
2021-11-22,15
2021-11-23,14
2021-11-24,15
2021-11-25,14
2021-11-26,15
