dates,incrementalcount_vaccine_covid_19_administered
2021-02-25,1179
2021-02-26,1713
2021-02-27,90
2021-03-02,1983
2021-03-03,2680
2021-03-04,2913
2021-03-05,3277
2021-03-06,1279
2021-03-07,910
2021-03-08,1171
2021-03-09,4362
2021-03-10,5898
2021-03-11,8859
2021-03-12,9304
2021-03-13,3596
2021-03-14,2018
2021-03-15,8928
2021-03-16,9840
2021-03-17,9832
2021-03-18,10959
2021-03-19,11628
2021-03-20,3968
2021-03-21,2715
2021-03-22,10904
2021-03-23,15097
2021-03-24,18561
2021-03-25,18738
2021-03-26,17939
2021-03-27,4616
2021-03-28,1585
2021-03-29,14433
2021-03-30,18668
2021-03-31,17170
2021-04-01,19097
2021-04-02,18814
2021-04-03,3919
2021-04-04,1258
2021-04-05,12856
2021-04-06,15585
2021-04-07,14313
2021-04-08,18569
2021-04-09,19858
2021-04-10,4048
2021-04-11,1216
2021-04-12,10135
2021-04-13,15152
2021-04-14,15744
2021-04-15,13520
2021-04-16,13044
2021-04-17,3333
2021-04-18,1453
2021-04-19,12144
2021-04-20,15042
2021-04-21,14044
2021-04-22,16169
2021-04-23,14339
2021-04-24,4531
2021-04-25,1114
2021-04-26,11100
2021-04-27,19590
2021-04-28,70469
2021-04-29,73376
2021-04-30,49985
2021-05-01,2661
2021-05-02,177
2021-05-03,919
2021-05-04,3425
2021-05-05,24494
2021-05-06,37967
2021-05-07,36046
2021-05-08,4843
2021-05-09,1004
2021-05-10,2194
2021-05-11,18264
2021-05-12,20386
2021-05-13,21587
2021-05-14,23638
2021-05-15,6164
2021-05-16,2230
2021-05-17,17232
2021-05-18,19088
2021-05-19,17943
2021-05-20,18913
2021-05-21,17583
2021-05-22,3503
2021-05-23,1325
2021-05-24,14056
2021-05-25,16387
2021-05-26,15131
2021-05-27,16293
2021-05-28,16815
2021-05-29,8592
2021-05-30,6168
2021-05-31,13937
2021-06-01,18884
2021-06-02,34481
2021-06-03,50840
2021-06-04,57440
2021-06-05,40101
2021-06-06,24860
2021-06-07,48161
2021-06-08,53161
2021-06-09,55573
2021-06-10,54329
2021-06-11,62062
2021-06-12,34870
2021-06-13,22219
2021-06-14,50057
2021-06-15,62591
2021-06-16,76538
2021-06-17,81713
2021-06-18,67101
2021-06-19,25603
2021-06-20,4390
2021-06-21,8966
2021-06-22,53786
2021-06-23,79925
2021-06-24,96176
2021-06-25,97130
2021-06-26,43660
2021-06-27,18631
2021-06-28,17065
2021-06-29,81637
2021-06-30,93186
2021-07-01,90959
2021-07-02,94547
2021-07-03,38857
2021-07-04,24363
2021-07-05,73234
2021-07-06,93554
2021-07-07,104680
2021-07-08,109160
2021-07-09,114660
2021-07-10,42308
2021-07-11,26356
2021-07-12,83177
2021-07-13,101246
2021-07-14,108759
2021-07-15,117376
2021-07-16,111150
2021-07-17,50435
2021-07-18,37173
2021-07-19,81015
2021-07-20,100003
2021-07-21,120090
2021-07-22,139441
2021-07-23,152675
2021-07-24,71571
2021-07-25,49057
2021-07-26,126096
2021-07-27,143328
2021-07-28,143947
2021-07-29,150253
2021-07-30,150080
2021-07-31,68499
2021-08-01,38080
2021-08-02,125161
2021-08-03,153258
2021-08-04,159121
2021-08-05,167383
2021-08-06,170602
2021-08-07,78965
2021-08-08,51445
2021-08-09,140008
2021-08-10,167673
2021-08-11,162049
2021-08-12,163310
2021-08-13,161792
2021-08-14,76148
2021-08-15,51068
2021-08-16,123637
2021-08-17,118594
2021-08-18,120004
2021-08-19,129027
2021-08-20,147118
2021-08-21,66173
2021-08-22,42715
2021-08-23,71427
2021-08-24,20739
2021-08-25,162410
2021-08-26,173435
2021-08-27,166551
2021-08-28,87567
2021-08-29,41477
2021-08-30,150482
2021-08-31,157049
2021-09-01,119022
2021-09-02,152772
2021-09-03,167489
2021-09-04,69260
2021-09-05,41787
2021-09-06,133922
2021-09-07,149618
2021-09-08,161169
2021-09-09,173615
2021-09-10,183527
2021-09-11,74444
2021-09-12,45148
2021-09-13,135223
2021-09-14,141796
2021-09-15,118786
2021-09-16,122906
2021-09-17,132559
2021-09-18,58605
2021-09-19,36029
2021-09-20,108736
2021-09-21,116005
2021-09-22,144768
2021-09-23,153628
2021-09-24,159004
2021-09-25,64221
2021-09-26,37153
2021-09-27,119378
2021-09-28,132246
2021-09-29,126003
2021-09-30,129533
2021-10-01,128070
2021-10-02,52990
2021-10-03,33924
2021-10-04,100331
2021-10-05,117234
2021-10-06,122298
2021-10-07,127685
2021-10-08,148735
2021-10-09,66053
2021-10-10,39060
2021-10-11,123230
2021-10-12,152703
2021-10-13,164387
2021-10-14,34897
2021-10-15,148438
2021-10-16,82800
2021-10-17,55897
2021-10-18,193069
2021-10-19,226587
2021-10-20,251254
2021-10-21,269666
2021-10-22,289468
2021-10-23,177730
2021-10-24,101331
2021-10-25,254920
2021-10-26,291293
2021-10-27,291985
2021-10-28,289241
2021-10-29,317209
2021-10-30,177765
2021-10-31,117818
2021-11-01,273307
2021-11-02,310439
2021-11-03,299272
2021-11-04,270320
2021-11-05,278917
2021-11-06,131406
2021-11-07,85083
2021-11-08,240440
2021-11-09,267401
2021-11-10,277097
2021-11-11,279136
2021-11-12,299854
2021-11-13,145241
2021-11-14,97373
2021-11-15,268088
2021-11-16,294855
2021-11-17,297832
2021-11-18,294320
2021-11-19,311316
2021-11-20,152321
2021-11-21,99826
2021-11-22,270258
2021-11-23,286121
2021-11-24,275319
2021-11-25,273875
2021-11-26,279776
2021-11-27,139476
2021-11-28,93970
2021-11-29,226059
2021-11-30,233471
2021-12-01,205088
2021-12-02,206710
2021-12-03,216129
2021-12-04,112657
2021-12-05,70797
2021-12-06,188758
2021-12-07,199765
2021-12-08,178796
2021-12-09,157728
2021-12-10,168359
2021-12-11,83256
2021-12-12,53291
2021-12-13,129742
2021-12-14,142921
2021-12-15,142926
2021-12-16,132991
2021-12-17,136962
2021-12-18,62686
2021-12-19,36027
2021-12-20,110740
2021-12-21,119129
2021-12-22,117443
2021-12-23,113882
2021-12-24,117222
2021-12-25,28258
2021-12-26,29476
2021-12-27,46024
2021-12-28,131129
2021-12-29,117042
2021-12-30,101705
2021-12-31,52166
2022-01-04,102478
2022-01-05,104844
2022-01-06,71841
2022-01-09,20376
2022-01-10,96385
2022-01-11,106362
2022-01-12,102580
2022-01-13,92835
2022-01-14,90817
2022-01-15,39769
2022-01-16,23286
2022-01-17,80921
2022-01-18,85177
2022-01-19,74759
2022-01-20,86146
2022-01-21,91310
2022-01-22,38861
2022-01-23,22541
2022-01-24,69546
2022-01-25,81736
2022-01-26,82360
2022-01-27,81098
2022-01-28,78564
2022-01-29,34202
2022-01-30,20983
2022-01-31,65655
2022-02-01,74592
2022-02-02,73195
2022-02-03,75304
2022-02-04,76350
2022-02-05,34305
2022-02-06,18626
2022-02-07,63919
2022-02-08,72007
2022-02-09,70678
2022-02-10,72255
2022-02-11,74038
2022-02-12,36453
2022-02-13,18938
2022-02-14,59170
2022-02-15,65805
2022-02-16,66082
2022-02-17,65089
2022-02-18,67636
2022-02-19,29528
2022-02-20,17172
2022-02-21,56726
2022-02-22,62935
