dates,incrementalcount_medicaltest_conditioncovid_19
2020-04-10,2914
2020-04-17,4273
2020-04-27,4146
2020-04-28,5200
2020-04-29,5825
2020-04-30,7315
2020-05-01,6686
2020-05-02,4207
2020-05-03,6971
2020-05-04,4869
2020-05-05,5167
2020-05-06,4524
2020-05-07,7286
2020-05-08,7586
2020-05-09,7952
2020-05-10,9296
2020-05-11,5149
2020-05-12,5755
2020-05-13,4940
2020-05-14,10248
2020-05-15,9119
2020-05-16,9024
2020-05-17,7163
2020-05-18,5098
2020-05-19,7062
2020-05-20,8568
2020-05-23,10527
2020-05-24,7914
2020-05-25,6242
2020-05-26,9868
2020-05-27,10796
2020-05-28,10214
2020-05-29,14572
2020-05-30,10961
2020-06-02,15481
2020-06-03,9884
2020-06-04,10764
2020-06-05,11235
2020-06-06,10991
2020-06-07,9504
2020-06-08,7039
2020-06-09,6359
2020-06-10,8496
2020-06-11,10569
2020-06-12,11663
2020-06-13,10939
2020-06-14,10223
2020-06-15,7950
2020-06-16,9967
2020-06-19,11805
2020-06-20,11490
2020-06-21,9457
2020-06-22,6395
2020-06-23,11225
2020-06-24,13188
2020-06-25,12764
2020-06-28,9945
2020-06-29,7239
2020-06-30,6972
2020-07-01,10025
2020-07-02,11110
2020-07-03,13696
2020-07-06,6743
2020-07-07,9345
2020-07-08,13455
2020-07-09,14934
2020-07-10,13584
2020-07-11,13012
2020-07-12,9837
2020-07-13,6977
2020-07-14,9739
2020-07-15,13761
2020-07-16,13175
2020-07-17,13732
2020-07-18,10532
2020-07-19,12666
2020-07-20,4735
2020-07-21,12396
2020-07-22,12967
2020-07-23,14498
2020-07-24,15148
2020-07-25,14076
2020-07-26,12559
2020-07-27,7064
2020-07-28,12645
2020-07-29,14949
2020-07-30,15494
2020-07-31,15427
2020-08-01,16860
2020-08-02,12303
2020-08-03,8623
2020-08-06,17976
2020-08-07,18410
2020-08-08,19327
2020-08-09,14973
2020-08-10,10083
2020-08-11,16127
2020-08-12,19380
2020-08-13,18984
2020-08-14,18917
2020-08-15,20979
2020-08-16,15768
2020-08-17,10700
2020-08-18,15120
2020-08-19,19591
2020-08-20,21698
2020-08-21,21821
2020-08-22,22207
2020-08-23,15275
2020-08-24,9350
2020-08-25,10855
2020-08-26,15800
2020-08-27,20730
2020-08-28,21507
2020-08-29,22469
2020-08-30,19459
2020-08-31,14109
2020-09-01,6375
2020-09-02,41052
2020-09-03,23990
2020-09-06,20477
2020-09-07,15224
2020-09-08,22860
2020-09-09,20054
2020-09-10,26552
2020-09-11,27945
2020-09-12,27737
2020-09-13,22302
2020-09-14,14323
2020-09-15,26898
2020-09-16,27794
2020-09-17,29729
2020-09-18,30591
2020-09-19,29121
2020-09-20,23927
2020-09-21,19788
2020-09-22,20844
2020-09-23,22895
2020-09-24,26779
2020-09-25,27497
2020-09-26,33273
2020-09-27,20049
2020-09-28,16533
2020-09-29,24168
2020-09-30,27572
2020-10-01,30167
2020-10-02,29527
2020-10-05,15646
2020-10-06,25126
2020-10-07,32376
2020-10-08,34295
2020-10-09,32658
2020-10-10,60408
2020-10-13,28353
2020-10-14,64500
2020-10-17,36291
2020-10-20,31543
2020-10-21,32729
2020-10-22,33901
2020-10-23,36457
2020-10-24,41430
2020-10-25,33255
2020-10-26,28779
2020-10-27,33361
2020-10-28,41947
2020-10-29,47162
2020-10-30,49557
2020-11-02,31662
2020-11-03,34818
2020-11-04,7460
2020-11-07,51258
2020-11-08,41466
2020-11-09,34393
2020-11-10,42966
2020-11-11,43908
2020-11-12,46933
2020-11-13,46813
2020-11-14,84054
2020-11-18,42862
2020-11-19,40585
2020-11-20,45957
2020-11-21,45508
2020-11-24,35425
2020-11-27,46005
2020-12-01,33817
2020-12-02,44445
2020-12-03,47172
2020-12-04,48028
2020-12-08,31018
2020-12-09,37522
2020-12-10,41279
2020-12-11,39519
2020-12-12,40967
2020-12-17,41733
2020-12-18,42340
2020-12-22,4498
2020-12-23,41219
2020-12-24,42132
2020-12-28,12225
2020-12-29,25965
2020-12-30,74436
2021-01-06,34938
2021-01-11,12043
2021-01-12,23873
2021-01-19,18734
2021-01-20,26792
2021-01-21,24504
2021-01-22,23410
2021-01-26,16589
2021-01-27,27041
2021-01-28,32022
2021-01-29,24769
2021-02-03,25235
2021-02-12,25835
2021-02-16,45597
2021-02-17,25782
2021-02-18,28941
2021-02-19,26095
2021-02-23,23660
2021-02-24,34351
2021-02-25,36670
2021-02-26,36809
2021-03-02,27407
2021-03-03,34945
2021-03-04,38068
2021-03-05,40393
2021-03-06,38972
2021-03-07,24868
2021-03-08,15115
2021-03-23,44647
2021-03-26,53495
2021-03-27,55500
2021-03-28,37979
2021-03-29,24404
2021-03-30,50836
2021-03-31,61839
2021-04-01,59803
2021-04-02,58944
2021-04-03,58951
2021-04-04,36311
2021-04-05,21963
2021-04-06,41512
2021-04-07,59049
2021-04-08,57996
2021-04-09,53373
2021-04-10,54420
2021-04-11,34461
2021-04-12,20831
2021-04-13,38684
2021-04-14,54353
2021-04-15,51344
2021-04-16,47421
2021-04-20,37557
2021-04-21,46746
2021-04-22,46516
2021-04-23,41305
2021-04-24,83873
2021-04-25,26432
2021-04-26,15379
2021-04-27,35761
2021-04-28,43841
2021-04-29,41499
2021-04-30,41388
2021-05-01,37455
2021-05-02,21609
2021-05-03,9298
2021-05-04,11817
2021-05-05,19206
2021-05-06,36945
2021-05-07,39748
2021-05-08,39126
2021-05-09,21796
2021-05-10,13158
2021-05-11,13349
2021-05-12,38750
2021-05-13,35366
2021-05-14,33889
2021-05-15,34108
2021-05-16,17389
2021-05-17,9966
2021-05-18,30693
2021-05-19,31935
2021-05-20,29509
2021-05-21,26154
2021-05-22,27443
2021-05-23,16285
2021-05-24,8684
2021-05-25,23440
2021-05-26,30724
2021-05-27,29280
2021-05-28,25454
2021-05-29,25401
2021-05-30,15199
2021-05-31,8822
2021-06-01,26468
2021-06-02,27936
2021-06-03,26468
2021-06-04,28696
2021-06-05,29061
2021-06-06,16749
2021-06-07,10723
2021-06-08,33355
2021-06-09,25344
2021-06-10,28997
2021-06-11,25837
2021-06-12,26999
2021-06-13,17138
2021-06-14,11638
2021-06-15,32313
2021-06-16,28321
2021-06-17,27036
2021-06-18,25888
2021-06-19,26463
2021-06-20,13865
2021-06-21,8943
2021-06-22,11881
2021-06-23,26280
2021-06-24,22496
2021-06-25,19481
2021-06-26,21715
2021-06-27,13926
2021-06-28,12098
2021-06-29,10930
2021-06-30,22511
2021-07-01,20913
2021-07-02,19756
2021-07-03,19945
2021-07-04,14229
2021-07-05,9889
2021-07-06,20151
2021-07-07,20240
2021-07-08,17945
2021-07-09,18341
2021-07-10,18520
2021-07-11,12885
2021-07-12,9606
2021-07-13,20909
2021-07-14,18572
2021-07-15,19536
2021-07-16,18276
2021-07-17,18006
2021-07-18,13429
2021-08-07,22273
2021-08-08,18276
2021-08-09,9383
2021-08-10,21705
2021-08-11,23633
2021-08-12,22049
2021-08-13,22318
2021-08-14,24962
2021-08-18,27053
2021-08-19,23612
2021-08-20,23478
2021-08-21,27444
2021-08-26,23120
2021-08-27,23049
2021-08-28,27605
2021-08-29,18344
2021-08-30,9495
2021-08-31,21358
2021-09-01,28140
2021-09-02,23522
2021-09-03,23538
2021-09-04,25637
2021-09-05,16146
2021-09-06,11283
2021-09-07,22596
2021-09-10,28961
2021-09-11,33162
2021-09-12,18887
2021-09-13,10668
2021-09-14,29281
2021-09-17,35171
2021-09-18,35713
2021-09-19,23176
2021-09-20,13058
2021-09-21,30563
2021-09-22,36642
2021-09-23,41625
2021-09-24,40578
2021-09-25,39360
2021-09-26,23665
2021-09-27,13202
2021-09-28,31051
2021-09-29,42132
2021-09-30,46604
2021-10-05,37080
2021-10-06,54386
2021-10-07,53031
2021-10-08,53211
2021-10-09,53313
2021-10-10,35671
2021-10-11,23675
2021-10-12,46233
2021-10-13,56174
2021-10-14,63319
2021-10-15,39886
2021-10-19,60679
2021-10-20,67258
2021-10-21,71841
2021-10-22,72999
2021-10-25,34540
2021-10-26,61027
2021-10-27,72231
2021-10-28,77573
2021-10-29,74027
2021-11-02,56930
2021-11-03,73461
2021-11-04,72918
2021-11-05,71870
2021-11-06,71141
2021-11-07,45120
2021-11-08,29497
2021-11-09,53555
2021-11-10,69627
2021-11-11,67341
2021-11-12,61714
2021-11-16,45674
2021-11-19,113106
2021-11-24,52719
2021-11-25,52316
2021-11-26,45617
2021-11-27,47289
2021-11-30,36476
2021-12-01,48076
2021-12-02,45544
2021-12-03,46506
2021-12-06,13419
2021-12-11,40267
2021-12-12,19632
2021-12-13,11639
2021-12-14,27241
2021-12-15,38008
2021-12-16,34486
2021-12-17,33652
2021-12-18,35092
2021-12-19,18299
2021-12-20,10987
2021-12-21,28652
2021-12-22,33856
2021-12-23,32402
2021-12-24,28013
2021-12-25,29531
2021-12-26,13548
2021-12-27,8899
2021-12-30,32605
2021-12-31,29446
2022-01-01,22507
2022-01-02,6974
2022-01-03,7748
2022-01-04,11633
2022-01-05,30291
2022-01-06,32812
2022-01-09,12568
2022-01-10,10332
2022-01-13,36660
2022-01-14,37216
2022-01-15,39207
2022-01-16,20309
2022-01-17,14616
2022-01-18,37678
2022-01-19,50298
2022-01-20,61642
2022-01-21,57396
2022-01-22,65319
2022-01-23,42049
2022-01-24,26131
2022-01-25,58184
2022-01-26,79688
2022-01-27,94996
2022-01-28,91934
2022-01-31,36354
2022-02-03,101202
2022-02-04,96361
