dates,covid19mobilitytrend_residence
2020-02-15,0
2020-02-16,3
2020-02-17,4
2020-02-18,1
2020-02-19,-1
2020-02-20,1
2020-02-21,1
2020-02-22,0
2020-02-23,0
2020-02-24,-1
2020-02-25,0
2020-02-26,0
2020-02-27,1
2020-02-28,0
2020-02-29,0
2020-03-01,1
2020-03-02,-1
2020-03-03,0
2020-03-04,1
2020-03-05,1
2020-03-06,0
2020-03-07,-1
2020-03-08,-1
2020-03-09,-2
2020-03-10,-1
2020-03-11,-1
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,3
2020-03-16,3
2020-03-17,5
2020-03-18,6
2020-03-19,11
2020-03-20,10
2020-03-21,10
2020-03-22,15
2020-03-23,14
2020-03-24,11
2020-03-25,19
2020-03-26,21
2020-03-27,14
2020-03-28,17
2020-03-29,21
2020-03-30,20
2020-03-31,20
2020-04-01,19
2020-04-02,22
2020-04-03,15
2020-04-04,18
2020-04-05,20
2020-04-06,17
2020-04-07,15
2020-04-08,9
2020-04-09,17
2020-04-10,7
2020-04-11,10
2020-04-12,15
2020-04-13,14
2020-04-14,15
2020-04-15,14
2020-04-16,14
2020-04-17,12
2020-04-18,15
2020-04-19,16
2020-04-20,14
2020-04-21,13
2020-04-22,11
2020-04-23,14
2020-04-24,14
2020-04-25,16
2020-04-26,18
2020-04-27,16
2020-04-28,12
2020-04-29,14
2020-04-30,17
2020-05-01,10
2020-05-02,12
2020-05-03,14
2020-05-04,13
2020-05-05,14
2020-05-06,13
2020-05-07,15
2020-05-08,9
2020-05-09,11
2020-05-10,13
2020-05-11,11
2020-05-12,12
2020-05-13,10
2020-05-14,6
2020-05-15,-1
2020-05-16,6
2020-05-17,8
2020-05-18,7
2020-05-19,11
2020-05-20,11
2020-05-21,13
2020-05-22,6
2020-05-23,11
2020-05-24,9
2020-05-25,13
2020-05-26,14
2020-05-27,11
2020-05-28,15
2020-05-29,7
2020-05-30,8
2020-05-31,9
2020-06-01,8
2020-06-02,9
2020-06-03,9
2020-06-04,10
2020-06-05,3
2020-06-06,5
2020-06-07,6
2020-06-08,4
2020-06-09,7
2020-06-10,7
2020-06-11,8
2020-06-12,2
2020-06-13,4
2020-06-14,5
2020-06-15,5
2020-06-16,4
2020-06-17,4
2020-06-18,6
2020-06-19,3
2020-06-20,4
2020-06-21,3
2020-06-22,1
2020-06-23,4
2020-06-24,3
2020-06-25,3
2020-06-26,3
2020-06-27,4
2020-06-28,1
2020-06-29,0
2020-06-30,-2
2020-07-01,-1
2020-07-02,0
2020-07-03,0
2020-07-04,1
2020-07-05,0
2020-07-06,0
2020-07-07,1
2020-07-08,1
2020-07-09,2
2020-07-10,-4
2020-07-11,1
2020-07-12,-1
2020-07-13,-1
2020-07-14,-1
2020-07-15,-1
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,-1
2020-07-20,-1
2020-07-21,0
2020-07-22,0
2020-07-23,1
2020-07-24,-1
2020-07-25,-2
2020-07-26,-3
2020-07-27,-5
2020-07-28,-5
2020-07-29,-5
2020-07-30,0
2020-07-31,-2
2020-08-01,3
2020-08-02,6
2020-08-03,3
2020-08-04,4
2020-08-05,0
2020-08-06,1
2020-08-07,-1
2020-08-08,3
2020-08-09,-1
2020-08-10,-5
2020-08-11,-2
2020-08-12,-1
2020-08-13,-1
2020-08-14,-1
2020-08-15,0
2020-08-16,-4
2020-08-17,-5
2020-08-18,-4
2020-08-19,-10
2020-08-20,-1
2020-08-21,-2
2020-08-22,-1
2020-08-23,-2
2020-08-24,-3
2020-08-25,-2
2020-08-26,-2
2020-08-27,5
2020-08-28,1
2020-08-29,0
2020-08-30,-1
2020-08-31,-6
2020-09-01,-6
2020-09-02,-7
2020-09-03,-2
2020-09-04,-2
2020-09-05,-2
2020-09-06,-2
2020-09-07,-3
2020-09-08,-5
2020-09-09,-7
2020-09-10,-3
2020-09-11,-5
2020-09-12,-7
2020-09-13,-7
2020-09-14,-5
2020-09-15,0
2020-09-16,2
2020-09-17,2
2020-09-18,-2
2020-09-19,-3
2020-09-20,-1
2020-09-21,-3
2020-09-22,-5
2020-09-23,-7
2020-09-24,-6
2020-09-25,-8
2020-09-26,-9
2020-09-27,-5
2020-09-28,-5
2020-09-29,-6
2020-09-30,-9
2020-10-01,-9
2020-10-02,-9
2020-10-03,-11
2020-10-04,-13
2020-10-05,-16
2020-10-06,-13
2020-10-07,-10
2020-10-08,-4
2020-10-09,-2
2020-10-10,-1
2020-10-11,0
2020-10-12,-2
2020-10-13,-2
2020-10-14,-1
2020-10-15,1
2020-10-16,1
2020-10-17,1
2020-10-18,1
2020-10-19,1
2020-10-20,1
2020-10-21,2
2020-10-22,1
2020-10-23,1
2020-10-24,0
2020-10-25,0
2020-10-26,-1
2020-10-27,0
2020-10-28,-2
2020-10-29,4
2020-10-30,0
2020-10-31,1
2020-11-01,1
2020-11-02,-1
2020-11-03,0
2020-11-04,0
2020-11-05,0
2020-11-06,0
2020-11-07,0
2020-11-08,1
2020-11-09,-1
2020-11-10,0
2020-11-11,-1
2020-11-12,1
2020-11-13,0
2020-11-14,-1
2020-11-15,-1
2020-11-16,-1
2020-11-17,-1
2020-11-18,0
2020-11-19,1
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,-1
2020-11-24,-1
2020-11-25,-2
2020-11-26,0
2020-11-27,-2
