dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,5
2020-02-16,9
2020-02-17,0
2020-02-18,6
2020-02-19,4
2020-02-20,5
2020-02-21,4
2020-02-22,4
2020-02-23,7
2020-02-24,7
2020-02-25,7
2020-02-26,5
2020-02-27,7
2020-02-28,4
2020-02-29,6
2020-03-01,9
2020-03-02,8
2020-03-03,7
2020-03-04,7
2020-03-05,7
2020-03-06,6
2020-03-07,7
2020-03-08,9
2020-03-09,7
2020-03-10,5
2020-03-11,9
2020-03-12,10
2020-03-13,8
2020-03-14,10
2020-03-15,14
2020-03-16,9
2020-03-17,6
2020-03-18,3
2020-03-19,-9
2020-03-20,-14
2020-03-21,-9
2020-03-22,-18
2020-03-23,-17
2020-03-24,-6
2020-03-25,-32
2020-03-26,-32
2020-03-27,-33
2020-03-28,-28
2020-03-29,-28
2020-03-30,-32
2020-03-31,-29
2020-04-01,-29
2020-04-02,-30
2020-04-03,-29
2020-04-04,-27
2020-04-05,-21
2020-04-06,-27
2020-04-07,-26
2020-04-08,-33
2020-04-09,-28
2020-04-10,-29
2020-04-11,-23
2020-04-12,-20
2020-04-13,-24
2020-04-14,-23
2020-04-15,-13
2020-04-16,-8
2020-04-17,-23
2020-04-18,-22
2020-04-19,-18
2020-04-20,-21
2020-04-21,-12
2020-04-22,-9
2020-04-23,-5
2020-04-24,-15
2020-04-25,-21
2020-04-26,-18
2020-04-27,-18
2020-04-28,-11
2020-04-29,-10
2020-04-30,-13
2020-05-01,-5
2020-05-02,-11
2020-05-03,-6
2020-05-04,-6
2020-05-05,-6
2020-05-06,1
2020-05-07,3
2020-05-08,19
2020-05-09,9
2020-05-10,10
2020-05-11,11
2020-05-12,14
2020-05-13,5
2020-05-14,-4
2020-05-15,25
2020-05-16,13
2020-05-17,16
2020-05-18,23
2020-05-19,22
2020-05-20,31
2020-05-21,32
2020-05-22,64
2020-05-23,38
2020-05-24,7
2020-05-25,-11
2020-05-26,-15
2020-05-27,1
2020-05-28,0
2020-05-29,6
2020-05-30,11
2020-05-31,12
2020-06-01,14
2020-06-02,11
2020-06-03,13
2020-06-04,6
2020-06-05,11
2020-06-06,13
2020-06-07,15
2020-06-08,15
2020-06-09,13
2020-06-10,14
2020-06-11,14
2020-06-12,13
2020-06-13,14
2020-06-14,19
2020-06-15,16
2020-06-16,18
2020-06-17,16
2020-06-18,13
2020-06-19,-4
2020-06-20,1
2020-06-21,22
2020-06-22,17
2020-06-23,17
2020-06-24,16
2020-06-25,15
2020-06-26,4
2020-06-27,2
2020-06-28,19
2020-06-29,18
2020-06-30,18
2020-07-01,19
2020-07-02,14
2020-07-03,4
2020-07-04,1
2020-07-05,24
2020-07-06,25
2020-07-07,26
2020-07-08,22
2020-07-09,18
2020-07-10,8
2020-07-11,7
2020-07-12,22
2020-07-13,22
2020-07-14,20
2020-07-15,20
2020-07-16,22
2020-07-17,14
2020-07-18,18
2020-07-19,30
2020-07-20,31
2020-07-21,27
2020-07-22,28
2020-07-23,27
2020-07-24,20
2020-07-25,20
2020-07-26,31
2020-07-27,27
2020-07-28,34
2020-07-29,45
2020-07-30,31
2020-07-31,-10
2020-08-01,-17
2020-08-02,-12
2020-08-03,-6
2020-08-04,-2
2020-08-05,12
2020-08-06,11
2020-08-07,7
2020-08-08,9
2020-08-09,27
2020-08-10,20
2020-08-11,24
2020-08-12,23
2020-08-13,22
2020-08-14,13
2020-08-15,11
2020-08-16,25
2020-08-20,1
2020-08-22,1
2020-08-27,-5
2020-08-29,-5
2020-09-03,3
2020-09-05,2
2020-09-10,2
2020-09-11,-7
2020-09-12,-3
2020-09-13,13
2020-09-14,9
2020-09-15,8
2020-09-16,9
2020-09-17,4
2020-09-18,-3
2020-09-19,5
2020-09-20,16
2020-09-21,12
2020-09-22,16
2020-09-23,17
2020-09-24,5
2020-09-25,-11
2020-09-26,8
2020-09-27,22
2020-09-28,18
2020-09-29,14
2020-09-30,19
2020-10-01,21
2020-10-02,15
2020-10-03,17
2020-10-04,29
2020-10-05,26
2020-10-06,33
2020-10-07,31
2020-10-08,31
2020-10-09,18
2020-10-10,28
2020-10-11,38
2020-10-12,36
2020-10-13,44
2020-10-14,42
2020-10-15,45
2020-10-16,33
2020-10-17,41
2020-10-18,47
2020-10-19,49
2020-10-20,51
2020-10-21,57
2020-10-22,64
