dates,count_medicalconditionincident_covid_19_patientinicu
2020-03-29,70
2020-11-22,14
2020-11-29,21
2020-12-06,24
2020-12-13,25
2020-12-20,29
2020-12-27,33
2021-01-03,40
2021-01-10,50
2021-01-17,44
2021-01-24,45
2021-01-31,41
2021-02-07,34
2021-02-14,32
2021-02-21,34
2021-02-28,41
2021-03-07,47
2021-03-14,59
2021-03-21,67
2021-03-28,69
2021-04-11,66
2021-04-18,57
2021-04-25,53
2021-05-02,47
2021-05-09,47
2021-05-16,30
2021-05-23,26
2021-05-30,16
2021-06-06,6
2021-06-13,6
2021-06-20,4
2021-06-27,5
2021-07-04,6
2021-07-11,3
2021-07-18,1
2021-07-25,13
2021-08-01,1
2021-08-08,3
2021-08-15,5
2021-08-22,13
2021-08-29,15
2021-09-05,12
2021-09-12,13
2021-09-19,15
2021-09-26,18
2021-10-03,23
2021-10-10,24
2021-10-17,37
2021-10-24,36
2021-10-31,47
2021-11-14,56
2021-11-21,49
2021-11-28,42
2021-12-05,34
2021-12-12,29
2021-12-19,16
2021-12-26,17
2022-01-02,19
2022-01-09,18
2022-01-16,18
2022-01-23,17
2022-01-30,18
2022-02-06,15
2022-02-13,17
2022-02-20,17
2022-02-27,18
2022-03-06,22
2022-03-13,23
2022-03-20,21
2022-03-27,16
2022-04-03,12
2022-04-10,6
2022-04-17,3
2022-04-24,6
2022-05-01,1
2022-05-08,9
2022-05-15,3
2022-05-22,4
2022-05-29,2
2022-06-05,7
2022-06-12,0
2022-06-19,5
2022-06-26,2
2022-07-03,5
2022-07-10,2
2022-07-17,4
2022-07-24,2
2022-07-31,3
2022-08-07,3
2022-08-14,6
2022-08-21,5
2022-08-28,2
2022-09-04,2
2022-09-11,1
2022-09-18,4
2022-09-25,5
2022-10-02,8
2022-10-09,8
2022-10-16,7
2022-10-23,5
2022-10-30,7
2022-11-06,3
2022-11-13,4
2022-11-20,3
2022-11-27,2
2022-12-04,5
2022-12-11,5
2022-12-18,9
2022-12-25,11
2023-01-01,12
2023-01-08,6
2023-01-15,5
2023-01-22,3
2023-01-29,2
2023-02-05,4
2023-02-12,1
2023-02-19,1
2023-02-26,3
2023-03-05,6
2023-03-12,2
2023-03-19,2
2023-03-26,6
2023-04-02,6
