dates,covid19mobilitytrend_park
2020-02-15,-1
2020-02-16,-4
2020-02-17,-2
2020-02-18,0
2020-02-19,0
2020-02-20,1
2020-02-21,1
2020-02-22,-2
2020-02-23,-3
2020-02-24,-1
2020-02-25,3
2020-02-26,1
2020-02-27,2
2020-02-28,2
2020-02-29,-3
2020-03-01,-6
2020-03-02,-2
2020-03-03,-1
2020-03-04,-3
2020-03-05,1
2020-03-06,3
2020-03-07,0
2020-03-08,8
2020-03-09,5
2020-03-10,1
2020-03-11,0
2020-03-12,-1
2020-03-13,-2
2020-03-14,-6
2020-03-15,-5
2020-03-16,-3
2020-03-17,-3
2020-03-18,-5
2020-03-19,-3
2020-03-20,-6
2020-03-21,-13
2020-03-22,-13
2020-03-23,-6
2020-03-24,-5
2020-03-25,-7
2020-03-26,-8
2020-03-27,-12
2020-03-28,-19
2020-03-29,-18
2020-03-30,-14
2020-03-31,-9
2020-04-01,-13
2020-04-02,-14
2020-04-03,-17
2020-04-04,-24
2020-04-05,-23
2020-04-06,-16
2020-04-07,-14
2020-04-08,-15
2020-04-09,-16
2020-04-10,-19
2020-04-11,-26
2020-04-12,-26
2020-04-13,-14
2020-04-14,-11
2020-04-15,-12
2020-04-16,-12
2020-04-17,-18
2020-04-18,-26
2020-04-19,-27
2020-04-20,-16
2020-04-21,-14
2020-04-22,-18
2020-04-23,-13
2020-04-24,-20
2020-04-25,-24
2020-04-26,-23
2020-04-27,-16
2020-04-28,-11
2020-04-29,-12
2020-04-30,-11
2020-05-01,-14
2020-05-02,-20
2020-05-03,-20
2020-05-04,-10
2020-05-05,-7
2020-05-06,-7
2020-05-07,-6
2020-05-08,-10
2020-05-09,-17
2020-05-10,-14
2020-05-11,-8
2020-05-12,-6
2020-05-13,-9
2020-05-14,-6
2020-05-15,-9
2020-05-16,-13
2020-05-17,-14
2020-05-18,-6
2020-05-19,-5
2020-05-20,-4
2020-05-21,-4
2020-05-22,-7
2020-05-23,-14
2020-05-24,-10
2020-05-25,-5
2020-05-26,-4
2020-05-27,-5
2020-05-28,-6
2020-05-29,-5
2020-05-30,-12
2020-05-31,-9
2020-06-01,-1
2020-06-02,-3
2020-06-03,-3
2020-06-04,-2
2020-06-05,-2
2020-06-06,-9
2020-06-07,-7
2020-06-08,-5
2020-06-09,-3
2020-06-10,-4
2020-06-11,-3
2020-06-12,-4
2020-06-13,-10
2020-06-14,-7
2020-06-15,-7
2020-06-16,-4
2020-06-17,-6
2020-06-18,-7
2020-06-19,-7
2020-06-20,-10
2020-06-21,-9
2020-06-22,-5
2020-06-23,-5
2020-06-24,-6
2020-06-25,-3
2020-06-26,-1
2020-06-27,-10
2020-06-28,-11
2020-06-29,-7
2020-06-30,-4
2020-07-01,-7
2020-07-02,-7
2020-07-03,-9
2020-07-04,-9
2020-07-05,14
2020-07-06,6
2020-07-07,-3
2020-07-08,-6
2020-07-09,-7
2020-07-10,-8
2020-07-11,-11
2020-07-12,-13
2020-07-13,-7
2020-07-14,-5
2020-07-15,-7
2020-07-16,-6
2020-07-17,-7
2020-07-18,-9
2020-07-19,-7
2020-07-20,-2
2020-07-21,-7
2020-07-22,-9
2020-07-23,-7
2020-07-24,-5
2020-07-25,-4
2020-07-26,8
2020-07-27,13
2020-07-28,0
2020-07-29,-8
2020-07-30,-4
2020-07-31,-9
2020-08-01,-15
2020-08-02,-20
2020-08-03,-11
2020-08-04,-6
2020-08-05,-11
2020-08-06,-11
2020-08-07,-6
2020-08-08,-8
2020-08-09,-7
2020-08-10,-5
2020-08-11,-5
2020-08-12,-1
2020-08-13,-6
2020-08-14,-9
2020-08-15,-14
2020-08-16,-17
2020-08-17,-6
2020-08-18,2
2020-08-19,-4
2020-08-20,-6
2020-08-21,-9
2020-08-22,-13
2020-08-23,-12
2020-08-24,-9
2020-08-25,-4
2020-08-26,-5
2020-08-27,-3
2020-08-28,-4
2020-08-29,-9
2020-08-30,-7
2020-08-31,-4
2020-09-01,-3
2020-09-02,2
2020-09-03,-4
2020-09-04,3
2020-09-05,3
2020-09-06,5
2020-09-07,-3
2020-09-08,-8
2020-09-09,-9
2020-09-10,-5
2020-09-11,-7
2020-09-12,-12
2020-09-13,-10
2020-09-14,-11
2020-09-15,-11
2020-09-16,-10
2020-09-17,-6
2020-09-18,-14
2020-09-19,-19
2020-09-20,-19
2020-09-21,-14
2020-09-22,-15
2020-09-23,-19
2020-09-24,-15
2020-09-25,-14
2020-09-26,-16
2020-09-27,-12
2020-09-28,-16
2020-09-29,-17
2020-09-30,-18
2020-10-01,-23
2020-10-02,-2
2020-10-03,-18
2020-10-04,-25
2020-10-05,-31
2020-10-06,-29
2020-10-07,-31
2020-10-08,-26
2020-10-09,-24
2020-10-10,-25
2020-10-11,-22
2020-10-12,-25
2020-10-13,-24
2020-10-14,-30
2020-10-15,-29
2020-10-16,-32
2020-10-17,-33
2020-10-18,-33
2020-10-19,-34
2020-10-20,-33
2020-10-21,-29
2020-10-22,-24
2020-10-23,-15
2020-10-24,-18
2020-10-25,-22
2020-10-26,-27
2020-10-27,-27
2020-10-28,-34
2020-10-29,-35
2020-10-30,-32
2020-10-31,-27
2020-11-01,-32
2020-11-02,-36
2020-11-03,-35
2020-11-04,-34
2020-11-05,-30
2020-11-06,-29
2020-11-07,-29
2020-11-08,-28
2020-11-09,-33
2020-11-10,-32
2020-11-11,-32
2020-11-12,-29
2020-11-13,-27
2020-11-14,-28
2020-11-15,-25
2020-11-16,-28
2020-11-17,-25
2020-11-18,-25
2020-11-19,-16
2020-11-20,-10
2020-11-21,-19
2020-11-22,-22
2020-11-23,-27
2020-11-24,-24
2020-11-25,-24
2020-11-26,-20
2020-11-27,-18
2020-11-28,-21
2020-11-29,-23
2020-11-30,-29
2020-12-01,-28
2020-12-02,-20
2020-12-03,-27
2020-12-04,-23
2020-12-05,-20
2020-12-06,-18
2020-12-07,-26
2020-12-08,-27
2020-12-09,-21
2020-12-10,-5
2020-12-11,-2
2020-12-12,-14
2020-12-13,-17
2020-12-14,-22
2020-12-15,-19
2020-12-16,-16
2020-12-17,-12
2020-12-18,-13
2020-12-19,-19
2020-12-20,-16
2020-12-21,-20
2020-12-22,-17
2020-12-23,-18
2020-12-24,-15
2020-12-25,-13
2020-12-26,-18
2020-12-27,-10
2020-12-28,-15
2020-12-29,-10
2020-12-30,-8
2020-12-31,11
2021-01-01,13
2021-01-02,-6
2021-01-03,-13
2021-01-04,-22
2021-01-05,-22
2021-01-06,-22
2021-01-07,-21
2021-01-08,-22
2021-01-09,-27
2021-01-10,-23
2021-01-11,-26
2021-01-12,-23
2021-01-13,-25
2021-01-14,-28
2021-01-15,-30
2021-01-16,-36
2021-01-17,-32
2021-01-18,-34
2021-01-19,-32
2021-01-20,-31
2021-01-21,-30
2021-01-22,-28
2021-01-23,-31
2021-01-24,-28
2021-01-25,-31
2021-01-26,-30
2021-01-27,-29
2021-01-28,-27
2021-01-29,-29
2021-01-30,-33
2021-01-31,-32
2021-02-01,-37
2021-02-02,-35
2021-02-03,-36
2021-02-04,-34
2021-02-05,-32
2021-02-06,-34
2021-02-07,-29
2021-02-08,-39
2021-02-09,-38
2021-02-10,-33
2021-02-11,-31
2021-02-12,-30
2021-02-13,-34
2021-02-14,-27
2021-02-15,-42
2021-02-16,-43
2021-02-17,-43
2021-02-18,-40
2021-02-19,-40
2021-02-20,-41
2021-02-21,-38
2021-02-22,-43
2021-02-23,-41
2021-02-24,-39
2021-02-25,-37
2021-02-26,-28
2021-02-27,-31
2021-02-28,-34
2021-03-01,-43
2021-03-02,-41
2021-03-03,-42
2021-03-04,-39
2021-03-05,-35
2021-03-06,-32
2021-03-07,-27
2021-03-08,-28
2021-03-09,-41
2021-03-10,-40
2021-03-11,-37
2021-03-12,-37
2021-03-13,-37
2021-03-14,-35
2021-03-15,-42
2021-03-16,-41
2021-03-17,-40
2021-03-18,-39
2021-03-19,-35
2021-03-20,-33
2021-03-21,-34
2021-03-22,-41
2021-03-23,-41
2021-03-24,-40
2021-03-25,-37
2021-03-26,-33
2021-03-27,-35
2021-03-28,-34
2021-03-29,-43
2021-03-30,-40
2021-03-31,-38
2021-04-01,-37
2021-04-02,-35
2021-04-03,-35
2021-04-04,-41
2021-04-05,-41
2021-04-06,-40
2021-04-07,-38
2021-04-08,-35
2021-04-09,-33
2021-04-10,-34
2021-04-11,-28
2021-04-12,-26
2021-04-13,-20
2021-04-14,-14
2021-04-15,-11
2021-04-16,-22
2021-04-17,-35
2021-04-18,-41
2021-04-19,-44
2021-04-20,-44
2021-04-21,-44
2021-04-22,-45
2021-04-23,-48
2021-04-24,-54
2021-04-25,-54
2021-04-26,-55
