dates,incrementalcount_medicaltest_conditioncovid_19
2020-05-07,333
2020-05-08,600
2020-05-09,852
2020-05-10,279
2020-05-11,726
2020-05-12,460
2020-05-13,133
2020-05-16,874
2020-05-17,289
2020-05-18,540
2020-05-19,1071
2020-05-20,443
2020-05-21,466
2020-05-22,110
2020-05-23,142
2020-05-24,219
2020-05-25,210
2020-05-28,186
2020-05-29,420
2020-05-30,666
2020-05-31,546
2020-06-01,637
2020-06-02,581
2020-06-03,722
2020-06-04,390
2020-06-05,598
2020-06-06,354
2020-06-07,153
2020-06-08,394
2020-06-09,352
2020-06-10,552
2020-06-11,267
2020-06-12,465
2020-06-13,473
2020-06-14,96
2020-06-15,507
2020-06-16,251
2020-06-17,427
2020-06-18,524
2020-06-19,302
2020-06-20,334
2020-06-21,406
2020-06-22,364
2020-06-23,378
2020-06-24,654
2020-06-25,435
2020-06-26,489
2020-06-27,464
2020-06-28,458
2020-06-29,272
2020-06-30,340
2020-07-01,380
2020-07-02,522
2020-07-03,499
2020-07-04,733
2020-07-05,411
2020-07-06,312
2020-07-07,592
2020-07-08,606
2020-07-09,580
2020-07-10,659
2020-07-11,394
2020-07-12,517
2020-07-13,412
2020-07-14,693
2020-07-15,603
2020-07-16,492
2020-07-17,979
2020-07-18,541
2020-07-19,802
2020-07-20,502
2020-07-21,592
2020-07-22,1076
2020-07-23,1248
2020-07-24,5055
2020-07-25,2096
2020-07-26,1339
2020-07-27,1485
2020-07-28,1169
2020-07-29,1791
2020-07-30,1340
2020-07-31,1001
2020-08-01,1445
2020-08-02,1608
2020-08-03,1449
2020-08-04,1080
2020-08-05,1660
2020-08-06,768
2020-08-07,961
2020-08-08,1212
2020-08-09,1293
2020-08-10,2816
2020-08-11,1795
2020-08-12,1411
2020-08-13,1108
2020-08-14,1211
2020-08-15,1389
2020-08-16,1546
2020-08-17,898
2020-08-18,1229
2020-08-19,1618
2020-08-20,1256
2020-08-21,1810
2020-08-22,1001
2020-08-23,852
2020-08-24,770
2020-08-25,1574
2020-08-26,878
2020-08-27,951
2020-08-28,1551
2020-08-29,1114
2020-08-30,602
2020-08-31,836
2020-09-01,1013
2020-09-02,939
2020-09-03,1095
2020-09-04,919
2020-09-07,416
2020-09-08,521
2020-09-09,1053
2020-09-10,969
2020-09-11,1051
2020-09-12,1189
2020-09-13,367
2020-09-14,349
2020-09-15,404
2020-09-16,647
2020-09-17,1011
2020-09-18,755
2020-09-19,539
2020-09-20,628
2020-09-21,263
2020-09-22,637
2020-09-23,630
2020-09-24,721
2020-09-25,667
2020-09-26,543
2020-09-27,238
2020-09-28,504
2020-09-29,467
2020-09-30,467
2020-10-01,1039
2020-10-02,692
2020-10-03,421
2020-10-04,217
2020-10-05,929
2020-10-06,899
2020-10-07,759
2020-10-08,929
2020-10-09,123
2020-10-10,604
2020-10-11,597
2020-10-12,481
2020-10-13,588
2020-10-14,615
2020-10-15,818
2020-10-16,615
2020-10-17,804
2020-10-18,263
2020-10-19,564
2020-10-20,791
2020-10-21,805
2020-10-22,827
2020-10-23,1039
2020-10-24,626
2020-10-25,816
2020-10-26,698
2020-10-27,1050
2020-10-28,571
2020-10-29,1143
2020-10-30,911
2020-10-31,681
2020-11-01,574
2020-11-02,610
2020-11-03,745
2020-11-04,854
2020-11-05,855
2020-11-06,756
2020-11-07,687
2020-11-08,582
2020-11-09,697
2020-11-10,1151
2020-11-11,613
2020-11-12,1086
2020-11-13,1092
2020-11-14,580
2020-11-15,960
2020-11-16,848
2020-11-17,875
2020-11-18,1246
2020-11-19,1123
2020-11-20,950
2020-11-21,604
2020-11-22,1404
2020-11-23,555
2020-11-24,923
2020-11-25,1073
2020-11-26,1770
2020-11-27,907
2020-11-28,1721
2020-11-29,965
2020-11-30,797
2020-12-01,1029
2020-12-02,1862
2020-12-03,1294
2020-12-04,1722
2020-12-05,1577
2020-12-06,548
2020-12-07,1270
2020-12-08,1965
2020-12-09,1541
2020-12-10,1703
2020-12-11,1444
2020-12-12,1364
2020-12-13,1187
2020-12-14,1626
2020-12-15,559
2020-12-16,1352
2020-12-17,1959
2020-12-18,2155
2020-12-19,1581
2020-12-20,2144
2020-12-21,1205
2020-12-22,1425
2020-12-23,1501
2020-12-24,1870
2020-12-25,1700
2020-12-26,1184
2020-12-27,1015
2020-12-28,951
2020-12-29,2373
2020-12-30,2462
2020-12-31,1677
2021-01-01,3679
2021-01-02,1834
2021-01-03,3313
2021-01-04,1874
2021-01-05,4880
2021-01-06,4696
2021-01-07,3826
2021-01-08,2746
2021-01-09,3010
2021-01-10,4936
2021-01-11,1518
2021-01-12,4462
2021-01-13,3507
2021-01-14,3106
2021-01-15,3386
2021-01-16,3570
2021-01-17,1485
2021-01-18,3829
2021-01-19,4725
2021-01-20,4418
2021-01-21,3257
2021-01-22,3829
2021-01-23,2545
2021-01-24,2311
2021-01-25,2374
2021-01-26,3061
2021-01-27,3666
2021-01-28,4164
2021-01-29,4252
2021-01-30,1985
2021-01-31,1762
2021-02-01,2433
2021-02-02,4160
2021-02-03,2829
2021-02-04,3076
2021-02-05,2645
2021-02-06,2086
2021-02-07,1064
2021-02-08,2557
2021-02-09,2447
2021-02-10,3561
2021-02-11,2237
2021-02-12,2081
2021-02-13,1318
2021-02-14,2079
2021-02-15,1481
2021-02-16,3130
2021-02-17,2063
2021-02-18,3978
2021-02-19,2385
2021-02-20,1436
2021-02-21,1212
2021-02-22,1643
2021-02-23,1873
2021-02-24,1804
2021-02-25,2965
2021-02-26,2141
2021-02-27,1302
2021-02-28,914
2021-03-01,2041
2021-03-02,2207
2021-03-03,1903
2021-03-04,2054
2021-03-05,1534
2021-03-06,1600
2021-03-07,535
2021-03-08,1764
2021-03-09,2056
2021-03-10,2164
2021-03-11,1706
2021-03-12,2109
2021-03-13,635
2021-03-14,1127
2021-03-15,1691
2021-03-16,2062
2021-03-17,1510
2021-03-18,2484
2021-03-19,2286
2021-03-20,744
2021-03-21,660
2021-03-22,2342
2021-03-23,1743
2021-03-24,3518
2021-03-25,1914
2021-03-26,3074
2021-03-27,1990
2021-03-28,1098
2021-03-29,1467
2021-03-30,2675
2021-03-31,1440
2021-04-01,2337
2021-04-02,1362
2021-04-03,1081
2021-04-04,1115
2021-04-05,1171
2021-04-06,1604
2021-04-07,3301
2021-04-08,1841
2021-04-09,2407
2021-04-10,2167
2021-04-11,1257
2021-04-12,1111
2021-04-13,1950
2021-04-14,2375
2021-04-15,2711
2021-04-16,2021
2021-04-17,2311
2021-04-18,1111
2021-04-19,1863
2021-04-20,2493
2021-04-21,1930
2021-04-22,1945
2021-04-23,1332
2021-04-24,1583
2021-04-25,1279
2021-04-26,1495
2021-04-27,2355
2021-04-28,2025
2021-04-29,2184
2021-04-30,1994
2021-05-01,1846
2021-05-02,1133
2021-05-03,1895
2021-05-04,1516
2021-05-05,2822
2021-05-06,3360
2021-05-07,1401
2021-05-08,1770
2021-05-09,1300
2021-05-10,2096
2021-05-11,2118
2021-05-12,1839
2021-05-13,2461
2021-05-14,1731
2021-05-15,2022
2021-05-16,910
2021-05-17,1834
2021-05-18,2154
2021-05-19,3113
2021-05-20,2134
2021-05-21,1842
