dates,covid19mobilitytrend_park
2020-02-15,-1
2020-02-16,-6
2020-02-17,-1
2020-02-18,0
2020-02-19,-4
2020-02-20,-2
2020-02-21,-19
2020-02-22,1
2020-02-23,-3
2020-02-24,-8
2020-02-25,-5
2020-02-26,-2
2020-02-27,-3
2020-02-28,-5
2020-02-29,-1
2020-03-01,-4
2020-03-02,-5
2020-03-03,-8
2020-03-04,-3
2020-03-05,-2
2020-03-06,-5
2020-03-07,0
2020-03-08,1
2020-03-09,-2
2020-03-10,-1
2020-03-11,-3
2020-03-12,1
2020-03-13,-4
2020-03-14,7
2020-03-15,-3
2020-03-16,-3
2020-03-17,-7
2020-03-18,-10
2020-03-19,-9
2020-03-20,-11
2020-03-21,-6
2020-03-22,-11
2020-03-23,-9
2020-03-24,-13
2020-03-25,-16
2020-03-26,-19
2020-03-27,-32
2020-03-28,-14
2020-03-29,-4
2020-03-30,-51
2020-03-31,-51
2020-04-01,-47
2020-04-02,-53
2020-04-03,-55
2020-04-04,-52
2020-04-05,-47
2020-04-06,-48
2020-04-07,-49
2020-04-08,-51
2020-04-09,-47
2020-04-10,-53
2020-04-11,-48
2020-04-12,-45
2020-04-13,-51
2020-04-14,-47
2020-04-15,-51
2020-04-16,-48
2020-04-17,-47
2020-04-18,-52
2020-04-19,-43
2020-04-20,-46
2020-04-21,-43
2020-04-22,-42
2020-04-23,-42
2020-04-24,-46
2020-04-25,-41
2020-04-26,-35
2020-04-27,-39
2020-04-28,-36
2020-04-29,-38
2020-04-30,-37
2020-05-01,-44
2020-05-02,-39
2020-05-03,-33
2020-05-04,-31
2020-05-05,-30
2020-05-06,-31
2020-05-07,-34
2020-05-08,-35
2020-05-09,-30
2020-05-10,-29
2020-05-11,-27
2020-05-12,-30
2020-05-13,-27
2020-05-14,-29
2020-05-15,-27
2020-05-16,-26
2020-05-17,-24
2020-05-18,-21
2020-05-19,-22
2020-05-20,-21
2020-05-21,-22
2020-05-22,-22
2020-05-23,-17
2020-05-24,-18
2020-05-25,-32
2020-05-26,-17
2020-05-27,-15
2020-05-28,-18
2020-05-29,-19
2020-05-30,-16
2020-05-31,-17
2020-06-01,-12
2020-06-02,-20
2020-06-03,-17
2020-06-04,-16
2020-06-05,-20
2020-06-06,-16
2020-06-07,-17
2020-06-08,-11
2020-06-09,-14
2020-06-10,-12
2020-06-11,-12
2020-06-12,-15
2020-06-13,-16
2020-06-14,-13
2020-06-15,-13
2020-06-16,-19
2020-06-17,-15
2020-06-18,-10
2020-06-19,-13
2020-06-20,-11
2020-06-21,-6
2020-06-22,-6
2020-06-23,-10
2020-06-24,-6
2020-06-25,-10
2020-06-26,-6
2020-06-27,-9
2020-06-28,-5
2020-06-29,-7
2020-06-30,-6
2020-07-01,-7
2020-07-02,-7
2020-07-03,-7
2020-07-04,-1
2020-07-05,3
2020-07-06,-3
2020-07-07,-4
2020-07-08,-7
2020-07-09,-7
2020-07-10,-8
2020-07-11,-2
2020-07-12,-3
2020-07-13,-3
2020-07-14,-3
2020-07-15,-4
2020-07-16,-7
2020-07-17,-6
2020-07-18,-3
2020-07-19,3
2020-07-20,-6
2020-07-21,-3
2020-07-22,-13
2020-07-23,-12
2020-07-24,-23
2020-07-25,-6
2020-07-26,-9
2020-07-27,-8
2020-07-28,-10
2020-07-29,-6
2020-07-30,-11
2020-07-31,-45
2020-08-01,-22
2020-08-02,-12
2020-08-03,-6
2020-08-04,-4
2020-08-05,-6
2020-08-06,-4
2020-08-07,-1
2020-08-08,2
2020-08-09,4
2020-08-10,-10
