dates,covid19mobilitytrend_park
2020-02-15,-26
2020-02-16,-35
2020-02-17,-14
2020-02-18,-11
2020-02-19,-11
2020-02-20,-12
2020-02-21,-14
2020-02-22,-5
2020-02-23,-7
2020-02-24,-10
2020-02-25,-9
2020-02-26,-8
2020-02-27,-14
2020-02-28,-13
2020-02-29,-6
2020-03-01,-5
2020-03-02,-14
2020-03-03,-9
2020-03-04,-21
2020-03-05,-18
2020-03-06,-12
2020-03-07,-4
2020-03-08,-10
2020-03-09,-13
2020-03-10,-3
2020-03-11,-14
2020-03-12,-13
2020-03-13,-12
2020-03-14,-4
2020-03-15,1
2020-03-16,-1
2020-03-17,-7
2020-03-18,-25
2020-03-19,-23
2020-03-20,-20
2020-03-21,-20
2020-03-22,-11
2020-03-23,-10
2020-03-24,-12
2020-03-25,-12
2020-03-26,-21
2020-03-27,-16
2020-03-28,-38
2020-03-29,-43
2020-03-30,-39
2020-03-31,-38
2020-04-01,-24
2020-04-02,-23
2020-04-03,-25
2020-04-04,-25
2020-04-05,-52
2020-04-06,-43
2020-04-07,-18
2020-04-08,-13
2020-04-09,-7
2020-04-10,0
2020-04-11,-21
2020-04-12,-9
2020-04-13,13
2020-04-14,-10
2020-04-15,-7
2020-04-16,-7
2020-04-17,-10
2020-04-18,-13
2020-04-19,-16
2020-04-20,-11
2020-04-21,-12
2020-04-22,-39
2020-04-23,-27
2020-04-24,-28
2020-04-25,-18
2020-04-26,-15
2020-04-27,-8
2020-04-28,-7
2020-04-29,-5
2020-04-30,15
2020-05-01,13
2020-05-02,-8
2020-05-03,-13
2020-05-04,-10
2020-05-05,-10
2020-05-06,-11
2020-05-07,-11
2020-05-08,-15
2020-05-09,-16
2020-05-10,-20
2020-05-11,-16
2020-05-12,-19
2020-05-13,-16
2020-05-14,-17
2020-05-15,-14
2020-05-16,-12
2020-05-17,-15
2020-05-18,-32
2020-05-19,-16
2020-05-20,-19
2020-05-21,-31
2020-05-22,-26
2020-05-23,-21
2020-05-24,-9
2020-05-25,-25
2020-05-26,-23
2020-05-27,-18
2020-05-28,-17
2020-05-29,-17
2020-05-30,-45
2020-05-31,-20
2020-06-01,-14
2020-06-02,-19
2020-06-03,-14
2020-06-04,-12
2020-06-05,-17
2020-06-06,-36
2020-06-07,-51
2020-06-08,-37
2020-06-09,-19
2020-06-10,-14
2020-06-11,-14
2020-06-12,-15
2020-06-13,-28
2020-06-14,-38
2020-06-15,-16
2020-06-16,-17
2020-06-17,-13
2020-06-18,-15
2020-06-19,-14
2020-06-20,-14
2020-06-21,-17
2020-06-22,-13
2020-06-23,-13
2020-06-24,-9
2020-06-25,8
2020-06-26,-13
2020-06-27,-17
2020-06-28,-16
2020-06-29,-12
2020-06-30,-8
2020-07-01,4
2020-07-02,-18
2020-07-03,-23
2020-07-04,-18
2020-07-05,-19
2020-07-06,-12
2020-07-07,-10
2020-07-08,-12
2020-07-09,-14
2020-07-10,-17
2020-07-11,-20
2020-07-12,-25
2020-07-13,-17
2020-07-14,-19
2020-07-15,-22
2020-07-16,-23
2020-07-17,-24
2020-07-18,-28
2020-07-19,-34
2020-07-20,-26
2020-07-21,-26
2020-07-22,-26
2020-07-23,-29
2020-07-24,-30
2020-07-25,-35
2020-07-26,-41
2020-07-27,-29
2020-07-28,-29
2020-07-29,-34
2020-07-30,-35
2020-07-31,-49
2020-08-01,-52
2020-08-02,-53
2020-08-03,-41
2020-08-04,-31
2020-08-05,-40
2020-08-06,-30
2020-08-07,-30
2020-08-08,-31
2020-08-09,-36
2020-08-10,-26
2020-08-11,-26
2020-08-12,-39
2020-08-13,-32
2020-08-14,-30
2020-08-15,-30
2020-08-16,-34
2020-08-17,-30
2020-08-18,-41
2020-08-19,-51
2020-08-20,-27
2020-08-21,-27
2020-08-22,-29
2020-08-23,-31
2020-08-24,-25
2020-08-25,-25
2020-08-26,-29
2020-08-27,-30
2020-08-28,-26
2020-08-29,-27
2020-08-30,-29
2020-08-31,-23
2020-09-01,-28
2020-09-02,-28
2020-09-03,-28
2020-09-04,-27
2020-09-05,-30
2020-09-06,-28
2020-09-07,-27
2020-09-08,-35
2020-09-09,-27
2020-09-10,-30
2020-09-11,-25
2020-09-12,-31
2020-09-13,-26
2020-09-14,-25
2020-09-15,-41
2020-09-16,-25
2020-09-17,-34
2020-09-18,-35
2020-09-19,-35
2020-09-20,-27
2020-09-21,-35
2020-09-22,-24
2020-09-23,-25
2020-09-24,-28
2020-09-25,-26
2020-09-26,-23
2020-09-27,-27
2020-09-28,-28
2020-09-29,-26
2020-09-30,-25
2020-10-01,9
2020-10-02,8
2020-10-03,-15
2020-10-04,-17
2020-10-05,-22
2020-10-06,-16
2020-10-07,-16
2020-10-08,-16
2020-10-09,-17
2020-10-10,-15
2020-10-11,-15
2020-10-12,-16
2020-10-13,-73
2020-10-14,-23
2020-10-15,-15
2020-10-16,-15
2020-10-17,-14
2020-10-18,-13
2020-10-19,-13
2020-10-20,-13
2020-10-21,-12
2020-10-22,-12
2020-10-23,-14
2020-10-24,-13
2020-10-25,0
2020-10-26,21
2020-10-27,-12
