dates,covid19mobilitytrend_park
2020-02-15,-4
2020-02-16,5
2020-02-17,4
2020-02-18,7
2020-02-19,8
2020-02-20,6
2020-02-21,2
2020-02-22,2
2020-02-23,7
2020-02-24,-14
2020-02-25,3
2020-02-26,13
2020-02-27,-8
2020-02-28,2
2020-02-29,5
2020-03-01,8
2020-03-02,1
2020-03-03,13
2020-03-04,15
2020-03-05,-3
2020-03-06,12
2020-03-07,23
2020-03-08,16
2020-03-09,5
2020-03-10,0
2020-03-11,0
2020-03-12,11
2020-03-13,-1
2020-03-14,-9
2020-03-15,-29
2020-03-16,-18
2020-03-17,-27
2020-03-18,-25
2020-03-19,-19
2020-03-20,-25
2020-03-21,-32
2020-03-22,-55
2020-03-23,-40
2020-03-24,-42
2020-03-25,-45
2020-03-26,-39
2020-03-27,-41
2020-03-28,-43
2020-03-29,-43
2020-03-30,-42
2020-03-31,-47
2020-04-01,-42
2020-04-02,-38
2020-04-03,-39
2020-04-04,-42
2020-04-05,-46
2020-04-06,-33
2020-04-07,-31
2020-04-08,-33
2020-04-09,-31
2020-04-10,-37
2020-04-11,-37
2020-04-12,-40
2020-04-13,-33
2020-04-14,-37
2020-04-15,-34
2020-04-16,-24
2020-04-17,-25
2020-04-18,-38
2020-04-19,-45
2020-04-20,-41
2020-04-21,-38
2020-04-22,-35
2020-04-23,-28
2020-04-24,-30
2020-04-25,-34
2020-04-26,-44
2020-04-27,-17
2020-04-28,-14
2020-04-29,-11
2020-04-30,-14
2020-05-01,-24
2020-05-02,-32
2020-05-03,-22
2020-05-04,-11
2020-05-05,-6
2020-05-06,-22
2020-05-07,-28
2020-05-08,-10
2020-05-09,4
2020-05-10,11
2020-05-11,8
2020-05-12,-11
2020-05-13,3
2020-05-14,6
2020-05-15,6
2020-05-16,2
2020-05-17,-19
2020-05-18,18
2020-05-19,19
2020-05-20,-13
2020-05-21,11
2020-05-22,4
2020-05-23,-3
2020-05-24,-11
2020-05-25,12
2020-05-26,7
2020-05-27,7
2020-05-28,-20
2020-05-29,-13
2020-05-30,-13
2020-05-31,-12
2020-06-01,6
2020-06-02,17
2020-06-03,23
2020-06-04,26
2020-06-05,18
2020-06-06,16
2020-06-07,19
2020-06-08,22
2020-06-09,21
2020-06-10,23
2020-06-11,22
2020-06-12,9
2020-06-13,8
2020-06-14,-6
2020-06-15,22
2020-06-16,18
2020-06-17,13
2020-06-18,17
2020-06-19,5
2020-06-20,2
2020-06-21,14
2020-06-22,14
2020-06-23,23
2020-06-24,13
2020-06-25,30
2020-06-26,21
2020-06-27,17
2020-06-28,18
2020-06-29,23
2020-06-30,23
2020-07-01,24
2020-07-02,25
2020-07-03,19
2020-07-04,15
2020-07-05,19
2020-07-06,23
2020-07-07,10
2020-07-08,21
2020-07-09,25
2020-07-10,18
2020-07-11,19
2020-07-12,19
2020-07-13,12
2020-07-14,23
2020-07-15,25
2020-07-16,14
2020-07-17,21
2020-07-18,21
2020-07-19,22
2020-07-20,20
2020-07-21,26
2020-07-22,25
2020-07-23,27
2020-07-24,21
2020-07-25,24
2020-07-26,31
2020-07-27,27
2020-07-28,32
2020-07-29,25
2020-07-30,25
2020-07-31,10
2020-08-01,23
2020-08-02,33
2020-08-03,30
2020-08-04,37
2020-08-05,27
2020-08-06,31
2020-08-07,22
2020-08-08,23
2020-08-09,33
2020-08-10,29
2020-08-11,30
2020-08-12,30
2020-08-13,35
2020-08-14,28
2020-08-15,21
2020-08-16,35
2020-08-17,30
2020-08-18,27
2020-08-19,33
2020-08-20,29
2020-08-21,23
2020-08-22,23
2020-08-23,33
2020-08-24,24
2020-08-25,21
2020-08-26,28
2020-08-27,29
2020-08-28,27
2020-08-29,19
2020-08-30,29
2020-08-31,29
2020-09-01,29
2020-09-02,30
2020-09-03,20
2020-09-04,10
2020-09-05,16
2020-09-06,26
2020-09-07,24
2020-09-08,18
2020-09-09,17
2020-09-10,25
2020-09-11,25
2020-09-12,21
2020-09-13,27
2020-09-14,23
2020-09-15,21
2020-09-16,20
2020-09-17,23
2020-09-18,11
2020-09-19,15
2020-09-20,19
2020-09-21,19
2020-09-22,6
2020-09-23,-2
2020-09-24,0
2020-09-25,-1
2020-09-26,-5
2020-09-27,3
2020-09-28,-1
2020-09-29,-21
2020-09-30,-5
2020-10-01,-3
2020-10-02,-4
2020-10-03,-3
2020-10-04,3
2020-10-05,-3
2020-10-06,-9
2020-10-07,-3
2020-10-08,-15
2020-10-09,-5
2020-10-10,-2
2020-10-11,7
2020-10-12,-1
2020-10-13,-9
2020-10-14,14
