dates,covid19mobilitytrend_park
2020-02-15,-6
2020-02-16,0
2020-02-17,3
2020-02-18,3
2020-02-19,1
2020-02-20,0
2020-02-21,2
2020-02-22,7
2020-02-23,14
2020-02-24,-1
2020-02-25,1
2020-02-26,-3
2020-02-27,0
2020-02-28,5
2020-02-29,7
2020-03-01,12
2020-03-02,8
2020-03-03,3
2020-03-04,4
2020-03-05,3
2020-03-06,-1
2020-03-07,5
2020-03-08,13
2020-03-09,1
2020-03-10,1
2020-03-11,2
2020-03-12,6
2020-03-13,0
2020-03-14,-4
2020-03-15,-10
2020-03-16,-8
2020-03-17,-16
2020-03-18,-14
2020-03-19,-15
2020-03-20,-18
2020-03-21,-17
2020-03-22,-29
2020-03-23,-22
2020-03-24,-31
2020-03-25,-24
2020-03-26,-25
2020-03-27,-22
2020-03-28,-29
2020-03-29,-30
2020-03-30,-29
2020-03-31,-27
2020-04-01,-19
2020-04-02,-75
2020-04-03,-70
2020-04-04,-67
2020-04-05,-65
2020-04-06,-61
2020-04-07,-61
2020-04-08,-61
2020-04-09,-57
2020-04-10,-80
2020-04-11,-56
2020-04-12,-60
2020-04-13,-62
2020-04-14,-59
2020-04-15,-59
2020-04-16,-55
2020-04-17,-55
2020-04-18,-54
2020-04-19,-55
2020-04-20,-49
2020-04-21,-53
2020-04-22,-53
2020-04-23,-39
2020-04-24,-40
2020-04-25,-38
2020-04-26,-42
2020-04-27,-39
2020-04-28,-40
2020-04-29,-38
2020-04-30,-39
2020-05-01,-35
2020-05-02,-32
2020-05-03,-41
2020-05-04,-40
2020-05-05,-34
2020-05-06,-27
2020-05-07,-31
2020-05-08,-26
2020-05-09,-25
2020-05-10,-28
2020-05-11,-29
2020-05-12,-31
2020-05-13,-28
2020-05-14,-23
2020-05-15,-19
2020-05-16,-18
2020-05-17,-16
2020-05-18,-20
2020-05-19,-24
2020-05-20,-22
2020-05-21,-22
2020-05-22,-18
2020-05-23,-16
2020-05-24,-10
2020-05-25,-16
2020-05-26,-23
2020-05-27,-19
2020-05-28,-22
2020-05-29,-14
2020-05-30,-8
2020-05-31,-11
2020-06-01,-19
2020-06-02,-20
2020-06-03,-21
2020-06-04,-24
2020-06-05,-16
2020-06-06,-15
2020-06-07,-5
2020-06-08,-15
2020-06-09,-24
2020-06-10,-24
2020-06-11,-17
2020-06-12,-10
2020-06-13,-9
2020-06-14,-5
2020-06-15,-9
2020-06-16,-18
2020-06-17,-13
2020-06-18,-18
2020-06-19,-11
2020-06-20,-5
2020-06-21,-3
2020-06-22,-13
2020-06-23,-14
2020-06-24,-15
2020-06-25,-19
2020-06-26,-13
2020-06-27,-11
2020-06-28,-3
2020-06-29,-6
2020-06-30,-12
2020-07-01,-12
2020-07-02,-12
2020-07-03,-5
2020-07-04,-8
2020-07-05,-3
2020-07-06,-9
2020-07-07,-23
2020-07-08,-15
2020-07-09,-15
2020-07-10,-8
2020-07-11,-14
2020-07-12,-10
2020-07-13,-6
2020-07-14,-15
2020-07-15,-10
2020-07-16,-10
2020-07-17,-6
2020-07-18,-5
2020-07-19,-7
2020-07-20,-8
2020-07-21,-13
2020-07-22,-15
2020-07-23,-23
2020-07-24,-13
2020-07-25,-11
2020-07-26,-7
2020-07-27,-15
2020-07-28,-13
2020-07-29,-53
2020-07-30,-22
2020-07-31,-5
2020-08-01,-8
2020-08-02,-6
2020-08-03,-11
2020-08-04,-20
2020-08-05,-15
2020-08-06,-13
2020-08-07,-9
2020-08-08,-4
2020-08-09,-6
