dates,covid19mobilitytrend_transporthub
2020-02-15,2
2020-02-16,1
2020-02-17,2
2020-02-18,1
2020-02-19,0
2020-02-20,0
2020-02-21,1
2020-02-22,-1
2020-02-23,-2
2020-02-24,0
2020-02-25,0
2020-02-26,-3
2020-02-27,-2
2020-02-28,2
2020-02-29,4
2020-03-01,1
2020-03-02,3
2020-03-03,1
2020-03-04,-1
2020-03-05,-1
2020-03-06,-1
2020-03-07,-4
2020-03-08,-7
2020-03-09,-2
2020-03-10,-5
2020-03-11,-9
2020-03-12,-11
2020-03-13,-10
2020-03-14,-13
2020-03-15,-19
2020-03-16,-17
2020-03-17,-26
2020-03-18,-33
2020-03-19,-41
2020-03-20,-47
2020-03-21,-55
2020-03-22,-63
2020-03-23,-53
2020-03-24,-56
2020-03-25,-57
2020-03-26,-58
2020-03-27,-57
2020-03-28,-61
2020-03-29,-68
2020-03-30,-56
2020-03-31,-55
2020-04-01,-56
2020-04-02,-55
2020-04-03,-57
2020-04-04,-67
2020-04-05,-70
2020-04-06,-67
2020-04-07,-67
2020-04-08,-81
2020-04-09,-89
2020-04-10,-91
2020-04-11,-85
2020-04-12,-83
2020-04-13,-53
2020-04-14,-55
2020-04-15,-55
2020-04-16,-53
2020-04-17,-53
2020-04-18,-63
2020-04-19,-69
2020-04-20,-50
2020-04-21,-52
2020-04-22,-53
2020-04-23,-54
2020-04-24,-53
2020-04-25,-61
2020-04-26,-66
2020-04-27,-49
2020-04-28,-50
2020-04-29,-51
2020-04-30,-46
2020-05-01,-58
2020-05-02,-57
2020-05-03,-60
2020-05-04,-43
2020-05-05,-46
2020-05-06,-46
2020-05-07,-48
2020-05-08,-45
2020-05-09,-54
2020-05-10,-59
2020-05-11,-43
2020-05-12,-44
2020-05-13,-45
2020-05-14,-46
2020-05-15,-41
2020-05-16,-49
2020-05-17,-56
2020-05-18,-41
2020-05-19,-42
2020-05-20,-44
2020-05-21,-45
2020-05-22,-43
2020-05-23,-52
2020-05-24,-58
2020-05-25,-42
2020-05-26,-45
2020-05-27,-47
2020-05-28,-45
2020-05-29,-41
2020-05-30,-50
2020-05-31,-56
2020-06-01,-40
2020-06-02,-42
2020-06-03,-45
2020-06-04,-46
2020-06-05,-44
2020-06-06,-54
2020-06-07,-57
2020-06-08,-42
2020-06-09,-45
2020-06-10,-46
2020-06-11,-47
2020-06-12,-45
2020-06-13,-55
2020-06-14,-59
2020-06-15,-43
2020-06-16,-44
2020-06-17,-44
2020-06-18,-44
2020-06-19,-40
2020-06-20,-66
2020-06-21,-68
2020-06-22,-44
2020-06-23,-46
2020-06-24,-47
2020-06-25,-49
2020-06-26,-47
2020-06-27,-59
2020-06-28,-63
2020-06-29,-46
2020-06-30,-46
2020-07-01,-47
2020-07-02,-49
2020-07-03,-49
2020-07-04,-63
2020-07-05,-66
2020-07-06,-49
2020-07-07,-50
2020-07-08,-53
2020-07-09,-52
2020-07-10,-51
2020-07-11,-67
2020-07-12,-70
2020-07-13,-67
2020-07-14,-67
2020-07-15,-66
2020-07-16,-66
2020-07-17,-66
2020-07-18,-66
2020-07-19,-69
2020-07-20,-52
2020-07-21,-54
2020-07-22,-55
2020-07-23,-56
2020-07-24,-55
2020-07-25,-63
2020-07-26,-67
2020-07-27,-67
2020-07-28,-54
2020-07-29,-53
2020-07-30,-53
2020-07-31,-51
2020-08-01,-53
2020-08-02,-59
2020-08-03,-47
2020-08-04,-48
2020-08-05,-51
2020-08-06,-50
2020-08-07,-48
2020-08-08,-54
2020-08-09,-58
2020-08-10,-52
2020-08-11,-52
2020-08-12,-52
2020-08-13,-52
2020-08-14,-47
2020-08-15,-53
2020-08-16,-59
2020-08-17,-60
2020-08-18,-48
2020-08-19,-51
2020-08-20,-52
2020-08-21,-52
2020-08-22,-53
2020-08-23,-60
2020-08-24,-50
2020-08-25,-50
2020-08-26,-51
2020-08-27,-49
2020-08-28,-47
2020-08-29,-49
2020-08-30,-54
2020-08-31,-45
2020-09-01,-47
2020-09-02,-49
2020-09-03,-49
2020-09-04,-49
2020-09-05,-52
2020-09-06,-57
2020-09-07,-49
2020-09-08,-48
2020-09-09,-49
2020-09-10,-49
2020-09-11,-49
2020-09-12,-52
2020-09-13,-56
2020-09-14,-62
