dates,covid19mobilitytrend_park
2020-02-15,4
2020-02-16,-5
2020-02-17,1
2020-02-18,-1
2020-02-19,0
2020-02-20,-2
2020-02-21,-5
2020-02-22,-1
2020-02-23,-1
2020-02-24,-1
2020-02-25,-2
2020-02-26,-1
2020-02-27,-5
2020-02-28,-1
2020-02-29,3
2020-03-01,0
2020-03-02,3
2020-03-03,1
2020-03-04,0
2020-03-05,-3
2020-03-06,-5
2020-03-07,-4
2020-03-08,-8
2020-03-09,-5
2020-03-10,-7
2020-03-11,-10
2020-03-12,-13
2020-03-13,-11
2020-03-14,-12
2020-03-15,-22
2020-03-16,-16
2020-03-17,-27
2020-03-18,-33
2020-03-19,-44
2020-03-20,-50
2020-03-21,-60
2020-03-22,-69
2020-03-23,-54
2020-03-24,-58
2020-03-25,-57
2020-03-26,-58
2020-03-27,-56
2020-03-28,-62
2020-03-29,-71
2020-03-30,-53
2020-03-31,-53
2020-04-01,-54
2020-04-02,-54
2020-04-03,-57
2020-04-04,-69
2020-04-05,-74
2020-04-06,-65
2020-04-07,-65
2020-04-08,-75
2020-04-09,-83
2020-04-10,-86
2020-04-11,-82
2020-04-12,-82
2020-04-13,-52
2020-04-14,-53
2020-04-15,-52
2020-04-16,-53
2020-04-17,-53
2020-04-18,-67
2020-04-19,-73
2020-04-20,-49
2020-04-21,-53
2020-04-22,-53
2020-04-23,-55
2020-04-24,-55
2020-04-25,-65
2020-04-26,-70
2020-04-27,-49
2020-04-28,-49
2020-04-29,-51
2020-04-30,-45
2020-05-01,-54
2020-05-02,-60
2020-05-03,-66
2020-05-04,-41
2020-05-05,-44
2020-05-06,-44
2020-05-07,-49
2020-05-08,-46
2020-05-09,-58
2020-05-10,-64
2020-05-11,-41
2020-05-12,-44
2020-05-13,-43
2020-05-14,-45
2020-05-15,-40
2020-05-16,-55
2020-05-17,-62
2020-05-18,-41
2020-05-19,-42
2020-05-20,-45
2020-05-21,-48
2020-05-22,-45
2020-05-23,-56
2020-05-24,-62
2020-05-25,-44
2020-05-26,-47
2020-05-27,-49
2020-05-28,-49
2020-05-29,-44
2020-05-30,-54
2020-05-31,-62
2020-06-01,-42
2020-06-02,-44
2020-06-03,-48
2020-06-04,-48
2020-06-05,-47
2020-06-06,-58
2020-06-07,-60
2020-06-08,-41
2020-06-09,-46
2020-06-10,-47
2020-06-11,-48
2020-06-12,-46
2020-06-13,-59
2020-06-14,-61
2020-06-15,-43
2020-06-16,-45
2020-06-17,-42
2020-06-18,-43
2020-06-19,-40
2020-06-20,-70
2020-06-21,-73
2020-06-22,-42
2020-06-23,-46
2020-06-24,-47
2020-06-25,-48
2020-06-26,-47
2020-06-27,-61
2020-06-28,-64
2020-06-29,-45
2020-06-30,-43
2020-07-01,-46
2020-07-02,-49
2020-07-03,-51
2020-07-04,-64
2020-07-05,-67
2020-07-06,-47
2020-07-07,-49
2020-07-08,-51
2020-07-09,-53
2020-07-10,-53
2020-07-11,-69
2020-07-12,-72
2020-07-13,-68
2020-07-14,-66
2020-07-15,-64
2020-07-16,-63
2020-07-17,-65
2020-07-18,-65
2020-07-19,-68
2020-07-20,-51
2020-07-21,-53
2020-07-22,-55
2020-07-23,-57
2020-07-24,-55
2020-07-25,-63
2020-07-26,-63
2020-07-27,-58
2020-07-28,-54
2020-07-29,-51
2020-07-30,-50
2020-07-31,-49
2020-08-01,-50
2020-08-02,-55
2020-08-03,-44
2020-08-04,-47
2020-08-05,-50
2020-08-06,-48
2020-08-07,-46
2020-08-08,-52
2020-08-09,-56
2020-08-10,-52
2020-08-11,-52
2020-08-12,-51
2020-08-13,-52
2020-08-14,-48
2020-08-15,-52
2020-08-16,-54
2020-08-17,-51
2020-08-18,-48
2020-08-19,-52
2020-08-20,-54
2020-08-21,-55
2020-08-22,-52
2020-08-23,-58
2020-08-24,-49
2020-08-25,-49
2020-08-26,-52
2020-08-27,-49
2020-08-28,-47
2020-08-29,-47
2020-08-30,-50
2020-08-31,-41
2020-09-01,-46
2020-09-02,-47
2020-09-03,-49
2020-09-04,-48
2020-09-05,-50
2020-09-06,-53
2020-09-07,-48
2020-09-08,-48
2020-09-09,-46
2020-09-10,-47
2020-09-11,-46
2020-09-12,-49
2020-09-13,-46
2020-09-14,-46
2020-09-15,-45
2020-09-16,-44
2020-09-17,-50
2020-09-18,-49
2020-09-19,-51
2020-09-20,-54
2020-09-21,-47
2020-09-22,-51
2020-09-23,-53
2020-09-24,-56
2020-09-25,-50
2020-09-26,-52
2020-09-27,-57
2020-09-28,-50
2020-09-29,-50
