dates,incrementalcount_medicaltest_conditioncovid_19
2020-04-02,4
2020-04-13,40
2020-04-14,67
2020-04-15,119
2020-04-23,44
2020-04-24,177
2020-04-25,93
2020-04-28,55
2020-04-29,1
2020-04-30,77
2020-05-03,28
2020-05-04,11
2020-05-05,83
2020-05-10,55
2020-05-11,6
2020-05-12,12
2020-05-13,5
2020-05-16,72
2020-05-17,294
2020-05-18,145
2020-05-19,170
2020-05-24,163
2020-05-25,618
2020-05-28,287
2020-05-29,1032
2020-06-10,498
2020-06-11,991
2020-06-15,631
2020-06-16,1068
2020-07-04,748
2020-07-05,363
2020-07-08,850
2020-07-09,682
2020-07-13,766
2020-07-20,742
2020-07-23,438
2020-07-26,394
2020-08-03,380
2020-08-06,515
2020-08-07,340
2020-08-08,220
2020-08-09,154
2020-08-10,217
2020-08-11,371
2020-08-12,543
2020-08-13,332
2020-08-14,417
2020-08-15,130
2020-08-16,124
2020-08-17,406
2020-08-18,380
2020-08-19,412
2020-08-31,295
2020-09-13,146
2020-09-14,227
2020-09-15,301
2020-09-19,405
2020-09-20,267
2020-09-30,216
2020-10-01,311
2020-10-05,288
2020-10-11,91
2020-11-01,81
2020-11-02,677
2020-11-25,739
2020-12-01,746
2021-01-11,1195
2021-02-06,674
2022-01-21,4097
2022-01-25,2814
2022-01-31,2500
2022-02-01,2460
2022-02-24,2040
2022-02-27,1501
2022-03-05,1322
2022-03-06,1420
2022-03-07,1321
2022-03-11,939
2022-03-12,1362
