dates,incrementalcount_medicaltest_conditioncovid_19
2021-05-26,4710
2021-05-27,6093
2021-05-28,3904
2021-05-29,14879
2021-05-30,4203
2021-05-31,4658
2021-06-01,4686
2021-06-02,5517
2021-06-03,5785
2021-06-04,4654
2021-06-05,5394
2021-06-06,6226
2021-06-07,6101
2021-06-08,5617
2021-06-09,6832
2021-06-10,6657
2021-06-11,7117
2021-06-12,7176
2021-06-13,8920
2021-06-14,5807
2021-06-15,9649
2021-06-16,9299
2021-06-17,6379
2021-06-18,8517
2021-06-19,9754
2021-06-20,8499
2021-06-21,7305
2021-06-22,5913
2021-06-23,6207
2021-06-24,5763
2021-06-25,6966
2021-06-26,5411
2021-06-27,6040
2021-06-28,5826
2021-06-29,6534
2021-06-30,6278
2021-07-01,6576
2021-07-02,6754
2021-07-03,7253
2021-07-04,6143
2021-07-09,6433
2021-07-10,6020
2021-07-11,8370
2021-07-12,7274
2022-02-22,2334
2022-02-23,3066
2022-02-24,2665
2022-02-25,2594
2022-02-28,2066
2022-03-03,3064
2022-03-04,5268
2022-03-07,1984
2022-03-14,3334
