dates,covid19mobilitytrend_residence
2020-02-15,8
2020-02-16,8
2020-02-17,7
2020-02-18,7
2020-02-19,8
2020-02-20,7
2020-02-21,8
2020-02-22,6
2020-02-23,6
2020-02-24,7
2020-02-25,6
2020-02-26,7
2020-02-27,6
2020-02-28,7
2020-02-29,5
2020-03-01,5
2020-03-02,6
2020-03-03,6
2020-03-04,6
2020-03-05,6
2020-03-06,7
2020-03-07,6
2020-03-08,5
2020-03-09,6
2020-03-10,6
2020-03-11,7
2020-03-12,6
2020-03-13,8
2020-03-14,6
2020-03-15,6
2020-03-16,9
2020-03-17,9
2020-03-18,11
2020-03-19,12
2020-03-20,15
2020-03-21,11
2020-03-22,11
2020-03-23,12
2020-03-24,12
2020-03-25,14
2020-03-26,14
2020-03-27,18
2020-03-28,15
2020-03-29,15
2020-03-30,16
2020-03-31,15
2020-04-01,18
2020-04-02,19
2020-04-03,21
2020-04-04,15
2020-04-05,14
2020-04-06,16
2020-04-07,32
2020-04-08,39
2020-04-09,38
2020-04-10,53
2020-04-11,32
2020-04-12,27
2020-04-13,40
2020-04-14,40
2020-04-15,42
2020-04-16,42
2020-04-17,47
2020-04-18,32
2020-04-19,27
2020-04-20,41
2020-04-21,42
2020-04-22,44
2020-04-23,44
2020-04-24,49
2020-04-25,34
2020-04-26,28
2020-04-27,43
2020-04-28,42
2020-04-29,43
2020-04-30,43
2020-05-01,55
2020-05-02,33
2020-05-03,28
2020-05-04,42
2020-05-05,42
2020-05-06,43
2020-05-07,48
2020-05-08,48
2020-05-09,32
2020-05-10,27
2020-05-11,42
2020-05-12,41
2020-05-13,43
2020-05-14,41
2020-05-15,45
2020-05-16,31
2020-05-17,27
2020-05-18,41
2020-05-19,41
2020-05-20,42
2020-05-21,41
2020-05-22,46
2020-05-23,31
2020-05-24,27
2020-05-25,48
2020-05-26,40
2020-05-27,41
2020-05-28,41
2020-05-29,45
2020-05-30,31
2020-05-31,26
2020-06-01,40
2020-06-02,33
2020-06-03,35
2020-06-04,35
2020-06-05,38
2020-06-06,28
2020-06-07,24
2020-06-08,33
2020-06-09,33
2020-06-10,35
2020-06-11,34
2020-06-12,38
2020-06-13,28
2020-06-14,24
2020-06-15,33
2020-06-16,33
2020-06-17,34
2020-06-18,33
2020-06-19,31
2020-06-20,20
2020-06-21,18
2020-06-22,28
2020-06-23,28
2020-06-24,29
2020-06-25,28
2020-06-26,30
2020-06-27,18
2020-06-28,17
2020-06-29,25
2020-06-30,25
2020-07-01,25
2020-07-02,25
2020-07-03,27
2020-07-04,17
2020-07-05,15
2020-07-06,27
2020-07-07,24
2020-07-08,25
2020-07-09,23
2020-07-10,39
2020-07-11,18
2020-07-12,16
2020-07-13,25
2020-07-14,24
2020-07-15,25
2020-07-16,24
2020-07-17,26
2020-07-18,16
2020-07-19,14
2020-07-20,25
2020-07-21,25
2020-07-22,26
2020-07-23,25
2020-07-24,27
2020-07-25,15
2020-07-26,15
2020-07-27,23
2020-07-28,22
2020-07-29,22
2020-07-30,19
2020-07-31,36
2020-08-01,15
2020-08-02,14
2020-08-03,21
2020-08-04,21
2020-08-05,21
2020-08-06,20
2020-08-07,22
2020-08-08,13
2020-08-09,12
2020-08-10,33
2020-08-11,19
2020-08-12,20
2020-08-13,20
2020-08-14,22
2020-08-15,13
2020-08-16,13
2020-08-17,19
2020-08-18,18
2020-08-19,20
2020-08-20,19
2020-08-21,20
2020-08-22,12
2020-08-23,13
2020-08-24,19
2020-08-25,18
2020-08-26,19
2020-08-27,18
2020-08-28,19
2020-08-29,11
2020-08-30,11
2020-08-31,18
2020-09-01,17
2020-09-02,18
2020-09-03,17
2020-09-04,22
2020-09-05,12
2020-09-06,11
2020-09-07,19
2020-09-08,19
2020-09-09,19
2020-09-10,18
2020-09-11,21
2020-09-12,11
2020-09-13,12
2020-09-14,18
2020-09-15,17
2020-09-16,18
2020-09-17,16
2020-09-18,19
2020-09-19,10
2020-09-20,11
2020-09-21,17
2020-09-22,16
2020-09-23,17
2020-09-24,17
2020-09-25,18
2020-09-26,10
2020-09-27,11
2020-09-28,17
2020-09-29,17
2020-09-30,17
2020-10-01,16
2020-10-02,18
2020-10-03,10
2020-10-04,10
2020-10-05,16
2020-10-06,16
2020-10-07,16
2020-10-08,16
2020-10-09,18
2020-10-10,10
2020-10-11,10
2020-10-12,16
2020-10-13,16
2020-10-14,16
2020-10-15,16
2020-10-16,18
2020-10-17,10
2020-10-18,10
2020-10-19,16
2020-10-20,16
2020-10-21,16
2020-10-22,16
2020-10-23,17
2020-10-24,10
2020-10-25,10
2020-10-26,16
2020-10-27,15
2020-10-28,16
2020-10-29,15
2020-10-30,16
2020-10-31,9
2020-11-01,9
2020-11-02,16
2020-11-03,15
2020-11-04,17
2020-11-05,15
2020-11-06,17
2020-11-07,10
2020-11-08,9
2020-11-09,16
2020-11-10,16
2020-11-11,16
2020-11-12,15
2020-11-13,17
2020-11-14,14
2020-11-15,10
2020-11-16,18
2020-11-17,15
2020-11-18,16
2020-11-19,15
2020-11-20,17
2020-11-21,10
2020-11-22,10
2020-11-23,16
2020-11-24,15
2020-11-25,16
2020-11-26,15
2020-11-27,17
2020-11-28,8
2020-11-29,8
2020-11-30,16
2020-12-01,15
2020-12-02,16
2020-12-03,15
2020-12-04,17
2020-12-05,8
2020-12-06,8
2020-12-07,15
2020-12-08,15
2020-12-09,16
2020-12-10,15
2020-12-11,17
2020-12-12,8
2020-12-13,7
2020-12-14,16
2020-12-15,15
2020-12-16,15
2020-12-17,14
2020-12-18,17
2020-12-19,7
2020-12-20,7
2020-12-21,15
2020-12-22,14
2020-12-23,14
2020-12-24,16
2020-12-25,31
2020-12-26,10
2020-12-27,9
2020-12-28,15
2020-12-29,15
2020-12-30,15
2020-12-31,15
2021-01-01,35
2021-01-02,14
2021-01-03,10
2021-01-04,14
2021-01-05,13
2021-01-06,14
2021-01-07,13
2021-01-08,15
2021-01-09,9
2021-01-10,12
2021-01-11,13
2021-01-12,13
2021-01-13,12
2021-01-14,12
2021-01-15,13
2021-01-16,7
2021-01-17,7
2021-01-18,12
2021-01-19,11
2021-01-20,12
2021-01-21,12
2021-01-22,14
2021-01-23,8
2021-01-24,8
2021-01-25,12
2021-01-26,11
2021-01-27,12
2021-01-28,12
2021-01-29,13
2021-01-30,6
2021-01-31,7
2021-02-01,11
2021-02-02,11
2021-02-03,12
2021-02-04,11
2021-02-05,13
2021-02-06,7
2021-02-07,7
2021-02-08,11
2021-02-09,10
2021-02-10,11
2021-02-11,20
2021-02-12,34
2021-02-13,15
2021-02-14,8
2021-02-15,19
2021-02-16,14
2021-02-17,14
2021-02-18,13
2021-02-19,14
2021-02-20,7
2021-02-21,8
2021-02-22,13
2021-02-23,12
2021-02-24,13
2021-02-25,12
2021-02-26,14
2021-02-27,8
2021-02-28,8
2021-03-01,13
2021-03-02,12
2021-03-03,13
2021-03-04,12
2021-03-05,14
2021-03-06,7
2021-03-07,9
2021-03-08,12
2021-03-09,12
2021-03-10,13
2021-03-11,12
2021-03-12,14
2021-03-13,8
2021-03-14,7
2021-03-15,14
2021-03-16,13
2021-03-17,14
2021-03-18,14
2021-03-19,16
2021-03-20,7
2021-03-21,8
2021-03-22,13
2021-03-23,12
2021-03-24,13
2021-03-25,12
2021-03-26,13
2021-03-27,7
2021-03-28,7
2021-03-29,13
2021-03-30,11
2021-03-31,12
2021-04-01,9
2021-04-02,30
2021-04-03,8
2021-04-04,8
2021-04-05,12
2021-04-06,11
2021-04-07,12
2021-04-08,11
2021-04-09,13
2021-04-10,7
2021-04-11,7
2021-04-12,11
2021-04-13,12
2021-04-14,12
2021-04-15,12
2021-04-16,14
2021-04-17,10
2021-04-18,9
2021-04-19,12
2021-04-20,11
2021-04-21,12
2021-04-22,12
2021-04-23,13
2021-04-24,9
2021-04-25,8
2021-04-26,12
2021-04-27,11
2021-04-28,12
2021-04-29,11
2021-04-30,13
2021-05-01,14
2021-05-02,9
2021-05-03,17
2021-05-04,13
2021-05-05,14
2021-05-06,13
2021-05-07,15
2021-05-08,10
2021-05-09,10
2021-05-10,15
2021-05-11,14
2021-05-12,15
2021-05-13,31
2021-05-14,19
2021-05-15,11
2021-05-16,18
