dates,incrementalcount_medicaltest_conditioncovid_19
2022-01-18,235900
2022-01-19,235900
2022-01-20,235900
2022-01-21,235900
2022-01-22,235900
2022-01-23,235900
2022-01-24,235900
2022-01-25,236100
2022-01-26,236100
2022-01-27,236100
2022-01-28,236100
2022-01-29,236100
2022-01-30,236100
2022-01-31,236100
2022-02-01,245100
2022-02-02,245100
2022-02-03,245100
2022-02-04,245100
2022-02-05,245100
2022-02-06,245100
2022-02-07,245100
2022-02-08,279300
2022-02-09,279300
2022-02-10,279300
2022-02-11,279300
2022-02-12,279300
2022-02-13,279300
2022-02-14,279300
2022-02-15,241300
2022-02-16,241300
2022-02-17,241300
2022-02-18,241300
2022-02-19,241300
2022-02-20,241300
2022-02-21,241300
2022-02-22,126000
2022-02-23,126000
2022-02-24,126000
2022-02-25,126000
2022-02-26,126000
2022-02-27,126000
2022-02-28,126000
2022-03-01,108700
2022-03-02,108700
2022-03-03,108700
2022-03-04,108700
2022-03-05,108700
2022-03-06,108700
2022-03-07,108700
2022-03-08,99300
2022-03-09,99300
2022-03-10,99300
2022-03-11,99300
2022-03-12,99300
2022-03-13,99300
2022-03-14,99300
2022-03-15,91100
2022-03-16,91100
2022-03-17,91100
2022-03-18,91100
2022-03-19,91100
2022-03-20,91100
2022-03-21,91100
2022-03-22,70600
2022-03-23,70600
2022-03-24,70600
2022-03-25,70600
2022-03-26,70600
2022-03-27,70600
2022-03-28,70600
2022-03-29,45800
2022-03-30,45800
2022-03-31,45800
2022-04-01,45800
2022-04-02,45800
2022-04-03,45800
2022-04-04,45800
2022-04-05,34100
2022-04-06,34100
2022-04-07,34100
2022-04-08,34100
2022-04-09,34100
2022-04-10,34100
2022-04-11,34100
2022-04-12,33700
2022-04-13,33700
2022-04-14,33700
2022-04-15,33700
2022-04-16,33700
2022-04-17,33700
2022-04-18,33700
2022-04-19,32900
2022-04-20,32900
2022-04-21,32900
2022-04-22,32900
2022-04-23,32900
2022-04-24,32900
2022-04-25,32900
2022-04-26,29200
2022-04-27,29200
2022-04-28,29200
2022-04-29,29200
2022-04-30,29200
2022-05-01,29200
2022-05-02,29200
2022-05-03,27900
2022-05-04,27900
2022-05-05,27900
2022-05-06,27900
2022-05-07,27900
2022-05-08,27900
2022-05-09,27900
2022-05-10,27400
2022-05-11,27400
2022-05-12,27400
2022-05-13,27400
2022-05-14,27400
2022-05-15,27400
2022-05-16,27400
2022-05-17,26500
2022-05-18,26500
2022-05-19,26500
2022-05-20,26500
2022-05-21,26500
2022-05-22,26500
2022-05-23,26500
2022-05-24,22400
2022-05-25,22400
2022-05-26,22400
2022-05-27,22400
2022-05-28,22400
2022-05-29,22400
2022-05-30,22400
2022-05-31,24200
2022-06-01,24200
2022-06-02,24200
2022-06-03,24200
2022-06-04,24200
2022-06-05,24200
2022-06-06,24200
2022-06-07,24000
2022-06-08,24000
2022-06-09,24000
2022-06-10,24000
2022-06-11,24000
2022-06-12,24000
2022-06-13,24000
2022-06-14,24000
2022-06-15,24000
2022-06-16,24000
2022-06-17,24000
2022-06-18,24000
2022-06-19,24000
2022-06-20,24000
