dates,incrementalcount_medicalconditionincident_covid_19_patientdeceased
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,1
2020-02-02,0
2020-02-03,0
2020-02-04,1
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,1
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,1
2020-03-05,0
2020-03-06,1
2020-03-07,2
2020-03-08,2
2020-03-09,0
2020-03-10,2
2020-03-11,5
2020-03-12,3
2020-03-13,7
2020-03-14,13
2020-03-15,16
2020-03-16,21
2020-03-17,31
2020-03-18,51
2020-03-19,58
2020-03-20,73
2020-03-21,79
2020-03-22,118
2020-03-23,144
2020-03-24,183
2020-03-25,208
2020-03-26,263
2020-03-27,337
2020-03-28,413
2020-03-29,463
2020-03-30,516
2020-03-31,586
2020-04-01,711
2020-04-02,831
2020-04-03,924
2020-04-04,1007
2020-04-05,1061
2020-04-06,1147
2020-04-07,1220
2020-04-08,1170
2020-04-09,1293
2020-04-10,1461
2020-04-11,1375
2020-04-12,1319
2020-04-13,1365
2020-04-14,1378
2020-04-15,1232
2020-04-16,1254
2020-04-17,1276
2020-04-18,1322
2020-04-19,1272
2020-04-20,1189
2020-04-21,1122
2020-04-22,1160
2020-04-23,1085
2020-04-24,1102
2020-04-25,1038
2020-04-26,1005
2020-04-27,919
2020-04-28,894
2020-04-29,866
2020-04-30,801
2020-05-01,817
2020-05-02,780
2020-05-03,786
2020-05-04,705
2020-05-05,662
2020-05-06,676
2020-05-07,642
2020-05-08,627
2020-05-09,631
2020-05-10,569
2020-05-11,539
2020-05-12,494
2020-05-13,428
2020-05-14,441
2020-05-15,454
2020-05-16,465
2020-05-17,421
2020-05-18,419
2020-05-19,377
2020-05-20,407
2020-05-21,372
2020-05-22,353
2020-05-23,342
2020-05-24,300
2020-05-25,284
2020-05-26,281
2020-05-27,279
2020-05-28,300
2020-05-29,282
2020-05-30,288
2020-05-31,254
2020-06-01,219
2020-06-02,195
2020-06-03,199
2020-06-04,233
2020-06-05,203
2020-06-06,183
2020-06-07,184
2020-06-08,151
2020-06-09,163
2020-06-10,161
2020-06-11,137
2020-06-12,166
2020-06-13,121
2020-06-14,135
2020-06-15,101
2020-06-16,136
2020-06-17,107
2020-06-18,120
2020-06-19,105
2020-06-20,90
2020-06-21,88
2020-06-22,87
2020-06-23,80
2020-06-24,83
2020-06-25,97
2020-06-26,101
2020-06-27,108
2020-06-28,79
2020-06-29,73
2020-06-30,71
2020-07-01,69
2020-07-02,81
2020-07-03,54
2020-07-04,61
2020-07-05,48
2020-07-06,52
2020-07-07,52
2020-07-08,54
2020-07-09,43
2020-07-10,47
2020-07-11,61
2020-07-12,44
2020-07-13,38
2020-07-14,32
2020-07-15,45
2020-07-16,42
2020-07-17,41
2020-07-18,21
2020-07-19,34
2020-07-20,31
2020-07-21,24
2020-07-22,31
2020-07-23,31
2020-07-24,34
2020-07-25,36
2020-07-26,19
2020-07-27,23
2020-07-28,32
2020-07-29,18
2020-07-30,26
2020-07-31,28
2020-08-01,17
2020-08-02,31
2020-08-03,20
2020-08-04,17
2020-08-05,23
2020-08-06,27
2020-08-07,13
2020-08-08,21
2020-08-09,24
2020-08-10,22
2020-08-11,19
2020-08-12,25
2020-08-13,20
2020-08-14,24
2020-08-15,23
2020-08-16,18
2020-08-17,23
2020-08-18,15
2020-08-19,21
2020-08-20,15
2020-08-21,13
2020-08-22,16
2020-08-23,10
2020-08-24,12
2020-08-25,17
2020-08-26,10
2020-08-27,22
2020-08-28,16
2020-08-29,12
2020-08-30,12
2020-08-31,8
2020-09-01,11
2020-09-02,18
2020-09-03,11
2020-09-04,15
2020-09-05,9
2020-09-06,15
2020-09-07,14
2020-09-08,13
2020-09-09,24
2020-09-10,16
2020-09-11,14
2020-09-12,16
2020-09-13,20
2020-09-14,23
2020-09-15,20
2020-09-16,21
2020-09-17,26
2020-09-18,31
2020-09-19,38
2020-09-20,30
2020-09-21,25
2020-09-22,40
2020-09-23,30
2020-09-24,39
2020-09-25,58
2020-09-26,34
2020-09-27,40
2020-09-28,47
2020-09-29,56
2020-09-30,55
2020-10-01,48
2020-10-02,61
2020-10-03,71
2020-10-04,74
2020-10-05,70
2020-10-06,63
2020-10-07,68
2020-10-08,84
2020-10-09,110
2020-10-10,97
2020-10-11,96
2020-10-12,107
2020-10-13,128
2020-10-14,120
2020-10-15,119
2020-10-16,123
2020-10-17,152
2020-10-18,162
2020-10-19,186
2020-10-20,167
2020-10-21,193
2020-10-22,210
2020-10-23,232
2020-10-24,242
2020-10-25,225
2020-10-26,219
2020-10-27,255
2020-10-28,282
2020-10-29,285
2020-10-30,281
2020-10-31,320
2020-11-01,352
2020-11-02,340
2020-11-03,359
2020-11-04,338
2020-11-05,377
2020-11-06,340
2020-11-07,388
2020-11-08,417
2020-11-09,417
2020-11-10,433
2020-11-11,493
2020-11-12,410
2020-11-13,409
2020-11-14,430
2020-11-15,450
2020-11-16,459
2020-11-17,457
2020-11-18,431
2020-11-19,466
2020-11-20,514
2020-11-21,485
2020-11-22,485
2020-11-23,498
2020-11-24,512
2020-11-25,508
2020-11-26,496
2020-11-27,499
2020-11-28,461
2020-11-29,460
2020-11-30,486
2020-12-01,501
2020-12-02,465
2020-12-03,425
2020-12-04,414
2020-12-05,504
2020-12-06,499
2020-12-07,407
2020-12-08,436
2020-12-09,466
2020-12-10,472
2020-12-11,448
2020-12-12,496
2020-12-13,491
2020-12-14,488
2020-12-15,480
2020-12-16,506
2020-12-17,507
2020-12-18,484
2020-12-19,567
2020-12-20,586
2020-12-21,548
2020-12-22,551
2020-12-23,602
2020-12-24,629
2020-12-25,629
2020-12-26,616
2020-12-27,655
2020-12-28,692
2020-12-29,718
2020-12-30,723
2020-12-31,713
2021-01-01,760
2021-01-02,824
2021-01-03,809
2021-01-04,833
2021-01-05,807
2021-01-06,896
2021-01-07,973
2021-01-08,1014
2021-01-09,1056
2021-01-10,1052
2021-01-11,1094
2021-01-12,1173
2021-01-13,1244
2021-01-14,1320
2021-01-15,1309
2021-01-16,1341
2021-01-17,1324
2021-01-18,1419
2021-01-19,1361
2021-01-20,1401
2021-01-21,1490
2021-01-22,1383
2021-01-23,1350
2021-01-24,1335
2021-01-25,1288
2021-01-26,1239
2021-01-27,1263
2021-01-28,1173
2021-01-29,1232
2021-01-30,1224
2021-01-31,1160
2021-02-01,1026
2021-02-02,995
2021-02-03,1007
2021-02-04,963
2021-02-05,976
2021-02-06,826
2021-02-07,874
2021-02-08,787
2021-02-09,753
2021-02-10,781
2021-02-11,723
2021-02-12,712
2021-02-13,676
2021-02-14,636
2021-02-15,586
2021-02-16,605
2021-02-17,615
2021-02-18,568
2021-02-19,506
2021-02-20,521
2021-02-21,469
2021-02-22,452
2021-02-23,411
2021-02-24,379
2021-02-25,381
2021-02-26,367
2021-02-27,355
2021-02-28,304
2021-03-01,308
2021-03-02,281
2021-03-03,297
2021-03-04,244
2021-03-05,218
2021-03-06,234
2021-03-07,222
2021-03-08,210
2021-03-09,197
2021-03-10,197
2021-03-11,185
2021-03-12,163
2021-03-13,173
2021-03-14,135
2021-03-15,135
2021-03-16,138
2021-03-17,139
2021-03-18,114
2021-03-19,127
2021-03-20,100
2021-03-21,104
2021-03-22,101
2021-03-23,127
2021-03-24,108
2021-03-25,95
2021-03-26,70
2021-03-27,79
2021-03-28,75
2021-03-29,65
2021-03-30,50
2021-03-31,71
2021-04-01,56
2021-04-02,74
2021-04-03,63
2021-04-04,50
2021-04-05,42
2021-04-06,53
2021-04-07,45
2021-04-08,45
2021-04-09,46
2021-04-10,62
2021-04-11,38
2021-04-12,43
2021-04-13,41
2021-04-14,38
2021-04-15,47
2021-04-16,35
2021-04-17,43
2021-04-18,32
2021-04-19,43
2021-04-20,31
2021-04-21,23
2021-04-22,35
2021-04-23,36
2021-04-24,33
2021-04-25,29
2021-04-26,24
2021-04-27,27
2021-04-28,21
2021-04-29,25
2021-04-30,21
2021-05-01,17
2021-05-02,16
2021-05-03,16
2021-05-04,19
2021-05-05,17
2021-05-06,15
2021-05-07,22
2021-05-08,17
2021-05-09,18
2021-05-10,20
2021-05-11,11
2021-05-12,8
2021-05-13,21
2021-05-14,15
2021-05-15,15
2021-05-16,14
2021-05-17,15
2021-05-18,14
2021-05-19,13
2021-05-20,11
2021-05-21,4
2021-05-22,7
2021-05-23,18
2021-05-24,4
2021-05-25,16
2021-05-26,16
2021-05-27,11
2021-05-28,14
2021-05-29,8
2021-05-30,14
2021-05-31,12
2021-06-01,9
2021-06-02,11
2021-06-03,10
2021-06-04,12
2021-06-05,16
2021-06-06,14
2021-06-07,7
2021-06-08,13
2021-06-09,6
2021-06-10,15
2021-06-11,17
2021-06-12,16
2021-06-13,13
2021-06-14,12
2021-06-15,12
2021-06-16,13
2021-06-17,21
2021-06-18,16
2021-06-19,9
2021-06-20,18
2021-06-21,20
2021-06-22,22
2021-06-23,13
2021-06-24,18
2021-06-25,9
2021-06-26,29
2021-06-27,22
2021-06-28,17
2021-06-29,24
2021-06-30,18
2021-07-01,24
2021-07-02,26
2021-07-03,28
2021-07-04,32
2021-07-05,31
2021-07-06,30
2021-07-07,29
2021-07-08,35
2021-07-09,36
2021-07-10,42
2021-07-11,53
2021-07-12,45
2021-07-13,36
2021-07-14,43
2021-07-15,50
2021-07-16,47
2021-07-17,54
2021-07-18,55
2021-07-19,60
2021-07-20,73
2021-07-21,88
2021-07-22,68
2021-07-23,61
2021-07-24,86
2021-07-25,83
2021-07-26,69
2021-07-27,73
2021-07-28,79
2021-07-29,77
2021-07-30,84
2021-07-31,88
2021-08-01,105
2021-08-02,92
2021-08-03,97
2021-08-04,92
2021-08-05,80
2021-08-06,92
2021-08-07,101
2021-08-08,98
2021-08-09,106
2021-08-10,84
2021-08-11,84
