dates,count_medicalconditionincident_covid_19_patienthospitalized
2020-04-15,341
2020-04-16,372
2020-04-17,372
2020-04-18,361
2020-04-19,331
2020-04-20,324
2020-04-21,317
2020-04-22,314
2020-04-23,321
2020-04-24,325
2020-04-25,316
2020-04-26,314
2020-04-27,303
2020-04-28,287
2020-04-29,269
2020-04-30,261
2020-05-01,245
2020-05-02,239
2020-05-03,231
2020-05-04,228
2020-05-05,217
2020-05-06,206
2020-05-07,195
2020-05-08,184
2020-05-09,181
2020-05-10,169
2020-05-11,160
2020-05-12,159
2020-05-13,150
2020-05-14,146
2020-05-15,142
2020-05-16,137
2020-05-17,130
2020-05-18,122
2020-05-19,120
2020-05-20,117
2020-05-21,117
2020-05-22,102
2020-05-23,84
2020-05-24,81
2020-05-25,78
2020-05-26,42
2020-05-27,38
2020-05-28,34
2020-05-29,28
2020-05-30,27
2020-05-31,23
2020-06-01,22
2020-06-02,17
2020-06-03,17
2020-06-04,15
2020-06-05,12
2020-06-06,10
2020-06-07,10
2020-06-08,10
2020-06-09,6
2020-06-10,7
2020-06-11,7
2020-06-12,6
2020-06-13,6
2020-06-14,7
2020-06-15,7
2020-06-16,4
2020-06-17,5
2020-06-18,9
2020-06-19,8
2020-06-20,8
2020-06-21,9
2020-06-22,9
2020-06-23,16
2020-06-24,18
2020-06-25,42
2020-06-26,51
2020-06-27,54
2020-06-28,60
2020-06-29,65
2020-06-30,75
2020-07-01,80
2020-07-02,84
2020-07-03,88
2020-07-04,85
2020-07-05,93
2020-07-06,90
2020-07-07,89
2020-07-08,91
2020-07-09,100
2020-07-10,104
2020-07-11,124
2020-07-12,132
2020-07-13,132
2020-07-14,129
2020-07-15,132
2020-07-16,136
2020-07-17,137
2020-07-18,139
2020-07-19,153
2020-07-20,147
2020-07-21,138
2020-07-22,143
2020-07-23,132
2020-07-24,139
2020-07-25,134
2020-07-26,142
2020-07-27,138
2020-07-28,133
2020-07-29,132
2020-07-30,130
2020-07-31,125
2020-08-01,127
2020-08-02,131
2020-08-03,130
2020-08-04,117
2020-08-05,111
2020-08-06,110
2020-08-07,122
2020-08-08,120
2020-08-09,121
2020-08-10,124
2020-08-11,115
2020-08-12,117
2020-08-13,115
2020-08-14,106
2020-08-15,118
2020-08-16,126
2020-08-17,126
2020-08-18,120
2020-08-19,122
2020-08-20,127
2020-08-21,135
2020-08-22,143
2020-08-23,155
2020-08-24,163
2020-08-25,167
2020-08-26,174
2020-08-27,194
2020-08-28,212
2020-08-29,211
2020-08-30,229
2020-08-31,251
2020-09-01,258
2020-09-02,258
2020-09-03,269
2020-09-04,283
2020-09-05,285
2020-09-06,296
2020-09-07,307
2020-09-08,303
2020-09-09,299
2020-09-10,320
2020-09-11,327
2020-09-12,313
2020-09-13,309
2020-09-14,310
2020-09-15,299
2020-09-16,293
2020-09-17,300
2020-09-18,280
2020-09-19,288
2020-09-20,281
2020-09-21,297
2020-09-22,278
2020-09-23,278
2020-09-24,266
2020-09-25,273
2020-09-26,271
2020-09-27,280
2020-09-28,291
2020-09-29,274
2020-09-30,288
2020-10-01,297
2020-10-02,286
2020-10-03,289
2020-10-04,296
2020-10-05,326
2020-10-06,334
2020-10-07,344
2020-10-08,361
2020-10-09,385
2020-10-10,382
2020-10-11,384
2020-10-12,404
2020-10-13,424
2020-10-14,441
2020-10-15,439
2020-10-16,505
2020-10-17,530
2020-10-18,548
2020-10-19,571
2020-10-20,574
2020-10-21,622
2020-10-22,661
2020-10-23,716
2020-10-24,731
2020-10-25,825
2020-10-26,864
2020-10-27,897
2020-10-28,932
2020-10-29,985
2020-10-30,1027
2020-10-31,1049
2020-11-01,1097
2020-11-02,1127
2020-11-03,1192
2020-11-04,1221
2020-11-05,1278
2020-11-06,1307
2020-11-07,1330
2020-11-08,1396
2020-11-09,1451
2020-11-10,1513
2020-11-11,1545
2020-11-12,1598
2020-11-13,1620
2020-11-14,1655
2020-11-15,1710
2020-11-16,1816
2020-11-17,1827
2020-11-18,1878
2020-11-19,1944
2020-11-20,1992
2020-11-21,1981
2020-11-22,2031
2020-11-23,2060
2020-11-24,2093
2020-11-25,2136
2020-11-26,2171
2020-11-27,2240
2020-11-28,2221
2020-11-29,2273
2020-11-30,2358
2020-12-01,2351
2020-12-02,2408
2020-12-03,2501
2020-12-04,2527
2020-12-05,2514
2020-12-06,2543
2020-12-07,2629
2020-12-08,2660
2020-12-09,2703
2020-12-10,2754
2020-12-11,2802
2020-12-12,2792
2020-12-13,2864
2020-12-14,2857
2020-12-15,2897
2020-12-16,2907
2020-12-17,2943
2020-12-18,2918
2020-12-19,2873
2020-12-20,2976
2020-12-21,2956
2020-12-22,2895
2020-12-23,2843
2020-12-24,2749
2020-12-25,2662
2020-12-26,2664
2020-12-27,2691
2020-12-28,2720
2020-12-29,2654
2020-12-30,2608
2020-12-31,2524
2021-01-01,2478
2021-01-02,2437
2021-01-03,2453
2021-01-04,2453
2021-01-05,2390
2021-01-06,2264
2021-01-07,2284
2021-01-08,2251
2021-01-09,2084
2021-01-10,2131
2021-01-11,2140
2021-01-12,2048
2021-01-13,1993
2021-01-14,1921
2021-01-15,1855
2021-01-16,1760
2021-01-17,1761
2021-01-18,1742
2021-01-19,1713
2021-01-20,1603
2021-01-21,1562
2021-01-22,1518
2021-01-23,1468
2021-01-24,1474
2021-01-25,1485
2021-01-26,1491
2021-01-27,1381
2021-01-28,1326
2021-01-29,1286
2021-01-30,1249
2021-01-31,1275
2021-02-01,1288
2021-02-02,1258
2021-02-03,1222
2021-02-04,1196
2021-02-05,1203
2021-02-06,1143
2021-02-07,1142
2021-02-08,1137
2021-02-09,1082
2021-02-10,1055
2021-02-11,1029
2021-02-12,1007
2021-02-13,955
2021-02-14,943
2021-02-15,951
2021-02-16,927
2021-02-17,884
2021-02-18,829
2021-02-19,798
2021-02-20,782
2021-02-21,789
2021-02-22,792
2021-02-23,786
2021-02-24,791
2021-02-25,790
2021-02-26,780
2021-02-27,760
2021-02-28,762
2021-03-01,791
2021-03-02,770
2021-03-03,758
2021-03-04,740
2021-03-05,744
2021-03-06,738
2021-03-07,767
2021-03-08,805
2021-03-09,785
2021-03-10,807
2021-03-11,811
2021-03-12,811
2021-03-13,805
2021-03-14,855
2021-03-15,874
2021-03-16,858
2021-03-17,889
2021-03-18,894
2021-03-19,918
2021-03-20,931
2021-03-21,982
2021-03-22,1033
2021-03-23,1029
2021-03-24,1038
2021-03-25,1071
2021-03-26,1107
2021-03-27,1148
2021-03-28,1201
2021-03-29,1247
2021-03-30,1289
2021-03-31,1337
2021-04-01,1390
2021-04-02,1464
2021-04-03,1469
2021-04-04,1511
2021-04-05,1616
2021-04-06,1713
2021-04-07,1750
2021-04-08,1756
2021-04-09,1768
2021-04-10,1796
2021-04-11,1870
2021-04-12,1953
2021-04-13,1948
2021-04-14,1955
2021-04-15,1988
2021-04-16,2003
2021-04-17,2014
2021-04-18,2105
2021-04-19,2179
2021-04-20,2198
2021-04-21,2201
2021-04-22,2229
2021-04-23,2227
2021-04-24,2214
2021-04-25,2288
2021-04-26,2315
2021-04-27,2263
2021-04-28,2278
2021-04-29,2239
2021-04-30,2237
2021-05-01,2210
2021-05-02,2223
2021-05-03,2247
2021-05-04,2169
2021-05-05,2123
2021-05-06,2106
2021-05-07,2079
2021-05-08,2016
2021-05-09,2032
2021-05-10,2033
2021-05-11,1928
2021-05-12,1876
2021-05-13,1837
2021-05-14,1752
2021-05-15,1684
2021-05-16,1675
2021-05-17,1662
2021-05-18,1566
2021-05-19,1508
2021-05-20,1416
2021-05-21,1331
2021-05-22,1217
2021-05-23,1202
2021-05-24,1211
2021-05-25,1109
2021-05-26,1034
2021-05-27,968
2021-05-28,904
2021-05-29,819
2021-05-30,809
