dates,cumulativecount_vaccine_covid_19_administered
2021-05-25,4363
2021-06-01,8291
2021-06-08,9564
2021-06-15,12254
2021-06-21,17556
2021-06-29,18942
2021-07-20,20509
2021-08-31,22444
2021-10-05,22536
2021-10-18,23489
2021-11-08,24326
2021-12-20,25339
2022-01-04,25548
2022-01-18,25601
2022-02-14,25764
2022-02-21,27344
2022-02-28,27441
2022-03-07,27717
2022-03-14,29233
2022-03-21,29325
2022-03-28,29565
2022-04-04,39596
2022-06-06,39780
2022-10-31,39998
2022-11-07,40744
2022-12-05,40781
2023-02-13,40854
