dates,covid19mobilitytrend_localbusiness
2020-02-15,3
2020-02-16,3
2020-02-17,-2
2020-02-18,0
2020-02-19,0
2020-02-20,4
2020-02-21,2
2020-02-22,0
2020-02-23,1
2020-02-24,-1
2020-02-25,3
2020-02-26,2
2020-02-27,3
2020-02-28,5
2020-02-29,5
2020-03-01,4
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,4
2020-03-06,6
2020-03-07,5
2020-03-08,9
2020-03-09,-14
2020-03-10,2
2020-03-11,3
2020-03-12,3
2020-03-13,-3
2020-03-14,-10
2020-03-15,-20
2020-03-16,-37
2020-03-17,-33
2020-03-18,-41
2020-03-19,-46
2020-03-20,-52
2020-03-21,-89
2020-03-22,-88
2020-03-23,-79
2020-03-24,-64
2020-03-25,-86
2020-03-26,-74
2020-03-27,-82
2020-03-28,-88
2020-03-29,-86
2020-03-30,-76
2020-03-31,-85
2020-04-01,-78
2020-04-02,-84
2020-04-03,-84
2020-04-04,-86
2020-04-05,-84
2020-04-06,-71
2020-04-07,-85
2020-04-08,-83
2020-04-09,-70
2020-04-10,-83
2020-04-11,-84
2020-04-12,-83
2020-04-13,-86
2020-04-14,-86
2020-04-15,-84
2020-04-16,-71
2020-04-17,-82
2020-04-18,-85
2020-04-19,-84
2020-04-20,-68
2020-04-21,-70
2020-04-22,-70
2020-04-23,-70
2020-04-24,-70
2020-04-25,-85
2020-04-26,-84
2020-04-27,-82
2020-04-28,-69
2020-04-29,-71
2020-04-30,-68
2020-05-01,-84
2020-05-02,-84
2020-05-03,-83
2020-05-04,-66
2020-05-05,-67
2020-05-06,-63
2020-05-07,-84
2020-05-08,-83
2020-05-09,-82
2020-05-10,-81
2020-05-11,-52
2020-05-12,-52
2020-05-13,-51
2020-05-14,-51
2020-05-15,-53
2020-05-16,-54
2020-05-17,-83
2020-05-18,-46
2020-05-19,-49
2020-05-20,-45
2020-05-21,-45
2020-05-22,-43
2020-05-23,-44
2020-05-24,-82
2020-05-25,-81
2020-05-26,-33
2020-05-27,-36
2020-05-28,-35
2020-05-29,-34
2020-05-30,-34
2020-05-31,-81
2020-06-01,-29
2020-06-02,-31
2020-06-03,-23
2020-06-04,-80
2020-06-05,-82
2020-06-06,-34
2020-06-07,-40
2020-06-08,-27
2020-06-09,-28
2020-06-10,-27
2020-06-11,-26
2020-06-12,-26
2020-06-13,-25
2020-06-14,-30
2020-06-15,-23
2020-06-16,-23
2020-06-17,-22
2020-06-18,-22
2020-06-19,-21
2020-06-20,-22
2020-06-21,-25
2020-06-22,-20
2020-06-23,-20
2020-06-24,-19
2020-06-25,-19
2020-06-26,-17
2020-06-27,-16
2020-06-28,-20
2020-06-29,-18
2020-06-30,-15
2020-07-01,-16
2020-07-02,-14
2020-07-03,-11
2020-07-04,-33
2020-07-05,-12
2020-07-06,-16
2020-07-07,-14
2020-07-08,-16
2020-07-09,-16
2020-07-10,-12
2020-07-11,-13
2020-07-12,-15
2020-07-13,-17
2020-07-14,-19
2020-07-15,-19
2020-07-16,-21
2020-07-17,-17
2020-07-18,-20
2020-07-19,-20
2020-07-20,-25
