dates,incrementalcount_vaccine_covid_19_administered
2021-01-29,5286
2021-01-30,32539
2021-01-31,21329
2021-02-01,36396
2021-02-02,23217
2021-02-03,21147
2021-02-04,6413
2021-02-05,9983
2021-02-06,3838
2021-02-07,1625
2021-02-08,5989
2021-02-09,6431
2021-02-10,2532
2021-02-11,1362
2021-02-12,1110
2021-02-13,7457
2021-02-14,2695
2021-02-15,3589
2021-02-16,3225
2021-02-17,14242
2021-02-18,23067
2021-02-19,30307
2021-02-20,39078
2021-02-21,35912
2021-02-22,15583
2021-02-23,12555
2021-02-24,26562
2021-02-27,35343
2021-02-28,24374
2021-03-01,42925
2021-03-02,44546
2021-03-03,46170
2021-03-04,51000
2021-03-05,48530
2021-03-06,24757
2021-03-07,5284
2021-03-08,7500
2021-03-09,6713
2021-03-10,8323
2021-03-11,7450
2021-03-12,1217
2021-03-13,9643
2021-03-14,2603
2021-03-15,11489
2021-03-16,12292
2021-03-17,9657
2021-03-18,9136
2021-03-19,8938
2021-03-20,4697
2021-03-21,645
2021-03-22,8490
2021-03-28,9889
2021-03-29,312
2021-03-30,9102
2021-03-31,9752
2021-04-01,6534
2021-04-02,4201
2021-04-07,151
2021-04-30,19870
2021-05-01,37838
2021-05-02,24896
2021-05-03,8783
2021-05-04,23135
2021-05-05,21715
2021-05-06,18265
2021-05-07,17249
2021-05-10,4517
2021-05-11,32513
2021-05-12,57478
2021-05-13,89592
2021-05-14,74239
2021-05-17,28309
2021-05-18,74887
2021-05-19,38246
2021-05-20,24120
2021-05-21,19426
2021-05-22,22617
2021-05-23,16012
2021-05-24,7546
2021-05-25,9505
2021-05-26,3914
2021-05-27,4345
2021-05-28,42360
2021-05-29,17953
2021-05-30,21989
2021-05-31,83752
2021-06-01,84565
2021-06-02,76346
2021-06-06,24604
2021-06-07,4625
2021-06-08,32102
2021-06-09,43620
2021-06-10,73754
2021-06-11,93408
2021-06-12,88333
2021-06-13,136677
2021-06-14,61087
2021-06-15,99742
2021-06-16,97705
2021-06-17,54988
2021-06-18,57351
2021-06-19,77562
2021-06-20,43614
2021-06-21,40491
2021-06-22,22426
2021-06-29,69919
2021-06-30,117107
2021-07-01,173520
2021-07-02,169957
2021-07-03,86249
2021-07-04,63704
2021-07-05,35661
2021-07-08,187747
2021-07-09,222126
2021-07-10,194297
2021-07-11,186305
2021-07-12,118942
2021-07-13,258890
2021-07-14,336745
2021-07-15,397100
2021-07-16,373381
2021-07-17,246633
2021-07-18,195869
2021-07-19,114910
2021-07-20,212074
