dates,covid19mobilitytrend_residence
2020-02-15,1
2020-02-16,2
2020-02-17,2
2020-02-18,1
2020-02-19,1
2020-02-20,0
2020-02-21,7
2020-02-22,2
2020-02-23,1
2020-02-24,1
2020-02-25,1
2020-02-26,1
2020-02-27,1
2020-02-28,1
2020-02-29,0
2020-03-01,2
2020-03-02,2
2020-03-03,1
2020-03-04,2
2020-03-05,2
2020-03-06,1
2020-03-07,0
2020-03-08,0
2020-03-09,15
2020-03-10,-1
2020-03-11,0
2020-03-12,1
2020-03-13,5
2020-03-14,6
2020-03-15,9
2020-03-16,24
2020-03-17,18
2020-03-18,23
2020-03-19,25
2020-03-20,27
2020-03-21,40
2020-03-22,34
2020-03-23,43
2020-03-24,34
2020-03-25,45
2020-03-26,38
2020-03-27,45
2020-03-28,38
2020-03-29,32
2020-03-30,38
2020-03-31,42
2020-04-01,39
2020-04-02,45
2020-04-03,47
2020-04-04,37
2020-04-05,31
2020-04-06,38
2020-04-07,44
2020-04-08,42
2020-04-09,36
2020-04-10,46
2020-04-11,36
2020-04-12,30
2020-04-13,46
2020-04-14,44
2020-04-15,41
2020-04-16,35
2020-04-17,43
2020-04-18,33
2020-04-19,29
2020-04-20,33
2020-04-21,33
2020-04-22,33
2020-04-23,34
2020-04-24,35
2020-04-25,35
2020-04-26,30
2020-04-27,42
2020-04-28,32
2020-04-29,34
2020-04-30,34
2020-05-01,45
2020-05-02,35
2020-05-03,30
2020-05-04,32
2020-05-05,32
2020-05-06,31
2020-05-07,43
2020-05-08,45
2020-05-09,33
2020-05-10,27
2020-05-11,25
2020-05-12,24
2020-05-13,23
2020-05-14,24
2020-05-15,26
2020-05-16,20
2020-05-17,28
2020-05-18,22
2020-05-19,22
2020-05-20,22
2020-05-21,23
2020-05-22,23
2020-05-23,17
2020-05-24,27
2020-05-25,39
2020-05-26,15
2020-05-27,17
2020-05-28,17
2020-05-29,18
2020-05-30,13
2020-05-31,26
2020-06-01,14
2020-06-02,15
2020-06-03,11
2020-06-04,36
2020-06-05,43
2020-06-06,13
2020-06-07,13
2020-06-08,13
2020-06-09,14
2020-06-10,14
2020-06-11,15
2020-06-12,15
2020-06-13,11
2020-06-14,10
2020-06-15,12
2020-06-16,12
2020-06-17,12
2020-06-18,12
2020-06-19,13
2020-06-20,9
2020-06-21,9
2020-06-22,11
2020-06-23,11
2020-06-24,11
2020-06-25,11
2020-06-26,12
2020-06-27,7
2020-06-28,7
2020-06-29,9
2020-06-30,8
2020-07-01,8
2020-07-02,9
2020-07-03,9
2020-07-04,12
2020-07-05,5
2020-07-06,8
2020-07-07,8
2020-07-08,8
2020-07-09,9
2020-07-10,9
2020-07-11,6
2020-07-12,6
2020-07-13,11
2020-07-14,11
2020-07-15,12
2020-07-16,13
2020-07-17,13
2020-07-18,9
2020-07-19,8
2020-07-20,13
2020-07-21,10
2020-07-22,10
2020-07-23,11
2020-07-24,11
2020-07-25,7
2020-07-26,7
2020-07-27,9
2020-07-28,9
2020-07-29,8
2020-07-30,8
2020-07-31,8
2020-08-01,5
2020-08-02,4
2020-08-03,19
2020-08-04,8
2020-08-05,16
2020-08-06,16
2020-08-07,12
2020-08-08,8
2020-08-09,7
2020-08-10,7
2020-08-11,6
2020-08-12,7
2020-08-13,7
2020-08-14,7
2020-08-15,5
2020-08-16,4
2020-08-17,-1
2020-08-18,3
2020-08-19,5
2020-08-20,5
2020-08-21,6
2020-08-22,4
2020-08-23,4
2020-08-24,5
2020-08-25,5
2020-08-26,5
2020-08-27,5
2020-08-28,5
2020-08-29,3
2020-08-30,3
2020-08-31,4
2020-09-01,18
2020-09-02,4
2020-09-03,6
2020-09-04,6
2020-09-05,5
2020-09-06,6
2020-09-07,5
2020-09-08,4
2020-09-09,6
2020-09-10,5
2020-09-11,4
2020-09-12,2
2020-09-13,2
2020-09-14,4
2020-09-15,4
2020-09-16,5
2020-09-17,6
2020-09-18,7
2020-09-19,4
2020-09-20,5
2020-09-21,6
2020-09-22,6
2020-09-23,6
2020-09-24,7
2020-09-25,7
2020-09-26,4
2020-09-27,5
2020-09-28,7
2020-09-29,7
2020-09-30,1
2020-10-01,16
2020-10-02,3
2020-10-03,2
2020-10-04,2
2020-10-05,7
2020-10-06,8
2020-10-07,13
2020-10-08,17
2020-10-09,20
2020-10-10,18
2020-10-11,17
2020-10-12,18
2020-10-13,19
2020-10-14,19
2020-10-15,20
2020-10-16,20
2020-10-17,17
2020-10-18,17
2020-10-19,19
2020-10-20,18
2020-10-21,18
2020-10-22,23
2020-10-23,26
2020-10-24,22
2020-10-25,22
2020-10-26,24
2020-10-27,27
2020-10-28,27
2020-10-29,23
2020-10-30,44
2020-10-31,33
2020-11-01,30
2020-11-02,37
2020-11-03,35
2020-11-04,34
2020-11-05,35
2020-11-06,37
2020-11-07,31
2020-11-08,29
2020-11-09,27
2020-11-10,26
2020-11-11,26
2020-11-12,27
2020-11-13,29
2020-11-14,25
2020-11-15,22
2020-11-16,26
2020-11-17,24
2020-11-18,24
2020-11-19,24
2020-11-20,26
2020-11-21,20
2020-11-22,19
2020-11-23,22
