dates,covid19mobilitytrend_grocerystoreandpharmacy
2020-02-15,1
2020-02-16,4
2020-02-17,1
2020-02-18,2
2020-02-19,3
2020-02-20,3
2020-02-21,5
2020-02-22,-1
2020-02-23,1
2020-02-24,1
2020-02-25,8
2020-02-26,7
2020-02-27,5
2020-02-28,9
2020-02-29,5
2020-03-01,7
2020-03-02,4
2020-03-03,3
2020-03-04,5
2020-03-05,4
2020-03-06,9
2020-03-07,5
2020-03-08,8
2020-03-09,-9
2020-03-10,11
2020-03-11,12
2020-03-12,30
2020-03-13,18
2020-03-14,-1
2020-03-15,0
2020-03-16,-17
2020-03-17,-2
2020-03-18,-11
2020-03-19,-14
2020-03-20,1
2020-03-21,-92
2020-03-22,-92
2020-03-23,-67
2020-03-24,-31
2020-03-25,-84
2020-03-26,-57
2020-03-27,-76
2020-03-28,-89
2020-03-29,-87
2020-03-30,-66
2020-03-31,-83
2020-04-01,-68
2020-04-02,-80
2020-04-03,-78
2020-04-04,-85
2020-04-05,-84
2020-04-06,-56
2020-04-07,-85
2020-04-08,-80
2020-04-09,-55
2020-04-10,-78
2020-04-11,-81
2020-04-12,-83
2020-04-13,-89
2020-04-14,-88
2020-04-15,-83
2020-04-16,-59
2020-04-17,-79
2020-04-18,-83
2020-04-19,-84
2020-04-20,-57
2020-04-21,-61
2020-04-22,-60
2020-04-23,-61
2020-04-24,-54
2020-04-25,-85
2020-04-26,-84
2020-04-27,-81
2020-04-28,-55
2020-04-29,-62
2020-04-30,-55
2020-05-01,-83
2020-05-02,-82
2020-05-03,-83
2020-05-04,-52
2020-05-05,-56
2020-05-06,-45
2020-05-07,-84
2020-05-08,-82
2020-05-09,-80
2020-05-10,-80
2020-05-11,-26
2020-05-12,-28
2020-05-13,-27
2020-05-14,-29
2020-05-15,-28
2020-05-16,-32
2020-05-17,-84
2020-05-18,-22
2020-05-19,-27
2020-05-20,-23
2020-05-21,-25
2020-05-22,-13
2020-05-23,-15
2020-05-24,-84
2020-05-25,-82
2020-05-26,-4
2020-05-27,-13
2020-05-28,-15
2020-05-29,-9
2020-05-30,-9
2020-05-31,-85
2020-06-01,-6
2020-06-02,-10
2020-06-03,12
2020-06-04,-82
2020-06-05,-84
2020-06-06,-8
2020-06-07,-22
2020-06-08,-9
2020-06-09,-12
2020-06-10,-10
2020-06-11,-11
2020-06-12,-6
2020-06-13,-10
2020-06-14,-15
2020-06-15,-11
2020-06-16,-9
2020-06-17,-8
2020-06-18,-11
2020-06-19,-4
2020-06-20,-9
2020-06-21,-15
2020-06-22,-8
2020-06-23,-8
2020-06-24,-6
2020-06-25,-6
2020-06-26,0
2020-06-27,-4
2020-06-28,-10
2020-06-29,-6
2020-06-30,-3
2020-07-01,-3
2020-07-02,-4
2020-07-03,6
2020-07-04,-23
2020-07-05,-3
2020-07-06,-6
2020-07-07,-2
2020-07-08,-5
2020-07-09,-7
2020-07-10,4
2020-07-11,-2
2020-07-12,-2
2020-07-13,-3
2020-07-14,-4
2020-07-15,-5
2020-07-16,-11
2020-07-17,-4
2020-07-18,-12
2020-07-19,-11
2020-07-20,-14
2020-07-21,-5
2020-07-22,-6
2020-07-23,-10
2020-07-24,3
2020-07-25,-3
2020-07-26,-5
2020-07-27,-4
2020-07-28,-4
2020-07-29,-1
2020-07-30,-2
2020-07-31,9
2020-08-01,-3
2020-08-02,0
2020-08-03,-23
2020-08-04,10
2020-08-05,-4
2020-08-06,-19
2020-08-07,-6
2020-08-08,-6
2020-08-09,-5
2020-08-10,0
2020-08-11,0
2020-08-12,2
2020-08-13,0
2020-08-14,5
2020-08-15,1
2020-08-16,0
2020-08-17,-4
2020-08-18,-1
2020-08-19,1
2020-08-20,-3
2020-08-21,3
2020-08-22,-1
2020-08-23,-2
2020-08-24,-2
2020-08-25,4
2020-08-26,4
2020-08-27,2
2020-08-28,5
2020-08-29,2
2020-08-30,-1
2020-08-31,6
2020-09-01,-14
2020-09-02,-1
2020-09-03,0
2020-09-04,6
2020-09-05,-1
2020-09-06,-9
2020-09-07,2
2020-09-08,4
2020-09-09,1
2020-09-10,4
2020-09-11,9
2020-09-12,4
2020-09-13,4
2020-09-14,2
2020-09-15,4
2020-09-16,3
2020-09-17,-1
2020-09-18,2
2020-09-19,2
2020-09-20,-1
2020-09-21,1
2020-09-22,3
2020-09-23,3
2020-09-24,-2
2020-09-25,9
2020-09-26,7
2020-09-27,5
2020-09-28,1
2020-09-29,3
2020-09-30,11
2020-10-01,-7
2020-10-02,11
2020-10-03,3
2020-10-04,11
2020-10-05,15
2020-10-06,9
2020-10-07,1
2020-10-08,-10
2020-10-09,-8
2020-10-10,-15
2020-10-11,-21
2020-10-12,-11
2020-10-13,-14
2020-10-14,-16
2020-10-15,-13
2020-10-16,-1
2020-10-17,-15
2020-10-18,-19
2020-10-19,-13
2020-10-20,-6
2020-10-21,-1
2020-10-22,-14
2020-10-23,-13
2020-10-24,-24
2020-10-25,-32
2020-10-26,-5
2020-10-27,-26
2020-10-28,-19
2020-10-29,6
2020-10-30,-70
2020-10-31,-64
2020-11-01,-66
2020-11-02,-54
2020-11-03,-54
2020-11-04,-55
2020-11-05,-55
2020-11-06,-54
2020-11-07,-61
2020-11-08,-65
2020-11-09,-21
2020-11-10,-21
2020-11-11,-26
2020-11-12,-27
2020-11-13,-23
2020-11-14,-36
2020-11-15,-33
2020-11-16,-26
2020-11-17,-24
2020-11-18,-24
2020-11-19,-24
2020-11-20,-21
2020-11-21,-25
2020-11-22,-29
2020-11-23,-21
2020-11-24,-18
2020-11-25,-15
2020-11-26,-15
2020-11-27,-12
2020-11-28,-17
2020-11-29,-33
2020-11-30,-12
2020-12-01,-13
2020-12-02,-20
2020-12-03,-19
2020-12-04,-11
2020-12-05,-16
2020-12-06,-20
2020-12-07,-14
2020-12-08,-16
2020-12-09,-13
2020-12-10,-11
2020-12-11,-6
2020-12-12,-12
2020-12-13,-16
2020-12-14,-11
2020-12-15,-9
2020-12-16,-10
2020-12-17,-10
2020-12-18,-8
2020-12-19,-12
2020-12-20,-16
2020-12-21,-7
2020-12-22,-7
2020-12-23,-6
2020-12-24,15
2020-12-25,-15
2020-12-26,-16
2020-12-27,-18
2020-12-28,-2
2020-12-29,-25
2020-12-30,5
2020-12-31,17
2021-01-01,-15
2021-01-02,-13
2021-01-03,-18
2021-01-04,-17
2021-01-05,-12
2021-01-06,-8
2021-01-07,-7
2021-01-08,-2
2021-01-09,-8
2021-01-10,-9
2021-01-11,-7
2021-01-12,-7
2021-01-13,-7
2021-01-14,-22
2021-01-15,-16
2021-01-16,-23
2021-01-17,-22
2021-01-18,-19
2021-01-19,-15
2021-01-20,-16
2021-01-21,-15
2021-01-22,-11
2021-01-23,-14
2021-01-24,-14
2021-01-25,-10
2021-01-26,-9
2021-01-27,-4
2021-01-28,-23
2021-01-29,-3
2021-01-30,-13
2021-01-31,-11
2021-02-01,-9
2021-02-02,-8
2021-02-03,-5
2021-02-04,-23
2021-02-05,-5
2021-02-06,-13
2021-02-07,-14
2021-02-08,-11
2021-02-09,-8
2021-02-10,-4
2021-02-11,-6
2021-02-12,-1
2021-02-13,-3
2021-02-14,-5
2021-02-15,-5
2021-02-16,-4
2021-02-17,-5
2021-02-18,-6
2021-02-19,1
2021-02-20,-3
2021-02-21,-7
2021-02-22,-7
2021-02-23,-1
2021-02-24,-1
2021-02-25,11
2021-02-26,-7
2021-02-27,4
2021-02-28,1
2021-03-01,2
2021-03-02,3
2021-03-03,1
2021-03-04,0
2021-03-05,5
2021-03-06,-3
2021-03-07,1
2021-03-08,-5
2021-03-09,6
2021-03-10,3
2021-03-11,2
2021-03-12,13
2021-03-13,4
2021-03-14,4
2021-03-15,6
2021-03-16,5
2021-03-17,5
2021-03-18,4
2021-03-19,12
2021-03-20,8
2021-03-21,3
2021-03-22,5
2021-03-23,8
2021-03-24,7
2021-03-25,12
2021-03-26,15
2021-03-27,12
2021-03-28,-1
2021-03-29,14
2021-03-30,15
2021-03-31,14
2021-04-01,12
2021-04-02,17
2021-04-03,14
2021-04-04,14
2021-04-05,13
2021-04-06,16
2021-04-07,16
2021-04-08,20
2021-04-09,32
2021-04-10,31
2021-04-11,36
2021-04-12,51
2021-04-13,27
2021-04-14,-33
2021-04-15,0
2021-04-16,11
2021-04-17,4
2021-04-18,10
2021-04-19,13
2021-04-20,15
2021-04-21,15
2021-04-22,12
2021-04-23,20
2021-04-24,11
2021-04-25,10
2021-04-26,-13
2021-04-27,14
2021-04-28,11
2021-04-29,15
2021-04-30,21
2021-05-01,-12
2021-05-02,-9
2021-05-03,-4
2021-05-04,-1
2021-05-05,-1
2021-05-06,-8
