dates,incrementalcount_vaccine_covid_19_administered
2021-02-03,698
2021-02-04,1626
2021-02-05,1065
2021-02-06,2585
2021-02-07,2898
2021-02-08,3182
2021-02-09,3317
2021-02-10,3910
2021-02-11,5166
2021-02-12,2040
2021-02-13,5739
2021-02-14,5485
2021-02-15,5226
2021-02-16,6230
2021-02-17,6171
2021-02-18,7830
2021-02-21,5004
2021-02-22,5146
2021-02-23,4951
2021-02-24,5755
2021-02-25,7446
2021-02-26,1108
2021-02-27,6073
2021-02-28,5923
2021-03-01,5700
2021-03-02,6550
2021-03-03,5759
2021-03-04,7700
2021-03-05,1703
2021-03-06,6941
2021-03-07,5875
2021-03-08,6170
2021-03-09,7862
2021-03-10,9781
2021-03-11,11474
2021-03-12,1506
2021-03-13,9770
2021-03-14,7908
2021-03-15,6597
2021-03-16,1775
2021-03-17,1366
2021-03-18,1745
2021-03-19,449
2021-03-20,599
2021-03-21,267
2021-03-22,1856
2021-03-23,2202
2021-03-24,2009
2021-03-25,2444
2021-03-26,273
2021-03-27,2434
2021-03-28,2045
2021-03-29,1700
2021-03-30,1807
2021-03-31,2034
2021-04-01,3057
2021-04-02,354
2021-04-03,4343
2021-04-04,5163
2021-04-05,6259
2021-04-06,6940
2021-04-07,7022
2021-04-08,9332
2021-04-09,2740
2021-04-10,827
2021-04-15,8301
2021-04-16,1310
2021-04-17,6169
2021-04-18,8133
2021-04-19,7658
2021-04-20,7056
2021-04-21,7378
2021-04-22,8948
2021-04-23,2292
2021-04-24,7153
2021-04-25,7090
2021-04-26,6838
2021-04-27,4803
2021-04-28,5709
2021-04-29,5285
2021-05-02,6583
2021-05-03,6503
2021-05-04,6289
2021-05-05,4845
2021-05-06,3458
2021-05-07,1603
2021-05-08,2961
2021-05-09,3444
2021-05-10,2676
2021-05-11,3075
2021-05-12,1573
2021-05-13,616
2021-05-14,760
2021-05-15,1951
2021-05-16,2821
2021-05-17,2893
2021-05-18,2228
2021-05-19,2111
2021-05-22,2505
2021-05-23,2653
2021-05-24,2235
2021-05-25,2641
2021-05-26,1455
2021-05-27,1858
2021-05-28,341
2021-05-29,1590
2021-05-30,1680
2021-05-31,1611
2021-06-01,1378
2021-06-02,1645
2021-06-03,1401
2021-06-04,288
2021-06-05,1375
2021-06-06,1421
2021-06-07,1409
2021-06-08,1370
2021-06-09,1212
2021-06-10,992
2021-06-13,884
2021-06-14,912
2021-06-15,1164
2021-06-16,1079
2021-06-17,789
2021-06-20,784
2021-06-21,954
2021-06-22,876
2021-06-23,1008
2021-06-24,1053
2021-06-25,300
2021-06-26,1151
2021-06-27,1288
2021-06-28,948
2021-06-29,841
2021-06-30,667
2021-07-01,914
2021-07-02,314
2021-07-03,668
2021-07-04,2563
2021-07-05,5133
2021-07-06,6674
2021-07-07,6914
2021-07-08,6882
2021-07-09,1289
2021-07-12,7377
2021-07-13,4805
2021-07-14,4738
2021-07-15,4446
2021-07-16,699
2021-07-17,2865
2021-07-22,454
2021-07-23,303
2021-07-24,312
2021-07-27,617
2021-07-28,1010
2021-07-31,4277
2021-08-01,4166
2021-08-02,4889
2021-08-03,4799
2021-08-04,3124
2021-08-07,2777
2021-08-08,2752
2021-08-09,2830
2021-08-10,11301
2021-08-11,2198
2021-08-12,2706
2021-08-13,537
2021-08-14,1783
2021-08-15,6068
2021-08-16,5682
2021-08-17,3196
2021-08-18,3317
2021-08-19,5189
2021-08-20,873
2021-08-21,3960
2021-08-22,5140
2021-08-23,4329
2021-08-24,3112
2021-08-25,1244
2021-08-26,1773
2021-08-27,268
2021-08-28,1109
2021-08-29,746
2021-08-30,856
2021-08-31,1154
2021-09-04,483
2021-09-05,696
2021-09-06,1867
2021-09-07,2817
2021-09-08,2885
2021-09-09,4276
2021-09-10,1265
2021-09-11,4528
2021-09-12,2949
2021-09-13,2431
2021-09-14,2739
2021-09-15,2940
2021-09-16,1751
2021-09-17,312
2021-09-18,1392
2021-09-21,1289
2021-09-24,134
2021-09-25,789
2021-09-30,1283
2021-10-03,772
2021-10-04,1026
2021-10-05,904
2021-10-06,1088
2021-10-09,886
2021-10-10,859
2021-10-11,988
2021-10-12,1173
2021-10-13,854
2021-10-14,1421
2021-10-17,440
2021-10-20,546
2021-10-21,733
2021-10-24,445
2021-10-25,568
2021-10-26,588
2021-10-31,461
2021-11-01,474
2021-11-02,628
2021-11-09,462
2021-11-10,497
2021-11-15,277
2021-11-16,5654
2021-11-17,522
2021-11-18,754
2021-11-22,808
2021-11-23,930
2021-11-28,1093
2021-12-01,827
2021-12-02,1555
2021-12-05,655
2021-12-06,833
2021-12-07,981
2021-12-12,831
2021-12-13,725
2021-12-14,639
2021-12-15,686
2021-12-16,659
2021-12-19,363
2021-12-20,452
2021-12-27,1105
2021-12-28,697
2021-12-29,479
2022-01-05,315
2022-01-06,367
2022-01-09,400
2022-01-10,488
2022-01-16,2657
2022-01-17,2745
2022-01-23,3473
2022-01-24,3258
2022-01-25,3437
2022-01-26,3614
2022-01-30,2734
2022-01-31,3149
2022-02-01,2630
2022-02-02,3844
2022-02-06,3828
2022-02-07,3780
2022-02-08,3044
2022-02-09,3143
2022-02-10,3160
2022-02-13,2011
2022-02-22,1571
2022-02-23,1368
2022-02-24,1929
2022-02-27,1823
2022-02-28,2150
2022-03-01,1352
2022-03-02,1412
2022-03-03,1035
2022-03-06,1321
2022-03-07,891
2022-03-08,694
2022-03-09,787
2022-03-10,1683
