dates,covid19mobilitytrend_residence
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,1
2020-02-20,-1
2020-02-21,5
2020-02-22,1
2020-02-23,1
2020-02-24,0
2020-02-25,0
2020-02-26,-1
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,1
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,1
2020-03-07,0
2020-03-08,0
2020-03-09,3
2020-03-10,11
2020-03-11,1
2020-03-12,0
2020-03-13,1
2020-03-14,4
2020-03-15,3
2020-03-16,3
2020-03-17,3
2020-03-18,4
2020-03-19,5
2020-03-20,7
2020-03-21,8
2020-03-22,21
2020-03-23,20
2020-03-24,25
2020-03-25,30
2020-03-26,30
2020-03-27,31
2020-03-28,29
2020-03-29,22
2020-03-30,30
2020-03-31,29
2020-04-01,29
2020-04-02,30
2020-04-03,30
2020-04-04,28
2020-04-05,21
2020-04-06,30
2020-04-07,28
2020-04-08,29
2020-04-09,30
2020-04-10,32
2020-04-11,30
2020-04-12,22
2020-04-13,31
2020-04-14,30
2020-04-15,29
2020-04-16,30
2020-04-17,31
2020-04-18,28
2020-04-19,22
2020-04-20,30
2020-04-21,29
2020-04-22,29
2020-04-23,30
2020-04-24,30
2020-04-25,29
2020-04-26,22
2020-04-27,31
2020-04-28,28
2020-04-29,29
2020-04-30,29
2020-05-01,30
2020-05-02,27
2020-05-03,21
2020-05-04,27
2020-05-05,26
2020-05-06,25
2020-05-07,26
2020-05-08,26
2020-05-09,25
2020-05-10,19
2020-05-11,25
2020-05-12,24
2020-05-13,23
2020-05-14,23
2020-05-15,23
2020-05-16,22
2020-05-17,17
2020-05-18,22
2020-05-19,21
2020-05-20,21
2020-05-21,21
2020-05-22,21
2020-05-23,19
2020-05-24,15
2020-05-25,22
2020-05-26,19
2020-05-27,19
2020-05-28,19
2020-05-29,19
2020-05-30,17
2020-05-31,14
2020-06-01,17
2020-06-02,16
2020-06-03,17
2020-06-04,16
2020-06-05,17
2020-06-06,15
2020-06-07,12
2020-06-08,15
2020-06-09,15
2020-06-10,15
2020-06-11,15
2020-06-12,15
2020-06-13,15
