dates,covid19mobilitytrend_residence
2020-02-15,0
2020-02-16,-1
2020-02-17,0
2020-02-18,-1
2020-02-19,-1
2020-02-20,-1
2020-02-21,-2
2020-02-22,-1
2020-02-23,-1
2020-02-24,-1
2020-02-25,0
2020-02-26,-2
2020-02-27,-1
2020-02-28,-1
2020-02-29,0
2020-03-01,1
2020-03-02,2
2020-03-03,5
2020-03-04,0
2020-03-05,0
2020-03-06,1
2020-03-07,0
2020-03-08,-3
2020-03-09,1
2020-03-10,0
2020-03-11,1
2020-03-12,2
2020-03-13,4
2020-03-14,4
2020-03-15,2
2020-03-16,9
2020-03-17,10
2020-03-18,13
2020-03-19,13
2020-03-20,14
2020-03-21,12
2020-03-22,10
2020-03-23,18
2020-03-24,18
2020-03-25,18
2020-03-26,19
2020-03-27,19
2020-03-28,13
2020-03-29,12
2020-03-30,21
2020-03-31,22
2020-04-01,22
2020-04-02,24
2020-04-03,23
2020-04-04,18
2020-04-05,14
2020-04-06,23
2020-04-07,23
2020-04-08,23
2020-04-09,24
2020-04-10,22
2020-04-11,16
2020-04-12,14
2020-04-13,21
2020-04-14,19
2020-04-15,18
2020-04-16,22
2020-04-17,28
2020-04-18,23
2020-04-19,19
2020-04-20,31
2020-04-21,29
2020-04-22,29
2020-04-23,29
2020-04-24,29
2020-04-25,22
2020-04-26,18
2020-04-27,17
2020-04-28,15
2020-04-29,19
2020-04-30,19
2020-05-01,20
2020-05-02,14
2020-05-03,11
2020-05-04,20
2020-05-05,18
2020-05-06,20
2020-05-07,20
2020-05-08,20
2020-05-09,15
2020-05-10,13
2020-05-11,16
2020-05-12,15
2020-05-13,15
2020-05-14,13
2020-05-15,14
2020-05-16,8
2020-05-17,6
2020-05-18,13
2020-07-03,1
2020-07-04,-2
2020-07-05,-5
2020-07-06,1
2020-07-07,0
2020-07-08,2
2020-07-09,2
2020-07-10,1
2020-07-11,-1
2020-07-12,-4
2020-07-13,3
2020-07-14,1
2020-07-15,1
2020-07-16,0
2020-07-17,1
2020-07-18,-3
2020-07-19,-6
2020-07-20,0
2020-07-21,0
2020-07-22,1
2020-07-23,0
2020-07-24,0
2020-07-25,-3
2020-07-26,-5
2020-07-27,0
2020-07-28,0
2020-07-29,1
2020-07-30,0
2020-07-31,0
2020-08-01,-3
2020-08-02,-5
2020-08-03,0
2020-08-04,-1
2020-08-05,-1
2020-08-06,-1
2020-08-07,-2
2020-08-08,-5
2020-08-09,-8
2020-08-10,-2
2020-08-11,-1
2020-08-12,-1
2020-08-13,-1
2020-08-14,-1
2020-08-15,-5
2020-08-16,-6
2020-08-17,-1
2020-08-18,-1
2020-08-19,-1
2020-08-20,-2
2020-08-21,-1
2020-08-22,-2
2020-08-23,-4
2020-08-24,-1
2020-08-25,-2
2020-08-26,-2
2020-08-27,-3
2020-08-28,2
2020-08-29,-5
2020-08-30,-8
2020-08-31,-2
2020-09-01,-3
2020-09-02,-2
2020-09-03,-2
2020-09-04,-2
2020-09-05,-5
2020-09-06,-6
2020-09-07,-2
2020-09-08,-3
2020-09-09,-3
2020-09-10,-3
2020-09-11,-3
2020-09-12,-5
2020-09-13,-6
2020-09-14,-1
2020-09-15,-1
2020-09-16,0
2020-09-17,0
2020-09-18,0
2020-09-19,-2
2020-09-20,-4
2020-09-21,1
2020-09-22,0
2020-09-23,1
2020-09-24,1
2020-09-25,1
2020-09-26,-2
2020-09-27,-4
2020-09-28,2
2020-09-29,1
2020-09-30,1
2020-10-01,0
2020-10-02,0
2020-10-03,-4
2020-10-04,-4
2020-10-05,1
2020-10-06,0
2020-10-07,0
2020-10-08,1
2020-10-09,1
2020-10-10,-2
2020-10-11,-3
2020-10-12,2
2020-10-13,1
2020-10-14,6
2020-10-15,2
2020-10-16,3
2020-10-17,0
2020-10-18,-1
2020-10-19,5
2020-10-20,5
2020-10-21,5
2020-10-22,5
2020-10-23,5
2020-10-24,1
2020-10-25,-1
2020-10-26,5
2020-10-27,4
2020-10-28,6
2020-10-29,5
2020-10-30,4
2020-10-31,-1
2020-11-01,0
2020-11-02,7
2020-11-03,6
2020-11-04,6
2020-11-05,6
2020-11-06,8
2020-11-07,4
2020-11-08,2
2020-11-09,9
2020-11-10,8
2020-11-11,9
2020-11-12,9
2020-11-13,9
2020-11-14,5
2020-11-15,3
2020-11-16,9
2020-11-17,9
2020-11-18,10
2020-11-19,11
2020-11-20,10
2020-11-21,3
2020-11-22,3
2020-11-23,14
2020-11-24,8
2020-11-25,10
2020-11-26,10
2020-11-27,7
2020-11-28,9
2020-11-29,7
2020-11-30,13
2020-12-01,12
2020-12-02,12
2020-12-03,13
2020-12-04,13
2020-12-05,9
2020-12-06,7
2020-12-07,13
2020-12-08,13
2020-12-09,13
2020-12-10,13
2020-12-11,14
2020-12-12,9
2020-12-13,6
2020-12-14,13
2020-12-15,12
2020-12-16,13
2020-12-17,13
2020-12-18,12
2020-12-19,8
2020-12-20,6
2020-12-21,12
2020-12-22,11
2020-12-23,12
2020-12-24,10
2020-12-25,9
2020-12-26,4
2020-12-27,2
2020-12-28,8
2020-12-29,7
2020-12-30,8
2020-12-31,10
2021-01-01,17
2021-01-02,10
2021-01-03,6
2021-01-04,15
2021-01-05,13
2021-01-06,9
2021-01-07,16
2021-01-08,12
2021-01-09,6
2021-01-10,4
2021-01-11,12
2021-01-12,10
2021-01-13,8
2021-01-14,8
2021-01-15,9
2021-01-16,5
2021-01-17,3
2021-01-18,9
2021-01-19,12
2021-01-20,9
2021-01-21,10
2021-01-22,9
2021-01-23,5
2021-01-24,3
2021-01-25,9
2021-01-26,7
2021-01-27,8
2021-01-28,9
2021-01-29,8
2021-01-30,4
2021-01-31,2
2021-02-01,6
2021-02-02,4
2021-02-03,5
2021-02-04,6
2021-02-05,7
2021-02-06,4
2021-02-07,3
2021-02-08,5
2021-02-09,5
2021-02-10,4
2021-02-11,4
2021-02-12,3
2021-02-13,3
2021-02-14,1
2021-02-15,2
2021-02-16,3
2021-02-17,5
2021-02-18,6
2021-02-19,5
2021-02-20,5
2021-02-21,3
2021-02-22,3
2021-02-23,4
2021-02-24,4
2021-02-25,5
2021-02-26,3
2021-02-27,1
2021-02-28,1
2021-03-01,2
2021-03-02,0
2021-03-03,7
2021-03-04,2
