dates,covid19mobilitytrend_residence
2020-02-15,0
2020-02-16,1
2020-02-17,0
2020-02-18,0
2020-02-19,1
2020-02-20,1
2020-02-21,1
2020-02-22,0
2020-02-23,1
2020-02-24,1
2020-02-25,0
2020-02-26,-1
2020-02-27,1
2020-02-28,0
2020-02-29,-1
2020-03-01,0
2020-03-02,1
2020-03-03,1
2020-03-04,0
2020-03-05,-1
2020-03-06,11
2020-03-07,1
2020-03-08,0
2020-03-09,1
2020-03-10,0
2020-03-11,1
2020-03-12,1
2020-03-13,1
2020-03-14,1
2020-03-15,1
2020-03-16,4
2020-03-17,3
2020-03-18,7
2020-03-19,8
2020-03-20,9
2020-03-21,6
2020-03-22,11
2020-03-23,13
2020-03-24,14
2020-03-25,13
2020-03-26,13
2020-03-27,16
2020-03-28,7
2020-03-29,9
2020-03-30,27
2020-03-31,26
2020-04-01,28
2020-04-02,28
2020-04-03,29
2020-04-04,22
2020-04-05,20
2020-04-06,27
2020-04-07,25
2020-04-08,26
2020-04-09,26
2020-04-10,32
2020-04-11,22
2020-04-12,20
2020-04-13,32
2020-04-14,25
2020-04-15,27
2020-04-16,27
2020-04-17,29
2020-04-18,21
2020-04-19,21
2020-04-20,22
2020-04-21,17
2020-04-22,18
2020-04-23,18
2020-04-24,19
2020-04-25,13
2020-04-26,19
2020-04-27,15
2020-04-28,13
2020-04-29,16
2020-04-30,16
2020-05-01,22
2020-05-02,13
2020-05-03,16
2020-05-04,13
2020-05-05,14
2020-05-06,14
2020-05-07,15
2020-05-08,16
2020-05-09,11
2020-05-10,16
2020-05-11,14
2020-05-12,13
2020-05-13,14
2020-05-14,13
2020-05-15,16
2020-05-16,11
2020-05-17,14
2020-05-18,13
2020-05-19,14
2020-05-20,14
2020-05-21,15
2020-05-22,15
2020-05-23,11
2020-05-24,14
2020-05-25,24
2020-05-26,12
2020-05-27,14
2020-05-28,15
2020-05-29,13
2020-05-30,11
2020-05-31,12
2020-06-01,12
2020-06-02,13
2020-06-03,12
2020-06-04,13
2020-06-05,13
2020-06-06,9
2020-06-07,12
2020-06-08,11
2020-06-09,14
2020-06-10,14
2020-06-11,13
2020-06-12,14
2020-06-13,9
2020-06-14,12
2020-06-15,11
2020-06-16,11
2020-06-17,12
2020-06-18,13
2020-06-19,12
2020-06-20,9
2020-06-21,11
2020-06-22,12
2020-06-23,10
2020-06-24,11
2020-06-25,12
2020-06-26,12
2020-06-27,8
2020-06-28,11
2020-06-29,11
2020-06-30,10
2020-07-01,11
2020-07-02,11
2020-07-03,11
2020-07-04,11
2020-07-05,10
2020-07-06,10
2020-07-07,10
2020-07-08,11
2020-07-09,12
2020-07-10,12
2020-07-11,8
2020-07-12,10
2020-07-13,10
2020-07-14,10
2020-07-15,11
2020-07-16,11
2020-07-17,11
2020-07-18,8
2020-07-19,9
2020-07-20,10
2020-07-21,11
2020-07-22,11
2020-07-23,11
2020-07-24,12
2020-07-25,7
2020-07-26,9
2020-07-27,10
2020-07-28,10
2020-07-29,10
2020-07-30,8
2020-07-31,18
2020-08-01,7
2020-08-02,8
2020-08-03,9
2020-08-04,17
2020-08-05,9
2020-08-06,9
2020-08-07,9
2020-08-08,5
2020-08-09,6
2020-08-10,8
2020-08-11,8
2020-08-12,8
2020-08-13,9
2020-08-14,9
2020-08-15,5
2020-08-16,6
2020-08-17,8
2020-08-18,8
2020-08-19,8
2020-08-20,9
2020-08-21,9
2020-08-22,5
2020-08-23,6
2020-08-24,8
2020-08-25,8
2020-08-26,8
2020-08-27,8
2020-08-28,8
2020-08-29,3
2020-08-30,5
2020-08-31,8
2020-09-01,8
2020-09-02,8
2020-09-03,9
2020-09-04,9
2020-09-05,5
2020-09-06,6
2020-09-07,9
2020-09-08,8
2020-09-09,10
2020-09-10,10
2020-09-11,10
2020-09-12,6
2020-09-13,10
2020-09-14,10
2020-09-15,11
2020-09-16,11
2020-09-17,12
2020-09-18,11
2020-09-19,9
2020-09-20,10
2020-09-21,19
2020-09-22,11
2020-09-23,13
2020-09-24,13
2020-09-25,12
2020-09-26,8
2020-09-27,10
2020-09-28,13
2020-09-29,11
2020-09-30,9
2020-10-01,5
2020-10-02,4
2020-10-03,1
2020-10-04,2
2020-10-05,4
2020-10-06,4
2020-10-07,7
2020-10-08,7
2020-10-09,9
2020-10-10,11
2020-10-11,9
2020-10-12,8
2020-10-13,8
2020-10-14,9
2020-10-15,10
2020-10-16,11
2020-10-17,8
2020-10-18,8
2020-10-19,10
2020-10-20,9
2020-10-21,10
2020-10-22,10
2020-10-23,9
2020-10-24,5
2020-10-25,8
2020-10-26,9
2020-10-27,9
2020-10-28,9
2020-10-29,9
2020-10-30,8
2020-10-31,5
2020-11-01,7
2020-11-02,10
2020-11-03,9
2020-11-04,9
2020-11-05,9
2020-11-06,10
2020-11-07,6
2020-11-08,8
2020-11-09,10
2020-11-10,9
2020-11-11,10
2020-11-12,11
2020-11-13,10
2020-11-14,6
2020-11-15,8
2020-11-16,10
2020-11-17,10
2020-11-18,10
2020-11-19,10
2020-11-20,9
2020-11-21,6
2020-11-22,7
2020-11-23,9
2020-11-24,9
2020-11-25,10
2020-11-26,10
2020-11-27,8
2020-11-28,4
2020-11-29,6
2020-11-30,9
2020-12-01,9
2020-12-02,9
2020-12-03,9
2020-12-04,9
2020-12-05,4
2020-12-06,6
2020-12-07,20
2020-12-08,16
2020-12-09,15
2020-12-10,14
2020-12-11,14
2020-12-12,10
2020-12-13,11
2020-12-14,12
2020-12-15,12
2020-12-16,12
2020-12-17,11
2020-12-18,10
2020-12-19,6
2020-12-20,8
2020-12-21,11
2020-12-22,10
2020-12-23,10
2020-12-24,9
2020-12-25,20
2020-12-26,10
2020-12-27,7
2020-12-28,21
2020-12-29,15
2020-12-30,15
2020-12-31,12
2021-01-01,22
2021-01-02,13
2021-01-03,9
2021-01-04,16
2021-01-05,15
2021-01-06,15
2021-01-07,27
2021-01-08,14
2021-01-09,9
2021-01-10,9
2021-01-11,11
2021-01-12,11
2021-01-13,10
2021-01-14,11
2021-01-15,11
2021-01-16,8
2021-01-17,9
2021-01-18,10
2021-01-19,10
2021-01-20,11
2021-01-21,12
2021-01-22,12
2021-01-23,11
2021-01-24,12
2021-01-25,11
2021-01-26,11
