dates,covid19mobilitytrend_park
2020-02-15,26
2020-02-16,-34
2020-02-17,13
2020-02-18,15
2020-02-19,49
2020-02-20,-4
2020-02-21,12
2020-02-22,9
2020-02-23,0
2020-02-24,21
2020-02-25,13
2020-02-26,23
2020-02-27,14
2020-02-28,20
2020-02-29,2
2020-03-01,-30
2020-03-02,4
2020-03-03,6
2020-03-04,9
2020-03-05,26
2020-03-06,18
2020-03-07,29
2020-03-08,-37
2020-03-09,11
2020-03-10,-4
2020-03-11,10
2020-03-12,-1
2020-03-13,3
2020-03-14,26
2020-03-15,-50
2020-03-16,22
2020-03-17,10
2020-03-18,18
2020-03-19,24
2020-03-20,31
2020-03-21,80
2020-03-22,-8
2020-03-23,-1
2020-03-24,-8
2020-03-25,0
2020-03-26,29
2020-03-27,16
2020-03-28,29
2020-03-29,-5
2020-03-30,37
2020-03-31,23
2020-04-01,18
2020-04-02,-7
2020-04-03,13
2020-04-04,32
2020-04-05,14
2020-04-06,89
2020-04-07,104
2020-04-08,37
2020-04-09,166
2020-04-10,163
2020-04-11,-2
2020-04-12,12
2020-04-13,70
2020-04-14,3
2020-04-15,44
2020-04-16,53
2020-04-17,68
2020-04-18,99
2020-04-19,88
2020-04-20,106
2020-04-21,135
2020-04-22,130
2020-04-23,93
2020-04-24,56
2020-04-25,95
2020-04-26,48
2020-04-27,20
2020-04-28,48
2020-04-29,56
2020-04-30,51
2020-05-01,119
2020-05-02,95
2020-05-03,48
2020-05-04,51
2020-05-05,66
2020-05-06,74
2020-05-07,70
2020-05-08,64
2020-05-09,84
2020-05-10,2
2020-05-11,39
2020-05-12,27
2020-05-13,52
2020-05-14,43
2020-05-15,35
2020-05-16,21
2020-05-17,19
2020-05-18,61
2020-05-19,92
2020-05-20,127
2020-05-21,227
2020-05-22,92
2020-05-23,74
2020-05-24,27
2020-05-25,106
2020-05-26,74
2020-05-27,82
2020-05-28,98
2020-05-29,142
2020-05-30,210
2020-05-31,172
2020-06-01,314
2020-06-02,119
2020-06-03,97
2020-06-04,60
2020-06-05,42
2020-06-06,47
2020-06-07,11
2020-06-08,72
2020-06-09,104
2020-06-10,111
2020-06-11,153
2020-06-12,175
2020-06-13,207
2020-06-14,136
2020-06-15,181
2020-06-16,181
2020-06-17,173
2020-06-18,187
2020-06-19,190
2020-06-20,169
2020-06-21,51
2020-06-22,122
2020-06-23,209
2020-06-24,205
2020-06-25,215
2020-06-26,224
2020-06-27,241
2020-06-28,37
2020-06-29,112
2020-06-30,99
2020-07-01,141
2020-07-02,135
2020-07-03,96
2020-07-04,156
2020-07-05,26
2020-07-06,130
2020-07-07,158
2020-07-08,195
2020-07-09,213
2020-07-10,170
2020-07-11,174
2020-07-12,97
2020-07-13,222
2020-07-14,184
2020-07-15,252
2020-07-16,289
2020-07-17,162
2020-07-18,131
2020-07-19,86
2020-07-20,241
2020-07-21,227
2020-07-22,249
2020-07-23,270
2020-07-24,253
2020-07-25,229
2020-07-26,50
2020-07-27,197
2020-07-28,162
2020-07-29,183
2020-07-30,247
2020-07-31,276
2020-08-01,241
2020-08-02,60
2020-08-03,168
2020-08-04,182
2020-08-05,103
2020-08-06,191
2020-08-07,222
2020-08-08,216
2020-08-09,131
2020-08-10,184
2020-08-11,214
2020-08-12,225
2020-08-13,156
2020-08-14,180
2020-08-15,204
2020-08-16,118
2020-08-17,171
2020-08-18,176
2020-08-19,124
2020-08-20,112
2020-08-21,66
2020-08-22,69
2020-08-23,40
2020-08-24,79
2020-08-25,91
2020-08-26,91
2020-08-27,97
2020-08-28,97
2020-08-29,124
2020-08-30,63
2020-08-31,99
2020-09-01,115
2020-09-02,112
2020-09-03,68
2020-09-04,70
2020-09-05,92
2020-09-06,45
2020-09-07,56
2020-09-08,62
2020-09-09,55
2020-09-10,80
2020-09-11,61
2020-09-12,88
2020-09-13,33
2020-09-14,79
2020-09-15,75
2020-09-16,80
2020-09-17,89
2020-09-18,81
2020-09-19,135
2020-09-20,45
2020-09-21,53
2020-09-22,55
2020-09-23,28
2020-09-24,23
2020-09-25,44
2020-09-26,52
2020-09-27,47
2020-09-28,81
2020-09-29,49
2020-09-30,62
2020-10-01,68
2020-10-02,66
2020-10-03,83
2020-10-04,9
2020-10-05,79
2020-10-06,52
2020-10-07,52
2020-10-08,59
2020-10-09,65
2020-10-10,54
2020-10-11,39
2020-10-12,52
2020-10-13,52
2020-10-14,45
2020-10-15,43
2020-10-16,45
2020-10-17,44
2020-10-18,23
2020-10-19,20
2020-10-20,-9
2020-10-21,2
2020-10-22,10
2020-10-23,22
2020-10-24,30
2020-10-25,-18
2020-10-26,11
2020-10-27,11
2020-10-28,11
2020-10-29,24
2020-10-30,3
2020-10-31,28
2020-11-01,-25
2020-11-02,5
2020-11-03,17
2020-11-04,9
2020-11-05,5
2020-11-06,19
2020-11-07,20
2020-11-08,12
2020-11-09,10
2020-11-10,11
