dates,covid19mobilitytrend_residence
2020-02-15,1
2020-02-16,3
2020-02-17,1
2020-02-18,-1
2020-02-19,1
2020-02-20,1
2020-02-21,0
2020-02-22,0
2020-02-23,1
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,14
2020-02-28,1
2020-02-29,-1
2020-03-01,1
2020-03-02,1
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,2
2020-03-09,2
2020-03-10,0
2020-03-11,1
2020-03-12,1
2020-03-13,3
2020-03-14,2
2020-03-15,1
2020-03-16,4
2020-03-17,6
2020-03-18,10
2020-03-19,20
2020-03-20,27
2020-03-21,25
2020-03-22,21
2020-03-23,30
2020-03-24,30
2020-03-25,32
2020-03-26,33
2020-03-27,35
2020-03-28,28
2020-03-29,23
2020-03-30,31
2020-03-31,31
2020-04-01,33
2020-04-02,33
2020-04-03,34
2020-04-04,27
2020-04-05,22
2020-04-06,31
2020-04-07,30
2020-04-08,31
2020-04-09,32
2020-04-10,38
2020-04-11,28
2020-04-12,22
2020-04-13,31
2020-04-14,30
2020-04-15,31
2020-04-16,32
2020-04-17,32
2020-04-18,25
2020-04-19,21
2020-04-20,29
2020-04-21,31
2020-04-22,30
2020-04-23,31
2020-04-24,31
2020-04-25,25
2020-04-26,20
2020-04-27,30
2020-04-28,26
2020-04-29,29
2020-04-30,30
2020-05-01,30
2020-05-02,23
2020-05-03,18
2020-05-04,31
2020-05-05,26
2020-05-06,28
2020-05-07,29
2020-05-08,29
2020-05-09,22
2020-05-10,18
2020-05-11,27
2020-05-12,26
2020-05-13,27
2020-05-14,27
2020-05-15,28
2020-05-16,22
2020-05-17,17
2020-05-18,25
2020-05-19,24
2020-05-20,22
2020-05-21,24
2020-05-22,23
2020-05-23,17
2020-05-24,16
2020-05-25,20
2020-05-26,19
2020-05-27,20
2020-05-28,21
2020-05-29,20
2020-05-30,14
2020-05-31,11
2020-06-01,18
2020-06-02,18
2020-06-03,19
2020-06-04,19
2020-06-05,19
2020-06-06,14
2020-06-07,14
2020-06-08,17
2020-06-09,16
2020-06-10,17
2020-06-11,26
2020-06-12,18
2020-06-13,14
2020-06-14,11
2020-06-15,15
2020-06-16,15
2020-06-17,16
2020-06-18,17
2020-06-19,16
2020-06-20,13
2020-06-21,11
2020-06-22,16
2020-06-23,16
2020-06-24,16
2020-06-25,16
2020-06-26,16
2020-06-27,12
2020-06-28,9
2020-06-29,14
2020-06-30,13
2020-07-01,14
2020-07-02,15
2020-07-03,14
2020-07-04,9
2020-07-05,6
2020-07-06,14
2020-07-07,14
2020-07-08,15
2020-07-09,15
2020-07-10,15
2020-07-11,11
2020-07-12,10
2020-07-13,14
2020-07-14,14
2020-07-15,15
2020-07-16,15
2020-07-17,15
2020-07-18,12
2020-07-19,11
2020-07-20,16
2020-07-21,17
2020-07-22,18
2020-07-23,19
2020-07-24,18
2020-07-25,16
2020-07-26,12
2020-07-27,16
2020-07-28,16
2020-07-29,16
2020-07-30,23
2020-07-31,19
2020-08-01,15
2020-08-02,13
2020-08-03,15
2020-08-04,15
2020-08-05,16
2020-08-06,16
2020-08-07,16
2020-08-08,14
2020-08-09,11
2020-08-10,14
2020-08-11,15
2020-08-12,15
2020-08-13,16
2020-08-14,16
2020-08-15,14
2020-08-16,11
2020-08-17,14
2020-08-18,14
2020-08-19,14
2020-08-20,15
2020-08-21,15
2020-08-22,14
2020-08-23,14
2020-08-24,13
2020-08-25,13
2020-08-26,14
2020-08-27,14
2020-08-28,13
2020-08-29,11
2020-08-30,9
2020-08-31,12
2020-09-01,12
2020-09-02,13
2020-09-03,15
2020-09-04,15
2020-09-05,12
2020-09-06,10
2020-09-07,12
2020-09-08,12
2020-09-09,13
2020-09-10,14
2020-09-11,13
2020-09-12,12
2020-09-13,9
2020-09-14,12
2020-09-15,13
2020-09-16,13
2020-09-17,14
2020-09-18,13
2020-09-19,12
2020-09-20,9
2020-09-21,12
2020-09-22,12
2020-09-23,13
2020-09-24,22
2020-09-25,14
2020-09-26,13
2020-09-27,10
2020-09-28,12
2020-09-29,12
2020-09-30,11
2020-10-01,10
2020-10-02,10
2020-10-03,9
2020-10-04,7
2020-10-05,9
2020-10-06,9
2020-10-07,10
2020-10-08,12
2020-10-09,11
2020-10-10,10
2020-10-11,9
2020-10-12,11
2020-10-13,11
2020-10-14,12
2020-10-15,13
2020-10-16,12
2020-10-17,10
2020-10-18,8
2020-10-19,11
